,Age Chart-alias,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Psychosis Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
19,True,New Mexico,577,634,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,91.009,27.270016168236623,27.3,0.18
20,True,New Jersey,2122,2434,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,87.182,22.89813566875613,22.9,0.02
21,True,New Hampshire,453,505,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,89.703,32.613578767912266,32.6,0.56
22,True,Nevada,1028,1147,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,89.625,32.69729461693752,32.7,0.58
23,True,Nebraska,644,725,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,88.828,32.79536709422863,32.8,0.6
24,True,Montana,385,417,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,92.326,34.86463014966435,34.9,0.68
25,True,Missouri,1998,2204,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,90.653,32.3920140553456,32.4,0.54
26,True,Mississippi,727,799,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,90.989,24.644360187324253,24.6,0.1
27,True,Minnesota,1710,1896,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,90.190,29.961155624549924,30.0,0.3
28,True,Michigan,3161,3488,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,90.625,31.45019839692538,31.5,0.44
29,True,Massachusetts,1689,1887,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,89.507,24.18134548785972,24.2,0.06
30,True,Maryland,1807,2037,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,88.709,29.31001119360195,29.3,0.26
31,True,Maine,559,606,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,92.244,40.7361065464162,40.7,0.96
32,True,Louisiana,1121,1232,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,90.990,24.242833171894663,24.2,0.08
33,True,Kentucky,1603,1779,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,90.107,35.548013768590636,35.5,0.72
34,True,Kansas,992,1107,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,89.612,33.80379215847436,33.8,0.66
35,True,Iowa,1019,1132,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,90.018,31.91277134076545,31.9,0.48
36,True,Indiana,2675,2939,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,91.017,39.30364230893838,39.3,0.94
37,True,Illinois,3427,3856,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,88.874,27.045009540724916,27.0,0.14
38,True,Idaho,693,768,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,90.234,36.45597428196724,36.5,0.78
39,True,Hawaii,390,442,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,88.235,27.054156177400348,27.1,0.16
40,True,Georgia,3497,3881,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,90.106,32.38093086333284,32.4,0.52
41,True,Florida,6269,6974,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,89.891,28.781796792158787,28.8,0.22
42,True,District of Columbia,133,158,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,84.177,19.849264980225357,19.8,0
43,True,Delaware,428,512,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,83.594,42.65565326933656,42.7,0.98
44,True,Connecticut,1126,1270,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,88.661,31.229225007675566,31.2,0.42
45,True,Colorado,2258,2497,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,90.429,38.850192590624786,38.9,0.9
46,True,California,10758,12223,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,88.014,27.417414150974075,27.4,0.2
47,True,Arkansas,1176,1291,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,91.092,38.864585670799116,38.9,0.92
48,True,Arizona,2690,2980,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,90.268,36.96925751987681,37.0,0.82
49,True,Alaska,507,582,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,87.113,69.19867389681345,69.2,1
50,True,Alabama,1893,2099,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,90.186,37.56044046313035,37.6,0.88
