,Age Chart-alias,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Psychosis Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
30,True,Maryland,664,910,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,72.97,10.770253144743606,10.8,0.12
31,True,Maine,253,325,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,77.85,18.436914054102505,18.4,0.92
32,True,Louisiana,591,733,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,80.63,12.781011957707179,12.8,0.34
33,True,Kentucky,823,1067,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,77.13,18.250789352183464,18.3,0.86
34,True,Kansas,455,588,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,77.38,15.504763540429266,15.5,0.66
35,True,Iowa,484,617,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,78.44,15.157783443503904,15.2,0.62
36,True,Indiana,1182,1545,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,76.50,17.367067367912213,17.4,0.82
37,True,Illinois,1538,2046,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,75.17,12.137503552271642,12.1,0.24
38,True,Idaho,301,385,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,78.18,15.834413071965566,15.8,0.7
39,True,Hawaii,121,177,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,68.36,8.393725378116518,8.4,0
40,True,Georgia,1372,1791,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,76.61,12.704214224904964,12.7,0.32
41,True,Florida,2456,3277,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,74.95,11.27581638563439,11.3,0.14
42,True,District of Columbia,76,114,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,66.67,11.342437131557347,11.3,0.18
43,True,Delaware,107,149,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,71.81,10.66391331733414,10.7,0.06
44,True,Connecticut,407,550,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,74.00,11.28800584202838,11.3,0.16
45,True,Colorado,914,1223,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,74.73,15.725897266532796,15.7,0.68
46,True,California,4543,6351,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,71.53,11.578110474797846,11.6,0.2
47,True,Arkansas,554,706,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,78.47,18.308656855121352,18.3,0.9
48,True,Arizona,1162,1533,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,75.80,15.969619791114075,16.0,0.72
49,True,Alaska,249,354,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,70.34,33.9851475351214,34.0,1
50,True,Alabama,996,1369,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,72.75,19.762387058255587,19.8,0.96
