,Age Chart-alias,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Psychosis Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
30,True,Maryland,799,1116,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,71.59,12.95998834736467,13.0,0.06
31,True,Maine,357,472,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,75.64,26.015724574365986,26.0,0.96
32,True,Louisiana,749,996,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,75.20,16.197932244200803,16.2,0.3
33,True,Kentucky,1090,1481,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,73.60,24.17176232549207,24.2,0.9
34,True,Kansas,597,774,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,77.13,20.34361282117862,20.3,0.6
35,True,Iowa,659,869,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,75.83,20.638386961299737,20.6,0.62
36,True,Indiana,1587,2144,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,74.02,23.31771227823746,23.3,0.88
37,True,Illinois,1877,2592,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,72.42,14.812805050464156,14.8,0.18
38,True,Idaho,394,521,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,75.62,20.72677325699147,20.7,0.66
39,True,Hawaii,172,240,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,71.67,11.931576570545793,11.9,0.02
40,True,Georgia,1847,2458,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,75.14,17.102539120553548,17.1,0.44
41,True,Florida,3200,4421,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,72.38,14.691617440565981,14.7,0.16
42,True,District of Columbia,94,156,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,60.26,14.028803820610403,14.0,0.12
43,True,Delaware,233,326,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,71.47,23.22141871905472,23.2,0.86
44,True,Connecticut,550,802,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,68.58,15.254061948687001,15.3,0.2
45,True,Colorado,1251,1756,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,71.24,21.524176674433836,21.5,0.76
46,True,California,5150,7439,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,69.23,13.125086714771937,13.1,0.08
47,True,Arkansas,742,999,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,74.27,24.52170286371849,24.5,0.92
48,True,Arizona,1385,1877,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,73.79,19.034357496293453,19.0,0.54
49,True,Alaska,217,293,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,74.06,29.6175783739813,29.6,1
50,True,Alabama,1048,1420,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,73.80,20.794158270132385,20.8,0.7
