,Age Chart-alias,State-alias,SUM(Positive PTSD)-alias,SUM(State Population)-alias,SUM(Total PTSD Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
16,True,North Dakota,24,774948,28,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),85.71,3.096981991049722,3.1,0.44
17,True,North Carolina,323,10551162,341,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),94.72,3.061274198993438,3.1,0.42
18,True,New York,513,19835913,554,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),92.60,2.586218239614179,2.6,0.18
19,True,New Mexico,69,2115877,78,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),88.46,3.261059125837655,3.3,0.54
20,True,New Jersey,235,9267130,252,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),93.25,2.5358444308000427,2.5,0.16
21,True,New Hampshire,39,1388992,42,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),92.86,2.8077915495553607,2.8,0.24
22,True,Nevada,121,3143991,125,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),96.80,3.8486115259235794,3.8,0.9
23,True,Nebraska,73,1963692,78,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),93.59,3.717487263786785,3.7,0.86
24,True,Montana,28,1104271,31,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),90.32,2.5356094654301344,2.5,0.14
25,True,Missouri,205,6168187,221,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),92.76,3.323504945618543,3.3,0.6
26,True,Mississippi,66,2949965,70,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),94.29,2.237314680004678,2.2,0.06
27,True,Minnesota,187,5707390,199,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),93.97,3.2764538606963955,3.3,0.56
28,True,Michigan,341,10050811,369,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),92.41,3.3927610418701537,3.4,0.64
29,True,Massachusetts,175,6984723,184,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),95.11,2.5054680049588223,2.5,0.12
30,True,Maryland,201,6165129,218,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),92.20,3.260272412791363,3.3,0.52
31,True,Maine,39,1372247,42,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),92.86,2.842053945098805,2.8,0.32
32,True,Louisiana,97,4624047,108,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),89.81,2.097729542973936,2.1,0.04
33,True,Kentucky,159,4509394,165,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),96.36,3.5259726694983846,3.5,0.72
34,True,Kansas,105,2934582,111,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),94.59,3.578022355483677,3.6,0.76
35,True,Iowa,115,3193079,124,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),92.74,3.6015394545515473,3.6,0.78
36,True,Indiana,258,6805985,280,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),92.14,3.7907812021331226,3.8,0.88
37,True,Illinois,369,12671469,405,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),91.11,2.912053843165303,2.9,0.36
38,True,Idaho,75,1900923,83,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),90.36,3.945451762117666,3.9,0.92
39,True,Hawaii,30,1441553,31,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),96.77,2.0810889367231034,2.1,0.02
40,True,Georgia,339,10799566,365,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),92.88,3.1390150307892,3.1,0.46
41,True,Florida,616,21781128,654,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),94.19,2.828136357308951,2.8,0.3
42,True,District of Columbia,9,670050,10,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),90.00,1.343183344526528,1.3,0
43,True,Delaware,41,1003384,42,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),97.62,4.086172392623363,4.1,0.94
44,True,Connecticut,96,3605597,100,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),96.00,2.6625271764980947,2.7,0.22
45,True,Colorado,240,5812069,262,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),91.60,4.129338450730712,4.1,0.96
46,True,California,1183,39237836,1285,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),92.06,3.014947103606835,3.0,0.38
47,True,Arkansas,112,3025891,121,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),92.56,3.7013891115046778,3.7,0.84
48,True,Arizona,264,7276316,290,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),91.03,3.628209659943301,3.6,0.8
49,True,Alaska,45,732673,52,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),86.54,6.141894132853265,6.1,1
50,True,Alabama,168,5039877,182,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),92.31,3.333414684525039,3.3,0.62
