,Age Chart-alias,State-alias,SUM(Positive PTSD)-alias,SUM(State Population)-alias,SUM(Total PTSD Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
18,True,New York,3540,19835913,3891,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),90.979,17.846418261665093,17.8,0.04
19,True,New Mexico,495,2115877,539,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),91.837,23.39455459840057,23.4,0.38
20,True,New Jersey,1416,9267130,1578,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),89.734,15.279811548990894,15.3,0
21,True,New Hampshire,353,1388992,373,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),94.638,25.414113256231857,25.4,0.54
22,True,Nevada,671,3143991,725,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),92.552,21.342300280121666,21.3,0.26
23,True,Nebraska,466,1963692,502,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),92.829,23.730809108556738,23.7,0.44
24,True,Montana,311,1104271,339,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),91.740,28.163376562456136,28.2,0.76
25,True,Missouri,1715,6168187,1828,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),93.818,27.80395600846732,27.8,0.7
26,True,Mississippi,717,2949965,778,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),92.159,24.305373114596275,24.3,0.48
27,True,Minnesota,1355,5707390,1466,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),92.428,23.741149632318802,23.7,0.46
28,True,Michigan,2365,10050811,2573,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),91.916,23.530439483938164,23.5,0.42
29,True,Massachusetts,1356,6984723,1485,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),91.313,19.413797798423786,19.4,0.14
30,True,Maryland,1062,6165129,1174,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),90.460,17.225916927285706,17.2,0.02
31,True,Maine,397,1372247,440,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),90.227,28.930651697544246,28.9,0.86
32,True,Louisiana,850,4624047,932,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),91.202,18.382166098225213,18.4,0.08
33,True,Kentucky,1316,4509394,1407,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),93.532,29.183522220502354,29.2,0.88
34,True,Kansas,846,2934582,896,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),94.420,28.828637264182767,28.8,0.84
35,True,Iowa,854,3193079,914,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),93.435,26.745345166843666,26.7,0.66
36,True,Indiana,2127,6805985,2304,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),92.318,31.25190549200446,31.3,0.94
37,True,Illinois,2597,12671469,2859,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),90.836,20.49486132981109,20.5,0.22
38,True,Idaho,507,1900923,551,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),92.015,26.67125391191542,26.7,0.64
39,True,Hawaii,274,1441553,302,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),90.728,19.007278955404345,19.0,0.1
40,True,Georgia,2307,10799566,2483,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),92.912,21.361969545813228,21.4,0.28
41,True,Florida,4151,21781128,4519,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),91.857,19.057782498684183,19.1,0.12
42,True,District of Columbia,153,670050,167,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),91.617,22.834116856950974,22.8,0.34
43,True,Delaware,258,1003384,280,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),92.143,25.712987251142135,25.7,0.58
44,True,Connecticut,720,3605597,804,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),89.552,19.968953823735706,20.0,0.18
45,True,Colorado,1636,5812069,1782,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),91.807,28.148323772481024,28.1,0.74
46,True,California,7037,39237836,7768,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),90.590,17.934220429485457,17.9,0.06
47,True,Arkansas,1165,3025891,1243,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),93.725,38.50105638306204,38.5,0.98
48,True,Arizona,1854,7276316,2017,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),91.919,25.47992693005636,25.5,0.56
49,True,Alaska,374,732673,418,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),89.474,51.045964570824914,51.0,1
50,True,Alabama,1226,5039877,1361,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),90.081,24.325990495402962,24.3,0.5
