,Age Chart-alias,State-alias,SUM(Positive PTSD)-alias,SUM(State Population)-alias,SUM(Total PTSD Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
13,True,Oregon,664,4246155,718,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),92.48,15.637676910051566,15.6,0.92
14,True,Oklahoma,649,3986639,695,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),93.38,16.279377189657755,16.3,0.94
15,True,Ohio,1741,11780017,1851,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),94.06,14.779265598682922,14.8,0.8
16,True,North Dakota,115,774948,127,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),90.55,14.83970537377992,14.8,0.82
17,True,North Carolina,1196,10551162,1277,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),93.66,11.335244402464866,11.3,0.28
18,True,New York,1859,19835913,2043,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),90.99,9.371890267919607,9.4,0.02
19,True,New Mexico,245,2115877,269,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),91.08,11.579122983046746,11.6,0.38
20,True,New Jersey,877,9267130,951,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),92.22,9.463555599198457,9.5,0.04
21,True,New Hampshire,179,1388992,189,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),94.71,12.887043265907938,12.9,0.52
22,True,Nevada,415,3143991,441,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),94.10,13.199783332713103,13.2,0.54
23,True,Nebraska,250,1963692,272,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),91.91,12.7311207663931,12.7,0.5
24,True,Montana,135,1104271,144,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),93.75,12.225259922609578,12.2,0.44
25,True,Missouri,886,6168187,947,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),93.56,14.364026252770872,14.4,0.76
26,True,Mississippi,317,2949965,335,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),94.63,10.745890205477014,10.7,0.14
27,True,Minnesota,762,5707390,808,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),94.31,13.351111453746809,13.4,0.56
28,True,Michigan,1226,10050811,1337,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),91.70,12.198020637339614,12.2,0.42
29,True,Massachusetts,721,6984723,775,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),93.03,10.322528180430348,10.3,0.08
30,True,Maryland,708,6165129,780,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),90.77,11.48394461819047,11.5,0.34
31,True,Maine,198,1372247,213,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),92.96,14.428889259732395,14.4,0.78
32,True,Louisiana,463,4624047,503,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),92.05,10.012874004092087,10.0,0.06
33,True,Kentucky,682,4509394,720,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),94.72,15.123983399986784,15.1,0.86
34,True,Kansas,416,2934582,449,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),92.65,14.175783808392472,14.2,0.74
35,True,Iowa,427,3193079,457,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),93.44,13.372672583421833,13.4,0.58
36,True,Indiana,1109,6805985,1184,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),93.67,16.29448198901408,16.3,0.96
37,True,Illinois,1424,12671469,1541,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),92.41,11.237844641375045,11.2,0.26
38,True,Idaho,256,1900923,277,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),92.42,13.467142014694968,13.5,0.6
39,True,Hawaii,155,1441553,162,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),95.68,10.752292839736034,10.8,0.16
40,True,Georgia,1190,10799566,1290,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),92.25,11.018961317519611,11.0,0.24
41,True,Florida,2344,21781128,2522,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),92.94,10.76160977521458,10.8,0.18
42,True,District of Columbia,60,670050,72,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),83.33,8.954555630176852,9.0,0
43,True,Delaware,138,1003384,141,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),97.87,13.753458297122538,13.8,0.68
44,True,Connecticut,411,3605597,445,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),92.36,11.398944474382468,11.4,0.3
45,True,Colorado,889,5812069,959,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),92.70,15.295757844581681,15.3,0.88
46,True,California,4084,39237836,4454,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),91.69,10.408321192840503,10.4,0.1
47,True,Arkansas,553,3025891,588,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),94.05,18.275608738054345,18.3,0.98
48,True,Arizona,981,7276316,1066,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),92.03,13.482097259107494,13.5,0.62
49,True,Alaska,186,732673,207,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),89.86,25.386495749126826,25.4,1
50,True,Alabama,692,5039877,753,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),91.90,13.730493819591233,13.7,0.66
