,Age Chart-alias,State-alias,SUM(Positive PTSD)-alias,SUM(State Population)-alias,SUM(Total PTSD Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
39,True,Hawaii,122,1441553,128,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),95.31,8.46309500934062,8.5,0.36
40,True,Georgia,838,10799566,912,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),91.89,7.759571079060029,7.8,0.1
41,True,Florida,1692,21781128,1827,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),92.61,7.768192721699261,7.8,0.12
42,True,District of Columbia,50,670050,61,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),81.97,7.462129691814044,7.5,0.06
43,True,Delaware,97,1003384,99,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),97.98,9.667285904499174,9.7,0.58
44,True,Connecticut,308,3605597,338,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),91.12,8.54227469126472,8.5,0.4
45,True,Colorado,639,5812069,686,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),93.15,10.994363625070521,11.0,0.74
46,True,California,2839,39237836,3097,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),91.67,7.235363336550975,7.2,0.04
47,True,Arkansas,433,3025891,459,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),94.34,14.30983469001362,14.3,0.98
48,True,Arizona,706,7276316,761,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),92.77,9.702712196666555,9.7,0.6
49,True,Alaska,138,732673,150,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),92.00,18.835142007416678,18.8,1
50,True,Alabama,509,5039877,555,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),91.71,10.099452823947885,10.1,0.68
