,Age Chart-alias,State-alias,SUM(Positive PTSD)-alias,SUM(State Population)-alias,SUM(Total PTSD Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
29,True,Massachusetts,4022,6984723,4401,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),91.388,57.582813233967904,57.6,0.12
30,True,Maryland,3510,6165129,3881,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),90.441,56.93311526814767,56.9,0.1
31,True,Maine,1243,1372247,1366,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),90.996,90.58136035276449,90.6,0.86
32,True,Louisiana,2607,4624047,2867,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),90.931,56.37918472714485,56.4,0.08
33,True,Kentucky,4248,4509394,4571,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),92.934,94.20334528320214,94.2,0.9
34,True,Kansas,2493,2934582,2688,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),92.746,84.95247364019816,85.0,0.68
35,True,Iowa,2713,3193079,2942,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),92.216,84.96501339302911,85.0,0.7
36,True,Indiana,6663,6805985,7189,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),92.683,97.89912848764727,97.9,0.92
37,True,Illinois,7862,12671469,8629,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),91.111,62.04489787253553,62.0,0.18
38,True,Idaho,1524,1900923,1657,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),91.973,80.17157980623098,80.2,0.56
39,True,Hawaii,860,1441553,948,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),90.717,59.65788285272897,59.7,0.16
40,True,Georgia,7137,10799566,7783,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),91.700,66.08598901103989,66.1,0.3
41,True,Florida,12672,21781128,13853,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),91.475,58.17880506464128,58.2,0.14
42,True,District of Columbia,421,670050,480,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),87.708,62.83113200507425,62.8,0.22
43,True,Delaware,852,1003384,922,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),92.408,84.91265557353914,84.9,0.66
44,True,Connecticut,2284,3605597,2534,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),90.134,63.34595907418383,63.3,0.24
45,True,Colorado,5245,5812069,5749,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),91.233,90.24325072534411,90.2,0.84
46,True,California,21967,39237836,24318,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),90.332,55.98422909968838,56.0,0.04
47,True,Arkansas,3335,3025891,3575,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),93.287,110.21547041846517,110.2,0.98
48,True,Arizona,5458,7276316,5997,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),91.012,75.01048607564597,75.0,0.46
49,True,Alaska,1027,732673,1135,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),90.485,140.17167276534005,140.2,1
50,True,Alabama,3797,5039877,4162,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),91.230,75.3391402210808,75.3,0.48
