,Age Chart-alias,State-alias,SUM(Positive PTSD)-alias,SUM(State Population)-alias,SUM(Total PTSD Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
14,True,Oklahoma,166,3986639,176,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),94.32,4.163908495351598,4.2,0.7
15,True,Ohio,433,11780017,465,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),93.12,3.6757162574553157,3.7,0.54
16,True,North Dakota,46,774948,52,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),88.46,5.935882149511968,5.9,0.98
17,True,North Carolina,292,10551162,318,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),91.82,2.76746769692286,2.8,0.22
18,True,New York,480,19835913,528,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),90.91,2.4198533236156057,2.4,0.08
19,True,New Mexico,66,2115877,72,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),91.67,3.1192739464534087,3.1,0.38
20,True,New Jersey,193,9267130,211,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),91.47,2.0826296814655674,2.1,0
21,True,New Hampshire,46,1388992,48,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),95.83,3.31175413537299,3.3,0.4
22,True,Nevada,86,3143991,97,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),88.66,2.7353767870200647,2.7,0.2
23,True,Nebraska,86,1963692,92,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),93.48,4.379505543639226,4.4,0.82
24,True,Montana,46,1104271,49,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),93.88,4.165644121778078,4.2,0.72
25,True,Missouri,243,6168187,262,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),92.75,3.9395692770014916,3.9,0.62
26,True,Mississippi,71,2949965,74,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),95.95,2.406808216368669,2.4,0.06
27,True,Minnesota,248,5707390,275,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),90.18,4.345243622741744,4.3,0.8
28,True,Michigan,363,10050811,392,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),92.60,3.6116488510230664,3.6,0.5
29,True,Massachusetts,204,6984723,222,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),91.89,2.92065984578057,2.9,0.28
30,True,Maryland,186,6165129,202,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),92.08,3.016968501389022,3.0,0.32
31,True,Maine,71,1372247,76,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),93.42,5.1739956436414145,5.2,0.92
32,True,Louisiana,108,4624047,113,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),95.58,2.335616398362733,2.3,0.02
33,True,Kentucky,174,4509394,194,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),89.69,3.8586116005831386,3.9,0.6
34,True,Kansas,125,2934582,132,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),94.70,4.259550423194853,4.3,0.76
35,True,Iowa,148,3193079,165,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),89.70,4.635024689335904,4.6,0.84
36,True,Indiana,326,6805985,352,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),92.61,4.789901829051931,4.8,0.86
37,True,Illinois,340,12671469,383,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),88.77,2.6831932430249403,2.7,0.14
38,True,Idaho,75,1900923,83,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),90.36,3.945451762117666,3.9,0.64
39,True,Hawaii,35,1441553,41,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),85.37,2.427937092843621,2.4,0.1
40,True,Georgia,365,10799566,399,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),91.48,3.379765446129965,3.4,0.46
41,True,Florida,523,21781128,562,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),93.06,2.401161225442502,2.4,0.04
42,True,District of Columbia,18,670050,23,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),78.26,2.686366689053056,2.7,0.16
43,True,Delaware,50,1003384,54,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),92.59,4.983137064174832,5.0,0.9
44,True,Connecticut,120,3605597,128,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),93.75,3.328158970622618,3.3,0.42
45,True,Colorado,249,5812069,274,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),90.88,4.284188642633114,4.3,0.78
46,True,California,1132,39237836,1261,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),89.77,2.884970516722686,2.9,0.26
47,True,Arkansas,128,3025891,138,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),92.75,4.230158984576774,4.2,0.74
48,True,Arizona,265,7276316,287,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),92.33,3.641952878352177,3.6,0.52
49,True,Alaska,53,732673,58,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),91.38,7.233786423138289,7.2,1
50,True,Alabama,152,5039877,161,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),94.41,3.015946619332178,3.0,0.3
