Site Name,Site Address,Site City,Site State,Site Zip Code,County
Gifford Primary Care,44 S Main St STE 2,Randolph,VT,05060-1381,Orange
Kingwood Health Center,1422 Vt Route 66 Uppr Level,Randolph,VT,05060-7718,Orange
Randolph Elementary School,40 Ayers Brook Rd Rm 233,Randolph,VT,05060-1012,Orange
Randolph Technical Career Center,17 Forest St Rm 405,Randolph,VT,05060-1006,Orange
Randolph Union Middle/High School,15 Forest St Rm 116,Randolph,VT,05060-1006,Orange
Rochester Health Center,235 S Main St,Rochester,VT,05767-9683,Windsor
Alburg Health Center,64 Industrial Park Rd,Alburgh,VT,05440,Grand Isle
Enosburg Health Center,382 Main St,Enosburg Falls,VT,05450-6008,Franklin
Fairfax Health Center,1199 Main St,Fairfax,VT,05454-9530,Franklin
Fairfax Pharmacy,997 Main St,Fairfax,VT,05454-9901,Franklin
Georgia Health Center,4178 Highbridge Rd,Fairfax,VT,05454-5446,Franklin
NOTCH Pharmacy,"44 Main St, Ste 200",Richford,VT,05476-1141,Franklin
NOTCH Primary Care,12 Crest Rd,Saint Albans,VT,05478-9701,Franklin
Richford Dental Clinic,44 Main St STE 400,Richford,VT,05476-1141,Franklin
Richford Health Center ,44 Main St,Richford,VT,05476-1153,Franklin
St Albans Health Center,3 Crest Rd,Saint Albans,VT,05478-9753,Franklin
Swanton Health Center,26 Canada St,Swanton,VT,05488-1335,Franklin
Swanton Rexall,13 York St,Swanton,VT,05488-1320,Franklin
CONCORD HEALTH CENTER,201 Main St,Concord,VT,05824-9825,Essex
DANVILLE HEALTH CENTER,26 Cedar Ln,Danville,VT,05828-9751,Caledonia
Hardwick Area Health Center,4 Slapp Hl,Hardwick,VT,05843-9300,Caledonia
Island Pond Dental Center,82 Maple St,Island Pond,VT,05846,Essex
ISLAND POND HEALTH CENTER,82 Maple St,Island Pond,VT,05846,Essex
NORTHERN COUNTIES DENTAL CENTER,151 N Main St,Hardwick,VT,05843-7065,Caledonia
"NORTHERN COUNTIES HEALTH CARE, INC.",165 Sherman Dr,Saint Johnsbury,VT,05819-9811,Caledonia
Northern Express Care - St. Johnsbury,457 Railroad St STE 2,St Johnsbury,VT,05819-1643,Caledonia
Northern Express Care Newport,137 Main St STE 102,Newport,VT,05855-4415,Orleans
Orleans Dental Center,11 Union St,Orleans,VT,05860-1218,Orleans
St. Johnsbury Community Health Center,185 Sherman Dr,Saint Johnsbury,VT,05819-9811,Caledonia
CABOT HEALTH SERVICES SBHC,25 Common Rd,Cabot,VT,05647-9731,Washington
Calais Elementary School,321 Lightening Ridge Rd,Plainfield,VT,05667-9318,Washington
Caledonia Central Supervisory Union Twinfield ...,106 Nasmith Brook Rd,Plainfield,VT,05667-9060,Washington
East Montpelier Elementary School,665 Vincent Flats Rd,E Montpelier,VT,05651-4405,Washington
Maplehill School,E Hill Rd,Plainfield,VT,05667,Washington
THE HEALTH CENTER,157 Towne Ave,Plainfield,VT,05667-9425,Washington
Vermont Dental Care Mobile,PO BOX 320,Plainfield,VT,05667-0320,Washington
Blue Mountain Union School,2420 Route 302,Wells River,VT,05081-9750,Orange
BRADFORD,437 S Main St,Bradford,VT,05033-9196,Orange
Bradford Elementary School,143 Fairground Rd,Bradford,VT,05033-9040,Orange
EAST CORINTH,720 Village Rd,East Corinth,VT,05040-9783,Orange
Little Rivers Health Care. Inc. Administration,146 Mill St,Bradford,VT,05033-4456,Orange
LRHC Newbury,4628 Main St S,Newbury,VT,05051-9712,Orange
Newbury Elementary School,214 Pulaski St,Newbury,VT,05051,Orange
Oxbow High School,36 Oxbow Dr,Bradford,VT,05033-9037,Orange
Thetford Elementary School,2689 Route 113,Thetford Center,VT,05075,Orange
Valley Vista,23 Upper Pln,Bradford,VT,05033-9016,Orange
Waits River Valley School,6 Waits River Vly School Rd,East Corinth,VT,05040-9776,Orange
Wells River,65 Main St N,Wells River,VT,05081-9692,Orange
COLD HOLLOW FAMILY PRACTICE,84 Water Tower Rd,Enosburg Falls,VT,05450-6097,Franklin
