Site Name,Site Address,Site City,Site State,Site Zip Code,County
Valverda Elementary School,1653 Valverda Rd,Maringouin,LA,70757-5118,Pointe Coupee
Daughters of Charity Health Center -  Gentilly,100 Warrington Dr,New Orleans,LA,70122-3000,Orleans
Daughters of Charity Health Center - Algiers,3215 General Meyer Ave,New Orleans,LA,70114-3204,Orleans
Daughters of Charity Health Center - Carrollton,3201 S Carrollton Ave,New Orleans,LA,70118-4307,Orleans
Daughters of Charity Health Center - Gretna,1301 Whitney Ave,Gretna,LA,70056-5025,Jefferson
Daughters of Charity Health Center - Higgins,3303 Higgins Blvd,New Orleans,LA,70126-5853,Orleans
Daughters of Charity Health Center - Metairie,111 N Causeway Blvd,Metairie,LA,70001-5450,Jefferson
Daughters of Charity Health Center - New Orlea...,5630 Read Blvd,New Orleans,LA,70127-3106,Orleans
Daughters of Charity Health Center - St. Cecilia,1030 Lesseps St,New Orleans,LA,70117-4736,Orleans
Daughters of Charity Health Center – Kenner,"3715 Williams Blvd, Ste 220",Kenner,LA,70065-3061,Jefferson
Daughters of Charity Health Center – Prytania,3600 Prytania St STE 100,New Orleans,LA,70115-3600,Orleans
DCHC - St. Stephen Catholic School,1025 Napoleon Ave,New Orleans,LA,70115-2818,Orleans
DePaul Community Health Center – St. Charles,1523 Saint Charles Ave,New Orleans,LA,70130-4445,Orleans
DePaul Community Health Centers - Alice M. Har...,5300 Berkley Dr,New Orleans,LA,70131-7204,Orleans
DePaul Community Health Centers - Andrew Wilso...,3617 General Pershing St,New Orleans,LA,70125-4530,Orleans
DePaul Community Health Centers - Audubon Gent...,4720 Painters St,New Orleans,LA,70122-5004,Orleans
DePaul Community Health Centers - Delgado Comm...,615 City Park Ave,New Orleans,LA,70119-4399,Orleans
DePaul Community Health Centers - Dwight D. Ei...,3700 Tall Pines Dr,New Orleans,LA,70131-8432,Orleans
DePaul Community Health Centers - Edna Karr Hi...,4400 General Meyer Ave,New Orleans,LA,70131-3529,Orleans
DePaul Community Health Centers - Eleanor McMa...,5712 S Claiborne Ave,New Orleans,LA,70125-4999,Orleans
DePaul Community Health Centers - Homer A. Ple...,721 Saint Philip St,New Orleans,LA,70116-2713,Orleans
DePaul Community Health Centers - Homer Plessy...,1423 Saint Philip St,New Orleans,LA,70116-2933,Orleans
DePaul Community Health Centers - Lakeside,3116 6th St STE 101,Metairie,LA,70002-1762,Jefferson
DePaul Community Health Centers - McDonogh 35 ...,4000 Cadillac St,New Orleans,LA,70122-1117,Orleans
DePaul Community Health Centers - McDonogh 42 ...,1651 N Tonti St,New Orleans,LA,70119-2540,Orleans
DePaul Community Health Centers - Our Lady of ...,5501 Westbank Expy BLDG,Marrero,LA,70072-2934,Jefferson
DePaul Community Health Centers - Our Lady of ...,531 Williams Blvd,Kenner,LA,70062-7633,Jefferson
DePaul Community Health Centers - Pierre Capdu...,5800 Saint Roch Ave,New Orleans,LA,70122-5336,Orleans
DePaul Community Health Centers - St. Augustin...,2600 A P Tureaud Ave,New Orleans,LA,70119-1208,Orleans
DePaul Community Health Centers - St. Leo the ...,1501 Abundance St,New Orleans,LA,70119-2052,Orleans
DePaul Community Health Centers - St. Mary&#39...,6905 Chef Menteur Hwy,New Orleans,LA,70126-5215,Orleans
DePaul Community Health Centers - St. Therese ...,6421 W Metairie Ave,Metairie,LA,70003-4327,Jefferson
DePaul Community Health Centers - Westbank Exp...,1629 Westbank Expy STE A,Harvey,LA,70058-4364,Jefferson
L.B. Landry High School,1200 L B Landry Ave,New Orleans,LA,70114-2657,Orleans
Martin Behrman Charter School,715 Opelousas Ave,New Orleans,LA,70114-2449,Orleans
Mobile Medical Unit #1,3201 S Carrollton Ave,New Orleans,LA,70118-4307,Orleans
Tooth Bus B,5630 Read Blvd,New Orleans,LA,70127-3106,Orleans
MAURICE COMMUNITY CARE CLINIC,207 Milton Rd,Maurice,LA,70555-4448,Vermilion
Mercy Dental,900 S Vienna St,Ruston,LA,71270-5830,Lincoln
Mercy Medical Health Center and Mercy Medicine...,244 Bond St,Jonesboro,LA,71251-5334,Jackson
CommuniHealth Services - Bastrop Community Hea...,314 N Franklin St,Bastrop,LA,71220-3846,Morehouse
CommuniHealth Services - Downsville Clinic,4787 Highway 151,Downsville,LA,71234-5145,Union
CommuniHealth Services - West Monroe Community...,420 Wheelis St,West Monroe,LA,71292-3940,Ouachita
CommuniHealth Services Bastrop Family Practice...,518 Durham St,Bastrop,LA,71220-5013,Morehouse
CommuniHealth Services Bastrop High School-Bas...,402 Highland Ave,Bastrop,LA,71220-2241,Morehouse
"CommuniHealth Services Marion Family Practice,...",335 Main St,Marion,LA,71260-5253,Union
CommuniHealth Services Mer Rouge Family Practi...,108 N 16th St,Mer Rouge,LA,71261,Morehouse
CommuniHealth Services Mobile Unit #1,518 Durham St,Bastrop,LA,71220-5013,Morehouse
CommuniHealth Services Mobile Unit - #2,518 Durham St,Bastrop,LA,71220-5013,Morehouse
CommuniHealth Services Monroe Pediatrics &amp;...,1825 N 18th St STE A,Monroe,LA,71201-4420,Ouachita
CommuniHealth Services Morehouse Elementary Sc...,1001 W Madison Ave,Bastrop,LA,71220-4331,Morehouse
CommuniHealth Services Riser Middle School-Bas...,100 Price Dr,West Monroe,LA,71292-6315,Ouachita
CommuniHealth Services Union Parish High Schoo...,1126 Marion Hwy,Farmerville,LA,71241-9305,Union
CommuniHealth Services West Monroe High School...,201 Riggs St,West Monroe,LA,71291-2640,Ouachita
NOELA Community Health Center,13085 Chef Menteur Hwy,New Orleans,LA,70129-1804,Orleans
NOELA Wellness Center,14401 Chef Menteur Hwy,New Orleans,LA,70129-2014,Orleans
CITY OF NEW ORLEANS HEALTH CARE for HOMELESS,1300 Perdido St,New Orleans,LA,70112-2125,Orleans
Community Resource and Referral Center,1530 Gravier St,New Orleans,LA,70112-2104,Orleans
HCH Arthur Monday,1111 Newton St,New Orleans,LA,70114-2500,Orleans
HEALTH CARE FOR THE HOMELESS,2222 Simon Bolivar Ave,New Orleans,LA,70113-1460,Orleans
Health Care for the Homeless-The Ozanam Inn,2239 Poydras St,New Orleans,LA,70119-7561,Orleans
Tulane Adolescent Drop-In Clinic,611 N Rampart St,New Orleans,LA,70112-3505,Orleans
Tulane Adolescent Drop-In Clinic Ruth Fertel,711 N Broad St,New Orleans,LA,70119-4206,Orleans
CrescentCare Elysian Fields,1631 Elysian Fields Ave,New Orleans,LA,70117-8208,Orleans
CrescentCare Health and Wellness Center,3308 Tulane Ave FL 5,New Orleans,LA,70119-7100,Orleans
CrescentCare Health and Wellness Center,3308 Tulane Ave FL 2,New Orleans,LA,70119-7100,Orleans
CrescentCare Health and Wellness Center,3308 Tulane Ave FL 3,New Orleans,LA,70119-7100,Orleans
Odyssey House Community Health Center,1125 N Tonti St,New Orleans,LA,70119-3549,Orleans
Odyssey House Community Health Center,2700 S Broad St,New Orleans,LA,70125-1953,Orleans
PHSC DENTAL CLINIC,2914 Betin Ave,Monroe,LA,71201-7258,Ouachita
PHSC DESIARD STREET CLINIC,2913 Desiard St,Monroe,LA,71201-7207,Ouachita
PHSC FAMILY JUSTICE CENTER CLINIC,620 Riverside Dr,Monroe,LA,71201-6211,Ouachita
PHSC MOBILE HEALTH CLINIC #1,2913 Desiard St,Monroe,LA,71201-7207,Ouachita
PHSC MOBILE HEALTH CLINIC #2,2913 Desiard St,Monroe,LA,71201-7207,Ouachita
PHSC S D HILL CLINIC,850 S 2nd St,Monroe,LA,71202-2112,Ouachita
PHSC School Based Health Center- Carroll Jr. H...,2945 Renwick St,Monroe,LA,71201-8146,Ouachita
PHSC School-Based Health Center- Wossman High ...,1600 Arizona Ave,Monroe,LA,71202-3602,Ouachita
PHSC WELLNESS CLINIC,2915 Betin Ave,Monroe,LA,71201-7257,Ouachita
PHSC West Monroe Family Health Center,301 McMillan Rd,West Monroe,LA,71291-5323,Ouachita
PHSC-GRAMBLING FAMILY HEALTH CENTER,7604 Highway 80,Ruston,LA,71270-1164,Lincoln
PRIMARY HEALTH SERVICES CENTER,2913 Betin Ave,Monroe,LA,71201-7257,Ouachita
Avoyelles Primary Health and Wellness Center,1007 Shirley Rd,Bunkie,LA,71322-1544,Avoyelles
RAPIDES PRIMARY HEALTH CARE CENTER,1217 Willow Glen River Rd,Alexandria,LA,71302-5458,Rapides
Rapides Primary Health Care Center-Browns Bend...,605 Browns Bend Rd,Alexandria,LA,71303-4154,Rapides
Women's Pavilion,1217 Willow Glen River Rd,Alexandria,LA,71302-5458,Rapides
REDDY FAMILY MEDICAL CENTER WHITE CASTLE,32985 Bowie St,White Castle,LA,70788-2320,Iberville
REDDY FAMILY MEDICAL CLINIC DONALDSONVILLE,217 Railroad Ave,Donaldsonville,LA,70346-2527,Ascension
REDDY FAMILY MEDICAL CLINIC PLAQUEMINE,58725 Belleview Rd,Plaquemine,LA,70764-3948,Iberville
DCHC SBHC BEHAVIORAL HEALTH SERVICES-MANGHAM,419 Hixon St,Mangham,LA,71259-5029,Richland
DCHC SBHC MOBILE PRIMARY CARE-MANGHAM,419 Hixon St,Mangham,LA,71259-5029,Richland
Delhi Charter School Based Health Center,6940 Highway 17,Delhi,LA,71232-7021,Richland
Delhi Community Health Center,109 Elm St,Delhi,LA,71232-2844,Richland
Delhi Community Health Center,501 Broadway St,Delhi,LA,71232-3001,Richland
Delhi Community Health Center Dental Clinic,605 Broadway St,Delhi,LA,71232-3101,Richland
Delhi Community Health Center SBHC Mobile Dent...,501 Broadway St,Delhi,LA,71232-3001,Richland
Delhi Elementary & High School-Based Health Ce...,509 Main St,Delhi,LA,71232-2537,Richland
Delhi Middle SBHC,106 Toombs St,Delhi,LA,71232-2647,Richland
Clinton Lower Health Center (CLHC),10701 Reiley St,Clinton,LA,70722-3507,East Feliciana
Clinton Middle Health Center @ East Feliciana ...,10410 Plank Rd,Clinton,LA,70722-3710,East Feliciana
JACKSON COMPLEX HEALTH CENTER,3619 Highway 10,Jackson,LA,70748-6237,East Feliciana
RKM at Albany Middle School,29675 Reeves Ln,Albany,LA,70711-3520,Livingston
RKM at Denham Springs Elementary,306 N Range Ave,Denham Springs,LA,70726-3424,Livingston
RKM at Springfield Elementary School,25190 Blood River Rd,Springfield,LA,70462-8077,Livingston
RKM Primary Care,11990 Jackson St,Clinton,LA,70722-3210,East Feliciana
RKM Primary Care Baton Rouge,455 E Airport Ave,Baton Rouge,LA,70806-4832,East Baton Rouge
RKM Primary Care Livingston,28315 S Frost Rd,Livingston,LA,70754-2612,Livingston
RKM Primary Care Loranger,54016 Highway 1062,Loranger,LA,70446-3538,Tangipahoa
RKM Primary Care Springfield,27124 Highway 42,Springfield,LA,70462-7979,Livingston
Slaughter Health Center,3166 Church St,Slaughter,LA,70777-3219,East Feliciana
WBR Primary Care,203 Allendale Dr,Port Allen,LA,70767-3219,West Baton Rouge
WBR Primary Care at Port Allen High School,3553 Rosedale Rd,Port Allen,LA,70767-4347,West Baton Rouge
Southeast Community Health Systems - Albany Lo...,30575 Old Baton Rouge Hwy,Hammond,LA,70403-8350,Livingston
Southeast Community Health Systems - Central T...,55420 N Railroad Ave,Independence,LA,70443-4260,Tangipahoa
Southeast Community Health Systems - Chesbroug...,68495 Highway 1054,Kentwood,LA,70444-6911,Tangipahoa
Southeast Community Health Systems - Coach Mob...,336 E Railroad Ave,Independence,LA,70443-2710,Tangipahoa
Southeast Community Health Systems - Copper Mi...,1300 Independence Blvd,Zachary,LA,70791-7361,East Baton Rouge
Southeast Community Health Systems - Independence,336 E Railroad Ave,Independence,LA,70443-2710,Tangipahoa
Southeast Community Health Systems - Jewel M. ...,15841 Highway 440,Kentwood,LA,70444-6937,Tangipahoa
Southeast Community Health Systems - Jewel M. ...,15649 Highway 440,Kentwood,LA,70444-6939,Tangipahoa
Southeast Community Health Systems - Kentwood ...,603 9th St,Kentwood,LA,70444-2317,Tangipahoa
Southeast Community Health Systems - Kentwood ...,721 Avenue G,Kentwood,LA,70444-2601,Tangipahoa
Southeast Community Health Systems - Livingsto...,25753 Walker South Rd,Denham Springs,LA,70726-6517,Livingston
Southeast Community Health Systems - Mobile  C...,336 E Railroad Ave,Independence,LA,70443-2710,Tangipahoa
Southeast Community Health Systems - North Tan...,63508 Roch Rd,Roseland,LA,70456-1816,Tangipahoa
Southeast Community Health Systems - Northwest...,Pope Rd,Zachary,LA,70791,East Baton Rouge
Southeast Community Health Systems - Northwest...,5200 E Central Ave,Zachary,LA,70791-3100,East Baton Rouge
Southeast Community Health Systems - O.W. Dill...,1459 Service Rd,Kentwood,LA,70444-3013,Tangipahoa
Southeast Community Health Systems - Rollins P...,4488 Rollins Place Rd,Zachary,LA,70791-2253,East Baton Rouge
Southeast Community Health Systems - Spring Cr...,72961 Highway 1061,Kentwood,LA,70444-5833,Tangipahoa
Southeast Community Health Systems - Westminst...,501 Edwin Neill Way,Hammond,LA,70403-4053,Tangipahoa
Southeast Community Health Systems - Zachary E...,3775 Hemlock St,Zachary,LA,70791-4499,East Baton Rouge
Southeast Community Health Systems - Zachary H...,4100 Bronco Ln,Zachary,LA,70791-3024,East Baton Rouge
Southeast Community Health Systems -Women&#39;...,8913 Bluebonnet Blvd,Baton Rouge,LA,70810-2974,East Baton Rouge
Southeast Community Health Systems-Independenc...,13318 Berry Bowl Rd,Independence,LA,70443-2363,Tangipahoa
Southeast Community Health Systems-Zachary,6351 Main St,Zachary,LA,70791-4038,East Baton Rouge
Evangeline Parish Site,505 E Lincoln Rd,Ville Platte,LA,70586-3514,Evangeline
Northside  Community Health Care,1800 Louisiana Ave,Lafayette,LA,70501-3702,Lafayette
EAST IBERVILLE ELEM/HIGH SCHOOL,3285 Highway 75,Saint Gabriel,LA,70776-4409,Iberville
"East Iberville Math, Science and Arts Academy",1825 Highway 30,Saint Gabriel,LA,70776-5326,Iberville
Glen Oaks Middle School Primary Care Center op...,5300 Monarch Ave,Baton Rouge,LA,70811-5628,East Baton Rouge
St. Gabriel - Celerity-Dalton,3605 Ontario St,Baton Rouge,LA,70805-5840,East Baton Rouge
St. Gabriel - Celerity-Lanier,4705 Lanier Dr,Baton Rouge,LA,70812-4020,East Baton Rouge
"ST. GABRIEL HEALTH CLINIC, INC.",5760 Monticello Dr,Saint Gabriel,LA,70776-4412,Iberville
The Gardere Center for Primary Care Services o...,1707 Gardere Ln,Baton Rouge,LA,70820-8144,East Baton Rouge
Columbia Parc CHC,3943 Saint Bernard Ave,New Orleans,LA,70122-1147,Orleans
"Herschel L. Abbott, Jr. Community Health Center",1024 Jackson Ave,New Orleans,LA,70130-5546,Orleans
St Thomas CHC at 1936-1938 Magazine Street,1936 Magazine St,New Orleans,LA,70130-5016,Orleans
St. Thomas CHC Medical Mobile Clinic,1936 Magazine St,New Orleans,LA,70130-5016,Orleans
St. Thomas Community Health Center,1020 Saint Andrew St,New Orleans,LA,70130-5022,Orleans
St. Thomas Community Health Center,2014 Magazine St,New Orleans,LA,70130-5018,Orleans
St. Thomas Community Health Center,2000 Magazine St,New Orleans,LA,70130-5018,Orleans
St. Thomas Community Health Center - Holiday D...,3500 Holiday Dr,New Orleans,LA,70114-8229,Orleans
St. Thomas Community Health Center - West Bank,3221 General Degaulle Dr,New Orleans,LA,70114-6708,Orleans
St. Thomas Community Health Center - West Bank,230 Ochsner Blvd,Gretna,LA,70056-5246,Jefferson
St. Thomas Community Health Center Administrat...,2042 Magazine St,New Orleans,LA,70130-5018,Orleans
St. Thomas Community Wellness Center,2010 Magazine St,New Orleans,LA,70130-5018,Orleans
SWLA Center for Health Services - Crowley,526 Crowley Rayne Hwy,Crowley,LA,70526-8209,Acadia
SWLA Center for Health Services - Lafayette,500 Patterson St,Lafayette,LA,70501-1849,Lafayette
SWLA Center for Health Services - Lake Charles,2000 Opelousas St,Lake Charles,LA,70601-2641,Calcasieu
SWLA Center For Health Services - Oberlin,112 N Sixth St,Oberlin,LA,70655-6109,Allen
SWLA Center for Health Services--DeBakey Drive...,501 Doctor Michael Debakey Dr,Lake Charles,LA,70601-5724,Calcasieu
SWLA--JD Clifton Elementary School,100 N Prater St,Lake Charles,LA,70601-2649,Calcasieu
TENSAS COMMUNITY HEALTH CENTER,402 Levee Rd,Saint Joseph,LA,71366-6661,Tensas
Tensas Dental Clinic,406 Levee Rd,Saint Joseph,LA,71366-6661,Tensas
Tensas Health Mobile,402 Levee Rd,Saint Joseph,LA,71366-6661,Tensas
Tensas School-Based Health Center,720 Plank Rd,Saint Joseph,LA,71366-6616,Tensas
Vidalia Community Health Center,900 Carter St STE A,Vidalia,LA,71373-3243,Concordia
Acadian Elementary School Based Clinic,310 Richmond Dr,Alexandria,LA,71302-5121,Rapides
Alexandria Senior High School Based Clinic,800 Ola St,Alexandria,LA,71303-2340,Rapides
Alma Redwine Elementary School-Based Clinic,1321 Vance Ave,Alexandria,LA,71301-6154,Rapides
Arthur F. Smith Middle Magnet School Based Clinic,3100 Jones Ave,Alexandria,LA,71302-5620,Rapides
Avoyelles Community Health Center,338 Moreau St,Marksville,LA,71351-2956,Avoyelles
Ball Elementary School Based Clinic,89 Camp Livingston Rd,Ball,LA,71405-3217,Rapides
Bienville Community Health Center,3265 Military Rd,Ringgold,LA,71068-2809,Bienville
Bolton High School Based Clinic,2101 Vance Ave,Alexandria,LA,71301-6059,Rapides
Buckeye Elementary School Based Clinic,642 Highway 1207,Deville,LA,71328-9574,Rapides
Carter C. Raymond Elementary School Based Clinic,2510 Saint Charles Ave,Lecompte,LA,71346,Rapides
Cherokee Elementary School Based Clinic,5700 Prescott Rd,Alexandria,LA,71301-2842,Rapides
Colfax School-Based Health Clinic,301 3rd St,Colfax,LA,71417-1813,Grant
Conference Center,429 W Lafayette St,Winnfield,LA,71483-3463,Winn
East Grant Community Health Center,9465 Highway 165,Pollock,LA,71467-3511,Grant
Forest Hill Junior High School Based Clinica,15 Highway 497,Forest Hill,LA,71430-8701,Rapides
Georgetown School-Based Clinic,4528 Highway 500,Georgetown,LA,71432-3628,Grant
Grant Community Health Center,340 Webb Smith Dr,Colfax,LA,71417-1910,Grant
Hayden R. Lawrence Upper Elementary School Bas...,646 Highway 1207,Deville,LA,71328-9574,Rapides
Horseshoe Drive Elementary,2905 Horseshoe Dr,Alexandria,LA,71301-2518,Rapides
J.B. Nachman Elementary School Based Clinic,4102 Wakefield Blvd,Alexandria,LA,71303-2936,Rapides
J.I. Barron Elementary School Based Clinic,3655 Trinity Church Rd,Pineville,LA,71360-5406,Rapides
L.S. Rugg Elementary School Based Clinic,1319 Bush Ave,Alexandria,LA,71301-5126,Rapides
Lincoln Community  Health Center,1140 S Vienna St,Ruston,LA,71270-5834,Lincoln
Mabel Brasher Montessori School Based Health C...,601 Cloverleaf Blvd,Alexandria,LA,71303-3808,Rapides
Martin Park Elementary School Based Clinic,4203 Lisa St,Alexandria,LA,71302-2410,Rapides
Montgomery School-Based Clinic,900 Harrison Dr,Montgomery,LA,71454-5804,Grant
Oak Hill High School Based Clinic,7362 Highway 112,Elmer,LA,71424-9534,Rapides
Paradise Elementary School-Based Clinic,5010 Monroe Hwy,Ball,LA,71405-3618,Rapides
Peabody School-Based Clinic,2727 Jones Ave,Alexandria,LA,71302-5619,Rapides
Phoenix Magnet Elementary School Based Health ...,4500 Lincoln Rd,Alexandria,LA,71302-3617,Rapides
Pineville Elementary School Based Health Center,835 Main St,Pineville,LA,71360-6405,Rapides
Pineville High School Based Clinic,1511 Line St,Pineville,LA,71360-5033,Rapides
Plainview High School Based Clinic,10935 Highway 112,Glenmora,LA,71433-6235,Rapides
Poland Junior High School Based Clinic,3348 Highway 457,Alexandria,LA,71302-9258,Rapides
Rapides Academy School Based Clinic,4645 Lincoln Rd,Alexandria,LA,71302-3620,Rapides
Rapides Community Health Center,2200 N Bolton Ave,Alexandria,LA,71303-4407,Rapides
Rapides High School Based Clinic,9463 Highway 71 S,Lecompte,LA,71346,Rapides
Rapides School Based Health Center - AMMS,122 Maryland Ave,Alexandria,LA,71301-5403,Rapides
Rapides School Based Health Center - Huddle,505 Texas Ave,Alexandria,LA,71301-5038,Rapides
Scott M. Brame Middle School Based Clinic,4800 Dawn St,Alexandria,LA,71301-3301,Rapides
South Grant School-Based Clinic,1000 Highway 1241,Dry Prong,LA,71423-3632,Grant
Tioga Elementary School Based Clinic,4310 Pardue Rd,Ball,LA,71405-3950,Rapides
Trinity CHC Mobile Dental Center,425 W Lafayette St,Winnfield,LA,71483-3463,Winn
Verda School-Based Clinic,2580 Highway 122,Montgomery,LA,71454-5540,Grant
W.O. Hall Elementary School Based Clinic,3111 Jones Ave,Alexandria,LA,71302-5621,Rapides
Winn CHC Health Information Technology Office,424 W South Ave,Winnfield,LA,71483-3424,Winn
Winn Community Administrative Office,426 W Lafayette St,Winnfield,LA,71483-3432,Winn
Winn Community Billing Office,427 W Lafayette St,Winnfield,LA,71483-3463,Winn
Winn Community Dental Center,425 W Lafayette St,Winnfield,LA,71483-3463,Winn
"Winn Community Health Center, Inc.",431 W Lafayette St,Winnfield,LA,71483-3463,Winn
Winnfield Primary School-Based Health Center,403 W South Ave,Winnfield,LA,71483-3423,Winn
Winnfield Senior High School-Based Health Center,631 Thomas Mill Rd,Winnfield,LA,71483-6063,Winn
REDDY FAMILY MEDICAL CLINIC PIERRE PART,3407 Highway 70 S,Pierre Part,LA,70339-4524,Assumption
CASSE - DIAMC Health Center,1560 Irving Pl,Shreveport,LA,71101-4604,Caddo
CASSE - Shreveport Administration,2120 Bert Kouns Industrial Loop STE H,Shreveport,LA,71118-3354,Caddo
CASSE - Shreveport Pediatrics,2120 Bert Kouns Industrial Loop Ste K-L,Shreveport,LA,71118-3351,Caddo
CASSE OB/GYN Bossier Clinic,2120 Airline Dr,Bossier City,LA,71111-3106,Bossier
CASSE Stonewall Clinic,149 Stone Creek Rd,Stonewall,LA,71078-4906,De Soto
CASSE-Bert Kouns Site,2120 Bert Kouns Industrial Loop,Shreveport,LA,71118-3351,Caddo
CASSE/Community Health Institute,907 Polk St,Mansfield,LA,71052-2520,De Soto
