Site Name,Site Address,Site City,Site State,Site Zip Code,County
Family Health Care - Big Rapids,730 Water Tower Rd,Big Rapids,MI,49307-2160,Mecosta
FAMILY HEALTH CARE - GRANT,11 N Maple St,Grant,MI,49327-7900,Newaygo
FAMILY HEALTH CARE - WHITE CLOUD,1035 E Wilcox Ave,White Cloud,MI,49349-8794,Newaygo
Grant High School Behavioral Health Services F...,331 E State Rd RM N8,Grant,MI,49327-8504,Newaygo
Grant Teen Health Center,96 E 120th St,Grant,MI,49327-8502,Newaygo
GREAT LAKES FAMILY CARE,520 Cobb St,Cadillac,MI,49601-2588,Wexford
GREAT LAKES FAMILY CARE - MCBAIN,117 N Roland St,Mc Bain,MI,49657-9683,Missaukee
Newaygo Middle School Behavioral Health Servic...,850 76th St RM 101G,Newaygo,MI,49337-7930,Newaygo
Pine River,17445 Pine River Rd,Leroy,MI,49655-8366,Osceola
White Cloud Teen Health Center,555 E Wilcox Ave,White Cloud,MI,49349-7512,Newaygo
"SPECTRUM HEALTH PENNOCK FAMILY, INTERNAL & PED...",1108 W Green St STE 3,Hastings,MI,49058-1721,Barry
Packard East,200 Arnet St,Ypsilanti,MI,48198-5753,Washtenaw
Packard Health Carpenter,2650 Carpenter Rd,Ann Arbor,MI,48108-1108,Washtenaw
Packard Health East Suite 110,200 Arnet St STE 110,Ypsilanti,MI,48198-5753,Washtenaw
Packard Health South Ann Arbor,5200 Venture Dr,Ann Arbor,MI,48108-9561,Washtenaw
Packard West,1915 Pauline Blvd,Ann Arbor,MI,48103-5001,Washtenaw
Shelter Association of Washtenaw County,312 W Huron St,Ann Arbor,MI,48103-4204,Washtenaw
Temporary Site - PH Temp-Site Ypsilanti,200 Arnet St STE 110,Ypsilanti,MI,48198-5753,Washtenaw
West Willow Clinic,2345 Tyler Rd BLDG,Ypsilanti,MI,48198-6176,Washtenaw
SPECTRUM HEALTH PENNOCK FAMILY MEDICINE-GUN LAKE,12851 W M 179 Hwy,Wayland,MI,49348-9318,Barry
BAY MILLS HEALTH CENTER,12124 W Lakeshore Dr,Brimley,MI,49715-9319,Chippewa
Bay Mills Health Center,12455 W Lakeshore Dr,Brimley,MI,49715-9327,Chippewa
BAY MILLS INDIAN COMMUNITY,12140 W Lakeshore Dr,Brimley,MI,49715-9319,Chippewa
GIBSON FAMILY HEALTH CENTER,502 W Harrie St,Newberry,MI,49868-1209,Luce
SPECTRUM HEALTH PENNOCK OBSTETRICS & GYNECOLOG...,1005 W Green St STE 301,Hastings,MI,49058-1729,Barry
LAKELAND PRIMARY CARE HARTFORD,525 S Center St,Hartford,MI,49057-1362,Van Buren
SPARROW MEDICAL GROUP-STANTON,545 N State St,Stanton,MI,48888-9331,Montcalm
SPECTRUM HEALTH GERBER MEMORIAL FAMILY MEDICIN...,204 W Main St,Fremont,MI,49412-1181,Newaygo
CASS CITY FAMILY PRACTICE,4675 Hill St,Cass City,MI,48726-1008,Tuscola
Jefferson Elementary School,515 Bryant Ave RM 26,Manistee,MI,49660-1880,Manistee
Kennedy Elementary School,512 Bryant Ave RM 23,Manistee,MI,49660-1839,Manistee
Madison Early Childhood/Elementary,1309 Madison Rd RM 150,Manistee,MI,49660-2539,Manistee
Manistee Middle/High School CAHC,525 12th St Ste 1,Manistee,MI,49660-2053,Manistee
Mason County Central Middle School,310 W Beryl St Rm 105A,Scottville,MI,49454-1323,Mason
Mobile Medical Unit #1,10767 E Traverse Hwy,Traverse City,MI,49684-6219,Leelanau
Mobile Medical Unit #2,119 S State St,Shelby,MI,49455-1243,Oceana
"Northwest Michigan Health Services, Inc.",119 S State St,Shelby,MI,49455-1243,Oceana
"NORTHWEST MICHIGAN HEALTH SERVICES, INC.",10767 E Traverse Hwy,Traverse City,MI,49684-6219,Leelanau
"Northwest Michigan Health Services, Inc.",6051 Frankfort Hwy,Benzonia,MI,49616-9558,Benzie
"Northwest Michigan Health Services, Inc.",6051 Frankfort Hwy STE 1000,Benzonia,MI,49616-9812,Benzie
"Northwest Michigan Health Services, Inc.",148 W Parkdale Ave,Manistee,MI,49660-1128,Manistee
Traverse City Administrative Office,13919 S West Bay Shore Dr,Traverse City,MI,49684-6206,Leelanau
DECKERVILLE HEALTHCARE SERVICES INC,2433 Black River St,Deckerville,MI,48427-9425,Sanilac
Community First Health Centers - New Haven,58144 Gratiot Ave,New Haven,MI,48048,Macomb
SPECTRUM HEALTH BIG RAPIDS HOSPITAL FAMILY MED...,5991 95th Ave,Evart,MI,49631-9386,Osceola
Covenant - Dearborn Administrative Office,3200 Greenfield Rd,Dearborn,MI,48120-1802,Wayne
COVENANT COMMUNITY CARE INC.,559 W Grand Blvd,Detroit,MI,48216-2200,Wayne
"Covenant Community Care, Inc.",1700 Waterman St,Detroit,MI,48209-2022,Wayne
"Covenant Community Care, Inc.",27776 Woodward Ave,Royal Oak,MI,48067-0930,Oakland
"Covenant Community Care, Inc.",20901 Moross Rd,Detroit,MI,48236-2058,Wayne
Covenant Joy-Southfield,18917 Joy Rd,Detroit,MI,48228-3050,Wayne
Covenant Mobile Medical Vehicle,5716 Michigan Ave,Detroit,MI,48210-3039,Wayne
Covenant Westland,559 W Grand Blvd,Detroit,MI,48216-2200,Wayne
WCHC Hamtramck Health Center,33030 Van Born Rd,Wayne,MI,48184-2453,Wayne
Traverse Health Clinic and Coalition Mobile Me...,1719 S Garfield Ave,Traverse City,MI,49686-4337,Grand Traverse
Greenfield,7633 E Jefferson Ave STE 340,Detroit,MI,48214-3732,Wayne
University Health Center - St. Antoine,23077 Greenfield Rd STE 400,Southfield,MI,48075-3740,Oakland
Belknap Commons Dental Center,200 S Boltwood St,Hastings,MI,49058-1926,Barry
Burton Health Center,751 Lafayette Ave NE,Grand Rapids,MI,49503-1628,Kent
Cedar Springs Middle School,2135 Buchanan Ave SW,Grand Rapids,MI,49507-2911,Kent
Cedar Springs School Health Center,4873 16 Mile Rd NE BLDG,Cedar Springs,MI,49319-8435,Kent
Cherry Health - Mobile Unit,204 E Muskegon St,Cedar Springs,MI,49319-9326,Kent
Cherry Street Health Center,2929 Burlingame Ave SW,Wyoming,MI,49509-2600,Kent
Ferguson Dental Center,550 Cherry St SE,Grand Rapids,MI,49503-4748,Kent
Godwin Heights Middle School,101 Sheldon Ave SE,Grand Rapids,MI,49503-4262,Kent
Godwin Heights Senior High School Health Center,100 Wexford St SE RM 214,Wyoming,MI,49548-2212,Kent
Heart of the City Health Center,50 35th St SW,Grand Rapids,MI,49548-2100,Kent
Heart of the City West,100 Cherry St SE,Grand Rapids,MI,49503-4526,Kent
Innovation Central High School Health Center,201 Sheldon Ave SE,Grand Rapids,MI,49503-4513,Kent
Lakeside Clubhouse,421 Fountain St NE,Grand Rapids,MI,49503-3334,Kent
Montcalm Area Health Center,490 Century Ln,Holland,MI,49423-2220,Ottawa
Muskegon Recovery Center,1003 N Lafayette St,Greenville,MI,48838-1168,Montcalm
Ottawa Hills High School Health Center,1611 Oak Ave,Muskegon,MI,49442-2468,Muskegon
School Linked Health/Vision Program,2055 Rosewood Ave SE,Grand Rapids,MI,49506-5248,Kent
Southside Health Center,101 Sheldon Ave SE,Grand Rapids,MI,49503-4262,Kent
Southside Health Center Suite 200,2303 Kalamazoo Ave SE,Grand Rapids,MI,49507-3780,Kent
Union High School Health Center,2303 Kalamazoo Ave SE STE 200,Grand Rapids,MI,49507-3780,Kent
Westside Health Center,1800 Tremont Blvd NW,Grand Rapids,MI,49504-4868,Kent
Wyoming Community Health Center,669 Stocking Ave NW,Grand Rapids,MI,49504-5176,Kent
Wyoming Junior High,2929 Burlingame Ave SW,Wyoming,MI,49509-2600,Kent
Dunlap Elementary - Pennfield Schools,100 Van Buren St W RM 102,Battle Creek,MI,49017-3050,Calhoun
"Grace Health, Inc.",8465 Pennfield Rd RM 15,Battle Creek,MI,49017-8113,Calhoun
"Grace Health, Inc.",115 Market Pl,Albion,MI,49224-1767,Calhoun
Harper Creek High School,181 Emmett St W,Battle Creek,MI,49037-2963,Calhoun
Homer Community School District,12677 Beadle Lake Rd RM 104,Battle Creek,MI,49014-7503,Calhoun
Lakeview High School,403 S Hillsdale St RM 112,Homer,MI,49245-1247,Calhoun
North Penn Elementary - Pennfield Schools,15060 Helmer Rd S RM 1,Battle Creek,MI,49015-9641,Calhoun
Northwestern Middle School,7422 Poorman Rd RM 17,Battle Creek,MI,49017-8441,Calhoun
Purdy Elementary - Pennfield Schools,176 Limit St RM 138A,Battle Creek,MI,49037-2139,Calhoun
Springfield Middle School,6510 Purdy Dr RM 10,Battle Creek,MI,49017-3195,Calhoun
Temporary Site - Pennfield High School,1023 Avenue A RM 9,Springfield,MI,49037-7605,Calhoun
Verona Elementary School,8299 Pennfield Rd Rm 4,Battle Creek,MI,49017-8106,Calhoun
W.K. Preparatory High School,825 Capital Ave NE RM 101,Battle Creek,MI,49017-5605,Calhoun
Baldwin Family Medicine Center,2800 Waukegan St RM 03,Auburn Hills,MI,48326-3261,Oakland
Children&#39;s Village Health Center,1701 Baldwin Ave,Pontiac,MI,48340-3412,Oakland
Family Medicine Center,1200 N Telegraph Rd,Pontiac,MI,48341-1032,Oakland
Ferndale High Empowerment Zone,461 W Huron St STE 107,Pontiac,MI,48341-1601,Oakland
Healthy Smiles Mobile Unit,881 Pinecrest Dr FL 1,Ferndale,MI,48220-2310,Oakland
Joslyn Smile Center,2253 Dixie Hwy,Waterford,MI,48328-1809,Oakland
Mason Middle School Empowerment Zone,816 Joslyn Ave,Pontiac,MI,48340-2919,Oakland
North Oakland Health Center,3825 W Walton Blvd RM B,Waterford,MI,48329-4270,Oakland
Orchard Lake Center,1200 N Telegraph Rd BLDG 34E,Pontiac,MI,48341-1032,Oakland
Owen Empowerment Zone,114 Orchard Lake Rd,Pontiac,MI,48341-2244,Oakland
Plum Hollow Center,1700 Baldwin Ave,Pontiac,MI,48340-1116,Oakland
Pontiac High School Health Center,22200 W 9 Mile Rd,Southfield,MI,48033-6008,Oakland
Pontiac Middle School Health Center,1051 Arlene Ave,Pontiac,MI,48340-2904,Oakland
Rochester High Empowerment Zone,1275 N Perry St,Pontiac,MI,48340-3135,Oakland
South Oakland Health Center,1361 Walton Blvd,Rochester Hills,MI,48309-1747,Oakland
Summit Center,27725 Greenfield Rd,Southfield,MI,48076-3663,Oakland
Waterford School Health Center,279 Summit Dr,Waterford,MI,48328-3364,Oakland
West Empowerment Zone,501 N Cass Lake Rd,Waterford,MI,48328-2307,Oakland
Whitman Empowerment Zone,500 Old Perch Rd,Rochester Hills,MI,48309-2142,Oakland
EAST JORDAN FAMILY HEALTH CENTER,4955 S M 88 Hwy,Bellaire,MI,49615-9082,Antrim
Center Line Behavioral Health,6900 E 10 Mile Rd,Center Line,MI,48015-1168,Macomb
Groesbeck,6780 E 10 Mile Rd,Center Line,MI,48015-1166,Macomb
Mount Clemens,43740 N Groesbeck Hwy,Clinton Township,MI,48036-1139,Macomb
MyCare Administration,18 Market St STE C,Mount Clemens,MI,48043-7403,Macomb
Beaverton School Wellness Center,468 S Ross St RM 103,Beaverton,MI,48612-9101,Gladwin
Harrison School Based Health Center,440 S Ross St,Beaverton,MI,48612-9101,Gladwin
HOUGHTON LAKE SBHC,710 S 5th St STE 201,Harrison,MI,48625-7341,Clare
MidMichigan Community Health Services Pharmacy,4433 W Houghton Lake Dr,Houghton Lake,MI,48629-9786,Roscommon
MIDMICHIGAN HEALTH PARK - HOUGHTON LAKE,214 Lake St,Roscommon,MI,48653-9203,Roscommon
MidMichigan Medical Offices - Beaverton,9249 W Lake City Rd,Houghton Lake,MI,48629-9602,Roscommon
MIDMICHIGAN MEDICAL OFFICES - ROSCOMMON,439 S Ross St,Beaverton,MI,48612-9101,Gladwin
MidMichigan Medical Offices-Community Mental H...,135 Lake St,Roscommon,MI,48653-7697,Roscommon
Northern Michigan Children's Assessment Center,218 Fast Ice Dr,Midland,MI,48642-6167,Midland
Roscommon SBHC,112 S 4th St STE Medical,Roscommon,MI,48653-8904,Roscommon
Gwinn Family Health Center,56720 Calumet Ave,Calumet,MI,49913-1967,Houghton
Hancock Family Health Center  - Suites 2-3-5,135 E State Highway M35,Gwinn,MI,49841-9160,Marquette
Houghton Family Health Center,500 Campus Dr,Hancock,MI,49930-1452,Houghton
Ice Lake Family Health Center,600 MacInnes Dr,Houghton,MI,49931-1144,Houghton
Lake Linden Family Health Center,1500 W Ice Lake Rd,Iron River,MI,49935-8509,Iron
Lake Linden-Hubbell Area School,945 9th St,Lake Linden,MI,49945-1100,Houghton
Marquette Family Health Center,601 Calumet St,Lake Linden,MI,49945-1002,Houghton
Menominee Family Health Center,1414 W Fair Ave STE 249,Marquette,MI,49855-5406,Marquette
Ontonagon Family Health Center,1110 10th Ave,Menominee,MI,49858-3058,Menominee
Sawyer Family Health Center,751 S 7th St,Ontonagon,MI,49953-1450,Ontonagon
Upper Great Lakes Family Health Center Adminis...,301 Explorer St,Gwinn,MI,49841-2813,Marquette
GCHC Children&#39;s Integrated Services,2298 S Center Rd Bldg 1,Flint,MI,48519-1166,Genesee
GCHC Mobile Health Clinic,1402 S Saginaw St,Flint,MI,48503-3705,Genesee
GCHC New Center City,422 W 4th Ave,Flint,MI,48503-2404,Genesee
INTERCARE BANGOR,50 Industrial Park Rd,Bangor,MI,49013-1246,Van Buren
INTERCARE BENTON HARBOR,308 Charles St,Bangor,MI,49013-1317,Van Buren
INTERCARE CHILD AND ADOLESCENT BEHAVIORAL HEAL...,800 M 139,Benton Harbor,MI,49022-3881,Berrien
INTERCARE CHILD AND ADOLESCENT HEALTH CENTER,7450 Hochberger Rd RM 15A,Eau Claire,MI,49111-9762,Berrien
INTERCARE DENTAL VAN,870 Colfax Ave,Benton Harbor,MI,49022-7409,Berrien
INTERCARE EAU CLAIRE,50 Industrial Park Rd,Bangor,MI,49013-1246,Van Buren
INTERCARE HOLLAND,6270 W Main St,Eau Claire,MI,49111-9480,Berrien
INTERCARE MEDICAL VAN,285 James St,Holland,MI,49424-1849,Ottawa
INTERCARE PULLMAN,308 Charles St STE P,Bangor,MI,49013-1317,Van Buren
InterCare Women's Health Center,5498 109th Ave,Pullman,MI,49450-9631,Allegan
Dr. Martin Luther King Academy,2312 Denmark St STE 110B,Muskegon,MI,49441-1479,Muskegon
Edgewood Elementary School,55 E Sherman Blvd Ste A,Muskegon Heights,MI,49444-1562,Muskegon
Fruitport Middle School,3255 Pontaluna Rd,Fruitport,MI,49415-9600,Muskegon
Hackley Community Care Administrative Office,3113 Pontaluna Rd STE A,Fruitport,MI,49415-9600,Muskegon
Hackley Community Care Baker Site,1778 Sanford St,Muskegon,MI,49441-2537,Muskegon
Hackley Community Care Center Administration,2700 Baker St,Muskegon,MI,49444-2157,Muskegon
Hackley Community Care Center Leahy Site,255 Seminole Rd STE 201,Norton Shores,MI,49444-3758,Muskegon
Hackley Community Care Center Mobile Dental Unit,1675 Leahy St,Muskegon,MI,49442-5500,Muskegon
Hackley Community Care Clinton Site,2700 Baker St,Muskegon Hts,MI,49444-2157,Muskegon
Hackley Community Care Forest Site,1550 Clinton St,Muskegon,MI,49442-5007,Muskegon
Hackley Community Care Hovey Storage,172 E Forest Ave,Muskegon,MI,49442-5541,Muskegon
Hackley Community Care Medical Mobile Unit,501 W Hovey Ave,Muskegon,MI,49444-1361,Muskegon
Holton Elementary School,2700 Baker St,Muskegon Heights,MI,49444-2157,Muskegon
Holton High School,6245 Syers Rd Ste A,Holton,MI,49425-7557,Muskegon
Integrated Health Clinic,6477 Syers Rd STE 1H,Holton,MI,49425-7508,Muskegon
Leahy Administration,376 E Apple Ave,Muskegon,MI,49442-3466,Muskegon
Marquette Elementary School I,1675 Leahy St STE 207A,Muskegon,MI,49442-5542,Muskegon
Marquette Elementary School II,480 Bennett St,Muskegon,MI,49442-2133,Muskegon
Muskegon Heights Public School Academy High Sc...,550 W Grand Ave,Muskegon,MI,49441-2336,Muskegon
Muskegon High Teen Health Center,2441 Sanford St,Muskegon Hts,MI,49444-1438,Muskegon
Muskegon Middle School,80 W Southern Ave,Muskegon,MI,49441-2541,Muskegon
Oakridge Lower Elementary School,1150 Amity Ave,Muskegon,MI,49442-3713,Muskegon
Oakridge Teen Health Center,120 N Park St STE A,Muskegon,MI,49442-1722,Muskegon
Oakridge Upper Elementary School,251 S Wolf Lake Rd,Muskegon,MI,49442-3029,Muskegon
Oakview Elementary School I,481 S Wolf Lake Rd STE A,Muskegon,MI,49442-3033,Muskegon
Oakview Elementary School II,1420 Madison St Ste A,Muskegon,MI,49442-5251,Muskegon
Orchard View Middle School,1826 Hoyt St,Muskegon,MI,49442-5640,Muskegon
Ravenna Middle School,35 S Sheridan Dr STE 35B,Muskegon,MI,49442-1440,Muskegon
Temporary-Medical Mobile Unit,2700 S Ravenna Rd Rm A101,Ravenna,MI,49451-9193,Muskegon
Three Oaks Public School Academy,2700 Baker St,Muskegon Heights,MI,49444-2157,Muskegon
Whitehall Middle School,1212 Kingsley St Ste A,Muskegon,MI,49442-4025,Muskegon
COMMUNITY HEALTH AND SOCIAL SERVICES (CHASS),35180 Nankin Blvd STE 204-205,Westland,MI,48185-2092,Wayne
Hamilton - McFarland Clinic,4154 W Vienna Rd,Clio,MI,48420-2809,Genesee
Hamilton Community Health Network - Admin Bldg,800 E Court St FL 1,Flint,MI,48503-2097,Genesee
"Hamilton Community Health Network, Inc. - New ...",225 E 5th St,Flint,MI,48502-1641,Genesee
Hamilton Homeless Clinic,2900 N Saginaw St,Flint,MI,48505-4452,Genesee
HCHN - DENTAL NORTH,812 Root St FL 2,Flint,MI,48503-1516,Genesee
HCHN - New Burton,G5399 N Saginaw St,Flint,MI,48505-1536,Genesee
HCHN - NORTH POINTE CLINIC,G3375 S Saginaw St,Burton,MI,48529-1277,Genesee
Lapeer Clinic,5710 Clio Rd,Flint,MI,48504-1525,Genesee
Institute for Population Health Family Health ...,"9053 WoodwardDetroit, MI   48202",Detroit,MI,48202,Wayne
Institute for Population Health School Health ...,19830 James Couzens Fwy,Detroit,MI,48235-1910,Wayne
"Detroit Central City Community Mental Health, ...",10 Peterboro St,Detroit,MI,48201-2722,Wayne
Detroit Central City Health Center,17950 Woodward Ave,Detroit,MI,48203-2260,Wayne
Western Wayne Family Health Center,2700 Hamlin Blvd,Inkster,MI,48141-2206,Wayne
WESTERN WAYNE FAMILY HEALTH CENTER,26650 Eureka Rd,Taylor,MI,48180-4835,Wayne
Western Wayne Family Health Center,2700 Hamlin Blvd,Inkster,MI,48141-2206,Wayne
"Western Wayne Family Health Center, Dearborn",26650 Eureka Rd STE E,Taylor,MI,48180-4835,Wayne
Western Wayne Family Health Centers—Ecorse Sch...,4700 Schaefer Rd,Dearborn,MI,48126-3655,Wayne
Western Wayne Southwest Center,27225 W Outer Dr Rm 106,Ecorse,MI,48229-1217,Wayne
AHC Pickford School SBHC Room 220,3550 E River Rd RM 102,Oscoda,MI,48750-9025,Iosco
AHC Richardson Elementary School SBHC,333 S Pleasant St,Pickford,MI,49774,Chippewa
AHC TIGER HEALTH EXTENSION,3630 E River Rd RM sw1,Oscoda,MI,48750-9026,Iosco
AHC Tiger Health Extension - Alcona Middle & H...,181 N Barlow Rd,Harrisville,MI,48740-9607,Alcona
Alcona Health Center  Administrative Annex,51 N Barlow Rd,Harrisville,MI,48740-9606,Alcona
Alcona Health Center - Oscoda Services,1035 W Washington Ave,Alpena,MI,49707-2929,Alpena
Alcona Health Center Advanced Psychiatric Serv...,208 S State St,Oscoda,MI,48750-1642,Iosco
Alcona Health Center Central Elementary Petoskey,32905 W 12 Mile Rd STE 410,Farmington Hills,MI,48334-3346,Oakland
Alcona Health Center Cheboygan Campus,410 State St,Petoskey,MI,49770-2749,Emmet
"Alcona Health Center Cheboygan Campus Annex, L...",740 S Main St FL 2,Cheboygan,MI,49721-2220,Cheboygan
Alcona Health Center Emmet County Site,722 S Main St,Cheboygan,MI,49721-2220,Cheboygan
Alcona Health Center Information Systems Annex,3434 M 119,Harbor Springs,MI,49740-9373,Emmet
Alcona Health Center Lincoln Elementary Petoskey,100 N Ripley St STE C,Alpena,MI,49707-2978,Alpena
Alcona Health Center Ottawa Elementary Petoskey,616 Connable Ave,Petoskey,MI,49770-2216,Emmet
Alcona Health Center Pellston Services,871 Kalamazoo Ave,Petoskey,MI,49770-3216,Emmet
Alcona Health Center Petoskey Child Health Ass...,421 S Stimpson St,Pellston,MI,49769,Emmet
Alcona Health Center Petoskey High School,2390 Mitchell Park Dr STE A,Petoskey,MI,49770-8965,Emmet
Alcona Health Center Petoskey Middle  School,1500 Hill St,Petoskey,MI,49770-2782,Emmet
Alcona Health Center Pickford Medical Clinic,801 Northmen Dr Ste 107,Petoskey,MI,49770-2786,Emmet
Alcona Health Center Sheridan  Elementary Peto...,416 N M 129,Pickford,MI,49774,Chippewa
Alcona Health Center-Alpena Dental Services,1415 Howard St,Petoskey,MI,49770-3000,Emmet
Alcona Health Center-Lincoln Services,3036 French Rd,Alpena,MI,49707-8141,Alpena
Alcona Health Center-Long Rapids Plaza,177 N Barlow Rd,Harrisville,MI,48740-9607,Alcona
Alcona Health Center-Oscoda Annex,346 Long Rapids Plz,Alpena,MI,49707-1374,Alpena
Alcona Health Centers - Harrisville Services,5671 N Skeel Ave STE 8,Oscoda,MI,48750-1535,Iosco
ALCONA HLTH CTR-ALPENA SERVICES,205 N State St STE A,Harrisville,MI,48740-9255,Alcona
ALCONA HLTH CTRS-OSSINEKE SVCS,1185 US Highway 23 N,Alpena,MI,49707-8004,Alpena
Alpena High School,11745 US Highway 23 S,Ossineke,MI,49766-9582,Alpena
Alpena Public Schools Besser Elementary School,3303 S Third Ave Ste D-128,Alpena,MI,49707-3307,Alpena
Alpena Public Schools Ella White Elementary Sc...,375 Wilson St RM 12A,Alpena,MI,49707-1423,Alpena
Alpena Public Schools Hinks Elementary,201 N Ripley Blvd,Alpena,MI,49707-3403,Alpena
Alpena Public Schools Sanborn Elementary School,7667 US Highway 23 N,Alpena,MI,49707-7905,Alpena
Alpena Public Schools Thunder Bay Junior High,12170 US Highway 23 S,Ossineke,MI,49766-9776,Alpena
Alpena Public Schools Wilson Elementary School,3500 S Third Ave Rm C112,Alpena,MI,49707-4105,Alpena
Dr. Rudy Barba Psychiatry Services,4999 S Herron Rd,Herron,MI,49744-9600,Alpena
Indian River Health Center,101 S Union St UNIT 101,Plymouth,MI,48170-2273,Wayne
Lincoln School Wildcat Health Extension,6135 Cressy St,Indian River,MI,49749-5151,Cheboygan
Birch Community Health Center,1601 E Kalamazoo St,Lansing,MI,48912-2701,Ingham
Cedar Community Health Center,"812 E Jolly Rd, Ste 112",Lansing,MI,48910-6820,Ingham
Eastern Community Health Center,5303 S Cedar St,Lansing,MI,48911-3800,Ingham
Everett Community Health Center,626 Marshall St STE 800,Lansing,MI,48912-2309,Ingham
Forest Community Health Center,3900 Stabler St RM 7,Lansing,MI,48910-4567,Ingham
Gardner Community Health Center,2316 S Cedar St,Lansing,MI,48910-3152,Ingham
Mobile Dental Center.,333 Dahlia Dr RM E315,Lansing,MI,48911-3789,Ingham
New Hope Community Health Center,2316 S Cedar St,Lansing,MI,48910-3152,Ingham
Pattengill Community Health Center,430 N Larch St STE 1,Lansing,MI,48912-1283,Ingham
