Site Name,Site Address,Site City,Site State,Site Zip Code,County
"Regional Healthcare Clinic, Inc Dba Katy Trail...",1109 W Clay Rd,Versailles,MO,65084-1177,Morgan
SOUTHSIDE MEDICAL CENTER,1120 S Springfield Ave,Bolivar,MO,65613-2512,Polk
QUINCY MEDICAL GROUP - CANTON,1100 E Outer Rd S,Canton,MO,63435-1702,Lewis
CBCH LLC,407 Main St,Golden City,MO,64748-8266,Barton
OCH SOUTHWEST CITY COMM CLINIC,PO BOX 160,South West City,MO,64863-0160,McDonald
HUMANSVILLE FAMILY CARE CENTER,201 S Arthur St,Humansville,MO,65674-8400,Polk
CANTON-LAGRANGE FAMILY PRACTICE,1802 Elm St,Canton,MO,63435-1694,Lewis
BOOTHEEL PRIMARY CARE KENNETT AND ADVANCED PAT...,304 Teaco Rd,Kennett,MO,63857-3266,Dunklin
CBCH LLC,29 NW 1st Ln,Lamar,MO,64759-8105,Barton
Cape Girardeau Service Site/Administrative Off...,2430 Golden,Cape Girardeau,MO,63703,Cape Girardeau
CROSS TRAILS MEDICAL CENTER,109 State Highway 51 N,Marble Hill,MO,63764-9151,Bollinger
CROSS TRAILS MEDICAL CENTER,408 S Broadview St,Cape Girardeau,MO,63703-5725,Cape Girardeau
CROSS TRAILS MEDICAL CENTER,106 S Oak St,Advance,MO,63730-8343,Stoddard
Cross Trails Medical Center,307 W Gabriel St,Advance,MO,63730-8301,Stoddard
Cross Trails Medical Center,1314 Brenda Ave,Perryville,MO,63775-2303,Perry
SMDH FAMILY MEDICINE,35629 Highway 72,Salem,MO,65560-7217,Dent
MERCY CARTHAGE PEDIATRICS,2425 Fairlawn Dr,Carthage,MO,64836-3517,Jasper
HCC Network  - Concordia,206 N Bismark St STE A,Concordia,MO,64020-8101,Lafayette
HCC Network - Admin I,825 S Business Highway 13,Lexington,MO,64067-1515,Lafayette
HCC Network - Admin II,819 S Business Highway 13,Lexington,MO,64067-1515,Lafayette
HCC Network - Buckner,324 S Hudson St,Buckner,MO,64016-8142,Jackson
HCC Network - Carrollton,718 Harvest Hills Dr,Carrollton,MO,64633-2412,Carroll
HCC Network - Carrollton School,300 E 9th St,Carrollton,MO,64633-2341,Carroll
HCC Network - Independence,17611 E US Highway 24 STE Hcc,Independence,MO,64056-1853,Jackson
HCC Network - Lexington,811 S Business Highway 13 STE A,Lexington,MO,64067-1572,Lafayette
HCC Network - Mobile Dental I,206 N Bismark St,Concordia,MO,64020-8180,Lafayette
HCC Network - Mobile Dental II,811 S Business Highway 13 STE A,Lexington,MO,64067-1572,Lafayette
HCC Network - Mobile Medical I,608 Missouri St,Waverly,MO,64096-8241,Lafayette
HCC Network - Waverly,608 Missouri St,Waverly,MO,64096-8241,Lafayette
ACCESS Family Care - Lamar,210 W 10th St,Lamar,MO,64759-1405,Barton
ACCESS Family Care Administration Offices,475 Nelson Ave,Neosho,MO,64850-8825,Newton
Access Family Care Joplin,530 S Maiden Ln,Joplin,MO,64801-3084,Jasper
ACCESS Family Care Neosho,412 E Mckinney St,Neosho,MO,64850-1913,Newton
ACCESS Family Care Neosho Medical,1504 N Business 49 Ste A,Neosho,MO,64850-6883,Newton
ACCESS Family Care of Anderson,927 N 71 Business Hwy,Anderson,MO,64831-9753,McDonald
ACCESS Family Care- Aurora Clinic,1810 S Carnation Dr,Aurora,MO,65605-2162,Lawrence
ACCESS Family Care- Carthage Dental,215 E 3rd St,Carthage,MO,64836-1661,Jasper
ACCESS Family Care-- Cassville,4016 Main St,Cassville,MO,65625-9753,Barry
ACCESS Secure Data Center,9050 NE Underground Dr,Kansas City,MO,64161-9748,Clay
Anderson Elementary,512 Chapman St,Anderson,MO,64831-8114,McDonald
Anderson Middle School,135 Mustang Dr,Anderson,MO,64831-7329,McDonald
Dental Mobile Clinic (Dental Mobile Van #1),530 S Maiden Ln,Joplin,MO,64801-3084,Jasper
McDonald County High School,100 Mustang Dr,Anderson,MO,64831-7305,McDonald
Medical Mobile Clinic (Medical Van #1),530 S Maiden Ln,Joplin,MO,64801-3084,Jasper
Neosho Dental Clinic,2209 Oak Ridge Dr,Neosho,MO,64850-9092,Newton
Neosho High School,511 S Neosho Blvd,Neosho,MO,64850,Newton
Neosho Schools- Benton Elementary,1120 Carl Sweeney Pkwy,Neosho,MO,64850,Newton
Neosho Schools- Junior High,14646 Kodiak Rd,Neosho,MO,64850-6112,Newton
Neosho Schools- South Elementary,1111 Wornall St,Neosho,MO,64850-2618,Newton
Noel Elementary and Middle school,318 Sulphur St,Noel,MO,64854-9221,McDonald
Noel Primary School,14762 W State Highway 90,Noel,MO,64854-8108,McDonald
Pineville Elementary,202 E 8th St,Pineville,MO,64856-9643,McDonald
Pineville Primary School,340 Pleasant Ridge Rd,Anderson,MO,64831-1562,McDonald
Rocky Comfort School,14814 E State Highway 76,Rocky Comfort,MO,64861-7442,McDonald
Southwest City School,411 Academy St,South West City,MO,64863-9447,McDonald
Wheaton School District,116 Mccall St,Wheaton,MO,64874-7701,Barry
White Rock School,119 White Rock Rd,Jane,MO,64856-9000,McDonald
CCMH MEDICAL MALL CLINIC,1317 S Highway W # 32,El Dorado Springs,MO,64744-8632,Cedar
MERCY CLINIC-STEELVILLE,518 Pine St,Steelville,MO,65565-6041,Crawford
PMHS CONVENIENT CARE CLINIC,946 E Reed St,Hayti,MO,63851-1243,Pemiscot
MERCY CLINIC FAMILY MEDICINE ST ROBERT,PO BOX 914,Saint Robert,MO,65584-0914,Pulaski
BRIDGES MEDICAL SERVICES-BRANSON,1440 State Highway 248 STE O,Branson,MO,65616-9257,Taney
COXHEALTH FAMILY MEDICINE BRANSON HWY 248,1150 State Highway 248 STE 202,Branson,MO,65616-3729,Taney
COMPLETE FAMILY MEDICINE LANCASTER RHC,1000 W Washington St,Lancaster,MO,63548-9038,Schuyler
LAKE REGIONAL CLINIC - OSAGE BEACH,1057 Medical Park Dr STE A,Osage Beach,MO,65065-3000,Camden
PHELPS HEALTH MEDICAL GROUP VIENNA,606 Highway 63 S,Vienna,MO,65582-8101,Maries
SAINT LUKE'S MERCER COUNTY CLINIC,400 N Fullerton St,Princeton,MO,64673-1418,Mercer
COX HEALTH CENTER - AURORA,PO BOX 71,Aurora,MO,65605-0071,Lawrence
AKEMAN MCBURNEY HEALTH CLINIC,420 W Front St,Slater,MO,65349-1328,Saline
CASSVILLE MEDICAL CARE ASSOCIATES,PO BOX 568,Cassville,MO,65625-0568,Barry
GOLDEN VALLEY MEDICAL - CLINTON,1602 N 2nd St,Clinton,MO,64735-1192,Henry
Kahoka Dental,22291 US Highway 136,Kahoka,MO,63445-2009,Clark
Kirksville Veteran's Clinic,506 Rosewood Dr,Kirksville,MO,63501-2437,Adair
Macon Family Health,209 N Missouri St,Macon,MO,63552-1745,Macon
Memphis Community Health Center,118 W Grand Ave,Memphis,MO,63555-1533,Scotland
Mobile Van 1,402 W Jefferson St,Kirksville,MO,63501-3407,Adair
Northeast Dental,402 W Jefferson St STE C,Kirksville,MO,63501-3407,Adair
Northeast Family Health,52334 Business Highway 5,Milan,MO,63556-3040,Sullivan
Northeast Family Health,104 E Jackson St,Edina,MO,63537-1335,Knox
Northeast Family Health,1506 Crown Dr,Kirksville,MO,63501-2553,Adair
Northeast Family Health,1510 Crown Dr,Kirksville,MO,63501-2553,Adair
Northeast Family Health Annex,1410 Crown Dr,Kirksville,MO,63501-2548,Adair
"Northeast Missouri Health Council, Inc.",1416 Crown Dr,Kirksville,MO,63501-2548,Adair
Northeast Missouri Mobile Services,1506 Crown Dr,Kirksville,MO,63501-2553,Adair
Northeast Pediatrics,402 W Jefferson St STE A,Kirksville,MO,63501-3407,Adair
OB/GYN Specialty Group,402 W Jefferson St STE B,Kirksville,MO,63501-3407,Adair
LAKE REGIONAL CLINIC-LAURIE,156 Missouri Blvd,Gravois Mills,MO,65037-5394,Morgan
"BOLIVAR FAMILY CARE CENTER, LLC",1240 N Butterfield Rd,Bolivar,MO,65613-3016,Polk
FAMILY CARE CLINIC HIGH STREET,706 S High St,Butler,MO,64730-1833,Bates
LEWISTOWN RURAL HEALTH CLINIC,PO BOX 98,Lewistown,MO,63452-0098,Lewis
COX HEALTH CENTER MARSHFIELD,1245 Banning St,Marshfield,MO,65706-1001,Webster
Benton Medical Center,6724 State Highway 77,Benton,MO,63736-8238,Scott
Bernie Medical and Dental Center,741 S Walnut St,Bernie,MO,63822-8900,Stoddard
Caruthersville Medical and Dental Center,109 E 5th St,Caruthersville,MO,63830-1417,Pemiscot
East Prairie Dental Center,111 Prairie Dr,East Prairie,MO,63845-1114,Mississippi
New Madrid Medical Center,421 Semo Dr,New Madrid,MO,63869-1733,New Madrid
Otto Bean Dental Clinic,500 Russell St,Kennett,MO,63857-2102,Dunklin
Otto Bean Medical Clinic,500 Russell St,Kennett,MO,63857-2102,Dunklin
SEMO Health Network Benton Corporate Office,6738 State Highway 77,Benton,MO,63736-8238,Scott
Sikeston Alternative Education Center Clinic,835 W Murray Ln,Sikeston,MO,63801-4056,New Madrid
Sikeston Dental Center,220 Southland Dr,Sikeston,MO,63801-4403,New Madrid
Sikeston High School Clinic,200 Pine St,Sikeston,MO,63801-3258,Scott
Sikeston Medical Clinic,200 Southland Dr,Sikeston,MO,63801-4403,New Madrid
Southeast Health on Wheels,700 N Douglass St,Malden,MO,63863-1510,Dunklin
SOUTHEAST MISSOURI HEALTH NETWORK,420 Semo Dr,New Madrid,MO,63869-1734,New Madrid
MERCY - ST JAMES,107 W Eldon St,Saint James,MO,65559-1903,Phelps
COX HEALTH CENTER SHELL KNOB,25376 State Highway 39 STE 301,Shell Knob,MO,65747-7900,Barry
Central Ozarks Medical Center,304 W Washington Ave,Richland,MO,65556-7101,Pulaski
Central Ozarks Medical Center,3870 Columbia Ave,Osage Beach,MO,65065-8689,Miller
Central Ozarks Medical Center - Laurie,401 N Main St,Gravois Mills,MO,65037-6173,Morgan
Central Ozarks Medical Center Camdenton,1652 S Business Route 5,Camdenton,MO,65020-6872,Camden
Central Ozarks Medical Center Plato,10645 Plato Dr,Plato,MO,65552-8100,Texas
COMC Administration and Behavioral Health,112 E Mcclurg Ave,Richland,MO,65556-7601,Pulaski
COMC Camdenton School Site,172 Dare Blvd,Camdenton,MO,65020,Camden
COMC Community Outreach Richland,107 W Camden Ave,Richland,MO,65556,Pulaski
COMC Eldon School Site,112 S Pine St,Eldon,MO,65026-1581,Miller
COMC Iberia School Site,201 Pemberton Dr,Iberia,MO,65486-9329,Miller
COMC Laquey School Site,27600 Highway AA,Laquey,MO,65534-7694,Pulaski
COMC Mobile Dental Clinic,304 W Washington Ave,Richland,MO,65556-7101,Pulaski
COMC Mobile Medical Clinic,304 W Washington Ave,Richland,MO,65556-7101,Pulaski
COMC Richland School Clinic,714 E Jefferson Ave,Richland,MO,65556-8202,Pulaski
COMC School of the Osage School Site,1501 School Rd,Lake Ozark,MO,65049-9761,Miller
COMC Stoutland School Clinic,7584 State Road T,Stoutland,MO,65567-4236,Camden
COMC Waynesville School Site,200 Fleetwood Dr,Waynesville,MO,65583-2266,Pulaski
FITZGIBBON PROFESSIONAL BUILDING,2305 S Highway 65 BLDG A,Marshall,MO,65340-3702,Saline
Harrison County Community Hospital,2600 Miller St,Bethany,MO,64424-2701,Harrison
North Mercer School,400 Main St,Mercer,MO,64661-7523,Mercer
Princeton Office,606 W Main St,Princeton,MO,64673-1140,Mercer
Princeton School,1008 E Coleman St,Princeton,MO,64673-1210,Mercer
OCH WEBSTER COUNTY CLINIC,101 S Main St,Rogersville,MO,65742-9357,Webster
OZARKS MEDICAL CENTER WINONA,PO BOX 28,Winona,MO,65588-0028,Shannon
BUTTERFIELD PARK MEDICAL CENTER,1300 N Oakland Ave STE A,Bolivar,MO,65613-3008,Polk
LAKE REGIONAL CLINIC - LAKE OZARK,1870 Bagnell Dam Blvd,Lake Ozark,MO,65049-8658,Camden
CAMPBELL MEDICAL CLINIC,413 W Grand Ave,Campbell,MO,63933-1523,Dunklin
Missouri Highlands Clinical Lab,61 Highway Y STE A,Ellington,MO,63638-7802,Reynolds
Missouri Highlands Dental - Ellington,115 W Walnut St,Ellington,MO,63638-9300,Reynolds
Missouri Highlands Dental - Piedmont,1 Hals Plz STE B,Piedmont,MO,63957-1613,Wayne
Missouri Highlands Dental - Pilot Knob,315 W Mulberry,Pilot Knob,MO,63663-7860,Iron
Missouri Highlands Dental - Poplar Bluff,1407 N Westwood Blvd,Poplar Bluff,MO,63901-3315,Butler
MISSOURI HIGHLANDS HEALTH CARE,110 S 2nd St,Ellington,MO,63638-9400,Reynolds
Missouri Highlands Health Care - Annapolis,202 N Allen St,Annapolis,MO,63620-8778,Iron
Missouri Highlands Health Care - Doniphan North,109 Leroux St,Doniphan,MO,63935-1038,Ripley
Missouri Highlands Health Care - Doniphan South,109 Plum St STE B,Doniphan,MO,63935-1277,Ripley
Missouri Highlands Health Care - Ellington,61 Highway Y STE B,Ellington,MO,63638-7802,Reynolds
Missouri Highlands Health Care - Eminence,17959 Main St,Eminence,MO,65466-6375,Shannon
Missouri Highlands Health Care - Greenville,135 Main St,Greenville,MO,63944-8119,Wayne
Missouri Highlands Health Care - Naylor,220 Broad St,Naylor,MO,63953,Ripley
Missouri Highlands Health Care - Piedmont,1 Hals Plz STE A,Piedmont,MO,63957-1613,Wayne
Missouri Highlands Health Care - Pilot Knob,315 W Mulberry STE A,Pilot Knob,MO,63663-7883,Iron
Missouri Highlands Health Care - Poplar Bluff,2210 Barron Rd,Poplar Bluff,MO,63901-1908,Butler
Missouri Highlands Health Care - Poplar Bluff ...,2755 Barron Rd,Poplar Bluff,MO,63901-1929,Butler
Missouri Highlands Health Care - Van Buren,405 Main St,Van Buren,MO,63965,Carter
Missouri Highlands Health Care - Viburnum,18 Viburnum Center Rd,Viburnum,MO,65566-7802,Iron
Missouri Highlands Hillview School Clinic,11001 US-160,Harviell,MO,63945,Butler
Missouri Highlands Lone Star School Clinic,3277 US Highway 160 W,Doniphan,MO,63935-5710,Ripley
Missouri Highlands Mobile Dental Clinic,1407 N Westwood Blvd,Poplar Bluff,MO,63901-3315,Butler
Missouri Highlands Naylor School Clinic,101 E Batten St,Naylor,MO,63953-7837,Ripley
Missouri Highlands Neelyville School Clinic,289 Broadway St,Neelyville,MO,63954-7176,Butler
Missouri Highlands OB/GYN Clinic,2879 James Blvd,Poplar Bluff,MO,63901-3395,Butler
Missouri Highlands Urgent Care - Doniphan,109 Plum St Ste A,Doniphan,MO,63935-1277,Ripley
Missouri Highlands Urgent Care Lab,109 Plum St Ste C,Doniphan,MO,63935-1277,Ripley
Poplar Bluff Regional Medical Center,3100 Oak Grove Rd,Poplar Bluff,MO,63901-1573,Butler
MADISON MEDICAL CENTER RHC,PO BOX 431,Fredericktown,MO,63645-0431,Madison
FERGUSON MEDICAL GROUP,1516 W Business US Highway 60,Dexter,MO,63841-2835,Stoddard
TCMH FAMILY CLINIC-LICKING,233 S Main St,Licking,MO,65542-9325,Texas
MONROE CITY FAMILY PRACTICE,PO BOX 305,Monroe City,MO,63456-0305,Monroe
TCMH INTERNAL MEDICINE ASSOC,1337 S Sam Houston Blvd,Houston,MO,65483-2046,Texas
LAKE REGIONAL CLINIC - CAMDENTON,1930 N Business Route 5 UNIT 1A,Camdenton,MO,65020-2659,Camden
CHCCM- Fulton Clinic,561 Commons Dr,Fulton,MO,65251-1408,Callaway
CHCCMO - California Clinic,606 E Buchanan St,California,MO,65018-1910,Moniteau
CHCCMO - Mobile Unit,1511 Christy Dr,Jefferson City,MO,65101-2854,Cole
CHCCMO Linn,316 W Main St,Linn,MO,65051-2516,Osage
CHCCMO Mobile Medical Unit 2,1511 Christy Dr,Jefferson City,MO,65101-2854,Cole
CHCCMO South Callaway School,10135 State Road C,Mokane,MO,65059-1213,Callaway
CHCCMO- Administration,1616 Southridge Dr STE 101,Jefferson City,MO,65109-5677,Cole
CHCCMO- Medical Mobile Unit,1511 Christy Dr,Jefferson City,MO,65101-2854,Cole
Community Health Center of Central Missouri - ...,1511 Christy Dr,Jefferson City,MO,65101-2854,Cole
NEVADA REGIONAL PRIMARY CARE CENTER,627 S Ash St STE B,Nevada,MO,64772-3279,Vernon
MERCY CLINIC FAMILY MEDICINE- LEBANON,120 Hospital Dr STE 100,Lebanon,MO,65536-9227,Laclede
COXHEALTH CENTER SEYMOUR,202 N Commercial St,Seymour,MO,65746-8858,Webster
COMPLETE FAMILY MEDICINE KIRKSVILLE RHC,1611 S Baltimore St,Kirksville,MO,63501-4518,Adair
Mobile Dental Unit.,3801 Dr Martin Luther King Jr Blvd,Kansas City,MO,64130-2807,Jackson
MOBILE MEDICAL CLINIC.,3801 Dr Martin Luther King Jr Blvd,Kansas City,MO,64130-2807,Jackson
Swope Health - Emmanuel Family &amp; Child Dev...,4736 Prospect Ave,Kansas City,MO,64130-2602,Jackson
Swope Health - Excelsior Springs Pediatric Clinic,500 N Jesse James Rd,Excelsior Springs,MO,64024-3614,Clay
Swope Health - Operation Breakthrough,3039 Troost Ave,Kansas City,MO,64109-1540,Jackson
Swope Health - Tenney Pediatrics,6501 E 87th St,Kansas City,MO,64138-2732,Jackson
Swope Health Belton,204 E North Ave,Belton,MO,64012-2013,Cass
Swope Health Independence,11320 E Truman Rd,Independence,MO,64050-2564,Jackson
Swope Health Services - Hickman Mills,8800 Blue Ridge Blvd STE 208,Kansas City,MO,64138-4061,Jackson
Swope Health Services - Maple Woods,3100 NE 83rd St STE 1001 # 140,Kansas City,MO,64119-4460,Clay
Swope Health Services - Northland,2908 NW Vivion Rd STE 100,Riverside,MO,64150-1504,Platte
SWOPE HEALTH SERVICES CENTRAL.,3801 Dr Martin Luther King Jr Blvd,Kansas City,MO,64130-2807,Jackson
Kansas City CARE Clinic,3515 Broadway Blvd,Kansas City,MO,64111-2501,Jackson
Kansas City CARE Clinic,2340 E Meyer Blvd STE 200,Kansas City,MO,64132-1121,Jackson
Kansas City CARE Clinic,4601 Independence Ave,Kansas City,MO,64124-2927,Jackson
Kansas City CARE Clinic,2340 E Meyer Blvd STE 208,Kansas City,MO,64132-1121,Jackson
Kansas City CARE Clinic,2340 E Meyer Blvd STE 318,Kansas City,MO,64132-1105,Jackson
Kansas City CARE Clinic,4435 Main St STE 1000,Kansas City,MO,64111-7723,Jackson
Kansas City CARE Clinic,3501 Broadway Blvd,Kansas City,MO,64111-2501,Jackson
Kansas City CARE Clinic - Medical Mobile Unit,2340 E Meyer Blvd,Kansas City,MO,64132-1105,Jackson
Kansas City CARE Clinic - Mobile,2380 E Meyer Blvd,Kansas City,MO,64132-1136,Jackson
Kansas City CARE Clinic - Mobile Unit,2340 E Meyer Blvd,Kansas City,MO,64132-1105,Jackson
MO BAPTIST-STEELVILLE OFFICE,PO BOX Ah,Steelville,MO,65565-0568,Crawford
OZARKS HEALTHCARE MOUNTAIN GROVE,500 E 19th St STE A,Mountain Grove,MO,65711-1115,Wright
SSM HEALTH MEDICAL GROUP FAMILY MEDICINE,111 W Bates St,Wellsville,MO,63384-1616,Montgomery
MERCY CLINIC - SALEM,404 W Rolla Rd,Salem,MO,65560-1233,Dent
COXHEALTH CENTER MOUNTAIN GROVE,1602 N Main St,Mountain Grove,MO,65711-1010,Wright
FAMILY CARE CLINIC RICH HILL,225 N 14th St,Rich Hill,MO,64779-1372,Bates
SULLIVAN COUNTY MEMORIAL HOSPITAL,630 W 3rd St,Milan,MO,63556-1076,Sullivan
GOLDEN VALLEY MEDICAL - WARSAW,1771 Commercial St,Warsaw,MO,65355-3096,Benton
SSM HEALTH MEDICAL GROUP FAMILY MEDICINE,100 Highway 28 E,Belle,MO,65013-3405,Osage
SSM HEALTH MEDICAL GROUP FAMILY MEDICINE,875 S Highway 5,Tipton,MO,65081-8441,Moniteau
SOUTH HOLT FAMILY MEDICINE,101 S Washington St,Oregon,MO,64473-9311,Holt
MOUND CITY FAMILY MEDICINE,514 State St,Mound City,MO,64470-1145,Holt
MEDICAL WALK-IN CLINIC,1420 S Business 61,Bowling Green,MO,63334-5230,Pike
Hollister R-V - Hollister Early Childhood Center,1792 State Highway Bb,Hollister,MO,65672-5423,Taney
Hollister R-V - Hollister High School,2112 State Highway Bb,Hollister,MO,65672-5785,Taney
Hollister R-V - Hollister Middle School,1798 State Highway Bb,Hollister,MO,65672-5423,Taney
Hollister R-V School District,1794 State Highway Bb,Hollister,MO,65672-5423,Taney
Jordan Valley Community Health Center - Benton,618 N Benton Ave,Springfield,MO,65806-1102,Greene
Jordan Valley Community Health Center - Grand,1720 W Grand St,Springfield,MO,65802-4802,Greene
Jordan Valley Community Health Center - Hollister,33 Gage Dr,Hollister,MO,65672-5862,Taney
Jordan Valley Community Health Center - Lebanon,860 Lynn St,Lebanon,MO,65536-3810,Laclede
Jordan Valley Community Health Center - Lebano...,2020 Evergreen Pkwy,Lebanon,MO,65536-4611,Laclede
Jordan Valley Community Health Center - Marshf...,1166 Banning St,Marshfield,MO,65706-1015,Webster
Jordan Valley Community Health Center - Republic,550 E Harrison St,Republic,MO,65738-1353,Greene
Jordan Valley Community Health Center - Republ...,649 E Elm St,Republic,MO,65738-1505,Greene
Jordan Valley Community Health Center - South,2238 W Kingsley St,Springfield,MO,65807-5456,Greene
Jordan Valley Community Health Center - Tampa,440 E Tampa St,Springfield,MO,65806-1131,Greene
Lebanon R-III - Boswell Elementary School,695 Millcreek Rd,Lebanon,MO,65536-3338,Laclede
Lebanon R-III - Esther Elementary School,1200 Clark Ave,Lebanon,MO,65536-2331,Laclede
Lebanon R-III - Hillcrest Education Center,301 Hoover St,Lebanon,MO,65536-2685,Laclede
Lebanon R-III - Lebanon High School,777 Brice St,Lebanon,MO,65536-2451,Laclede
Lebanon R-III - Lebanon Middle School,2700 Buzz Pride Dr,Lebanon,MO,65536-7526,Laclede
Lebanon R-III - Maplecrest Elementary School,901 Maple Ln,Lebanon,MO,65536-4703,Laclede
Mobile Unit 1,618 N Benton Ave,Springfield,MO,65806-1102,Greene
Mobile Unit 2,440 E Tampa St,Springfield,MO,65806-1131,Greene
Mobile Unit 3,440 E Tampa St,Springfield,MO,65806-1131,Greene
Mobile Unit 4,440 E Tampa St,Springfield,MO,65806-1131,Greene
Mobile Unit 5,440 E Tampa St,Springfield,MO,65806-1131,Greene
Mobile Unit 6 (Greene County CARES),440 E Tampa St,Springfield,MO,65806-1131,Greene
Springfield R-XII - Bingham Elementary School,2126 E Cherry St,Springfield,MO,65802-2957,Greene
Springfield R-XII - Cowden Elementary School,2927 S Kimbrough Ave,Springfield,MO,65807-3601,Greene
Springfield R-XII - Weaver Elementary School,1461 N Douglas Ave,Springfield,MO,65802-1779,Greene
Springfield R-XII - Westport K-8 School,415 S Golden Ave,Springfield,MO,65802-4709,Greene
Samuel U. Rodgers Health Center - East,2100 E 9th St,Kansas City,MO,64124-2364,Jackson
Samuel U. Rodgers Health Center - Mobile,825 Euclid Ave,Kansas City,MO,64124-2323,Jackson
Samuel U. Rodgers Health Center Blue Springs S...,1501 NW Jefferson St,Blue Springs,MO,64015-7242,Jackson
