Site Name,Site Address,Site City,Site State,Site Zip Code,County
Susquehanna Community Health and Dental Clinic...,259 Allegheny St,Jersey Shore,PA,17740-1422,Lycoming
Susquehanna Community Health and Dental Clinic...,124 E Walnut St STE 2,Lock Haven,PA,17745-3522,Clinton
Susquehanna Community Health and Dental Clinic...,2950 Lycoming Creek Rd,Williamsport,PA,17701-1081,Lycoming
AbsoluteCare Pittsburgh,7301 Penn Ave,Pittsburgh,PA,15208-2528,Allegheny
Beth Haven/Wellspring,905 Watson St,Pittsburgh,PA,15219-4709,Allegheny
BRADDOCK HEALTH CENTER,404 Braddock Ave,Braddock,PA,15104-1804,Allegheny
COMMUNITY HUMAN SERVICES/WOOD STREET COMMONS,301 3rd Ave,Pittsburgh,PA,15222-1924,Allegheny
East End Community Health Center,745 N Negley Ave,Pittsburgh,PA,15206-2059,Allegheny
Family Links,1601 5th Ave,Pittsburgh,PA,15219-5537,Allegheny
HAZELWOOD HEALTH CENTER,4918 2nd Ave,Pittsburgh,PA,15207-1623,Allegheny
HILL HOUSE HEALTH CENTER,1835 Centre Ave,Pittsburgh,PA,15219-4305,Allegheny
McKeesport Downtown Housing,523 Sinclair St,Mckeesport,PA,15132-3029,Allegheny
MCKEESPORT FAMILY HEALTH CENTER,627 Lysle Blvd,McKeesport,PA,15132-2524,Allegheny
PHCUP/Birmingham Clinic,44 S 9th St,Pittsburgh,PA,15203-1119,Allegheny
Pleasant Valley,1601 Brighton Rd,Pittsburgh,PA,15212-3838,Allegheny
"PRIMARY CARE HEALTH SERVICES, INC. Alma Illery...",7227 Hamilton Ave,Pittsburgh,PA,15208-1814,Allegheny
Salvation Army Harbor Light,865 W North Ave,Pittsburgh,PA,15233-1616,Allegheny
STEEL VALLEY FAMILY HLTH CENTER,1800 West St,Homestead,PA,15120-2563,Allegheny
WEST END DENTAL OFFICE,441 S Main St,Pittsburgh,PA,15220-5540,Allegheny
WEST END HEALTH CENTER,415 Neptune St,Pittsburgh,PA,15220-5516,Allegheny
WILKINSBURG FAMILY HEALTH CENTER,807 Wallace Ave,Pittsburgh,PA,15221-2312,Allegheny
BLOSSBURG LAUREL HEALTH CENTER,6 Riverside Plz,Blossburg,PA,16912-1137,Tioga
ELKLAND LAUREL HEALTH CENTER,103 Forestview Ave,Elkland,PA,16920-1403,Tioga
Laurel Dental - Blossburg,116 Seymour St,Blossburg,PA,16912-1418,Tioga
Laurel Dental - Towanda,346 York Ave,Towanda,PA,18848-2021,Bradford
LAWRENCEVILLE LAUREL HEALTH CENTER,32 E Lawrence Rd,Lawrenceville,PA,16929-8801,Tioga
Mansfield Laurel Health Center - S Main,416 S Main St,Mansfield,PA,16933-1510,Tioga
"North Penn Comprehensive Health Services, Laur...",40 W Wellsboro St,Mansfield,PA,16933-1411,Tioga
Troy Laurel Health Center,45 Mud Creek Rd,Troy,PA,16947-9529,Bradford
Wellsboro Laurel Health Center,7 Water St,Wellsboro,PA,16901-1126,Tioga
Wellsboro Laurel Pediatric Center,1B Main St,Wellsboro,PA,16901-1601,Tioga
WESTFIELD LAUREL HEALTH CENTER,236 E Main St,Westfield,PA,16950-1607,Tioga
Hub of Hope,1401 Arch St,Philadelphia,PA,19102-1525,Philadelphia
Pathways to Housing - PA,5201 Old York Rd,Philadelphia,PA,19141-2985,Philadelphia
Stephen Klein Wellness Center,2144 Cecil B Moore Ave,Philadelphia,PA,19121-4014,Philadelphia
SAINT BENEDICT RURAL HEALTH CENTER,564 Theatre Rd,Carrolltown,PA,15722-7702,Cambria
BLACK CREEK HEALTH CENTER,75 Pineapple St,Nuremberg,PA,18241,Luzerne
EXETER TOWNSHIP MEDICAL CENTER,2795 Sullivans Trl,Falls,PA,18615-7949,Wyoming
FREELAND HEALTH CENTER,404 Ridge St,Freeland,PA,18224-1802,Luzerne
HAZLETON PEDIATRICS,1730 E Broad St,Hazleton,PA,18201-5657,Luzerne
LAPORTE HEALTH CENTER,217 King St,Laporte,PA,18626,Sullivan
MCKINNEY CLINIC,39 E Jackson St,Wilkes Barre,PA,18701-2709,Luzerne
MONROE-NOXEN HEALTH CENTER,"2888 SR 29 S, Ste 2",Noxen,PA,18636-7854,Wyoming
RURAL HEALTH CORPORATION OF NE PENNSYLVANIA,1084 Highway 315 Blvd,Wilkes Barre,PA,18702-7012,Luzerne
SHICKSHINNY HEALTH CENTER,26 N Main St,Shickshinny,PA,18655-1302,Luzerne
VALLEY MEDICAL,75 S Wyoming Ave,Kingston,PA,18704-3103,Luzerne
BROAD STREET HEALTH CENTER,1415 N Broad St STE 224,Philadelphia,PA,19122-3325,Philadelphia
Cottman Avenue Health Center,3525 Cottman Ave,Philadelphia,PA,19149-1607,Philadelphia
Reed Street Health Center,1325 S 33rd St STE 300,Philadelphia,PA,19146-3303,Philadelphia
Spectrum Community Health Center,5201 Haverford Ave,Philadelphia,PA,19139-1401,Philadelphia
Hilltop Community HealthCare Center,151 Ruth St,Pittsburgh,PA,15211-2384,Allegheny
SRNHC Mobile Health Unit,710 Thompson Ave,Mc Kees Rocks,PA,15136-3808,Allegheny
STO-ROX Family Health Center,710 Thompson Ave,Mc Kees Rocks,PA,15136-3808,Allegheny
FAMILY HEALTH CARE MEYERSDALE RHC,7160 Mason Dixon Hwy,Meyersdale,PA,15552-7288,Somerset
Carbondale Family Health Center,141 Salem Ave STE 302,Carbondale,PA,18407-2500,Lackawanna
Carbondale Family Health Center,150 Brooklyn St,Carbondale,PA,18407-2274,Lackawanna
FOREST CITY FAMILY HEALTH CENTER,100 Dundaff St,Forest City,PA,18421-1317,Susquehanna
Hamlin Family Health Center,543 Easton Tpke,Lake Ariel,PA,18436-4718,Wayne
Highland Physicians Family Health Center,1839 Fair Ave,Honesdale,PA,18431-2121,Wayne
Honesdale Behavioral Health,"600 Maple Ave, Ste 15",Honesdale,PA,18431-1460,Wayne
HONESDALE FAMILY HEALTH CENTER,600 Maple Ave STE 2,Honesdale,PA,18431-1436,Wayne
Honesdale Pediatric Center,1837 Fair Ave,Honesdale,PA,18431-2121,Wayne
Lake Region Urgent Care,273 Grandview Ave,Honesdale,PA,18431-1163,Wayne
Northern Wayne Family Health Center,412 Como Rd,Lake Como,PA,18437-1020,Wayne
Pike County Dental Center,750 Route 739,Hawley,PA,18428-6058,Pike
PIKE FAMILY HEALTH CENTER,750 Route 739,Hawley,PA,18428-6058,Pike
Pinnacle Family Health Center,132 Manly Rd,Tafton,PA,18464-7829,Pike
Sterling Pediatric Center,62 Industrial Park Rd,Lake Ariel,PA,18436-5606,Wayne
Temporary Site - Wayne Memorial Health Center ...,600 Maple Ave STE 4,Honesdale,PA,18431-1436,Wayne
TOGETHER FOR HEALTH DENTAL CENTER,600 Maple Ave STE 7,Honesdale,PA,18431-1460,Wayne
Waymart Family Health Center,29 Woodlands Dr,Waymart,PA,18472-9366,Wayne
Waymart Pediatric Center,27B Woodlands Dr,Waymart,PA,18472-9366,Wayne
Wayne Memorial Community Health Centers Admini...,600 Maple Ave STE 6,Honesdale,PA,18431-1436,Wayne
Women&#39;s Health Center,626 Park St,Honesdale,PA,18431-1446,Wayne
Women&#39;s Health of Pike County,1592 Route 739 STE 2,Dingmans Ferry,PA,18328-3513,Pike
Women's Health Center,110 Park St,Honesdale,PA,18431-2023,Wayne
Philadelphia District Health Center #10,2230 Cottman Ave,Philadelphia,PA,19149-1230,Philadelphia
Philadelphia District Health Center #5,1900 N 20th St,Philadelphia,PA,19121-2217,Philadelphia
Philadelphia District Health Center #6,321 W Girard Ave,Philadelphia,PA,19123-1531,Philadelphia
Philadelphia District Health Center #9,131 E Chelten Ave,Philadelphia,PA,19144-2153,Philadelphia
Strawberry Mansion Health Center,2840 W Dauphin St,Philadelphia,PA,19132-4627,Philadelphia
Temporary Site- Berks Street Annex,2001 W Berks St,Philadelphia,PA,19121,Philadelphia
MEADVILLE COMMUNITY HEALTH CENTER,640 Alden St,Meadville,PA,16335-2348,Crawford
BENTLEYVILLE FAMILY PRACTICE CENTER,100 Wilson Rd,Bentleyville,PA,15314-1028,Washington
Bentworth Elementary,150 Bearcat Dr,Bentleyville,PA,15314-1463,Washington
Bentworth High School,75 Bearcat Dr,Bentleyville,PA,15314-1421,Washington
Bentworth Middle School,563 Lincoln Ave,Bentleyville,PA,15314-2060,Washington
Beth Center Elementary,194 Crawford Rd,Fredericktown,PA,15333-2012,Washington
Beth Center High School,179 Crawford Rd,Fredericktown,PA,15333-2011,Washington
Beth Center Middle School,136 Crawford Rd,Fredericktown,PA,15333-2012,Washington
Bobtown Elementary,304 Grant St,Bobtown,PA,15315-1014,Greene
Bower Hill Elementary School,424 Bower Hill Rd,Venetia,PA,15367-1483,Washington
CALIFORNIA FAMILY PRACTICE,1152 Wood St,California,PA,15419-1260,Washington
California High School,11 Trojan Way,Coal Center,PA,15423-1059,Washington
California Middle/Elementary School,40 Trojan Way,Coal Center,PA,15423-1059,Washington
CARMICHAELS CLINIC,601 W George St,Carmichaels,PA,15320-1325,Greene
Centerville Clinics - City Mission Site,84 W Wheeling St,Washington,PA,15301-6918,Washington
"CENTERVILLE CLINICS, INC.; Joseph Yablonski Me...",1070 Old National Pike,Fredericktown,PA,15333-2114,Washington
Charleroi Medical & Dental Center,200 Chamber Plz,Charleroi,PA,15022-1605,Washington
CONNELLSVILLE MEDICAL &amp; DENTAL CENTER,208 S Arch St,Connellsville,PA,15425-3536,Fayette
Connellsville Medical and Dental Center,601 S Arch St,Connellsville,PA,15425-4000,Fayette
Donora Family Medicine,718 Mckean Ave,Donora,PA,15033-1061,Washington
FAIRCHANCE CLINIC,93 N Morgantown St,Fairchance,PA,15436-1039,Fayette
Mapletown Middle/Senior High School,1000 Mapletown Rd,Greensboro,PA,15338-1000,Greene
McMurray Elementary School,626 E Mcmurray Rd,McMurray,PA,15317-3420,Washington
Mobile Van 2,1070 Old National Pike,Fredericktown,PA,15333-2114,Washington
Peter Township High School,264 E Mcmurray Rd,McMurray,PA,15317-2948,Washington
Peters Township Middle School,625 E Mcmurray Rd,McMurray,PA,15317-3497,Washington
Pleasant Valley Elementary School,250 E Mcmurray Rd,McMurray,PA,15317-2948,Washington
REPUBLIC MEDICAL AND DENTAL CENTER,1006 Main St,Republic,PA,15475-1012,Fayette
Trinity East Elementary,252 Cameron Rd,Washington,PA,15301-9548,Washington
Trinity Middle School,50 Scenic Dr,Washington,PA,15301-9207,Washington
Trinity North Elementary,225 Midland Dr,Washington,PA,15301-1461,Washington
Trinity School,231 Park Ave,Washington,PA,15301-5713,Washington
Trinity South Elementary,2500 S Main Street Ext,Washington,PA,15301-3269,Washington
Trinity West Elementary,1041 Gabby Ave,Washington,PA,15301-5913,Washington
UNIONTOWN FAMILY DOCTORS ,86 Mcclellandtown Rd,Uniontown,PA,15401-5527,Fayette
Washington Family Doctors,37 Highland Ave,Washington,PA,15301-4062,Washington
Washington Junior/High School,201 Allison Ave,Washington,PA,15301-4210,Washington
Washington Park Elementary,801 E Wheeling St,Washington,PA,15301-3746,Washington
WAYNESBURG CLINIC,1150 7th St,Waynesburg,PA,15370-1660,Greene
WAYNESBURG COMM MENTAL HLTH CTR,190 Bonar Ave,Waynesburg,PA,15370-1604,Greene
West Greene Senior/Junior/Elementary School,1367 Hargus Creek Rd,Waynesburg,PA,15370-3815,Greene
Carter &amp; MacRae Elementary,251 S Prince St,Lancaster,PA,17603-5396,Lancaster
Denver Declaration House- Dental Care,240 Main St Ste A,Denver,PA,17517-1623,Lancaster
Fulton Elementary School-Based Health Center,225 W Orange St,Lancaster,PA,17603-3782,Lancaster
La Academia Charter School-Based Health Center,30 N Ann St,Lancaster,PA,17602-3063,Lancaster
Lancaster Brightside,515 Hershey Ave,Lancaster,PA,17603-5752,Lancaster
Lancaster Center City &amp; HQ,234 W Orange St,Lancaster,PA,17603-3739,Lancaster
Lancaster Downtown,304 N Water St,Lancaster,PA,17603-3374,Lancaster
Lancaster Grandview Plaza,802 New Holland Ave STE 200,Lancaster,PA,17602-2288,Lancaster
Lancaster Reynolds Middle School,605 W Walnut St,Lancaster,PA,17603-3383,Lancaster
Lancaster Southeast - Medical and Dental,625 S Duke St,Lancaster,PA,17602-4509,Lancaster
Lebanon Dental,101 S 9th St,Lebanon,PA,17042-5108,Lebanon
Lebanon Medical and Pharmacy,920 Church St,Lebanon,PA,17046-4656,Lebanon
Lebanon Urgent Care (Behavioral and Physical H...,960 Church St,Lebanon,PA,17046-4656,Lebanon
McCaskey High School,445 N Reservoir St,Lancaster,PA,17602-2447,Lancaster
New Holland Health Center (Medical and Dental),435 S Kinzer Ave STE 6,New Holland,PA,17557-8706,Lancaster
Pequea Valley School Based Health Center,166 S New Holland Rd,Kinzers,PA,17535-5600,Lancaster
Plain Healthy Program,584 Springville Rd,New Holland,PA,17557-9564,Lancaster
Union Community Care Administration,812 N Prince St,Lancaster,PA,17603-2732,Lancaster
Union Community Care at Ephrata Hub,560 S Reading Rd,Ephrata,PA,17522-1834,Lancaster
Union Community Care at Welsh Mountain,584 Springville Rd,New Holland,PA,17557-9564,Lancaster
Washington Elementary,545 S Ann St,Lancaster,PA,17602-4551,Lancaster
North Side Christian Health Center,816 Middle St,Pittsburgh,PA,15212-4915,Allegheny
North Side Christian Health Center at Northview,525 Mount Pleasant Rd,Pittsburgh,PA,15214-2427,Allegheny
Broad Street Ministry,315 S Broad St,Philadelphia,PA,19107-5213,Philadelphia
Dental Clinic,"1207 Chestnut St, Fl 4",Philadelphia,PA,19107-4131,Philadelphia
Diana Baldwin Clinic,1211 Chestnut St STE 605,Philadelphia,PA,19107-4117,Philadelphia
FIGHT Pediatric and Adolescent Medicine YHEP C...,1207 Chestnut St FL 5,Philadelphia,PA,19107-4131,Philadelphia
John Bell Clinic,1207 Chestnut St,Philadelphia,PA,19107-4131,Philadelphia
Philadelphia FIGHT Jonathan Lax Treatment Center,1233 Locust St FL 5 STE 500 FL 4 STE 400,Philadelphia,PA,19107-5461,Philadelphia
Temporary Site - Philadelphia FIGHT Pediatrics,2011 N Mascher St,Philadelphia,PA,19122-1713,Philadelphia
AL-ASSIST BEHAVIORAL HEALTH CARE,1401 S 4th St,Philadelphia,PA,19147-5948,Philadelphia
Carl Moore Health Center,1401 S 31st St,Philadelphia,PA,19146-3506,Philadelphia
Chinatown Medical Services - 2,432 N 6th St,Philadelphia,PA,19123-4004,Philadelphia
FRANKFORD AVENUE HEALTH CENTER,4510 Frankford Ave,Philadelphia,PA,19124-3602,Philadelphia
GPHA - Cristo Rey Health Suite,1717 W Allegheny Ave,Philadelphia,PA,19132-1606,Philadelphia
GPHA - Delaware Avenue Health Center,1080 N Delaware Ave,Philadelphia,PA,19125-4330,Philadelphia
GPHA - Franklin Towne Charter Health Suite,5301 Tacony St,Philadelphia,PA,19137-2307,Philadelphia
GPHA - Jules E. Mastbaum Health Suite,3116 Frankford Ave,Philadelphia,PA,19134-3827,Philadelphia
GPHA - Kensington Health Sciences Health Suite,2463 Emerald St,Philadelphia,PA,19125-1236,Philadelphia
GPHA - Kensington Health Suite,2501 Coral St,Philadelphia,PA,19125,Philadelphia
GPHA - Liguori Academy - Fortis Health Suite,1952 E Allegheny Ave,Philadelphia,PA,19134-3122,Philadelphia
GPHA - Maritime Academy Charter Health Suite,2700 E Huntingdon St,Philadelphia,PA,19125-4038,Philadelphia
GPHA - Penn Treaty Health Suite,600 E Thompson St,Philadelphia,PA,19125-3427,Philadelphia
GPHA - Sankofa Freedom Academy Charter Health ...,2501 Kensington Ave,Philadelphia,PA,19125-1321,Philadelphia
GPHA - Spectrum Behavioral Healthcare Center,1489 Baltimore Pike STE 300 STE 300,Springfield,PA,19064-3971,Delaware
"GPHA, INC. Medical Suite at Temple’s Dental Sc...",3223 N Broad St,Philadelphia,PA,19140-5007,Philadelphia
"Greater Philadelphia Health Action, Inc. Denta...",5501 Woodland Ave,Philadelphia,PA,19143-5607,Philadelphia
HUNTING PARK HEALTH CENTER,1999 W Hunting Park Ave,Philadelphia,PA,19140-2828,Philadelphia
Snyder Avenue Dental Center,640 Snyder Ave,Philadelphia,PA,19148-2419,Philadelphia
SOUTHEAST HEALTH CENTER,800 Washington Ave,Philadelphia,PA,19147-4717,Philadelphia
WOODLAND AVENUE HEALTH CENTER,5000 Woodland Ave,Philadelphia,PA,19143-5137,Philadelphia
East Liberty Family Health Care Center-LL,7171 Churchland St,Pittsburgh,PA,15206-1217,Allegheny
EAST LIBERTY MEDICAL OFFICE,6023 Harvard St,Pittsburgh,PA,15206-3053,Allegheny
LINCOLN-LEMINGTON MEDICAL AND DENTAL OFFICE,7157 Mary Peck Bond Pl,Pittsburgh,PA,15206-1236,Allegheny
WILKINSBURG DENTAL OFFICE,807 Wallace Ave,Pittsburgh,PA,15221-2312,Allegheny
COOKE FAMILY HEALTH CENTER,1300 W Loudon St,Philadelphia,PA,19141-2603,Philadelphia
"QUALITY COMMUNITY HEALTH CARE, INC.",2501 W Lehigh Ave,Philadelphia,PA,19132-3207,Philadelphia
Bradford Dental Center,600 Chestnut Street Ext STE B,Bradford,PA,16701-5438,McKean
CAMERON COUNTY DENTAL CTR,90 E 2nd St,Emporium,PA,15834-1302,Cameron
CAMERON COUNTY HEALTH CENTER,90 E 2nd St,Emporium,PA,15834-1302,Cameron
Fox Township Dental Clinic,176 Skyline Dr,Kersey,PA,15846-9146,Elk
Johnsonburg Dental Center,81 Clarion Rd,Johnsonburg,PA,15845-1656,Elk
Kane Dental Center,118 N Fraley St,Kane,PA,16735-1327,McKean
Ridgway Area Medical Center,49 Ridgmont Dr,Ridgway,PA,15853-9700,Elk
FAIRMOUNT PRIMARY CARE CENTER,1412 Fairmount Ave,Philadelphia,PA,19130-2908,Philadelphia
Fairmount Primary Care Center at Girard Medica...,820 E Thompson St,Philadelphia,PA,19125-3539,Philadelphia
Fairmount Primary Care Center at Horizon House,5901 Market St,Philadelphia,PA,19139-3117,Philadelphia
Fairmount Primary Care Center at Sharon Hill-D...,800 Chester Pike,Sharon Hill,PA,19079-1400,Delaware
Maria de Los Santos Express Care,400 W Allegheny Ave BLDG 3,Philadelphia,PA,19133-3614,Philadelphia
MARIA DE LOS SANTOS HEALTH CTR,401 W Allegheny Ave,Philadelphia,PA,19133-3644,Philadelphia
Maria de los Santos Women's Health Center,400 W Allegheny Ave,Philadelphia,PA,19133-3614,Philadelphia
Norristown Regional Health Center,1401 Dekalb St,Norristown,PA,19401-3405,Montgomery
Parkview Ob/Gyn Health Center,841 E Hunting Park Ave,Philadelphia,PA,19124-4800,Philadelphia
Familycare at Union Deposit,895 S Arlington Ave,Harrisburg,PA,17109-5004,Dauphin
Hamilton Family Care at Millersburg,1000 Evelyn Dr,Millersburg,PA,17061-1258,Dauphin
HHC- South Allison Hill,110 S 17th St,Harrisburg,PA,17104-1123,Dauphin
HHC-Downey School,1313 Monroe St,Harrisburg,PA,17103-1139,Dauphin
HHC-Foose School,1301 Sycamore St,Harrisburg,PA,17104-3410,Dauphin
Perry County,46 Red Hill Ct,Newport,PA,17074-8706,Perry
Union Deposit Family Practice,891 S Arlington Ave,Harrisburg,PA,17109-5004,Dauphin
Community Vision Center of Waynesburg,1150 7th St STE 3,Waynesburg,PA,15370-1660,Greene
Cornerstone Care Community Health Center and P...,120 Locust Ave Ext,Mount Morris,PA,15349-1355,Greene
Cornerstone Care Community Health Center of Bu...,1227 Smith Township State Rd,Burgettstown,PA,15021,Washington
Cornerstone Care Community Health Center of Cl...,559 Miller Ave,Clairton,PA,15025-1746,Allegheny
Cornerstone Care Community Health Center of Gr...,7 Glassworks Rd,Greensboro,PA,15338-9507,Greene
Cornerstone Care Community Health Center of Ro...,140 Church St,Rogersville,PA,15359-1001,Greene
Cornerstone Care Community Health Center of Un...,140 N Beeson Ave STE 400,Uniontown,PA,15401-2937,Fayette
Cornerstone Care Community Health Center of Wa...,400 Jefferson Ave Ste 4,Washington,PA,15301-4261,Washington
Cornerstone Care Community Mobile Health Center,7 Glassworks Rd,Greensboro,PA,15338-9507,Greene
Cornerstone Care Dental and Behavioral Health ...,501 W High St,Waynesburg,PA,15370-7209,Greene
Cornerstone Care Dental Center of West Mifflin,500 N Lewis Run Rd STE 128,West Mifflin,PA,15122-3075,Allegheny
Cornerstone Care Pediatric and Family Medicine...,236 Elm Dr,Waynesburg,PA,15370-8265,Greene
Cornerstone Care Vision Center of Connellsville,118 S Pittsburgh St,Connellsville,PA,15425-3531,Fayette
Cornerstone Care Vision Center of Hopwood,1249 National Pike,Hopwood,PA,15445,Fayette
Medical and Behavioral Health Center of Washin...,351 W Beau St STE 200,Washington,PA,15301-4663,Washington
Community Health & Dental Care,700 Heritage Dr STE 701,Pottstown,PA,19464-3297,Montgomery
Community Health & Dental Care Heritage Dr. St...,800 Heritage Dr STE 802,Pottstown,PA,19464-9220,Montgomery
Community Health &amp; Dental Care Mobile Dent...,351 W Schuylkill Rd,Pottstown,PA,19465-7438,Chester
"Community Health &amp; Dental Care, Inc.",351 W Schuylkill Rd,Pottstown,PA,19465-7438,Chester
Community Health and Dental Care-Barto,1315 Route 100 Bldg,Barto,PA,19504-8724,Berks
Neighborhood Health Centers of Lehigh Valley -...,1101 Northampton St STE 102,Easton,PA,18042-4152,Northampton
Neighborhood Health Centers of the Lehigh Vall...,1210 E 4th St,Bethlehem,PA,18015-2016,Northampton
Neighborhood Health Centers of the Lehigh Vall...,635 E Broad St,Bethlehem,PA,18018-6332,Northampton
Neighborhood Health Centers of the Lehigh Vall...,160 Hamilton St,Allentown,PA,18101-1948,Lehigh
Vida Nueva at Casa Guadalupe,218 N 2nd St,Allentown,PA,18102-3508,Lehigh
Columbia Center,369 Locust St,Columbia,PA,17512-1383,Lancaster
Columbia Dental Center,430 Walnut St,Columbia,PA,17512-1295,Lancaster
FAMILY FIRST HEALTH CORPORATION,116 S George St,York,PA,17401-1474,York
Gettysburg Center,1275 York Rd STE 17,Gettysburg,PA,17325-7565,Adams
HANNAH PENN CENTER,415 E Boundary Ave,York,PA,17403-2811,York
HANOVER CENTER,1230 High St,Hanover,PA,17331-1127,Adams
Lebanon Center,300 Willow St,Lebanon,PA,17046-4871,Lebanon
LEWISBERRY  CENTER,308 Market St,Lewisberry,PA,17339-9257,York
Covenant House Health and Dental Cener,8127 Stenton Ave,Philadelphia,PA,19150-3530,Philadelphia
Covenant House Health Services,251 E Bringhurst St,Philadelphia,PA,19144-1719,Philadelphia
Covenant House Medical Center,8125 Stenton Ave,Philadelphia,PA,19150-3530,Philadelphia
Tabor Kids Pediatric Mini Clinic,57 E Armat St,Philadelphia,PA,19144-2201,Philadelphia
Altoona Behavioral Health,620 Howard Ave,Altoona,PA,16601-4804,Blair
ALTOONA COMMUNITY HEALTH CENTER,1701 12th Ave,Altoona,PA,16601-3100,Blair
Autumn Street Health Center,99 Autumn St,Aliquippa,PA,15001-1301,Beaver
Beaver Falls Health Center Primary Care,1302 7th Ave,Beaver Falls,PA,15010-4217,Beaver
Buhl Farm Community Health Center,220 N Buhl Farm Dr,Hermitage,PA,16148-1786,Mercer
Clarion Community Health Center,30 Pinnacle Dr,Clarion,PA,16214-3800,Clarion
Dayton Way Health Center,1 Dayton Way,Sharon,PA,16146-2185,Mercer
Ebensburg Health Center,152 Zeman Dr STE 301,Ebensburg,PA,15931-4130,Cambria
Ellwood City Health Center,304 Evans Dr STE 201,Ellwood City,PA,16117-1493,Lawrence
Farrell Dental Center,350 Sharon New Castle Rd,Farrell,PA,16121-1576,Mercer
Green Street Primary Care B,2000 Green St,Farrell,PA,16121-1364,Mercer
Greenville Community Health Center,348 Main St,Greenville,PA,16125-2608,Mercer
Health Shoppe,1600 Roemer Blvd,Farrell,PA,16121-1754,Mercer
HOFFMAN MEMORIAL MEDICAL CENTER,419 Kellys Way,East Brady,PA,16028,Clarion
Indiana Dental Center,590 Indian Springs Rd,Indiana,PA,15701-3600,Indiana
Jacksonville Family Medicine Center,29 Saltsburg Rd,Clarksburg,PA,15725-7400,Indiana
Latrobe Health Center,529 Lloyd Ave,Latrobe,PA,15650-1721,Westmoreland
Lewistown Community Health Center,106 Derry Heights Blvd,Lewistown,PA,17044-8648,Mifflin
