Site Name,Site Address,Site City,Site State,Site Zip Code,County
Garden City Community College,801 N Campus Dr,Garden City,KS,67846-6333,Finney
Garden City Dental Clinic,2510 N Henderson Dr Bldg,Garden City,KS,67846-3624,Finney
GC High School School Based Site,2720 Buffalo Way Blvd,Garden City,KS,67846-3214,Finney
Genesis Family Health Care Center & Medical Cl...,1700 Avenue F,Dodge City,KS,67801-4541,Ford
Genesis Family Health Care Center & Medical Cl...,712A Saint John St,Garden City,KS,67846-5128,Finney
Genesis Family Health Dental Clinic,2011 Central Ave,Dodge City,KS,67801-6410,Ford
Genesis Family Health Medical Clinic,121 W 3rd St,Liberal,KS,67901-3218,Seward
Genesis Family Health-Ulysses Dental Clinic,113A S Main St,Ulysses,KS,67880-2519,Grant
GFH Medical Heights Dodge City Kansas,100 W Ross Blvd STE 2A,Dodge City,KS,67801-7217,Ford
Horace Good Middle School School Based Site,1412 N Main St,Garden City,KS,67846-4445,Finney
Kenneth Henderson Middle School School Based Site,2406 Fleming St,Garden City,KS,67846-3323,Finney
Liberal Health Center,2330 N Kansas Ave,Liberal,KS,67901-2372,Seward
Liberal High School School-Based Behavioral He...,1611 W 2nd St,Liberal,KS,67901-5100,Seward
Liberal Middle School School Based Site,2000 Western Ave,Liberal,KS,67901,Seward
Seymore Middle School-Liberal,721 Griffith Ave,Liberal,KS,67901-4313,Seward
BUCKLIN COMMUNITY CLINIC,101 N Ford Ave # 625,Bucklin,KS,67834-3460,Ford
Health Partnership Clinic - Shawnee Mission We...,8800 W 85th St,Overland Park,KS,66212-3545,Johnson
"Health Partnership Clinic, Inc.","407 S Clairborne Rd, Ste 104",Olathe,KS,66062-1744,Johnson
"Health Partnership Clinic, Inc.",1604 Industrial Park Dr,Paola,KS,66071-9528,Miami
"Health Partnership Clinic, Inc.",9119 W 74th St STE 210,Shawnee Mission,KS,66204-2229,Johnson
"Health Partnership Clinic, Inc.",107 S Main St,Ottawa,KS,66067-2327,Franklin
Kansas Kickapoo Tribe Health Center,1117 Goldfinch Rd,Horton,KS,66439-9537,Brown
CHC/SEK Caney Valley High School,601 E Bullpup Blvd,Caney,KS,67333-2543,Montgomery
CHC/SEK Chetopa Schools,430 Elm St,Chetopa,KS,67336-8852,Labette
CHC/SEK Parsons Senior High School,3030 Morton Ave,Parsons,KS,67357-4417,Labette
CHC/SEK Pittsburg Middle School,1310 N Broadway St,Pittsburg,KS,66762-3040,Crawford
CHC/SEK South Pittsburg,1011 S Mount Carmel Pl,Pittsburg,KS,66762-6604,Crawford
CHC/SEK Southeast Elementary School,303 S Humbert,Weir,KS,66781-4214,Cherokee
CHC/SEK Southeast High School,126 W 400 Hwy,Cherokee,KS,66724-9606,Crawford
CHC/SEK Southeast Junior High School,206 W Magnolia St,Cherokee,KS,66724-5094,Crawford
CHC/SEK St. Paul Schools,318 1st St,Saint Paul,KS,66771-4081,Neosho
CHC/SEK's Field Kindley Student Health Center,1110 W 8th St,Coffeyville,KS,67337-4116,Montgomery
CHC/SEK/ Meadowlark,1602 E 20th St,Pittsburg,KS,66762-3464,Crawford
CHC/SEK/George Nettels,2012 S Homer St,Pittsburg,KS,66762-6322,Crawford
CHC/SEK/Labette County High School,601 S High School St,Altamont,KS,67330-3002,Labette
CHC/SEK/Lakeside,709 S College St,Pittsburg,KS,66762-5039,Crawford
CHC/SEK/Pittsburg High School,1978 E 4th St,Pittsburg,KS,66762-9100,Crawford
Community Health Center of Southeast Kansas Do...,924 N Broadway St,Pittsburg,KS,66762-3910,Crawford
Community Health Center of Southeast Kansas Pi...,1801 N Broadway St,Pittsburg,KS,66762-2809,Crawford
Community Health Center of Southeast Kansas Sy...,3015 N Michigan St,Pittsburg,KS,66762-2546,Crawford
Community Health Center of Southeast Kansas Sy...,1225 E Centennial Dr,Pittsburg,KS,66762-6623,Crawford
Community Health Center of Southeast Kansas/Al...,405 E 6th St,Altamont,KS,67330-9464,Labette
Community Health Center of Southeast Kansas/Arma,601 E Washington St,Arma,KS,66712-4001,Crawford
Community Health Center of Southeast Kansas/Ba...,201 W 2nd St,Bartlett,KS,67332-3217,Labette
Community Health Center of Southeast Kansas/Ba...,2990 Military Ave,Baxter Springs,KS,66713-2331,Cherokee
Community Health Center of Southeast Kansas/Ba...,100 N Military Ave,Baxter Springs,KS,66713-1382,Cherokee
Community Health Center of Southeast Kansas/Ce...,810 S Highschool Ave,Columbus,KS,66725-1674,Cherokee
Community Health Center of Southeast Kansas/CES,102 Cline Rd,Coffeyville,KS,67337-3022,Montgomery
Community Health Center of Southeast Kansas/Ch...,500 Osa Martin Blvd,Chanute,KS,66720-1855,Neosho
Community Health Center of Southeast Kansas/Co...,801 W 8th St,Coffeyville,KS,67337-4109,Montgomery
Community Health Center of Southeast Kansas/Co...,101 W Sycamore St,Columbus,KS,66725-1276,Cherokee
Community Health Center of Southeast Kansas/Co...,124 S Highschool Ave,Columbus,KS,66725-1159,Cherokee
Community Health Center of Southeast Kansas/Ed...,200 W Myrtle St,Edna,KS,67342-4223,Labette
Community Health Center of Southeast Kansas/Fo...,2322 S Main St,Fort Scott,KS,66701-3026,Bourbon
Community Health Center of Southeast Kansas/Fo...,3751 W Main St,Independence,KS,67301-8446,Montgomery
Community Health Center of Southeast Kansas/Iola,2051 N State St,Iola,KS,66749-1677,Allen
Community Health Center of Southeast Kansas/Io...,203 N Kentucky St,Iola,KS,66749-2527,Allen
Community Health Center of Southeast Kansas/La...,1017 E Market St,La Cygne,KS,66040-9102,Linn
Community Health Center of Southeast Kansas/Li...,702 E 7th St,Galena,KS,66739-1704,Cherokee
Community Health Center of Southeast Kansas/Me...,1377 21000 Rd,Parsons,KS,67357-8080,Labette
Community Health Center of Southeast Kansas/Mo...,302 N 1st St,Mound City,KS,66056-5279,Linn
Community Health Center of Southeast Kansas/Mo...,402 Walnut St,Mound Valley,KS,67354-9322,Labette
Community Health Center of Southeast Kansas/Pa...,2100 Commerce Dr,Parsons,KS,67357-4951,Labette
Community Health Center of Southeast Kansas/Pl...,11155 Tucker Rd,Pleasanton,KS,66075-8401,Linn
Community Health Center of Southeast Kansas/Wa...,1624 S National Ave,Fort Scott,KS,66701-2645,Bourbon
COMMUNITY HEALTH CENTER OF SOUTHEAST KS,3011 N Michigan St,Pittsburg,KS,66762-2546,Crawford
Frank Layden Elementary School,200 E Lanyon St,Frontenac,KS,66763-2478,Crawford
Frontenac High School,201 S Crawford St,Frontenac,KS,66763-2420,Crawford
Frontenac Junior High School,208 S Cayuga St,Frontenac,KS,66763-2410,Crawford
Kid Care Connection,3011 N Michigan St,Pittsburg,KS,66762-2546,Crawford
Northeast High School,1003 E South St,Arma,KS,66712-4027,Crawford
Northeast Junior High/Elementary School,201 N West St,Arma,KS,66712-9549,Crawford
Pheasant Ridge Community Health Center of Sout...,312 S Maple St,Garnett,KS,66032-1333,Anderson
GraceMed Administration Center,1150 N Broadway Ave,Wichita,KS,67214-2805,Sedgwick
GraceMed Capitol Family Clinic,1400 SW Huntoon St,Topeka,KS,66604-1231,Shawnee
GraceMed Clearwater Family Clinic,101 E Ross St,Clearwater,KS,67026-7824,Sedgwick
GraceMed COMCARE Clinic,1919 N Amidon Ave STE 100,Wichita,KS,67203-2118,Sedgwick
GraceMed Dodge Family Clinic,4910 W 1st St N,Wichita,KS,67212-2341,Sedgwick
GraceMed Downing Family Clinic,2201 E 25th St N BLDG 200,Wichita,KS,67219-4714,Sedgwick
GraceMed Evergreen Family Clinic,1125 W 26th St N,Wichita,KS,67204-5102,Sedgwick
GraceMed Good Samaritan,3701 E 13th St N,Wichita,KS,67208-2004,Sedgwick
GraceMed Healthy Family Clinic,1905 S Laura Ave,Wichita,KS,67211-4422,Sedgwick
GraceMed Helen Galloway Family Clinic,1122 N Topeka St,Wichita,KS,67214-2810,Sedgwick
GraceMed Highland Park Family Clinic,2025 SE California Ave,Topeka,KS,66607-1443,Shawnee
GraceMed Jardine Family Clinic,3610 E Ross Pkwy,Wichita,KS,67210-1311,Sedgwick
GraceMed McPherson Family Clinic,322 N Main St STE 100,McPherson,KS,67460-4323,McPherson
GraceMed Meyer Family Clinic,755 W Lincoln St,Wichita,KS,67213-4405,Sedgwick
GraceMed Mother Mary Anne Clinic,1131 S Clifton Ave,Wichita,KS,67218-2955,Sedgwick
GraceMed Oaklawn Family Clinic,5000 S Clifton Ave STE 200,Wichita,KS,67216-3408,Sedgwick
GraceMed Virginia & Georgia Ablah Family Clinic,3417 S Meridian Ave,Wichita,KS,67217-2151,Sedgwick
LABETTE HEALTH CHERRYVALE CLINIC,116 N Maple St,Cherryvale,KS,67335-1729,Montgomery
Community Health Center in Cowley County,221 W 8th Ave,Winfield,KS,67156-2718,Cowley
Community Health Center in Cowley County - Int...,118 W 9th Ave,Winfield,KS,67156-2852,Cowley
BROOKSIDE CHURCH,2760 S Roosevelt St,Wichita,KS,67210-1304,Sedgwick
BROOKSIDE SATELLITE OF HUNT.HLTH,2750 S Roosevelt St,Wichita,KS,67210-1304,Sedgwick
Hunter Health at Meritrust,151 N Main St,Wichita,KS,67202-1413,Sedgwick
Hunter Health at Open Door,402 E 2nd St N,Wichita,KS,67202-2504,Sedgwick
HUNTER HEALTH CLINIC,2318 E Central Ave,Wichita,KS,67214-4436,Sedgwick
Hunter Health Clinic at Inter-Faith Ministries,935 N Market St,Wichita,KS,67214-3521,Sedgwick
Hunter Health Clinic Central Clinic,527 N Grove St,Wichita,KS,67214-4520,Sedgwick
EUREKA CLINIC,100 W 16th St,Eureka,KS,67045-1064,Greenwood
KIOWA DISTRICT HOSP - CLINIC,1002 S 4th St,Kiowa,KS,67070-1825,Barber
ALLEN COUNTY REGIONAL CLINIC,401 S Washington Ave,Iola,KS,66749-3256,Allen
PrairieStar Health Center,2700 E 30th Ave,Hutchinson,KS,67502-1242,Reno
PrairieStar Health Center - Mobile,2700 E 30th Ave,Hutchinson,KS,67502-1242,Reno
HOWARD CLINIC,118 S Wabash,Howard,KS,67349-9434,Elk
Swope Health - Golon Pediatrics,1001 6th Ave STE 210,Leavenworth,KS,66048-3248,Leavenworth
Swope Health - West,4835 State Ave,Kansas City,KS,66102-1747,Wyandotte
SWOPE HEALTH SVCS - WYANDOTTE,21 N 12th St STE 400,Kansas City,KS,66102-5172,Wyandotte
FCC 1301 Main,1301 Main St,Hays,KS,67601-3622,Ellis
"First Care Clinic, Inc",105 W 13th St,Hays,KS,67601-3613,Ellis
"First Care Clinic, Inc. - 22nd Street",1923 E 22nd St,Hays,KS,67601-2372,Ellis
Vibrant Health - Administration,21 N 12th St STE 210,Kansas City,KS,66102-5161,Wyandotte
Vibrant Health - Administration NE,1220 Troup Ave,Kansas City,KS,66104-5853,Wyandotte
Vibrant Health - Argentine Middle School,2123 Ruby Ave,Kansas City,KS,66106-2990,Wyandotte
Vibrant Health - Central,21 N 12th St STE 300,Kansas City,KS,66102-5105,Wyandotte
Vibrant Health - Central #350,21 N 12th St STE 350,Kansas City,KS,66102-5172,Wyandotte
"Vibrant Health - Central, #110",21 N 12th St STE 110,Kansas City,KS,66102-5104,Wyandotte
"Vibrant Health - Central, #200",21 N 12th St STE 200,Kansas City,KS,66102-5172,Wyandotte
"Vibrant Health - Central, #201",21 N 12th St STE 201,Kansas City,KS,66102-5172,Wyandotte
Vibrant Health - Children's Campus,444 Minnesota Ave STE 100,Kansas City,KS,66101-2939,Wyandotte
"Vibrant Health - Cordell D. Meeks, Jr. Clinic",4313 State Ave,Kansas City,KS,66102-3734,Wyandotte
Vibrant Health - Family Health Care,340 Southwest Blvd,Kansas City,KS,66103-2150,Wyandotte
Vibrant Health - J.C. Harmon High School,2400 Steele Rd,Kansas City,KS,66106-4318,Wyandotte
Vibrant Health - Mobile Van #1,21 N 12th St,Kansas City,KS,66102-5161,Wyandotte
Vibrant Health - Oak Grove Elementary School,5340 Oak Grove Rd,Kansas City,KS,66106-3239,Wyandotte
Vibrant Health - Sumner Academy,1610 N 8th St,Kansas City,KS,66101-2060,Wyandotte
Vibrant Health - Wyandotte High School,2501 Minnesota Ave,Kansas City,KS,66102-4021,Wyandotte
"Vibrant Health, Central Ste 320",21 N 12th St STE 320,Kansas City,KS,66102-5172,Wyandotte
"Vibrant Health- Central, #100",21 N 12th St,Kansas City,KS,66102-5172,Wyandotte
ST PAUL RURAL HEALTH CLINIC,200 Carroll St,Saint Paul,KS,66771-4044,Neosho
CHEYENNE COUNTY CLINIC-ST FRANCIS,221 W 1st St,Saint Francis,KS,67756-3540,Cheyenne
MIDWAY CLINIC,604 W 8th St,Kinsley,KS,67547-2329,Edwards
RUSSELL REGIONAL HOSPITAL PHYSICIANS CLINIC,200 S Main St BLDG B,Russell,KS,67665-2920,Russell
FOWLER COMMUNITY CLINIC,PO BOX 462,Fowler,KS,67844-0462,Meade
PAWNEE VALLEY MEDICAL ASSOCIATES,713 W 11th St,Larned,KS,67550-2055,Pawnee
NMRMC ERIE FAMILY CARE CLINIC,13920 Highway 59,Erie,KS,66733-5001,Neosho
ROLLA MEDICAL CLINIC,415 Washington St,Rolla,KS,67954-5428,Morton
LABETTE HEALTH ALTAMONT CLINIC,607 E 4th St,Altamont,KS,67330-6427,Labette
LABETTE HEALTH ERIE CLINIC,324 S Main St,Erie,KS,66733-1439,Neosho
LABETTE HEALTH CHANUTE CLINIC AND EXPRESS CARE,2613 S Santa Fe Ave,Chanute,KS,66720-3206,Neosho
PLAINS RURAL HEALTH CLINIC,402 Grand Ave,Plains,KS,67869-9772,Meade
ELLSWORTH MEDICAL CLINIC,1602 Aylward Ave,Ellsworth,KS,67439-2541,Ellsworth
ECMC RURAL HEALTH CLINIC - LUCAS,216 S Main St,Lucas,KS,67648-9718,Russell
HOLYROOD MEDICAL CLINIC,101 S Main St,Holyrood,KS,67450-9688,Ellsworth
WILSON MEDICAL CLINIC,2509 Avenue E,Wilson,KS,67490-4053,Ellsworth
ATTICA RURAL HEALTH CLINIC,302 N Botkin St,Attica,KS,67009-9032,Harper
CONWAY SPRINGS RHC,111 W Spring Ave,Conway Springs,KS,67031-3100,Sumner
NEWMAN REGIONAL HEALTH  MEDICAL PARTNERS,1301 W 12th Ave STE 105 STE 207 STE 301,Emporia,KS,66801-2588,Lyon
Prairie Band Potawatomi Substance Abuse,11400 158th Rd,Mayetta,KS,66509-8866,Jackson
ONAGA CLINIC,114 W 8th St,Onaga,KS,66521-9574,Pottawatomie
GOODLAND FAMILY HEALTH CENTER,106 Willow Rd,Goodland,KS,67735-1518,Sherman
Decatur Community Jr/Sr High School,605 E Commercial St RM 112,Oberlin,KS,67749-2104,Decatur
Golden Plains School District USD 316,210 W Sixth St,Selden,KS,67757-5954,Sheridan
Grinnell Elementary School,202 S Monroe,Grinnell,KS,67738-6201,Gove
Grinnell Middle School,402 S Monroe,Grinnell,KS,67738-6021,Gove
Hill City Elementary School,216 N 4th Ave OFC 8,Hill City,KS,67642-1819,Graham
Hill City Jr./Sr. High School,1 Ringneck Dr,Hill City,KS,67642-2299,Graham
Hoxie Medical Clinic,826 18th St STE A,Hoxie,KS,67740-4371,Sheridan
Oakley Middle School,611 Center Ave,Oakley,KS,67748-1721,Logan
Oberlin Elementary School,201 W Ash St,Oberlin,KS,67749-1853,Decatur
Rawlins County Elementary School,205 N 4th St RM 207,Atwood,KS,67730-1708,Rawlins
Rawlins County Jr-Sr High School,100 N 8th St RM 128,Atwood,KS,67730-1822,Rawlins
Selden Community Clinic,112 N Kansas Ave,Selden,KS,67757-5971,Sheridan
Wheatland Elementary School,436 Elm St,Grainfield,KS,67737-3744,Gove
Wheatland High School,2920 K 23,Grainfield,KS,67737-6058,Gove
ST MARYS CLINIC,206 S Grand Ave,Saint Marys,KS,66536-1637,Pottawatomie
MORTON COUNTY MEDICAL CLINIC,411 Sunset St,Elkhart,KS,67950-5001,Morton
LABETT HEALTH CHETOPA CLINIC,316 Maple St,Chetopa,KS,67336-8706,Labette
MEDICINE LODGE MEMORIAL HOSPITAL PHYSICIANS CL...,710 N Walnut St,Medicine Lodge,KS,67104-1019,Barber
PRATT FAMILY PRACTICE,203 Watson St STE 200,Pratt,KS,67124-3092,Pratt
MOLINE COMM RURAL HEALTH CLINIC,200 N Plum St,Moline,KS,67353-9510,Elk
TALLGRASS RURAL HEALTH CLINIC,300 W North St,Sedan,KS,67361-1051,Chautauqua
CEDAR VALE RURAL HEALTH CLINIC,508 Washington,Cedar Vale,KS,67024-9163,Chautauqua
DEXTER COMMUNITY RHC,204 N Main St,Dexter,KS,67038-3806,Cowley
MEADE RURAL HEALTH CLINIC,119 N Hart St,Meade,KS,67864-6402,Meade
GREAT BEND CLINIC,1905 19th St,Great Bend,KS,67530-2502,Barton
Great Bend Dental Clinic,1821 Kansas Ave,Great Bend,KS,67530-2501,Barton
Larned Clinic Site,522 Broadway St,Larned,KS,67550-3042,Pawnee
Stafford Clinic Site,412 Grand Ave,Stafford,KS,67578-2010,Stafford
PATTERSON HEALTH CENTER,485 KS-2,Anthony,KS,67003,Harper
GOAD MEDICAL CLINIC,237 W Harrison St,Osborne,KS,67473-1500,Osborne
PHILLIPS COUNTY MEDICAL CLINIC,1719 Highway 183,Phillipsburg,KS,67661-2549,Phillips
HMC PEDIATRIC CENTER,2214 Canterbury Dr STE 204,Hays,KS,67601-2375,Ellis
White Cloud Health Station,3349 Thrasher Rd,White Cloud,KS,66094,Brown
Hunter Health Clinic - Central Clinic,527 N Grove St,Wichita,KS,67214-4520,Sedgwick
Hunter Health Clinic - Open Door,402 E 2nd St N,Wichita,KS,67202-2504,Sedgwick
Hunter Health Clinic - Brookside Clinic,2750 S Roosevelt St,Wichita,KS,67210-1304,Sedgwick
Hunter Health Clinic - Inter-Faith Ministries,935 N Market St,Wichita,KS,67214-3521,Sedgwick
WICHITA COUNTY HEALTH CENTER CLINIC,211 E Earl St,Leoti,KS,67861-9620,Wichita
HOLTON FAMILY MEDICINE,1100 Columbine Dr,Holton,KS,66436-8841,Jackson
GREELEY CO FAMILY PRACTICE CLINIC,321 E Harper St,Tribune,KS,67879-7708,Greeley
WALLACE CO FAMILY PRACTICE CLINIC,504 E 6th,Sharon Springs,KS,67758-9707,Wallace
WETMORE FAMILY MEDICINE,323 2nd St,Wetmore,KS,66550-9618,Nemaha
Holy Family Fairmount,1457 N Chautauqua Ave STE B,Wichita,KS,67214-2426,Sedgwick
Holy Family Medical,144 S Hillside St,Wichita,KS,67211-2154,Sedgwick
Holy Famiy Medical,144 S Hillside St,Wichita,KS,67211-2154,Sedgwick
"CareArc, Inc.",420 W 15th Ave,Emporia,KS,66801-5367,Lyon
"CareArc, Inc.",1602 N Elm St,Eureka,KS,67045-1090,Greenwood
Health Ministries Clinic,720 Medical Center Dr,Newton,KS,67114-8778,Harvey
Health Ministries Clinic,700 Medical Center Dr Ste 102,Newton,KS,67114-9014,Harvey
Health Ministries Clinic,700 Medical Center Dr STE 101,Newton,KS,67114-9014,Harvey
"Health Ministries Clinic, Inc.",215 S Pine St,Newton,KS,67114-3745,Harvey
Health Ministries Clinic--Bethel,300 E 27th St,North Newton,KS,67117-8061,Harvey
Health Ministries Clinic-Halstead,126 Main St,Halstead,KS,67056-1708,Harvey
Health Ministries Clinic-Main St.,301 N Main St,Newton,KS,67114-3400,Harvey
Atchison Community Health Clinic Admin site at...,1412 N 2nd St,Atchison,KS,66002-1203,Atchison
Atchison Community Health Clinic at Mall Towers,511 Commercial St,Atchison,KS,66002-2418,Atchison
Atchison County Elementary School,103 S 7th St APT 312,Atchison,KS,66002-2863,Atchison
Atchison County Junior and Senior High School,306 Main St,Effingham,KS,66023-4801,Atchison
Atchison High School,908 Tiger Rd,Effingham,KS,66023-4075,Atchison
Atchison Middle School,1500 Riley St,Atchison,KS,66002-1513,Atchison
MTMM-Shawnee,721 N 31st St STE 101,Kansas City,KS,66102-3972,Wyandotte
