Site Name,Site Address,Site City,Site State,Site Zip Code,County
Chelsea Mobile Unit,94 Manhattan Ave,Brooklyn,NY,11206-2501,Kings
"Community Healthcare Network, Inc.",1167 Nostrand Ave,Brooklyn,NY,11225-5417,Kings
Community League Health Center,303 9th Ave,New York,NY,10001-5701,New York
DR BETTY SHABAZZ HEALTH CENTER,60 Madison Ave FL 5,New York,NY,10010-1600,New York
East New York Health Hub,511 W 157th St,New York,NY,10032-7601,New York
HELEN B. ATKINSON CENTER,999 Blake Ave,Brooklyn,NY,11208-3535,Kings
Jamaica Health Center,2581 Atlantic Ave FL 1,Brooklyn,NY,11207-2412,Kings
Long Island City Health Center,81 W 115th St,New York,NY,10026-3138,New York
Lower East Side Health Center,89-44 164th St,Jamaica,NY,11432,Queens
Medical Mobile Van (3),3611 21st St,Long Island City,NY,11106-4705,Queens
Medical Mobile Van (4),255 E Houston St,New York,NY,10002-1013,New York
MOBILE MEDICAL VAN (1),999 Blake Ave,Brooklyn,NY,11208-3535,Kings
Optometry Services Mobile,999 Blake Ave,Brooklyn,NY,11208-3535,Kings
Phoenix Health Center,9704 Sutphin Blvd,Jamaica,NY,11435-4721,Queens
QUEENS HEALTH CENTER SITE,9704 Sutphin Blvd,Jamaica,NY,11435-4721,Queens
The Seward Park School-based Health Center,504 W 158th St,New York,NY,10032-7202,New York
Tremont Health Center,9704 Sutphin Blvd,Jamaica,NY,11435-4721,Queens
Tremont Health Center,350 Grand St,New York,NY,10002-4629,New York
Callen-Lorde at Brooklyn Community Pride Center,1880 Bathgate Ave,Bronx,NY,10457-6259,Bronx
Callen-Lorde Bronx,1561 Bedford Ave,Brooklyn,NY,11225-1306,Kings
Callen-Lorde Brooklyn,271 Myrtle Ave RM 2,Brooklyn,NY,11201-3281,Kings
Callen-Lorde Mobile Unit,3144 3rd Ave,Bronx,NY,10451-4629,Bronx
Boriken Neighborhood Health Center,3144 3rd Ave,Bronx,NY,10451-4629,Bronx
PUBLIC SCHOOL 112-SCHOOL CLINIC,2265 3rd Ave,New York,NY,10035-2231,New York
PUBLIC SCHOOL#155-SBHC,160 E 120th St,New York,NY,10035-3508,New York
BOLTON HEALTH CENTER,319 E 117th St,New York,NY,10035-4902,New York
CHESTER-HORICON HEALTH CENTER,11 Cross St,Bolton Landing,NY,12814-7711,Warren
Elderwood at North Creek,828 Route 11,Champlain,NY,12919-4966,Clinton
Ft Edward-Kingsbury Health Center,6223 State Route 9,Chestertown,NY,12817-2823,Warren
Glens Falls Family Health,112 Ski Bowl Rd,North Creek,NY,12853-2607,Warren
Hadley-Luzerne Student Health,48 East St,Fort Edward,NY,12828-1811,Washington
Health Center Broad Street,38 Larose St,Glens Falls,NY,12801-4025,Warren
Hudson Headwaters Administrative Offices,27 Hyland Dr,Lake Luzerne,NY,12846-3923,Warren
Hudson Headwaters Mobile Health Unit 1,100 Broad St,Glens Falls,NY,12801-4349,Warren
Hudson Headwaters Pediatrics and Adolescent He...,9 Carey Rd,Queensbury,NY,12804-7880,Warren
Hudson Headwaters Women's Health,27 Carey Rd,Queensbury,NY,12804-7880,Warren
INDIAN LAKE HEALTH CENTER,28 S Western Ave,Queensbury,NY,12804-3323,Warren
Moreau Family Health,90 South St,Glens Falls,NY,12801-4353,Warren
Moriah Health Center,6356 Nys Route 30,Indian Lake,NY,12842-2021,Hamilton
NORTH CREEK HEALTH CENTER,1299 Saratoga Rd,Gansevoort,NY,12831-1560,Saratoga
Plattsburgh Family Health,33 Tom Phelps Ln,Mineville,NY,12956,Essex
Saranac Lake Family Health,126 Ski Bowl Rd,North Creek,NY,12853-2607,Warren
SCHROON LAKE HEALTH CENTER,87 Plaza Blvd,Plattsburgh,NY,12901-6438,Clinton
Ticonderoga Health Center,2249 State Route 86 STE 3,Saranac Lake,NY,12983-5646,Franklin
Tucker Clinical Services Building,24 Fairfield Ave,Schroon Lake,NY,12870,Essex
Tupper Lake Family Health,101 Adirondack Dr,Ticonderoga,NY,12883-9333,Essex
Warrensburg Health Center,3761 Main St,Warrensburg,NY,12885-1837,Warren
West Mountain Family Health and West Mountain ...,7 Stetson Rd,Tupper Lake,NY,12986-2014,Franklin
Bronx Health Collective @ 853 Longwood Ave,161 Carey Rd,Queensbury,NY,12804-7821,Warren
Bronx Health Collective @ 890 Prospect Ave,853 Longwood Ave,Bronx,NY,10459-4036,Bronx
HELP CROTONA,871 Prospect Ave,Bronx,NY,10459-3913,Bronx
Mobile Medical Clinic 1,890 Prospect Ave,Bronx,NY,10459-3978,Bronx
Mobile Medical Clinic 2,785 Crotona Park N,Bronx,NY,10460-4707,Bronx
Mobile Medical Clinic 3,853 Longwood Ave,Bronx,NY,10459-4036,Bronx
Albert Tuitt Educational Campus,456 White Plains Rd FL 3,Bronx,NY,10473-2436,Bronx
Bronx Medical and Wellness Center,921 E 228th St,Bronx,NY,10466-4611,Bronx
Harrison Circle,965 Longwood Ave,Bronx,NY,10459-4058,Bronx
Harry S. Truman HS,1227 Edward L Grant Hwy,Bronx,NY,10452-3101,Bronx
Health Connections at Grand Avenue,1700 Macombs Rd,Bronx,NY,10453-7048,Bronx
Health Connections at Walton Avenue,57 W Burnside Ave # 69,Bronx,NY,10453-4038,Bronx
Health Opportunities HS,750 Baychester Ave,Bronx,NY,10475-1701,Bronx
In-Tech Academy (MS/High School 368),2054 Grand Ave,Bronx,NY,10453-4002,Bronx
International Community HS,2306 Walton Ave,Bronx,NY,10468-7102,Bronx
JHS 162 - Lola Rodriguez de Tio (x162 Campus),350 Gerard Ave,Bronx,NY,10451-5432,Bronx
MHHC at 85 W Burnside,345 Brook Ave,Bronx,NY,10454-2112,Bronx
MHHC at Melrose,600 Saint Anns Ave,Bronx,NY,10455-2800,Bronx
MHHC at St Ann&#39;s,70 W Burnside Ave,Bronx,NY,10453-4016,Bronx
MHHC at Walton,85 W Burnside Ave,Bronx,NY,10453,Bronx
MHHC Brooklyn,779 Melrose Ave,Bronx,NY,10451-4440,Bronx
MHHC Vanguard at 233rd Street,625 E 137th St,Bronx,NY,10454-3142,Bronx
Mott Hall Campus,25 E 183rd St,Bronx,NY,10453-1242,Bronx
Omega Health Urgent Care,1095 Flatbush Ave,Brooklyn,NY,11226-6141,Kings
PS 396/ MS390,825 E 233rd St,Bronx,NY,10466-3203,Bronx
PS 90,250 E 164th St,Bronx,NY,10456-6327,Bronx
PS/MS 29,1930 Andrews Ave,Bronx,NY,10453-3004,Bronx
PS/MS 382,1116 Sheridan Ave,Bronx,NY,10456-4958,Bronx
PUBLIC SCHOOL 306(SBHC),2100 Walton Ave,Bronx,NY,10453-3452,Bronx
SBHC CES 126,758 Courtlandt Ave,Bronx,NY,10451-4308,Bronx
SCHOOL BASED HLTH CTR - MS 399,125 E 181st St,Bronx,NY,10453-3405,Bronx
"TapCo (Theater Arts Production Company [x225],...",40 W Tremont Ave,Bronx,NY,10453-5400,Bronx
The Care Connection,175 W 166th St,Bronx,NY,10452-4500,Bronx
The Counseling Center @ Walton Avenue,120 E 184th St,Bronx,NY,10468-6603,Bronx
The Grace Dodge Campus,Webster Ave,Bronx,NY,10457,Bronx
"The Marie Curie School for Medicine, Nursing, ...",110 W Tremont Ave,Bronx,NY,10453-5436,Bronx
850 Grand Street Campus High School,2474 Crotona Ave,Bronx,NY,10458-6402,Bronx
Bedford Community Health Center,120 W 231st St,Bronx,NY,10463-5905,Bronx
Brownsville CHC,850 Grand St,Brooklyn,NY,11211-5002,Kings
Bushwick Communicare Center,485 Throop Ave,Brooklyn,NY,11221-1037,Kings
Corona District Health Center,259 Bristol St,Brooklyn,NY,11212-5540,Kings
Crown Heights,335 Central Ave,Brooklyn,NY,11221-4501,Kings
Cumberland Diagnostic and Treatment Center,1020 Anderson Ave,Bronx,NY,10452-5302,Bronx
East New York Diagnostic and Treatment Center,3433 Junction Blvd,Jackson Heights,NY,11372-3828,Queens
Fort Greene Child Health Clinic,1218 Prospect Pl,Brooklyn,NY,11213-2211,Kings
Gouverneur Diagnostic &amp; Treatment Center,100 N Portland Ave,Brooklyn,NY,11205-2005,Kings
Greenpoint Health Center,2094 Pitkin Ave,Brooklyn,NY,11207-3509,Kings
Health Center at Gunhill,295 Flatbush Avenue Ext,Brooklyn,NY,11201-3001,Kings
Intermediate School 145,227 Madison St,New York,NY,10002,Kings
Intermediate School 49,875 Manhattan Ave,Brooklyn,NY,11222-2227,Kings
IS 10 Frederick Douglas Academy,1012 E Gun Hill Rd,Bronx,NY,10469-3720,Bronx
Jonathan Williams Child Health Clinic,223 Graham Ave,Brooklyn,NY,11206-1203,Kings
Judson Health Center,2581 Adam Clayton Powell Jr Blvd,New York,NY,10039-2619,New York
La Clinica de Las Americas (Dyckman Health Cen...,509 W 129th St,New York,NY,10027-2532,New York
Morrisania D&TC,333 Roebling St,Brooklyn,NY,11211-6204,Kings
Norman Thomas High School,34 Spring St,New York,NY,10012-4107,New York
Parson Community Health Center,175 Nagle Ave,New York,NY,10034-6001,New York
PS 161,1225 Gerard Ave,Bronx,NY,10452-8015,Bronx
Ridgewood Communicare Clinic,9037 Parsons Blvd,Jamaica,NY,11432-6032,Queens
Roberto Clemente Family Guidance Center,499 W 133rd St,New York,NY,10027-7404,New York
Roosevelt Community Health Center of Excellence,2230 5th Ave,New York,NY,10037-2102,New York
Segundo Ruiz Belvis Diagnostic and Treatment C...,769 Onderdonk Ave,Ridgewood,NY,11385-3711,Queens
South Queens Community Health Center,540 E 13th St,New York,NY,10009-3519,New York
Springfield Community Health Center,3750 72nd St,Jackson Heights,NY,11372-6143,Queens
Springfield Gardens Educational Campus,545 E 142nd St,Bronx,NY,10454-2110,Bronx
St Nicholas Houses Child Health Clinic,11420 Guy R Brewer Blvd,Jamaica,NY,11434-1234,Queens
Sydenham Health Center,13464 Springfield Blvd,Springfield Gardens,NY,11413-1459,Queens
Tremont Community Health Center of Excellence,14310 Springfield Blvd,Springfield Gardens,NY,11413-3240,Queens
Vanderbilit Community Health Center,281 W 127th St,New York,NY,10027-2903,New York
Williamsburg Community Health Center,264 W 118th St,New York,NY,10026-1620,New York
Womens Health Center (Lefrak),1920 Webster Ave,Bronx,NY,10457-4249,Bronx
Woodside Houses Child Health Clinic,155 Vanderbilt Ave,Staten Island,NY,10304-2604,Richmond
Case Middle School,59-17 Junction Blvd,Corona,NY,11368,Queens
JCC Health &amp; Wellness Center,5053 Newtown Rd,Woodside,NY,11377-1731,Queens
North Country Family Health Center - LeRay Dental,1237 Washington St,Watertown,NY,13601-4350,Jefferson
North Country Family Health Center - Lowville,1220 Coffeen St BLDG 17,Watertown,NY,13601-1822,Jefferson
North Country Family Health Center - Main Campus,423 N Main St,Mannsville,NY,13661-2200,Jefferson
North Elementary School,26908 Independence Way STE 202,Evans Mills,NY,13637-3300,Jefferson
Watertown High School,7785 N State St,Lowville,NY,13367-1229,Lewis
Wiley Intermediate School,238 Arsenal St,Watertown,NY,13601-2504,Jefferson
Wilson Elementary School,171 E Hoard St,Watertown,NY,13601-1515,Jefferson
APW High School Based Health Center,1351 Washington St,Watertown,NY,13601-4531,Jefferson
Central Square Health Center,13180 US Route 11,Adams Center,NY,13606-2276,Jefferson
HEALTH CENTER @ MEXICO MIDDLE SCHOOL,639 County Route 22,Parish,NY,13131-3339,Oswego
HEALTH CENTER @ SANDY CREEK SCH,3045 RT-49,Central Square,NY,13036,Oswego
HLTH CTR AT PULASKI JR/SR. HIGH,510 S 4th St STE 600,Fulton,NY,13069-2952,Oswego
LURA M. SHARP ELEMENTARY SBHC,16 Fravor Rd,Mexico,NY,13114-3011,Oswego
Mexico Elementary SBHC,124 Salisbury St,Sandy Creek,NY,13145-7706,Oswego
Mexico Health Services Center,4624 Salina St,Pulaski,NY,13142-2102,Oswego
"NORTHERN OSWEGO COUNTY HEALTH SERVICES, INC.",2 Hinman Rd,Pulaski,NY,13142-2200,Oswego
Oswego Health Center,26 Academy St,Mexico,NY,13114-3010,Oswego
Parish Health Services Center,5856 Scenic Ave,Mexico,NY,13114-3012,Oswego
Phoenix Health Services Center,61 Delano St,Pulaski,NY,13142-1200,Oswego
SB Dental at Fairgrieve Elementary School,10 George St STE 200,Oswego,NY,13126-3276,Oswego
The Health Center at APW Elementary School,10 Carlton Dr,Parish,NY,13131-3308,Oswego
Neighborhood Health Center - Mobile dba NORTHW...,716 Academy St,Fulton,NY,13069-1912,Oswego
Neighborhood Health Center - Riverway,640 County Route 22,Parish,NY,13131-3339,Oswego
Neighborhood Health Center Bridgeview,155 Lawn Ave,Buffalo,NY,14207-1899,Erie
Neighborhood Health Center Mattina dba of NORT...,1569 Niagara St,Buffalo,NY,14213-1101,Erie
Neighborhood Health Center Northwest dba of NO...,4233 Lake Ave,Blasdell,NY,14219-1216,Erie
Neighborhood Health Center Southtowns dba of N...,1050 Niagara St,Buffalo,NY,14213-2001,Erie
Oak Orchard Community Health Center (Albion),155 Lawn Ave,Buffalo,NY,14207-1899,Erie
Oak Orchard Community Health Center - Alexander,151 Elmview Ave,Hamburg,NY,14075-3762,Erie
Oak Orchard Community Health Center - Hornell,301 West Ave,Albion,NY,14411-1594,Orleans
Oak Orchard Community Health Center - Pembroke,3384 Church St,Alexander,NY,14005-9629,Genesee
"OAK ORCHARD COMMUNITY HEALTH CENTER, INC.",319 W Main St,Batavia,NY,14020-1347,Genesee
"Oak Orchard Community Health Center, Inc.",7309 Seneca Rd N STE 112,Hornell,NY,14843-9691,Steuben
Oak Orchard Health at Medina,860 Main Rd,Corfu,NY,14036-9753,Genesee
Oak Orchard Health at Orleans County MH,300 West Ave,Brockport,NY,14420,Monroe
Oak Orchard Health Dental at Albion,81 S Main St,Warsaw,NY,14569-1571,Wyoming
Oak Orchard Health Pharmacy,911 W Center St,Medina,NY,14103-1039,Orleans
Oak Orchard Mobile Dental Unit,14014 State Route 31,Albion,NY,14411-9301,Orleans
OOH Administrative Extension,362 S Main St,Albion,NY,14411-1603,Orleans
OOH Mobile Medical Unit,300 West Ave,Brockport,NY,14420-1118,Monroe
The Wellness Center at Oak Orchard,300 West Ave,Brockport,NY,14420,Monroe
Ana's Place,300 West Ave,Brockport,NY,14420,Monroe
CareVan,317 West Ave,Albion,NY,14411-1522,Orleans
In Homes Now Healthcare Services,4380 Bronx Blvd,Bronx,NY,10466-1318,Bronx
LifeLine Van,8 E 3rd St,New York,NY,10003-8908,New York
MedVan 2,651 W 168th St,New York,NY,10032-3703,New York
New Providence Primary Care Clinic,502 W 152nd St,New York,NY,10031-2036,New York
PROJECT RENEWAL (please note Varick street sit...,8 E 3rd St,New York,NY,10003-8908,New York
"ScanVan, mobile van",8 E 3rd St,New York,NY,10003-8908,New York
Third Street Primary Care Clinic,225 E 45th St,New York,NY,10017-3301,New York
Williams Avenue,200 Varick St FL 9,New York,NY,10014-4810,New York
Charlotte School Based Health Center,8 E 3rd St,New York,NY,10003-8908,New York
Clinton Family Health Center,116 Williams Ave,Brooklyn,NY,11207-2925,Kings
FREDDIE THOMAS HEALTH CENTER,4115 Lake Ave,Rochester,NY,14612-4813,Monroe
Genesee Health Services,293 Upper Falls Blvd,Rochester,NY,14605-2184,Monroe
JOHN JAMES AUDUBON HEALTH CENTER,655 Colfax St,Rochester,NY,14606-3113,Monroe
MARTIN LUTHER KING JR HLTH CTR.,625 Scio St,Rochester,NY,14605-2660,Monroe
Mosaic Health Elmira Administration,222 Alexander St # 224,Rochester,NY,14607-4039,Monroe
Mosaic Health Finger Lakes Administration,500 Webster Ave,Rochester,NY,14609-4732,Monroe
Mosaic Health Ilion,485 N Clinton Ave,Rochester,NY,14605-1817,Monroe
Mosaic Health Lyons,100 N Main St STE L24,Elmira,NY,14901-2929,Chemung
Mosaic Health Mount Morris,1 S Washington St STE 300,Rochester,NY,14614-1134,Monroe
Mosaic Health Rushville,55 Central Plz STE B,Ilion,NY,13357-1753,Herkimer
Mosaic Health Utica,1519 Nye Rd,Lyons,NY,14489-9133,Wayne
Mosaic Health Utica Dental,1 Murray Hill Dr,Mount Morris,NY,14510-1153,Livingston
Newark Internal Medicine,2 Rubin Dr,Rushville,NY,14544-9681,Yates
Riedman Health Center,1651 Oneida St,Utica,NY,13501-4866,Oneida
The Women's Center at Clinton Family,3 Parkside Ct,Utica,NY,13501-5643,Oneida
The Women's Center at Rochester General,1208 Driving Park Ave,Newark,NY,14513-1057,Wayne
Unity Dental at Ridgeway,1455 E Ridge Rd,Rochester,NY,14621-2006,Monroe
Unity Dental Center at St. Mary&#39;s,309 Upper Falls Blvd,Rochester,NY,14605-2105,Monroe
Unity Family Medicine at Orchard Street,1415 Portland Ave,Rochester,NY,14621-3038,Monroe
Unity Family Medicine at St. Mary&#39;s,2655 Ridgeway Ave,Rochester,NY,14626-4296,Monroe
Wolcott PC,75 Genesee St FL 2,Rochester,NY,14611-3201,Monroe
Park West Educational Campus,55 Genesee St,Rochester,NY,14611,Monroe
Ryan Chelsea-Clinton Community Health Center,6254 Lawville Rd,Wolcott,NY,14590-9792,Wayne
Ryan Health | Frederick Douglass,103 W 107th St,New York,NY,10025-8108,New York
Ryan Health | NENA,525 W 50th St,New York,NY,10019-7002,New York
Ryan Health | Wadsworth,442 E Houston St,New York,NY,10002-1122,New York
Ryan Health | Women and Children's,370 W 120th St,New York,NY,10027-5104,New York
Ryan Health Mobile Health Center,320 W 21st St,New York,NY,10011-3303,New York
The Bridge,645 10th Ave,New York,NY,10036-2904,New York
West Harlem,565 Manhattan Ave,New York,NY,10027-5250,New York
Young Women&#39;s Leadership School,2381 Frederick Douglass Blvd,New York,NY,10027-1822,New York
"Bedford Stuyvesant Family Health Center, Inc.",154 Wadsworth Ave,New York,NY,10033-4811,New York
BROADWAY FAMILY HEALTH CENTER,110 W 97th St,New York,NY,10025-6450,New York
Amsterdam Health Center,1480 Sheridan Expy,Bronx,NY,10459-2106,Bronx
Franklin Street Administration,248 W 108th St,New York,NY,10025-2956,New York
Hometown Health Centers at State Street,138 W 143rd St,New York,NY,10030-1615,New York
Mont Pleasant Middle School,140 W 102nd St,New York,NY,10025-4498,New York
"SETTLEMENT HEALTH & MEDICAL SERVICES, INC.",1238 Broadway,Brooklyn,NY,11221-2906,Kings
Settlement Health - Plaza 2,67 Division St,Amsterdam,NY,12010-4099,Montgomery
Settlement Health Plaza,600 Franklin St,Schenectady,NY,12305-2101,Schenectady
"Southern Tier Community Health Center Network,...",1121 Forest Rd,Schenectady,NY,12303-1219,Schenectady
"Southern Tier Community Health Center Network,...",1445 The Plz,Schenectady,NY,12308-2639,Schenectady
"Southern Tier Community Health Center Network,...",212 E 106th St,New York,NY,10029-4007,New York
"Southern Tier Community Health Center Network,...",104 E 107th St,New York,NY,10029-3930,New York
DELAWARE ELEMENTARY SBHC,2070 1st Ave,New York,NY,10029-4323,New York
FOWLER HIGH SCHOOL SBHC,132 W Main St,Cuba,NY,14727-1317,Allegany
Franklin Elementary School,9864 Luckey Dr,Houghton,NY,14744-8706,Allegany
Grant Middle School,135 N Union St,Olean,NY,14760-2736,Cattaraugus
HW Smith,445 Broad St,Salamanca,NY,14779-1424,Cattaraugus
SCHC - EAST HEALTH CENTER,900 S Geddes St,Syracuse,NY,13204-3826,Onondaga
SCHC WEST HEALTH CENTER,416 E Raynor Ave,Syracuse,NY,13202-3951,Onondaga
"SYRACUSE COMMUNITY HEALTH CENTER, INC.",710 Hawley Ave,Syracuse,NY,13203-2924,Onondaga
TCFM Canaseraga,428 S Alvord St,Syracuse,NY,13208-2720,Onondaga
TCFM Cohocton,2400 Grant Blvd,Syracuse,NY,13208-2214,Onondaga
TCFM Dansville,1130 Salt Springs Rd,Syracuse,NY,13224-1643,Onondaga
TCFM Geneseo,4585 W Seneca Tpke,Syracuse,NY,13215-4580,Onondaga
TCFM Nunda,1938 E Fayette St,Syracuse,NY,13210-1339,Onondaga
TCFM Wayland,603 Oswego St,Syracuse,NY,13204-3127,Onondaga
"Tri-County Family Medicine Program, Inc. -  Admin",819 S Salina St,Syracuse,NY,13202-3527,Onondaga
Trillium Health at Monroe Square (THMS),12 N Church St,Canaseraga,NY,14822-9721,Allegany
Trillium Health at Science Parkway (THSP),25 Park Ave,Cohocton,NY,14826-9401,Steuben
Trillium Health Mobile Access Clinic (MAC),60 Red Jacket St,Dansville,NY,14437-1758,Livingston
COVENANT HOUSE-UNDER 21,61 N State St,Nunda,NY,14517-9785,Livingston
UCHC Mobile Medical Van Site,PO BOX 601,Dansville,NY,14437-0601,Livingston
Union Community Health Center #2,259 Monroe Ave STE 100,Rochester,NY,14607-3632,Monroe
Union Community Health Center #5,170 Science Pkwy,Rochester,NY,14620-4251,Monroe
Union Community Health Center #6,170 Science Pkwy,Rochester,NY,14620-4251,Monroe
UNION Mobile Dental Unit,460 W 41st St,New York,NY,10036-6801,New York
Mobile Dental Clinic,260 E 188th St,Bronx,NY,10458-5302,Bronx
Mobile Health Services,260 E 188th St,Bronx,NY,10458-5302,Bronx
The Nest Community Health Center,2021 Grand Concourse,Bronx,NY,10453-4317,Bronx
Willis P Green Health Center,2101 Quarry Rd,Bronx,NY,10457-1642,Bronx
Adolescent Health and Wellness Center,4487 3rd Ave,Bronx,NY,10457-1526,Bronx
Archcare - St. Vincent de Paul Residence,260 E 188th St,Bronx,NY,10458-5302,Bronx
BELLA VISTA HEALTH CENTER,234 E 121st St,New York,NY,10035-3017,New York
Boricua Community Health Center,169 W 133rd St,New York,NY,10035-3017,New York
CitiCARES Community Health Center,123 W 124th St # 125,New York,NY,10030-3301,New York
El Nuevo San Juan Health Center,"URBAN HEALTH PLAN, INC.",New York,NY,10027-4920,New York
Fannie Lou Hamer M.S./P.S. 66,900 Intervale Ave,Bronx,NY,10459-3402,Bronx
James Monroe Annex,882 Hunts Point Ave,Bronx,NY,10459-4240,Bronx
JANE ADAMS VOCATIONAL HS,890 Hunts Point Ave,Bronx,NY,10474-5402,Bronx
M.S. 424,3209 3rd Ave,Bronx,NY,10474-5402,Bronx
Monroe Academy,154 W 127th St,Bronx,NY,10451-4203,Bronx
Newtown High School SBHC,1065 Southern Blvd,New York,NY,10027-3739,New York
P.S. 48,4510 94th St,Bronx,NY,10459-2417,Bronx
Park Tree Community Health Center,1001 Jennings St,Elmhurst,NY,11373-2824,Queens
Peninsula Community Health Center,1551 E 172nd St,Bronx,NY,10460-6032,Bronx
PLAZA DEL CASTILLO HLTH CENTER,900 Tinton Ave,Bronx,NY,10472-2141,Bronx
Plaza del Sol Health Center,730 Bryant Ave,Bronx,NY,10456-7411,Bronx
PS 161 Ponce de Leon,1300 Boynton Ave,Bronx,NY,10474-6006,Bronx
PS 333/PS 335,4801 90th St,Bronx,NY,10472-1511,Bronx
St. Lawrence Community Health Center,866 E Tremont Ave,Bronx,NY,10474-6511,Bronx
Tres Puentes,1967 Turnbull Ave FL 2,Bronx,NY,10460-4201,Bronx
VIDA Guidance Center,1515 Southern Blvd,Bronx,NY,10473-2519,Bronx
X-158,3712 108th St,Bronx,NY,10460-5980,Bronx
VIP Satellite,984 Faile St,Bronx,NY,10459-4107,Bronx
500 Central WYH Services,271 E 138th St,Bronx,NY,10472-3022,Bronx
Albany High School,4419 3rd Ave,Bronx,NY,10454-2909,Bronx
GIFFEN MEMORIAL SCHOOL,800 Home St,Bronx,NY,10457-2562,Bronx
Harry and Jeanette Weinberg Treatment Center,Vocational Instruction Project Community Servi...,Bronx,NY,10456-5443,Bronx
North Troy,1807 Clinton Ave,Bronx,NY,10460-4617,Bronx
PHILLP SCHUYLER ACHIEVEMENT,"WHITNEY M. YOUNG, JR., HEALTH CENTER, INC.",Bronx,NY,10457-6747,Bronx
Swinburne Health Center,700 Washington Ave,Albany,NY,12206-2213,Albany
Watervliet Administrative Services,274 S Pearl St,Albany,NY,12203-1404,Albany
Watervliet Health Center,10 De Witt St,Albany,NY,12202-1829,Albany
Watervliet Junior-Senior High School,164 Montgomery St,Albany,NY,12207-2423,Albany
"WHITNEY M. YOUNG, JR. HEALTH CENTER",849 2nd Ave,Albany,NY,12207-2420,Albany
Whitney Young Health Dental Services,676 Clinton Ave,Troy,NY,12182-2085,Rensselaer
WYH Mobile Heatlh Unit -WOW,400 Sheridan Ave,Albany,NY,12206-2216,Albany
1134 Central Avenue Dunkirk,1601 Broadway,Albany,NY,12206-2360,Albany
Dunkirk Main Location,1804 2nd Ave,Watervliet,NY,12189-2807,Albany
TCC - Tri County Family Medicine,1245 Hillside Dr,Watervliet,NY,12189-2818,Albany
The Chautauqua Center - Dunkirk PT OT,920 Lark Dr,Watervliet,NY,12189-2406,Albany
The Chautauqua Center - Forestville,900 Lark Dr,Albany,NY,12207-1398,Albany
The Chautauqua Center - Jamestown,900 Lark Dr,Albany,NY,12207-1339,Albany
The Chautauqua Center - Jamestown OT,"Chautauqua Center, The",Albany,NY,12207-1339,Albany
The Chautauqua Center - Mobile Unit,75 E 3rd St,Dunkirk,NY,14048-3423,Chautauqua
CMADC Mobile Dental Van,51 E 3rd St,Gowanda,NY,14070-1143,Cattaraugus
Community Medical and Dental Care Inc.,10988 Bennett State Rd,Dunkirk,NY,14048-2201,Chautauqua
