Site Name,Site Address,Site City,Site State,Site Zip Code,County
Falls Community Health School Based Site/Hayward,410 N Valley View Rd,Sioux Falls,SD,57107-1022,Minnehaha
Falls Community Health/Hawthorne Site,601 N Spring Ave,Sioux Falls,SD,57104-2721,Minnehaha
OYATE HEALTH CENTER,3200 Canyon Lake Dr,Rapid City,SD,57702-8114,Pennington
EUREKA MEDICAL CLINIC AVERA,200 J Ave STE A,Eureka,SD,57437-2225,McPherson
Native Women's Health Care,640 Flormann St Ste 400,Rapid City,SD,57701-4600,Pennington
Red Scaffold Health Station,317 Main St,Eagle Butte,SD,57625-7707,Dewey
FAULKTON AREA MEDICAL CENTER,PO BOX 100,Faulkton,SD,57438-0100,Faulk
AVERA ST BENEDICT CRHC/PARKSTON,401 W Glynn Dr,Parkston,SD,57366-9605,Hutchinson
Pine Ridge Hospital,607 Indian Health Rd,Pine Ridge,SD,57770-3169,Oglala Lakota
Swiftbird HS,314 Main St,Eagle Butte,SD,57625-7707,Dewey
Cheyenne River Sioux Tribal Field Health Clinic,314 Main St,Eagle Butte,SD,57625-7707,Dewey
Flandreau Santee Sioux Trb Hc,403 W Broad Ave,Flandreau,SD,57028-1630,Moody
"South Dakota Urban Indian Health, Inc.",1714 Abbey Rd,Pierre,SD,57501-7805,Hughes
"South Dakota Urban Indian Health, Inc.",1200 N West Ave,Sioux Falls,SD,57104-1335,Minnehaha
CAMPBELL COUNTY CLINIC-HERREID,PO BOX 158,Herreid,SD,57632-0158,Campbell
BOWDLE CLINIC,PO BOX 556,Bowdle,SD,57428-0556,Edmunds
Consolidated Community Health Center,350 Pine St,Rapid City,SD,57701-1669,Pennington
Cornerstone Rescue Mission - Men's Shelter,30 Main St,Rapid City,SD,57701-2832,Pennington
General Beadle School Based Community Health C...,10 Van Buren St,Rapid City,SD,57701-0969,Pennington
OneHeart Clinic,217 Kansas City St Ste 200,Rapid City,SD,57701-3012,Pennington
LACREEK DISTRICT CLINIC,119 S 1st Ave,Martin,SD,57551-5835,Bennett
BENNETT COUNTY RURAL HEALTH CLINIC,102 Major Allen St,Martin,SD,57551-6005,Bennett
BON HOMME FAMILY PRACTICE-TYNDALL,410 W 16th Ave,Tyndall,SD,57066-2318,Bon Homme
BON HOMME FAMILY PRACTICE-AVON,PO BOX 164,Avon,SD,57315-0164,Bon Homme
AVERA ST BENEDICT CRHC/LAKE ANDES,PO BOX 279,Lake Andes,SD,57356-0279,Charles Mix
AVERA ST BENEDICT CRHC/TRIPP,306 N Main St,Tripp,SD,57376-2109,Hutchinson
WINNER REGIONAL CLINIC,745 E 8th St,Winner,SD,57580-2677,Tripp
