Site Name,Site Address,Site City,Site State,Site Zip Code,County
The Comp at Tamura Super Market,86-032 Farrington Hwy STE 101,Waianae,HI,96792-3099,Honolulu
Waianae Coast Comprehensive Health Center - Ac...,86-120 Farrington Hwy STE C304B,Waianae,HI,96792-3000,Honolulu
Waianae Coast Comprehensive Health Center - Bu...,86-120 Farrington Hwy STE 309C,Waianae,HI,96792-3073,Honolulu
WAIANAE COAST COMPREHENSIVE HEALTH CTR,86-260 Farrington Hwy,Waianae,HI,96792-3128,Honolulu
Waianae High School School-based Health Center,85-251 Farrington Hwy,Waianae,HI,96792-2113,Honolulu
Waianae Intermediate School School-based Healt...,85-626 Farrington Hwy,Waianae,HI,96792-2419,Honolulu
Waianae Vision Care,86-120 Farrington Hwy STE C301,Waianae,HI,96792-3072,Honolulu
WAIOLA CLINIC,86-120 Farrington Hwy,Waianae,HI,96792-3000,Honolulu
Waipahu Family Health Center,94-428 Mokuola St STE 108B,Waipahu,HI,96797-3396,Honolulu
Waipahu Family Health Center,94-428 Mokuola St STE 213,Waipahu,HI,96797-3396,Honolulu
West O`ahu Community Health,599 Farrington Hwy STE 100,Kapolei,HI,96707-2028,Honolulu
West O`ahu Community Health,599 Farrington Hwy BLDG 1,Kapolei,HI,96707-2028,Honolulu
Keauhou Shelter,1020 Isenberg St,Honolulu,HI,96826-2936,Honolulu
Waikiki Health - Jarrett Middle School,1903 Palolo Ave,Honolulu,HI,96816-2928,Honolulu
Waikiki Health Makahiki,935 Makahiki Way,Honolulu,HI,96826-2896,Honolulu
Waikiki Health Mobile Medical Unit  1,1414 Kalakaua Ave,Honolulu,HI,96826-1910,Honolulu
Waikiki Health Mobile Medical Unit #2,1414 Kalakaua Ave,Honolulu,HI,96826-1910,Honolulu
Waikiki Health Ohua,277 Ohua Ave,Honolulu,HI,96815-6612,Honolulu
Waikiki Health PanAm,1600 Kapiolani Blvd STE 1401&AMP1404,Honolulu,HI,96814-3714,Honolulu
Waikiki Health PATH,845 22nd Ave BLDG 5,Honolulu,HI,96816-4521,Honolulu
Waikiki Health Youth Outreach,415 Keoniana St,Honolulu,HI,96815-2018,Honolulu
Mobile Van,41-1347 Kalanianaole Hwy,Waimanalo,HI,96795-1247,Honolulu
WAIMANALO HEALTH CENTER,41-1347 Kalanianaole Hwy,Waimanalo,HI,96795-1247,Honolulu
Waimanalo Health Center - Hale Ola `Alua,41-1295 Kalanianaole Hwy,Waimanalo,HI,96795-1536,Honolulu
Waimanalo Health Center Hale Ola `Akolu-Luluku,45-600 Kamehameha Hwy,Kaneohe,HI,96744-2065,Honolulu
Community Clinic of Maui,1881 Nani St,Wailuku,HI,96793-1811,Maui
Community Clinic of Maui KHAO Satellite Clinic,670 Waiale Rd APT A,Wailuku,HI,96793-2376,Maui
Community Clinic of Maui NHOW Satellite Clinic,15 Ipu Aumakua Ln,Lahaina,HI,96761-1193,Maui
Temporary Site - Lahaina Satellite,1830 Honoapiilani Hwy,Lahaina,HI,96761-1856,Maui
Molokai Community Health Center,30 Oki Pl,Kaunakakai,HI,96748,Maui
"Molokai Community Health Center, buidling #8, ...",30 Oki Pl,Kaunakakai,HI,96748,Maui
"Molokai Community Health Center, Building #1, ...",30 Oki Pl,Kaunakakai,HI,96748,Maui
"Molokai Community Health Center, Building #10,...",30 Oki Pl,Kaunakakai,HI,96748,Maui
"Molokai Community Health Center, Building #3, ...",30 Oki Pl,Kaunakakai,HI,96748,Maui
"Molokai Community Health Center, Building #4, ...",30 Oki Pl,Kaunakakai,HI,96748,Maui
"Molokai Community Health Center, Building #9, ...",30 Oki Pl,Kaunakakai,HI,96748,Maui
"Temporary Site - The Great Room, Bldg. 10",30 Oki Pl,Kaunakakai,HI,96748,Maui
"FIVE MOUNTAINS HAWAII, INC",64-1035 Mamalahoa Hwy STE F-G,Kamuela,HI,96743-8440,Hawaii
HAMAKUA HEALTH CENTER,45-549 Plumeria St,Honokaa,HI,96727-6902,Hawaii
Hamakua-Kohala Health in Kapaau,54-3793 Akoni Pule Hwy,Kapaau,HI,96755,Hawaii
HHC Honokaa Administration Site NHERC,45-539 Plumeria St,Honokaa,HI,96727-6940,Hawaii
KOHALA FAMILY HEALTH CENTER,53-3925 Akoni Pule Hwy,Kapaau,HI,96755,Hawaii
Laupahoehoe Community Public Charter School,35-2065 Old Mamalahoa Hwy,Laupahoehoe,HI,96764,Hawaii
Mauna Kea Waimea 1st floor,65-1190 Mamalahoa Hwy STE 12312,Kamuela,HI,96743-8431,Hawaii
Mobile Dental Van,45-549 Plumeria St,Honokaa,HI,96727-6902,Hawaii
HLH Administration,2975 Haleko Rd STE 310,Lihue,HI,96766-1366,Kauai
HLH Administration,2975 Haleko Rd STE 309,Lihue,HI,96766-1366,Kauai
HLH Administration,2975 Haleko Rd STE 308,Lihue,HI,96766-1366,Kauai
HLH Administration,2975 Haleko Rd STE 306,Lihue,HI,96766-1366,Kauai
HLH Administration,2975 Haleko Rd STE 305,Lihue,HI,96766-1366,Kauai
HLH Administration,2975 Haleko Rd STE 305A,Lihue,HI,96766-1366,Kauai
HLH Mobile East,4800 Kawaihau Rd STE D,Kapaa,HI,96746-1964,Kauai
HO'OLA LAHUI HAWAI'I,4800 Kawaihau Rd STE D,Kapaa,HI,96746-1964,Kauai
HO'OLA LAHUI HAWAI'I WEST,4643 Waimea Canyon Dr,Waimea,HI,96796,Kauai
HO'OLA LAHUI-HAWAII,4491 Rice St STE 106,Lihue,HI,96766-1805,Kauai
Hoola Lahui Hawaii Pharmacy,4491 Rice St STE 105A,Lihue,HI,96766-1805,Kauai
KAUAI COMMUNITY HEALTH CTR-WEST,4643 Waimea Canyon Dr,Waimea,HI,96796,Kauai
KAU HOSPITAL RURAL HEALTH CLIN,Kamani St,Pahala,HI,96777,Hawaii
PUNA COMMUNITY MEDICAL CENTER,15-2662 Pahoa Village Rd STE 303-305,Pahoa,HI,96778-7730,Hawaii
Administration Office,450 Kilauea Ave STE 105,Hilo,HI,96720-3089,Hawaii
HICHC Mobile Health,15-2866 Pahoa Village Rd,Pahoa,HI,96778-7720,Hawaii
Hilo Family Dental Center,"1257 Kilauea Ave, #100",Hilo,HI,96720-4205,Hawaii
Hilo Family Health Center,1178 Kinoole St,Hilo,HI,96720-7206,Hawaii
Hilo Pediatrics,450 Kilauea Ave STE 103,Hilo,HI,96720-3089,Hawaii
Hilo Woman&#39;s Health Center,73 Puuhonu Pl,Hilo,HI,96720-2060,Hawaii
Ka&#39;u Family Health and Dental Center,95-5583 Mamalahoa Hwy,Naalehu,HI,96772-8900,Hawaii
Kea&#39;au Family Health and Dental,16-192 Pili Mua St,Keaau,HI,96749-8134,Hawaii
Konawaena High School,81-1043 Konawaena School Rd,Kealakekua,HI,96750-8121,Hawaii
Pahoa Family Health Center,15-2866 Pahoa Village Rd,Pahoa,HI,96778-7720,Hawaii
Pahoa Women and Children&#39;s Health Center,15-2866 Pahoa Village Rd,Pahoa,HI,96778-7720,Hawaii
Temporary Site - WHCHC - Lahaina Satellite,1830 Honoapiilani Hwy,Lahaina,HI,96761-1856,Maui
Wailuku Family Health Center,305 Wailuku Dr STE 2A,Hilo,HI,96720-2488,Hawaii
WHCHC - Waikoloa Family Medical,68-1845 Waikoloa Rd STE 207,Waikoloa,HI,96738-5581,Hawaii
WHCHC -- Administration,75-5751 Kuakini Hwy STE 203,Kailua Kona,HI,96740-1753,Hawaii
WHCHC -- Kealakehe Family Medical and Dental,74-5214 Keanalehu Dr,Kailua Kona,HI,96740-33ND,Hawaii
WHCHC -- Kealakekua Adult Health,81-980 Halekii St STE 107,Kealakekua,HI,96750-8177,Hawaii
WHCHC -- Kealakekua Family Heath and Dental Cl...,81-980 Halekii St STE 103,Kealakekua,HI,96750-8177,Hawaii
WHCHC -- Kealakekua Keiki  Medical,81-6627 Mamalahoa Hwy STE 106,Kealakekua,HI,96750-8180,Hawaii
WHCHC -- Kuakini Family Medical,75-5751 Kuakini Hwy STE 101A,Kailua Kona,HI,96740-1705,Hawaii
WHCHC -- Waikoloa Family Dental,"68-1845 Waikoloa Rd, Ste 205",Waikoloa,HI,96738-5581,Hawaii
WHCHC -- WIC Dental,81-980 Halekii St,Kealakekua,HI,96750-8177,Hawaii
WHCHC Honaunau SBHC,83-5360 Mamalahoa Hwy,Captain Cook,HI,96704-8302,Hawaii
WHCHC Kealakehe Elementary SBHC,74-5118 Kealakaa St,Kailua Kona,HI,96740-1520,Hawaii
WHCHC Kealakehe Intermediate SBHC,74-5062 Onipaa St,Kailua Kona,HI,96740-1484,Hawaii
EAST HAWAII HEALTH CLINIC AT PU'UHONU WAY,75 Puuhonu Pl STE 100,Hilo,HI,96720-2000,Hawaii
EAST HAWAII HEALTH CLINIC AT 1190 WAIANUENUE,1190 Waianuenue Ave,Hilo,HI,96720-2089,Hawaii
FDC - Honolulu,351 Elliott St,Honolulu,HI,96819-1817,Honolulu
EAST HAWAII HEALTH CLINIC AT KEA'AU,16-523 Keaau Pahoa Rd,Keaau,HI,96749-8156,Hawaii
