Site Name,Site Address,Site City,Site State,Site Zip Code,County
Community Healthcare Center at Wilbarger General,804 Denver St,Wichita Falls,TX,76301-4139,Wichita
Community Healthcare Center at Zundy,1000 Juarez St BLDG A,Wichita Falls,TX,76301-6905,Wichita
Family Health Center on Virginia,110 Lee St,Wichita Falls,TX,76301-1128,Wichita
"NORTH CENTRAL TX COMMUNITY HEALTH CARE CENTER,...",4105 Maplewood Ave STE 1000,Wichita Falls,TX,76308-2934,Wichita
Pediatric Associates,4301 College Dr RM 600,Vernon,TX,76384-3169,Wilbarger
Pediatric Associates 10th Street,2412 Avenue H,Wichita Falls,TX,76309-3233,Wichita
Well&#39;s Fargo 1,1620 W Virginia St,Mckinney,TX,75069,Collin
Well&#39;s Fargo 2,200 Mlk Jr Blvd,Wichita Falls,TX,76301-1152,Wichita
Women&#39;s Health Center of Plano,4420 Kimbell Dr,Wichita Falls,TX,76302-3006,Wichita
Women's Health Center of McKinney,1718 10th St,Wichita Falls,TX,76301-5053,Wichita
FRONTERA HEALTHCARE NETWORK,2301 Kell Blvd STE 221,Wichita Falls,TX,76308-1007,Wichita
Frontera Healthcare Network - Brady Clinic,3713 W 15th St STE 401,Plano,TX,75075-7754,Collin
Frontera Healthcare Network - Brady Dental,4510 Medical Center Dr STE 201,McKinney,TX,75069-1605,Collin
Frontera Healthcare Network - Junction Clinic,604 Eaker St,Eden,TX,76837,Concho
Frontera Healthcare Network - Junction Clinic,2205 S Bridge St,Brady,TX,76825-7549,McCulloch
Frontera Healthcare Network - Menard Admin,1211 S Bridge St,Brady,TX,76825-6229,McCulloch
Frontera Healthcare Network - Menard Clinic,1426 E Main St STE 300-400,Fredericksburg,TX,78624-5308,Gillespie
Frontera Healthcare Network Brady Center,509 College St,Junction,TX,76849-4733,Kimble
Frontera Healthcare Network Mason Clinic,1003 College St,Junction,TX,76849-4632,Kimble
BROWNSVILLE COMMUNITY HEALTH CLINIC,119 Ellis St,Menard,TX,76859,Menard
NEW HORIZON MEDICAL,2026 S Bridge St STE 100,Brady,TX,76825-7421,McCulloch
New Horizon Medical Center,216 W College Ave,Mason,TX,76856-3104,Mason
Wellness Pointe - Center Street,2137 E 22nd St,Brownsville,TX,78521-2908,Cameron
Wellness Pointe - Fredonia Street,95 E Price Rd,Brownsville,TX,78521-3578,Cameron
Wellness Pointe - Gilmer,191 E Price Rd,Brownsville,TX,78521-3527,Cameron
Wellness Pointe - Longview - South,315 N Center St,Longview,TX,75601-7206,Gregg
Wellness Pointe - Longview Buliding 1,425 N Fredonia St,Longview,TX,75601-6464,Gregg
Wellness Pointe - Longview Buliding 2,602 Titus St STE 130,Gilmer,TX,75644-1780,Upshur
Wellness Pointe - Longview Buliding 3,1711 S Henderson Blvd STE 400,Kilgore,TX,75662-3592,Gregg
Wellness Pointe - Materials Management,2430 S High St,Longview,TX,75602-3432,Gregg
Wellness Pointe - Mobberly Ave,1107 E Marshall Ave,Longview,TX,75601-5602,Gregg
Wellness Pointe - Mulberry Ave,1107 E Marshall Ave APT C,Longview,TX,75601-5602,Gregg
Wellness Pointe - Northeast Texas Family Health,1107 E Marshall Ave,Longview,TX,75601-5602,Gregg
Wellness Pointe - Pine Tree,1011 E Whaley St,Longview,TX,75601-6757,Gregg
Wellness Pointe - Pine Tree ISD High School Ca...,2131 S Mobberly Ave,Longview,TX,75602-3563,Gregg
Wellness Pointe - PTISD PACE,2015 Mulberry Ave STE 250,Mount Pleasant,TX,75455-2927,Titus
Wellness Pointe - Social Services - Tyler,1901 Mulberry Ave STE A,Mount Pleasant,TX,75455-2369,Titus
Wellness Pointe - Women&#39;s Health Center at...,1761 W Loop 281,Longview,TX,75604-2734,Gregg
Wellness Pointe - Women's Health Center at Tyler,1001 W Fairmont St,Longview,TX,75604-3511,Gregg
Bastrop Women's Health Center,401 E Front St STE 183,Tyler,TX,75702-8213,Smith
Black Men&#39;s Health Clinic,705 E Marshall Ave STE 3000,Longview,TX,75601-5661,Gregg
Care Connections Clinic,825 Medical Dr STE A,Tyler,TX,75701-2143,Smith
CommUnityCare - North Central,301 Highway 71 W STE 111,Bastrop,TX,78602-4111,Bastrop
CommUnityCare at Akins High School,6633 E Highway 290 STE 100,Austin,TX,78723-1157,Travis
CommUnityCare at Austin Transitional Center,3706 S 1st St,Austin,TX,78704-7046,Travis
CommUnityCare at Camp Esperanza,9301 Hog Eye Rd,Austin,TX,78724-4601,Travis
CommUnityCare at Southbridge,1210 W Braker Ln,Austin,TX,78758-3801,Travis
CommUnityCare at Sunrise Church,10701 S 1st St,Austin,TX,78748-3807,Travis
CommUnityCare Atrium,3154 Highway 71 E,Del Valle,TX,78617-2585,Travis
CommUnityCare Austin Resource Center for the H...,780 US Highway 183 S,Austin,TX,78741-3606,Travis
CommUnityCare Ben White Dental,2711 S Interstate 35,Austin,TX,78741-5514,Travis
CommUnityCare Chalmers Court,4430 Menchaca Rd,Austin,TX,78745-1604,Travis
CommUnityCare David Powell,8701 N Mopac Expy Ste 250,Austin,TX,78759-8778,Travis
CommUnityCare Del Valle,500 E 7th St,Austin,TX,78701-3319,Travis
CommUnityCare East Austin,1221 W Ben White Blvd,Austin,TX,78704-7192,Travis
CommUnityCare Hancock,314 Chicon St,Austin,TX,78702-4446,Travis
CommUnityCare Hornsby Bend,4614 N Interstate 35,Austin,TX,78751-3401,Travis
CommUnityCare Kramer Administrative Offices,3518 Fm 973,Del Valle,TX,78617-3723,Travis
CommUnityCare Mobile RV Clinic,211 Comal St,Austin,TX,78702-4326,Travis
CommUnityCare North Lamar Pediatrics,1000 E 41st St BLDG O,Austin,TX,78751-4810,Travis
CommUnityCare Oak Hill,14312 Hunters Bend Rd,Austin,TX,78725-1826,Travis
CommUnityCare Pflugerville,2115 Kramer Ln STE 100,Austin,TX,78758-4196,Travis
CommUnityCare Pflugerville,7201 Colony Loop Dr,Austin,TX,78724-5348,Travis
CommUnityCare Riverside Pediatrics,9411 N Lamar Blvd STE 120,Austin,TX,78753-4179,Travis
CommUnityCare Round Rock Family Medicine,8656A W Highway 71 STE C,Austin,TX,78735-8078,Travis
CommUnityCare Rundberg,15822 Foothill Farms Loop,Pflugerville,TX,78660-3422,Travis
CommUnityCare Sandra Joy Anderson Community He...,2700 W Pecan St STE 450,Pflugerville,TX,78660-3154,Travis
CommUnityCare South Austin,2237 E Riverside Dr STE 101C,Austin,TX,78741-3051,Travis
CommUnityCare South Brook Pediatrics,1201 S Interstate 35 STE 303,Round Rock,TX,78664-6651,Williamson
CommUnityCare Southeast Health and Wellness Ce...,825 E Rundberg Ln STE B1,Austin,TX,78753-4860,Travis
CommUnityCare Springdale Pediatrics,1705 E 11th St,Austin,TX,78702-2709,Travis
CommUnityCare William Cannon,2529 S 1st St,Austin,TX,78704-5466,Travis
Manor Health Center,6425 S Interstate 35 STE 100,Austin,TX,78744-4230,Travis
Riverside Women's Health Center,2901 Montopolis Dr,Austin,TX,78741-6411,Travis
Springdale Women's Health Center,"7112 Ed Bluestein Blvd, Ste 100",Austin,TX,78723-2913,Travis
The Charlie Center,6801 S Interstate 35 STE 1-E,Austin,TX,78744-4824,Travis
Travis County Healthcare District,14008 Shadowglen Blvd STE 302,Manor,TX,78653-3406,Travis
FAMILY MEDICINE CENTER,"7112 Ed Bluestein Blvd, Ste 105",Austin,TX,78723-2913,Travis
CCISD-VSHSI School-Based Health Clinic,1111 E Cesar Chavez St,Austin,TX,78702-4209,Travis
VIDA Y SALUD-HEALTH SYSTEMS INC,701 McClintic Dr,Groesbeck,TX,76642-2128,Limestone
Brookshire Center,1603 N 11th Ave,Crystal City,TX,78839,Zavala
Brookshire Center,117 E Hwy,La Pryor,TX,78872,Zavala
Fort Bend Community Church Site,308 S Cesar Chavez Ave,Crystal City,TX,78839-4200,Zavala
Mobile Clinic,533 Fm 359 Rd S,Brookshire,TX,77423-9006,Waller
Mobile Unit #2,531 Fm 359 Rd S,Brookshire,TX,77423-9006,Waller
Richmond Admin Building,7707 Highway 6,Missouri City,TX,77459-4150,Fort Bend
Richmond Center,307 Texas Pkwy,Missouri City,TX,77489-1151,Fort Bend
Second Mile,400 Austin St,Richmond,TX,77469-4406,Fort Bend
Stafford Center,400 Austin St,Richmond,TX,77469-4406,Fort Bend
HSNT Administrative Office,400 Austin St,Richmond,TX,77469-4406,Fort Bend
HSNT Denton Medical Center 4304,1135 Highway 90 A,Missouri City,TX,77489-1229,Fort Bend
HSNT Denton Medical Center 4308,10435 Greenbough Dr STE 300,Stafford,TX,77477-5034,Fort Bend
HSNT Plano,4401 N Interstate 35 UNIT 312,Denton,TX,76207-3318,Denton
HSNT Serve Denton Center,4304 Mesa Dr,Denton,TX,76207-3434,Denton
HSNT Wylie Children's Medical Clinic,4308 Mesa Dr,Denton,TX,76207-3459,Denton
FOX RURAL HEALTH CLINIC,5501 Independence Pkwy STE 110,Plano,TX,75023-5472,Collin
Abilene Community Health Center,303 S Highway 78 STE 106,Wylie,TX,75098-3915,Collin
Larry Combest Community Health and Wellness Ce...,1001 US Highway 83 N,Childress,TX,79201-2322,Childress
CENTRAL CLINIC,1749 Pine St,Abilene,TX,79601-3043,Taylor
CHILD & ADOLESCENT WELLNESS CENTER,416 Frankford Ave,Lubbock,TX,79416-4162,Lubbock
