Site Name,Site Address,Site City,Site State,Site Zip Code,County
"Chase Brexton Health Services, Inc. - Mt. Vern...",1111 N Charles St,Baltimore,MD,21201-5505,Baltimore City
"Chase Brexton Health Services, Inc. - Randalls...",3506 Brenbrook Dr,Randallstown,MD,21133-4902,Baltimore
"Chase Brexton Health Services, Inc. at Way Sta...",9030 State Route 108 STE A,Columbia,MD,21045-1990,Howard
Howard County Health Department - WIC - Dental,8930 Stanford Blvd,Columbia,MD,21045-5805,Howard
ANGELICA NURSERY MIGRANT CAMP,11365 Locust Grove Rd,Kennedyville,MD,21645-3627,Kent
Bay Hundred Medical and Dental Center,933 S Talbot St,Saint Michaels,MD,21663-2604,Talbot
Chestertown Health Center,126 Philosophers Ter,Chestertown,MD,21620-1715,Kent
"CHOPTANK COMMUNITY HEALTH SYSTEM, INC.",301 Randolph St,Denton,MD,21629-1243,Caroline
Choptank Mobile Van #1,808 S 5th Ave,Denton,MD,21629-1398,Caroline
Choptank Mobile Van #3,601 High St,Chestertown,MD,21620-1124,Kent
Church Hill Elementary School,631 Main St,Church Hill,MD,21623-1201,Queen Anne's
COL. RICHARDSON HIGH SCHOOL,25320 Richardson Rd,Federalsburg,MD,21632-2403,Caroline
COLONEL RICHARDSON MIDDLE SCHOOL,25390 Richardson Rd,Federalsburg,MD,21632-2403,Caroline
Denton Elementary School,303 Sharp Rd,Denton,MD,21629-1481,Caroline
Denton Medical Center,808 S 5th Ave,Denton,MD,21629-1398,Caroline
Easton Elementary School,307 Glenwood Ave,Easton,MD,21601-4104,Talbot
Easton Health Center,522 Cynwood Dr STE 100,Easton,MD,21601-3877,Talbot
Easton High School,723 Mecklenburg Ave,Easton,MD,21601-3395,Talbot
Easton Middle School,201 Peach Blossom Rd,Easton,MD,21601-2544,Talbot
FASSETT-MAGEE HEALTH CENTER/Cambridge Dental C...,503 Muir St STE A,Cambridge,MD,21613-1848,Dorchester
FEDERALSBURG ELEMENTARY SCHOOL,302 Academy Ave,Federalsburg,MD,21632-1205,Caroline
FEDERALSBURG MEDICAL and DENTAL CENTER,215 Bloomingdale Ave,Federalsburg,MD,21632-1012,Caroline
GOLDSBORO MEDICAL and DENTAL CENTER,316 Railroad Ave,Goldsboro,MD,21636-1126,Caroline
Greensboro Elementary School,627 N Main St,Greensboro,MD,21639-1469,Caroline
Hurlock Head Start Center,6210 Shiloh Church Hurlock Rd,Hurlock,MD,21643-3933,Dorchester
LOCKERMAN MIDDLE SCHOOL,410 Lockerman St,Denton,MD,21629-1048,Caroline
Migrant Camps on Upper Eastern Shore (15 Camps),301 Randolph St,Denton,MD,21629-1243,Caroline
Mobile Van #2,522 Cynwood Dr UNIT 1,Easton,MD,21601-3876,Talbot
NORTH CAROLINE HIGH SCHOOL,10990 River Rd,Ridgely,MD,21660-1815,Caroline
Preston Elementary School,225 Main St,Preston,MD,21655-2215,Caroline
RIDGELY ELEMENTARY SCHOOL,118 N Central Ave,Ridgely,MD,21660-1345,Caroline
Rock Hall Elementary School,21203 W Sharp St,Rock Hall,MD,21661-1517,Kent
SEW FRIEL MIGRANT CAMP,Grange Hall Rd,Queenstown,MD,21658,Queen Anne's
St. Clair Head Start Center,824 Fairmount Ave,Cambridge,MD,21613-2150,Dorchester
St. Michaels Elementary,100 Seymour Ave,St Michaels,MD,21663-2930,Talbot
St. Michaels Middle/High School,200 Seymour Ave,St Michaels,MD,21663-2932,Talbot
Sudlersville Elementary School,300 S Church St,Sudlersville,MD,21668-1503,Queen Anne's
Sudlersville Middle School,600 Charles St,Sudlersville,MD,21668-1532,Queen Anne's
Tilghman Elementary School,21374 Foster Ave,Tilghman,MD,21671-1230,Talbot
White Marsh Elementary School,4322 Lovers Ln,Trappe,MD,21673-1866,Talbot
"Women, Infants, and Children (WIC)",7 Cedar St,Cambridge,MD,21613-2381,Dorchester
"Women, Infants, and Children (WIC)  Caroline C...",403 S 7th St,Denton,MD,21629-1327,Caroline
"Women, Infants, and Children (WIC) Talbot County",215 Bay St,Easton,MD,21601-2782,Talbot
CCI Gaithersburg Dental,200 Girard St STE 206,Gaithersburg,MD,20877-3490,Montgomery
CCI-Gaithersburg,220 Girard St STE 100,Gaithersburg,MD,20877-3467,Montgomery
CCI-Greenbelt,9220 Springhill Ln,Greenbelt,MD,20770-1203,Prince George's
CCI-Greenway,7474 Greenway Center Dr STE 300,Greenbelt,MD,20770-3504,Prince George's
CCI-Rockville,2 Taft Ct,Rockville,MD,20850-1390,Montgomery
CCI-Silver Spring,8630 Fenton St STE 1200,Silver Spring,MD,20910-3808,Montgomery
CCI-Takoma Park,7676 New Hampshire Ave STE 200,Takoma Park,MD,20912-7512,Montgomery
CCI-Wheaton,2730 University Blvd W STE LL10,Wheaton,MD,20902-1905,Montgomery
"Community Clinic, Inc",8665 Georgia Ave,Silver Spring,MD,20910-3405,Montgomery
Baltimore County Eastern Family Resource Center,9150 Franklin Square Dr STE 301,Baltimore,MD,21237-3903,Baltimore
Convalescent Care Program,620 Fallsway,Baltimore,MD,21202-4117,Baltimore City
HCH Mobile Van,421 Fallsway,Baltimore,MD,21202-4800,Baltimore City
Health Care for the Homeless - 421 Fallsway,421 Fallsway,Baltimore,MD,21202-4800,Baltimore City
"Health Care for the Homeless, West Baltimore",2000 W Baltimore St Ste 3300,Baltimore,MD,21223-1558,Baltimore City
Our Daily Bread,725 Fallsway,Baltimore,MD,21202-4147,Baltimore City
Greater Baden Medical Services at Brandywine,7450 Albert Road,Brandywine,MD,20613-3035,Prince George's
Greater Baden Medical Services at Bryan&#39;s ...,8030 Matthews Rd UNIT 105-107,Bryans Road,MD,20616-4265,Charles
Greater Baden Medical Services at Capitol Heights,1458 Addison Rd S,Capitol Heights,MD,20743-4413,Prince George's
Greater Baden Medical Services at Capitol Heig...,1442 Addison Rd S,Capitol Heights,MD,20743-4413,Prince George's
Greater Baden Medical Services at La Plata,6 Garrett Ave,La Plata,MD,20646-5959,Charles
Greater Baden Medical Services at Oxon Hill,6196 Oxon Hill Rd STE 540,Oxon Hill,MD,20745-3112,Prince George's
PARK WEST MEDICAL CENTER - BELVEDERE,3319 W Belvedere Ave,Baltimore,MD,21215-5143,Baltimore City
PARK WEST MEDICAL CENTER - PLAZA SITE,4120 Patterson Ave,Baltimore,MD,21215-2254,Baltimore City
PARK WEST MEN & FAMILY HLTH CTR,4151 Park Heights Ave,Baltimore,MD,21215-6730,Baltimore City
High Point High School (SBMH),3601 Powder Mill Rd,Beltsville,MD,20705-3502,Prince George's
Mary&#39;s Center - Adelphi MD,8908 Riggs Rd,Hyattsville,MD,20783-1632,Prince George's
Mary&#39;s Center - Silver Spring MD,344 University Blvd W,Silver Spring,MD,20901-1948,Montgomery
Mary's Center Dental Bus,8908 Riggs Rd,Hyattsville,MD,20783-1632,Prince George's
"FAMILY HEALTH CENTERS OF BALTIMORE, INC.",631 Cherry Hill Rd,Brooklyn,MD,21225-1228,Baltimore City
FHCB - Brooklyn,3540 S Hanover St,Brooklyn,MD,21225-1772,Baltimore City
College Park,10001 Rhode Island Ave,College Park,MD,20740-1141,Prince George's
EECH Mobile - 1,10101 Martin Luther King Jr Hwy,Lanham,MD,20706-4316,Prince George's
FMCS-Seat Pleasant,5936 Martin Luther King Jr Hwy,Capitol Heights,MD,20743-1757,Prince George's
La Clinica del Pueblo - Hyattsville Site,2970 Belcrest Center Dr STE 301,Hyattsville,MD,20782-1987,Prince George's
Northwestern High School,7000 Adelphi Rd,Hyattsville,MD,20782-1454,Prince George's
Healthy Smiles II,201 S Cleveland Ave,Hagerstown,MD,21740-5745,Washington
"Walnut Street Community Health Center, Inc. D/...",201 S Cleveland Ave,Hagerstown,MD,21740-5745,Washington
WSCHC Healthy Smiles in  Motion,201 S Cleveland Ave,Hagerstown,MD,21740-5745,Washington
MobileMed Aspen Hill Clinic,3820 Aspen Hill Rd,Aspen Hill,MD,20906-2904,Montgomery
MobileMed East Montgomery Service Center,3300 Briggs Chaney Rd,Silver Spring,MD,20904-4811,Montgomery
MobileMed Gatihersburg/Ascension House Van,202 S Summit Ave,Gaithersburg,MD,20877-3358,Montgomery
MobileMed Germantown Clinic,19735 Germantown Rd,Germantown,MD,20874-1214,Montgomery
MobileMed Long Branch Community Center Van,8700 Piney Branch Rd,Silver Spring,MD,20901-3855,Montgomery
MobileMed Rockville Clinic,1500 E Gude Dr,Rockville,MD,20850-5307,Montgomery
Mountain Laurel Medical Center,1027 Memorial Dr,Oakland,MD,21550-4343,Garrett
Mountain Laurel Medical Center Grantsville,104 Parkview Dr,Grantsville,MD,21536-1086,Garrett
Mountain Laurel Medical Center McCoole,22221 Westernport Rd SW,Westernport,MD,21562-2206,Allegany
Mountain Laurel Medical Center Support Staff O...,2501 Deep Creek Dr,Mc Henry,MD,21541-1713,Garrett
Bay Community Health - Lothian,5408 Southern Maryland Blvd,Lothian,MD,20711-2601,Anne Arundel
OPC Shady Side V1,6131 Shady Side Rd,Shady Side,MD,20764-9504,Anne Arundel
"Owensville Primary Care, Inc.",134 Owensville Rd,West River,MD,20778-9702,Anne Arundel
Hillcrest Elementary School - School-Based Hea...,1285 Hillcrest Dr,Frederick,MD,21703-1396,Frederick
The City of Frederick Housing and Human Servic...,100 S Market St,Frederick,MD,21701-5527,Frederick
Chase Brexton Health Care at Anne Arundel County,200 Hospital Dr STE 300,Glen Burnie,MD,21061-5884,Anne Arundel
Division Health Center,1501 Division St,Baltimore,MD,21217-3121,Baltimore City
Family Health Centers of Baltimore,3540 S Hanover St,Baltimore,MD,21225-1772,Baltimore City
Kirk Health Center,2400 Kirk Ave,Baltimore,MD,21218-5507,Baltimore City
Mondawmin Mall Health Center,2401 Liberty Heights Ave STE 111-113,Baltimore,MD,21215-8019,Baltimore City
Odenton Health Center,1215 Annapolis Rd,Odenton,MD,21113-1344,Anne Arundel
SARATOGA HEALTH CENTER,1501 W Saratoga St,Baltimore,MD,21223-1749,Baltimore City
Total Health Care at Open Gates Health Center,1111 Washington Blvd,Baltimore,MD,21230-1824,Baltimore City
Westside Health Center,2449 Frederick Ave,Baltimore,MD,21223-2856,Baltimore City
Tri-State Community Health Center - 132 West High,132 W High St,Hancock,MD,21750-1143,Washington
Tri-State Community Health Center - Administra...,109 Rayloc Dr,Hancock,MD,21750-1518,Washington
Tri-State Community Health Center - Cumberland...,621 Kelly Rd,Cumberland,MD,21502-2878,Allegany
"TRI-STATE COMMUNITY HEALTH CENTER, INC.",130 W High St,Hancock,MD,21750-1143,Washington
Tri-State Women's Health Center,12502 Willowbrook Rd STE 550,Cumberland,MD,21502-6594,Allegany
Beacon Health Center,"253 Lewis Ln, Ste 202",Havre De Grace,MD,21078-3756,Harford
West Cecil Health Center,49 Rock Springs Rd,Conowingo,MD,21918-1352,Cecil
CHC - Berlin 9958,9958 N Main St,Berlin,MD,21811-1076,Worcester
CHC - Berlin BH,9714 Healthway Dr,Berlin,MD,21811-1154,Worcester
CHC - Power Street,100 Power St,Salisbury,MD,21804-6940,Wicomico
CHC - Salisbury Dental,1615 Tree Sap Ct STE A,Salisbury,MD,21804-9403,Wicomico
CHC - SBHC - BRES,31481 Old Ocean City Rd,Salisbury,MD,21804-1810,Wicomico
CHC - SBHC - POC,1817 Old Virginia Rd,Pocomoke City,MD,21851-3049,Worcester
CHC - SBHC @ Washington High School,10902 Old Princess Anne Rd,Princess Anne,MD,21853-2940,Somerset
CHC - Wi Middle,635 E Main St,Salisbury,MD,21804-5021,Wicomico
CHC - WiHi,201 Long Ave,Salisbury,MD,21804-5094,Wicomico
Chesapeake Health Care - Sweetbay,1813 Sweetbay Dr,Salisbury,MD,21804-1663,Wicomico
Chesapeake Health Care Pediatrics,223 Phillip Morris Dr,Salisbury,MD,21804-1923,Wicomico
Delmarva Pharmacy,1615 Tree Sap Ct,Salisbury,MD,21804-9403,Wicomico
Eastern Shore OB/GYN a Division of Chesapeake ...,1647 Woodbrooke Dr,Salisbury,MD,21804-8502,Wicomico
PENINSULA REGIONAL MEDICAL CENTE,100 E Carroll St,Salisbury,MD,21801-5422,Wicomico
"THREE LOWER COUNTIES COMMUNITY SERVICES,",12137 Elm St,Princess Anne,MD,21853-1358,Somerset
THREE LOWER COUNTIES COMMUNITY SVCS INC,12145 Elm St,Princess Anne,MD,21853-1358,Somerset
THREE LOWER COUNTIES COMMUNITY SVCS INC,305 10th St,Pocomoke City,MD,21851-1607,Worcester
TLC - Corporate Office,32033 Beaver Run Dr,Salisbury,MD,21804-1773,Wicomico
TLC - Princess Anne Dental,12165 Elm St,Princess Anne,MD,21853-1358,Somerset
TLC @ Riverside Drive,560 Riverside Dr STE A204,Salisbury,MD,21801-4704,Wicomico
TLC Internal Medicine @ Woodbrooke,1665 Woodbrooke Dr,Salisbury,MD,21804-8502,Wicomico
TLC SALISBURY,1104 Healthway Dr,Salisbury,MD,21804-4469,Wicomico
Western Correctional Institute,13800 Mcmullen Hwy SW,Cumberland,MD,21502-5622,Allegany
Jessup Correctional Institute,7803 House Of Correction Rd,Jessup,MD,20794-9727,Anne Arundel
Maryland Correctional Training Center,18800 Roxbury Rd,Hagerstown,MD,21746-1001,Washington
