Site Name,Site Address,Site City,Site State,Site Zip Code,County
Anwatin Middle School,256 Upton Ave S,Minneapolis,MN,55405-1944,Hennepin
DBA NorthPoint Health &amp; Wellness Center,2220 Plymouth Ave N,Minneapolis,MN,55411-3600,Hennepin
DBA NORTHPOINT HEALTH AND WELLNESS,1313 Penn Ave N,Minneapolis,MN,55411-3047,Hennepin
Franklin Middle School,1501 Aldrich Ave N,Minneapolis,MN,55411-3335,Hennepin
Harrison Riverbend School Clinic,501 Irving Ave N,Minneapolis,MN,55405-1263,Hennepin
Heritage Park,1015 4th Ave N,Minneapolis,MN,55405-1189,Hennepin
NORTH HIGH SCHOOL MINI-HEALTH,1500 James Ave N,Minneapolis,MN,55411-3161,Hennepin
Olson Middle School,1607 51st Ave N,Minneapolis,MN,55430-3433,Hennepin
PLYMOUTH CHRISTIAN YOUTH CENTER,2210 Oliver Ave N,Minneapolis,MN,55411-1821,Hennepin
COMMUNITY-UNIVERSITY HEALTH CARE CENTER,2001 Bloomington Ave,Minneapolis,MN,55404-3074,Hennepin
University Park Plaza,2829 University Ave SE,Minneapolis,MN,55414-3230,Hennepin
SCENIC RIVERS HEALTH SERVICES,135 Pine Tree Dr,Bigfork,MN,56628-4346,Itasca
SCENIC RIVERS HEALTH SERVICES,12052 Main St,Northome,MN,56661-8074,Koochiching
SCENIC RIVERS HEALTH SERVICES,410 2nd St NW,Big Falls,MN,56627-3037,Koochiching
SCENIC RIVERS HEALTH SERVICES,303 Main St,Bigfork,MN,56628-2001,Itasca
ESSENTIA HEALTH BAGLEY CLINIC,121 Central St W,Bagley,MN,56621-4393,Clearwater
ESSENTIA HEALTH GRACEVILLE CLINIC,115 W 2nd St,Graceville,MN,56240-4845,Big Stone
RIDGEVIEW HENDERSON CLINIC,505 Main St,Henderson,MN,56044-7709,Sibley
SANFORD CLINIC TRACY,251 5th St E,Tracy,MN,56175-1536,Lyon
"OPEN CITIES HEALTH CENTER, INC.",409 Dunlap St N,Saint Paul,MN,55104-4201,Ramsey
Open Cities North End Clinic,916 Rice St,Saint Paul,MN,55117-5425,Ramsey
RAINY LAKE MEDICAL CENTER RHC,1400 Highway 71,International Falls,MN,56649-2154,Koochiching
LAC QUI PARLE CLINIC MADISON,900 2nd Ave,Madison,MN,56256-1006,Lac qui Parle
NORTH VALLEY HLTH CTR CLINIC,300 W Good Samaritan Dr,Warren,MN,56762-1412,Marshall
United Family Medicine,1026 7th St W,Saint Paul,MN,55102-3828,Ramsey
Access Health - Marshall,1521 Carlson St STE 100,Marshall,MN,56258-2626,Lyon
Access Health - Windom,2020 Hospital Dr,Windom,MN,56101,Cottonwood
Access Health - Worthington,1216 Ryans Rd Ste 3,Worthington,MN,56187-1781,Nobles
Access Health-Fulda,201 N St Paul Ave STE 1,Fulda,MN,56131-3004,Murray
MN Community Care - Administrative Site,380 E Lafayette Frontage Rd,Saint Paul,MN,55107-1200,Ramsey
MN Community Care - Agape SBC,1037 University Ave W,Saint Paul,MN,55104-4788,Ramsey
MN Community Care - Central SBC,275 Lexington Pkwy N,Saint Paul,MN,55104-5402,Ramsey
MN Community Care - Como SBC,740 Rose Ave W,Saint Paul,MN,55117-4042,Ramsey
MN Community Care - Creative Arts SBC,65 Kellogg Blvd E STE CLINIC,Saint Paul,MN,55101-1106,Ramsey
MN Community Care - Downtown Clinic,424 Dorothy Day Pl,Saint Paul,MN,55102-1025,Ramsey
MN Community Care - East Side Clinic,895 7th St E,Saint Paul,MN,55106-3871,Ramsey
MN Community Care - Gordon Parks SBC,1212 University Ave W,Saint Paul,MN,55104-4123,Ramsey
MN Community Care - Harding SBC,1540 6th St E,Saint Paul,MN,55106-4850,Ramsey
MN Community Care - Highland Park SBC,1015 Snelling Ave S,Saint Paul,MN,55116-2447,Ramsey
MN Community Care - Humboldt SBC,30 Baker St E,Saint Paul,MN,55107-2966,Ramsey
MN Community Care - Johnson SBC,1349 Arcade St,Saint Paul,MN,55106-1801,Ramsey
MN Community Care - La Clinica,153 Cesar Chavez St,Saint Paul,MN,55107-2226,Ramsey
MN Community Care - St. Paul Wellness Center,45 10th St W,Saint Paul,MN,55102-1062,Ramsey
MN Community Care - Washington SBC,1495 Rice St,Saint Paul,MN,55117-3864,Ramsey
MN Community Care - West Side Dental,478 Robert St S,Saint Paul,MN,55107-2236,Ramsey
MN Community Care @McDonough Homes,1544 Timberlake Rd,Saint Paul,MN,55117-3946,Ramsey
MN Community Care @Union Gospel Mission,435 University Ave W,Saint Paul,MN,55103-1934,Ramsey
MN Community Care-Farmington Clinic,19685 Pilot Knob Rd STE 100,Farmington,MN,55024-7238,Dakota
SANFORD CLINIC  BALATON,US Highway 14 E,Balaton,MN,56115,Lyon
MURRAY COUNTY CLINIC,2040 Juniper Ave,Slayton,MN,56172-1017,Murray
RIDGEVIEW GAYLORD CLINIC,315 4th St,Gaylord,MN,55334-4470,Sibley
Community Health Service Inc. - South Mobile Unit,1926 College View Rd E,Rochester,MN,55904-8201,Olmsted
Community Health Service Inc. - Willmar,PO BOX 845,Willmar,MN,56201-0845,Kandiyohi
Bdote Learning Center,3216 E 29th St Rm Counslng,Minneapolis,MN,55406-1780,Hennepin
Naawayee Center School,2421 Bloomington Ave RM Art,Minneapolis,MN,55404-3918,Hennepin
NACC Behavioral Health Outpatient Programs,1113 E Franklin Ave STE 103,Minneapolis,MN,55404-2975,Hennepin
NATIVE AMERICAN COMMUNITY CLINIC,1213 E Franklin Ave,Minneapolis,MN,55404-2923,Hennepin
South High School,3131 19th Ave S OFC 238D,Minneapolis,MN,55407-1901,Hennepin
LAKEWOOD CLINIC EAGLE BEND,815 US 71 S,Eagle Bend,MN,56446-1164,Todd
Cedar Riverside Clinic,425 20th Ave S,Minneapolis,MN,55454-4400,Hennepin
People's Center Dental Clinic,3152 Minnehaha Ave,Minneapolis,MN,55406-1934,Hennepin
Wellstone Clinic,3328 Elliot Ave,Minneapolis,MN,55407-2125,Hennepin
Aazhoomog Lake Lena Clinic,45741 Grace Lake Rd,Sandstone,MN,55072-3203,Pine
ESSENTIA HEALTH OKLEE CLINIC,Governor St & 3rd Ave,Oklee,MN,56742,Red Lake
WHITE EARTH,40520 County Highway 34,Ogema,MN,56569-9612,Becker
NAYTAHWAUSH HEALTH STATION,238 Church St,Naytahwaush,MN,56566-9313,Mahnomen
RIDGEVIEW ARLINGTON CLINIC,607 W Chandler St,Arlington,MN,55307-2127,Sibley
Central Clinic,2301 Central Ave NE,Minneapolis,MN,55418-3709,Hennepin
FREMONT CLINIC,3300 Fremont Ave N,Minneapolis,MN,55412-2405,Hennepin
North Metro Clinic,10081 Dogwood St NW STE 100,Coon Rapids,MN,55448-5282,Anoka
SHERIDAN CLINIC,342 13th Ave NE,Minneapolis,MN,55413-1265,Hennepin
JOHNSON MEMORIAL BOYD CLINIC,115 3rd St,Boyd,MN,56218,Lac qui Parle
RIDGEVIEW WINTHROP CLINIC,223 N Carver St,Winthrop,MN,55396-3500,Sibley
MIN-NO-AYA-WIN HC,927 Trettel Ln,Cloquet,MN,55720-1345,Carlton
TRI COUNTY HEALTHCARE SEBEKA CLINIC,106 Minnesota Ave E,Sebeka,MN,56477-5028,Wadena
Leech Lake Band Of Ojibwe - Onigum Clinic,8825 Onigum Rd NW UNIT NW,Walker,MN,56484-2673,Cass
CASS LAKE TRIBAL FAMILY SVCS,425 7th St NW,Cass Lake,MN,56633-3360,Cass
MILLE LACS BAND OUTPT PROGRAM,17230 Noopiming Dr,Onamia,MN,56359-4522,Mille Lacs
GRANITE FALLS HEALTH STATION,5744 Highway 67,Granite Falls,MN,56241-3662,Yellow Medicine
PRIOR LAKE HEALTH STATION,2330 Sioux Trl NW,Prior Lake,MN,55372-9077,Scott
Prarie Island Community Clinic,1158 Island Blvd,Welch,MN,55089-9540,Goodhue
LOWER SIOUX HEALTH STATION,39648 Reservation Highway 3,Morton,MN,56270-1302,Redwood
RIVERWOOD HLTH CC GARRISON,27278 State Highway 18,Garrison,MN,56450-8640,Crow Wing
APPLETON MUNICIPAL  HOSPITAL & NH,30 S Behl St,Appleton,MN,56208-1616,Swift
STEVENS COMMUNITY MEDICAL CENTER STARBUCK,501 Poler St,Starbuck,MN,56381-2456,Pope
CENTRACARE HEALTH - PAYNESVILLE CLINIC,200 W 1st St,Paynesville,MN,56362-1445,Stearns
SANFORD HEALTH MAHNOMEN  CLINIC,PO BOX 396,Mahnomen,MN,56557-0396,Mahnomen
"Catholic Charities, Higher Ground",165 Glenwood Ave,Minneapolis,MN,55405-1618,Hennepin
Endeavors,1009 E 14th St,Minneapolis,MN,55404-1314,Hennepin
Hennepin County Health Care for the Homeless,525 Portland Ave,Minneapolis,MN,55415-1533,Hennepin
Hennepin County Public Health Clinic,525 Portland Ave FL 4,Minneapolis,MN,55415-1533,Hennepin
People Serving People,614 S 3rd St,Minneapolis,MN,55415-1104,Hennepin
Salvation Army Harbor Light Center,1010 Currie Ave,Minneapolis,MN,55403-1309,Hennepin
Simpson Shelter,2740 1st Ave S,Minneapolis,MN,55408-1611,Hennepin
YouthLink,41 N 12th St,Minneapolis,MN,55403-1325,Hennepin
Axis Family Clinic,3638 Central Ave NE BLDG,Minneapolis,MN,55418-1343,Hennepin
Axis Lake,1 W Lake St,Minneapolis,MN,55408-3154,Hennepin
"Universal Medical Services, Inc. dba AXIS Medi...",1801 Nicollet Ave,Minneapolis,MN,55403-3791,Hennepin
PINE POINT HEALTH STATION,47520 282nd St.,Ponsford,MN,56575,Becker
Lake Superior Community Health Center White Pi...,210 3rd St,Carlton,MN,55718-7703,Carlton
EAST LAKE HEALTH STATION,36666 State Highway 65,Mcgregor,MN,55760-5710,Aitkin
"Indian Health Board of Minneapolis, Inc.",1315 E 24th St,Minneapolis,MN,55404-3975,Hennepin
INGER TRIBAL HEALTH STATION,53736 County Road 146,Deer River,MN,56636-2405,Itasca
Red Lake Hospital,24760 Hospital Rd,Redlake,MN,56671,Beltrami
CENTRACARE HEALTH - MELROSE CLINIC,525 Main St W,Melrose,MN,56352-1043,Stearns
Jordan Dental Clinic,115 Broadway St S STE 600,Jordan,MN,55352-1667,Scott
Open Door Health Center,309 Holly Ln,Mankato,MN,56001-5422,Blue Earth
Red Lake Elementary School,MN-1,Redlake,MN,56671,Beltrami
Red Lake Senior High School,MN-1,Redlake,MN,56671,Beltrami
Little Rock Health Station,24760 Hospital Rd,Redlake,MN,56671,Beltrami
White Earth Tribal Health Services,MN-224,Ogema,MN,56569,Becker
ESSENTIA HEALTH - ADA CLINIC,201 9th St W,Ada,MN,56510-1279,Norman
SANFORD HEALTH TWIN VALLEY CLINIC,501 2nd St NW,Twin Valley,MN,56584,Norman
"TRI COUNTY HEALTH CARE, BERTHA CLINIC",PO BOX 67,Bertha,MN,56437-0067,Todd
LAKEWOOD CLINIC BROWERVILLE,30535 241st Ave,Browerville,MN,56438-5159,Todd
SANFORD TRACY WALNUT GROVE CLINIC,830 8th St,Walnut Grove,MN,56180-1117,Redwood
SANFORD CLINIC WESTBROOK,920 Bell Ave,Westbrook,MN,56183-9669,Cottonwood
Administrative Site,2010 Minnehaha Ave,Minneapolis,MN,55404-3104,Hennepin
Anishinabe Academy,3100 E 28th St,Minneapolis,MN,55406-1601,Hennepin
Elders Lodge,1500 Magnolia Ave E,Saint Paul,MN,55106-2894,Ramsey
Indian Health Board of Minneapolis Counseling ...,2101 Minnehaha Ave,Minneapolis,MN,55404-3107,Hennepin
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.",1315 E 24th St,Minneapolis,MN,55404-3975,Hennepin
Sanford Middle School,3524 42nd Ave S,Minneapolis,MN,55406-2813,Hennepin
South High School,3131 19th Ave S,Minneapolis,MN,55407-1901,Hennepin
DAWSON CLINIC,1272 Walnut St,Dawson,MN,56232-2333,Lac qui Parle
"Southside Dental, Vision, Behavioral Health, a...",4243 4th Ave S,Minneapolis,MN,55409-2113,Hennepin
Southside Medical and Behavioral Health Clinic,324 E 35th St,Minneapolis,MN,55408-4580,Hennepin
Ponemah Health Center,150 County Road 15,Ponemah,MN,56666-4400,Beltrami
Ball Club Tribal HS,30995 Arctic Rd,Deer River,MN,56636,Itasca
Bemidji Tribal Health Station,705 5th St NW Ste D,Bemidji,MN,56601-2933,Beltrami
Leech Lake HD 4,420 Grant Utley Ave NW,Cass Lake,MN,56633-3416,Cass
Ne-Ia-Shing Health Ctr,18562 Minobimaadizi Loop,Onamia,MN,56359-3001,Mille Lacs
Bois Forte Health Services Nett Lake,5219 Saint John Dr,Orr,MN,55771-8232,Koochiching
Redby Health Station,15484 Migizi Drive,Redlake,MN,56671,Beltrami
RAINY LAKE CLINIC LITTLEFORK,912 Main St UNIT C,Littlefork,MN,56653-9379,Koochiching
"Indian Health Board of Minneapolis, Inc. - Cou...",2101 Minnehaha Ave,Minneapolis,MN,55404-3107,Hennepin
FCI - Waseca,University Dr SE,Waseca,MN,56093,Waseca
FCI - Sandstone,2300 County Road 29,Sandstone,MN,55072-5161,Pine
CENTRACARE HEALTH SYSTEM LONG PRAIRIE,24 9th St SE,Long Prairie,MN,56347-1404,Todd
MILLE LACS FAMILY CLINIC,26362 370th Ave,Hillman,MN,56338-2349,Morrison
SANFORD CLINIC LAKEFIELD,PO BOX 546,Lakefield,MN,56150-0546,Jackson
GUNDERSEN ST ELIZABETH'S HOSPITAL & CLINICS-WA...,1200 Grant Blvd W,Wabasha,MN,55981-1042,Wabasha
SANFORD BAGLEY CLINIC,1656 Central St W,Bagley,MN,56621-4357,Clearwater
"CARRIS HEALTH - REDWOOD, LLC",1100 E Broadway St,Redwood Falls,MN,56283-2277,Redwood
STEVENS COMMUNITY MED CTR MORRIS,400 E 1st St,Morris,MN,56267-1408,Stevens
SANFORD JACKSON  CLINIC,1430 North Hwy,Jackson,MN,56143-1093,Jackson
TRI COUNTY HEALTH CARE WADENA CLINIC,4 Deerwood Ave NW,Wadena,MN,56482-1253,Wadena
CENTRACARE CLINIC- SAUK CENTRE,425 Elm St N,Sauk Centre,MN,56378-1010,Stearns
St. Peter Regional Treatment Center,100 Freeman Dr,Saint Peter,MN,56082-3504,Nicollet
St. Peter Hospital,100 Freeman Dr,Saint Peter,MN,56082-3504,Nicollet
