Site Name,Site Address,Site City,Site State,Site Zip Code,County
TIOGA MEDICAL CENTER-RAY RHC,RAY MALL,Ray,ND,58849,Williams
Community Health Service Inc. - Grafton,1113 W 11th St,Grafton,ND,58237-2139,Walsh
ELBOWOODS MEMORIAL HEALTH CTR,1058 College Dr,New Town,ND,58763-9112,Mountrail
Parshall Field Clinic,107 3rd St NE,Parshall,ND,58770-7103,Mountrail
Mandaree Field Clinic,305 Main St,Mandaree,ND,58757,McKenzie
Twin Buttes Field Clinic,726 80th Ave NW,Halliday,ND,58636-4001,Dunn
TRENTON COMMUNITY CLINIC,331 4th Ave E,Trenton,ND,58853-9998,Williams
AMC CLINIC,612 Center Ave N,Ashley,ND,58413-7013,McIntosh
TOWNER COUNTY MEDICAL CENTER,Highway 281,Cando,ND,58324,Towner
White Shield Field Clinic,2 Central Main St APT B,Roseglen,ND,58775-6000,McLean
GARRISON FAMILY CLINIC,407 3rd Ave SE,Garrison,ND,58540-7235,McLean
Wahpeton Health Center (Tribally Run and Funde...,832 8th St N,Wahpeton,ND,58075-3642,Richland
FIRST CARE RHC,115 Vivian St W,Park River,ND,58270-4540,Walsh
MOUNTRAIL COUNTY MEDICAL CENTER RHC,615 6th St SE,Stanley,ND,58784-4444,Mountrail
Spectra Health Admin Office,"212 S 4th St, Ste 200",Grand Forks,ND,58201-4781,Grand Forks
Spectra Health Dental Clinic,212 S 4th St STE 101,Grand Forks,ND,58201-4776,Grand Forks
Spectra Health Grand Forks Medical,212 S 4th St STE 301,Grand Forks,ND,58201-4776,Grand Forks
Spectra Health Larimore,607 Towner Ave,Larimore,ND,58251-4501,Grand Forks
SOUTHWEST MEDICAL CLINIC,802 2nd St NW,Bowman,ND,58623-4483,Bowman
LINTON MEDICAL CENTER,511 E Elm Ave,Linton,ND,58552-7428,Emmons
RURAL HEALTH NAPOLEON,420 Main Ave,Napoleon,ND,58561-7109,Logan
RURAL HEALTH WISHEK,PO BOX 647,Wishek,ND,58495-0647,McIntosh
Cannonball Health Station,Weasel St,Cannon Ball,ND,58528,Sioux
Wakpala Health Station,10 S River Rd,Fort Yates,ND,58538,Sioux
PRESENTATION CLINIC,213 2nd Ave NE,Rolla,ND,58367-7153,Rolette
North Central Human Service Center,1015 S Broadway,Minot,ND,58701-4667,Ward
Northeast Human Service Center,151 S 4th St,Grand Forks,ND,58201-4715,Grand Forks
Southeast Human Service Center,2624 9th Ave S,Fargo,ND,58103-2350,Cass
West Central Human Service Center,1237 W Divide Ave,Bismarck,ND,58501-1220,Burleigh
North Dakota State Penitentiary,3100 Railroad Ave,Bismarck,ND,58501-5011,Burleigh
James River Correctional Center,2521 Circle Dr,Jamestown,ND,58401-6904,Stutsman
RURAL HEALTH KULM,4 1st Ave SE,Kulm,ND,58456-7221,LaMoure
Heartview Foundation,101 E Broadway Ave,Bismarck,ND,58501-3840,Burleigh
CAVALIER COUNTY MEMORIAL HOSPITAL CLINIC,901 2nd St,Langdon,ND,58249-2407,Cavalier
WALHALLA CLINIC,301 5th St,Walhalla,ND,58282-4625,Pembina
SMP HEALTH - ST ANDREWS,314 Ohmer St,Bottineau,ND,58318-1059,Bottineau
CLINICARE,301 Mountain St E STE 2,Cavalier,ND,58220-4015,Pembina
