Site Name,Site Address,Site City,Site State,Site Zip Code,County
School-Based Health Center-Van Buren,169 Main St,Van Buren,ME,04785-1248,Aroostook
VALLEY MEDICAL ASSOCIATION,194 E Main St,Fort Kent,ME,04743-1497,Aroostook
992 Admin,992 Union St,Bangor,ME,04401-3057,Penobscot
Adult Wellness Center,1068 Union St,Bangor,ME,04401-3016,Penobscot
ALPHA Program - Brewer High School,261 Center St,Brewer,ME,04412-1900,Penobscot
BANGOR AREA HOMELESS SHELTER,26 Cedar St,Bangor,ME,04401-7800,Penobscot
Bangor School Department School-Based Health C...,885 Broadway,Bangor,ME,04401-2916,Penobscot
Brewer Community School,92 Pendleton St,Brewer,ME,04412-1776,Penobscot
BREWER HIGH SCHOOL CLINIC,79 Parkway S,Brewer,ME,04412-1627,Penobscot
Brewer Medical Center,735 Wilson St,Brewer,ME,04412,Penobscot
CAPEHART COMMUNITY HEALTH CENTER,86 Davis Rd,Bangor,ME,04401,Penobscot
Community Care and Geriatrics,992 Union St,Bangor,ME,04401-3057,Penobscot
Dental Center,1048 Union St,Bangor,ME,04401-3016,Penobscot
DIRIGO PINES RETIREMENT COMM.,9 Alumni Dr,Orono,ME,04473-3479,Penobscot
Downeast School - PCHC Dental,100 Moosehead Blvd,Bangor,ME,04401-2367,Penobscot
ELIZABETH LEVINSON CENTER,159 Hogan Rd,Bangor,ME,04401-5603,Penobscot
HELEN HUNT HEALTH CENTER,242 Brunswick St,Old Town,ME,04468,Penobscot
Hope House,181 Corporate Dr,Bangor,ME,04401-4314,Penobscot
Jackman Community Health Center,376 Main St,Jackman,ME,04945-5214,Somerset
Maine Avenue Administration/Clinical Center,103 Maine Ave,Bangor,ME,04401-4330,Penobscot
PCHC Main Lab,992 Union St Ste J,Bangor,ME,04401-3057,Penobscot
PENOBSCOT COMMUNITY HLTH CENTER,1012 Union St,Bangor,ME,04401,Penobscot
Penobscot Pediatrics,6 Telcom Dr,Bangor,ME,04401-3072,Penobscot
PHILIPS-STRICKLAND HOUSE,21 Boyd St,Bangor,ME,04401-6560,Penobscot
Seaport Community Health Center,53 Schoodic Dr,Belfast,ME,04915-7246,Waldo
SUNBURY VILLAGE RETIREMENT RESD.,992 Ohio St,Bangor,ME,04401-2902,Penobscot
THE MEADOWS,101 Perkins Ave,Old Town,ME,04468-1740,Penobscot
Winterport Community Health Center,775 N Main St,Winterport,ME,04496-3414,Waldo
WESTERN MAINE PEDIATRICS,193 Main St,Norway,ME,04268-5645,Oxford
Blueberry Harvest School,39 Washington St,Milbridge,ME,04658-3527,Washington
MIGRANT VOUCHER & MOBILE MED VAN CENTRAL & WES...,9 Green St,Augusta,ME,04330-7451,Kennebec
MIGRANT VOUCHER & MOBILE MEDICAL VAN DOWNEAST ...,9 Green St,Augusta,ME,04330-7451,Kennebec
MIGRANT VOUCHER & MOBILE MEDICAL VAN NORTHERN ME,9 Green St,Augusta,ME,04330-7451,Kennebec
MIGRANT VOUCHER & MOBILE MEDICAL VAN STATEWIDE,9 Green St,Augusta,ME,04330-7451,Kennebec
MMHP Lewiston,11 Lisbon St STE 102C,Lewiston,ME,04240-7198,Androscoggin
MMHP Milbridge,4 Maple St,Milbridge,ME,04658-3427,Washington
Temporary Site - MAINE MOBILE HEALTH PROGRAM,9 Green St,Augusta,ME,04330-7451,Kennebec
ARNOLD MEMORIAL MEDICAL CENTER,70 Snare Creek Ln,Jonesport,ME,04649-3139,Washington
HOULTON FAMILY PRACTICE,20 Hartford St,Houlton,ME,04730-1892,Aroostook
SIGRID E TOMPKINS HEALTH CENTER,20 Hartford St,Houlton,ME,04730-1892,Aroostook
ISLESBORO HEALTH CENTER,150 Main Rd,Islesboro,ME,04848,Waldo
