Site Name,Site Address,Site City,Site State,Site Zip Code,County
Hooper Bay Mental Health Clinic,Airport Rd,Hooper Bay,AK,99604,Kusilvak
Kwigillingok Behavioral Health Clinic,NaN,Kwigillingok,AK,99622,Bethel
Toksook Bay Behavioral Health Clinic,Airport Rd,Toksook Bay,AK,99637,Bethel
Alakanuk Village Clinic,NaN,Alakanuk,AK,99554,Kusilvak
Saint Mary's Sub-Regional Clinic,290 High School Lm,Saint Marys,AK,99658,Kusilvak
Aniak Subregional Clinic,Morgan Rd,Aniak,AK,99557,Bethel
Akiachak Village Clinic,NaN,Akiachak,AK,99551,Bethel
Akiak Village Clinic,148 Post Rd.,Akiak,AK,99552,Bethel
Atmautluak Community Health Clinic,101 Boardwalk Way,Bethel,AK,99559,Bethel
Napaskiak Village Clinic,Mission Rd,Napakiak,AK,99634,Bethel
Anvik Village Clinic,NaN,Anvik,AK,99558,Yukon-Koyukuk
Thecla Friday-Tuluk Health Clinic,NaN,Chevak,AK,99563,Kusilvak
Chefornak Community Health Clinic,NaN,Chefornak,AK,99561,Bethel
Crooked Creek Villiage Clinic,NaN,Crooked Creek,AK,99575,Bethel
Emmonak (Pearl E. Johnson Sub-Regional Clinic),246 Kwiguk St,Emmonak,AK,99581-0010,Kusilvak
Grayling Village Clinic,NaN,Grayling,AK,99590,Yukon-Koyukuk
Catherine Alexie Health Clinic,NaN,Kalskag,AK,99607,Bethel
Kasigluk Community Health Clinic,9 Akulmiut,Kasigluk,AK,99609,Bethel
Kipnuk Village Clinic,NaN,Kipnuk,AK,99614,Bethel
Lillian E. Jimmy Memorial Clinic (Kongiganak),NaN,Kongiganak,AK,99545,Bethel
Sarah S. NIcholai Memorial Clinic (Kwethluk),NaN,Kwethluk,AK,99621,Bethel
Kwigillingok Community Health Clinic,NaN,Kwigillingok,AK,99622,Bethel
Crimet Phillips Sr. Clinic (Lower Kalskag),Housing Rd,Lower Kalskag,AK,99626,Bethel
Agnes Boliver Health Clinic (Marshall),NaN,Marshall,AK,99585,Kusilvak
Mekoryuk Village Clinic,Old Airport Rd,Mekoryuk,AK,99630,Bethel
Mountain Village Clinic,1 Clinic Rd.,Mountain Village,AK,99632,Kusilvak
Napakiak Village Clinic,Mission Rd,Napakiak,AK,99634,Bethel
Newtok Village Clinic,1 Clinic Rd.,Bethel,AK,99559,Bethel
Nightmute Village Clinic,NaN,Nightmute,AK,99690,Bethel
Nunapitchuk Village Clinic,NaN,Nunapitchuk,AK,99641,Bethel
Oscarville Village Clinic,NaN,Oscarville,AK,99559,Bethel
Pilot Station Village Clinic,Airport Rd,Pilot Station,AK,99650,Kusilvak
Quinhagak Village Clinic,Carters Rd,Quinhagak,AK,99655,Bethel
Chuathbaluk Health Clinic,NaN,Aniak,AK,99557,Bethel
Russian Mission-Yukon Village Clinic,NaN,Russian Mission,AK,99657,Kusilvak
Scammon Bay Health Clinic,403 Johnson Rd.,Scammon Bay,AK,99662,Kusilvak
Nunam Iqua Village Clinic,NaN,Nunam Iqua,AK,99666,Kusilvak
Sleetmute Village Clinic,Main RO Midtown,Sleetmute,AK,99668,Bethel
Stony River Village Clinic,NaN,Aniak,AK,99557,Bethel
Toksook Bay Sub-Regional Clinic,Airport Rd,Toksook Bay,AK,99637,Bethel
Tuluksak Village Clinic,NaN,Tuluksak,AK,99679,Bethel
Kathleen Daniel Memorial Clinic (Tuntutuliak),NaN,Tuntutuliak,AK,99680,Bethel
Tununak Village Clinic,NaN,Tununak,AK,99681,Bethel
Kotlik Community Health Clinic,Birch St.,Kotlik,AK,99620,Kusilvak
Shageluk Village Clinic,12 Main St,Shageluk,AK,99665,Yukon-Koyukuk
Lime Village Clinic,NaN,Lime Village,AK,99627,Bethel
Chignik Bay Subregional Clinic,90 Main St,Chignik,AK,99564-9800,Lake and Peninsula
Clarks Point Village Clinic,49 Main Street,Clarks Point,AK,99569,Dillingham
Levelock Village Clinic,Salmon St,Levelock,AK,99625,Lake and Peninsula
Platinum Village Clinic,Main St,Quinhagak,AK,99655,Bethel
Maniilaq Health Center (Hospital),436 5th Ave,Kotzebue,AK,99752,Northwest Arctic
Noorvik Village Clinic,Tundra Dr,Noorvik,AK,99763,Northwest Arctic
Selawik Village Clinic,#3 Adams Landing-Old,Selawik,AK,99770,Northwest Arctic
Ambler Village Clinic,110 Main Street,Ambler,AK,99786,Northwest Arctic
Tigautchiaq Amainiq Health Clinic,Airport Rd,Buckland,AK,99727,Northwest Arctic
Pauline Aliitchaq Barr Health Clinic,House # 40,Deering,AK,99736,Northwest Arctic
Kiana Village Clinic,105 Kassonof Rd,Kiana,AK,99749,Northwest Arctic
Kivalina Village Clinic,Bering St,Kivalina,AK,99750,Northwest Arctic
Kobuk Village Clinic,51003 Main St.,Kobuk,AK,99751,Northwest Arctic
Esther Barger Memorial Health Clinic,Main St,Noatak,AK,99761,Northwest Arctic
Point Hope Village Clinic CHA/P Services,Qalgi Ave,Point Hope,AK,99766,North Slope
Chief Andrew Isaac Health Center,1717 W Cowles St,Fairbanks,AK,99701-5926,Fairbanks North Star
Tanana Health Center,PO Box 130,Tanana,AK,99777,Yukon-Koyukuk
Yukon Flats Care Center,Spruce St,Fort Yukon,AK,99740,Yukon-Koyukuk
Galena Mental Health,77 Antoski Rd,Galena,AK,99741,Yukon-Koyukuk
Nulato Health Clinic,Dinnega St,Nulato,AK,99765,Yukon-Koyukuk
Allakaket Village Clinic,Main Rd,Allakaket,AK,99720,Yukon-Koyukuk
Anaktuvuk Pass Clinic,3051 Main St,Anaktuvuk Pass,AK,99721,North Slope
Nena Russell Clinic Arctic Villiage,9998 Bridge St,Arctic Village,AK,99722-9800,Yukon-Koyukuk
Beaver Village Clinic (Nora Billy Clinic),24030 Main Street,Beaver,AK,99724,Yukon-Koyukuk
Chalkyitsik Village Clinic,Belle St,Chalkyitsik,AK,99788,Yukon-Koyukuk
Circle Village Clinic,209 Main Street,Circle,AK,99733,Yukon-Koyukuk
Eagle Village Clinic,Taylor Hwy,Chicken,AK,99732,Southeast Fairbanks
Edgar Nollner Health Center,77 Antoski Rd,Galena,AK,99741,Yukon-Koyukuk
Hughes Village Clinic,204 Blue Ave.,Hughes,AK,99745,Yukon-Koyukuk
Huslia Village Clinic,PO BOX 90,Huslia,AK,99746-0090,Yukon-Koyukuk
Kaltag Village Clinic,2nd Ave,Kaltag,AK,99748,Yukon-Koyukuk
Koyukuk Village Clinic,100 Pine St.,Koyukuk,AK,99754,Yukon-Koyukuk
Manley Hot Springs Village Clinic,PO Box 803,Manley Hot Springs,AK,99756,Yukon-Koyukuk
Minto Village Clinic,Lake View Rd,Minto,AK,99758,Yukon-Koyukuk
Mary C. Dementieff Health Clinic Nenana,G St,Nenana,AK,99760,Yukon-Koyukuk
Ruby Health Clinic,Titna St,Ruby,AK,99768,Yukon-Koyukuk
Ruby Behavioral Health,NaN,Ruby,AK,99768,Yukon-Koyukuk
Stevens Village Clinic,NaN,Stevens Village,AK,99774,Yukon-Koyukuk
Myra Roberts Clinic Venetie,Main St,Venetie,AK,99781,Yukon-Koyukuk
Evansville Village Clinic,NaN,Evansville,AK,99726,Yukon-Koyukuk
Birch Creek Village Clinic,101 Main St.,Fort Yukon,AK,99740,Yukon-Koyukuk
Rampart Village Clinic,NaN,Rampart,AK,99767,Yukon-Koyukuk
Dot Lake Village Clinic,Charles St,Delta Junction,AK,99737,Southeast Fairbanks
Northway Village Clinic,PO BOX 517,Northway,AK,99764-0517,Southeast Fairbanks
Tanacross Village Clinic,NaN,Tanacross,AK,99776,Southeast Fairbanks
Tetlin Village Clinic,NaN,Tetlin,AK,99779,Southeast Fairbanks
Tok Community Clinic,"Tok Cutoff Road, milepost 124.2",Tok,AK,99780,Southeast Fairbanks
Norton Sound Regional Hospital,Greg Kruschek Ave,Nome,AK,99762,Nome
Bessie Kaningok Clinic,123 Maz Way,Gambell,AK,99742,Nome
Savoonga Village Clinic,1 Clinic Rd.,Savoonga,AK,99769,Nome
Anikkan Inuit Iluaqutaat Sub-Regional Clinic,Airport Rd,Unalakleet,AK,99684,Nome
Brevig Mission Village Clinic,3 Clarence Rd,Brevig Mission,AK,99785,Nome
Yukuniaraq Yungcarvik Clinic,Elim Heights Rd,Elim,AK,99739,Nome
"Irene L. Aukongak ""Dagumaaq"" Clinic",NaN,Nome,AK,99762,Nome
Ruth Qumiiggan Henry Memorial Clinic,NaN,Koyuk,AK,99753,Nome
Shaktoolik Village Clinic,NaN,Shaktoolik,AK,99771,Nome
Katherine Miksruaq Olanna Memorial Clinic,NaN,Shishmaref,AK,99772,Nome
Taprarmiut Yungcarviat Clinic,NaN,Stebbins,AK,99671,Nome
Katherine L. Kobuk Memorial Clinic,NaN,Saint Michael,AK,99659,Nome
Teller Village Clinic,NaN,Teller,AK,99778,Nome
Wales Village Clinic,NaN,Wales,AK,99783,Nome
"Anchorage Neighborhood Health Center, Inc.",4951 Business Park Blvd,Anchorage,AK,99503-7174,Anchorage
ARCTIC VILLAGE HEALTH CLINIC,Main St,Arctic Village,AK,99722,Yukon-Koyukuk
BEAVER HEALTH CLINIC,General Delivery,Beaver,AK,99724-9999,Yukon-Koyukuk
COUNCIL OF ATHABASCAN TRIBAL GOVERNMENT,Spruce St,Fort Yukon,AK,99740,Yukon-Koyukuk
MYRA ROBERTS CLINIC,101 Main St,Venetie,AK,99781,Yukon-Koyukuk
YUKON FLATS HEALTH CENTER,Spruce St,Fort Yukon,AK,99740,Yukon-Koyukuk
ADAK CLINIC,Main St,Adak,AK,99546,Aleutians West
ANESIA KUDRIN MEMORIAL CLINIC,113 MAIN STREET,Akutan,AK,99553-0113,Aleutians East
Anna Hoblet Memorial Clinic,MAIN STREET,False Pass,AK,99583,Aleutians East
ANNA LIVINGSTON MEMORIAL CLINIC,S Main St,Cold Bay,AK,99571,Aleutians East
"EASTERN ALEUTIAN TRIBES, INC.",3380 C St STE 100,Anchorage,AK,99503-3949,Anchorage
KING COVE CLINIC,Solcum Dr,King Cove,AK,99612,Aleutians East
Paul Martin Gundersen Memorial Clinic,General Delivery,Nelson Lagoon,AK,99571-9999,Aleutians East
SAND POINT CLINIC,PO BOX 172,Sand Point,AK,99661-0172,Aleutians East
Ambler Clinic,110 Main Street,Ambler,AK,99786-0110,Northwest Arctic
Esther Barger Memorial Health Clinic,Main St,Noatak,AK,99761,Northwest Arctic
KIANA CLINIC,105 KASSONOF RD,Kiana,AK,99749,Northwest Arctic
KIVALINA CLINIC,101 MAIN STREET,Kivalina,AK,99750,Northwest Arctic
KOBUK CLINIC,101 MAIN STREET,Kobuk,AK,99751,Northwest Arctic
MANIILAQ ASSOCIATION,5th Ave,Kotzebue,AK,99752,Northwest Arctic
Maniilaq Health Center,5th Ave & Ted Stevens Way,Kotzebue,AK,99752,Northwest Arctic
Pauline Aliitchaq Barr Health Clinic,HOUSE STE 40,Deering,AK,99736,Northwest Arctic
POINT HOPE CLINIC,101 MAIN STREET,Point Hope,AK,99766,North Slope
Sally Harvey Memorial Clinic,Tundra Dr,Noorvik,AK,99763,Northwest Arctic
SELAWIK CLINIC,N Tundra St,Selawik,AK,99770,Northwest Arctic
SHUNGNAK CLINIC,Back St,Shungnak,AK,99773,Northwest Arctic
Tigautchiaq Amainiq Health Clinic,Airport Rd,Buckland,AK,99727,Northwest Arctic
Big Lake Clinic,"3261 S Big Lake Rd, #F",Wasilla,AK,99623-9663,Matanuska-Susitna
Bogard Office,5801 E Bogard Rd,Wasilla,AK,99654-4267,Matanuska-Susitna
"Mat-Su Health Services, Inc.",1363 W Spruce Ave,Wasilla,AK,99654-5327,Matanuska-Susitna
Palmer Clinic,"425 E Dahlia Ave, Ste L",Palmer,AK,99645-6463,Matanuska-Susitna
Girdwood Health Clinic,131 Lindblad Ave,Girdwood,AK,99587,Anchorage
KCHC Administration,3248 Mill Bay Rd,Kodiak,AK,99615-7804,Kodiak Island
KODIAK COMMUNITY HEALTH CENTER,1911 E Rezanof Dr,Kodiak,AK,99615-6602,Kodiak Island
Mobile Clinic,1911 E Rezanof Dr,Kodiak,AK,99615-6602,Kodiak Island
Behavioral Health Counseling Center,6000 Kanakanak Rd,Dillingham,AK,99576,Dillingham
BRISTOL BAY AREA HEALTH,6000 Kanakanak Rd,Dillingham,AK,99576,Dillingham
Chignik Bay Clinic,"Main Street, P.O. Box 79",Chignik,AK,99564,Lake and Peninsula
Chignik Lagoon Clinic,Main St,Kenai,AK,99611,Kenai Peninsula
Chignik Lake Clinic,Main Street,Chignik Lake,AK,99548,Lake and Peninsula
GOODNEWS BAY VILLAGE CLINIC,CLINIC ROAD,Goodnews Bay,AK,99589,Bethel
H. Sally Smith Building (Dental Clinic),6000 Kanakanak Rd,Dillingham,AK,99576,Dillingham
Jake's Place,6000 Kanakanak Rd,Dillingham,AK,99576,Dillingham
Kanakanak Hospital,6000 Kanakanak Rd,Dillingham,AK,99576,Dillingham
Manokotak Village Clinic,Main Rd,Manokotak,AK,99628,Dillingham
Perryville Clinic,Main Street,Perryville,AK,99648,Lake and Peninsula
PLATINUM VILLAGE CLINIC,Main St,Quinhagak,AK,99655,Bethel
TOGIAK SUB-REGIONAL  CLINIC,344 MAIN ST  A,Togiak,AK,99678,Dillingham
TWIN HILLS VILLAGE CLINIC,Main St E,Dillingham,AK,99576,Dillingham
Kaktovik Village Clinic,529 5th St,Kaktovik,AK,99747,North Slope
PCHS - KENAI MEDICAL AND BEHAVIORAL HEALTH CENTER,805 Frontage Rd,Kenai,AK,99611-9104,Kenai Peninsula
SEARHC AICS Edna Bay,Sunrise Ln,Ketchikan,AK,99901,Ketchikan Gateway
SEARHC AICS Nakukati Clinic,Naukati Community Church,Ketchikan,AK,99950,Prince of Wales-Hyder
SEARHC AICS Point Baker Clinic,Community Building,Point Baker,AK,99927,Prince of Wales-Hyder
SEARHC AICS Port Protection Clinic,Community Building (1 Main St),Ketchikan,AK,99950,Prince of Wales-Hyder
SEARHC AICS Whale Pass Clinic,Community Building (1 Main St),Ketchikan,AK,99950,Prince of Wales-Hyder
Shungnak Village Clinic,Back St,Shungnak,AK,99773,Northwest Arctic
White Mountain Health Clinic,NaN,White Mountain,AK,99784,Nome
Benteh Nuutah Valley Native Primary Care Center,1001 S Knik Goose Bay Rd,Wasilla,AK,99654-8083,Matanuska-Susitna
Igiugig Village Clinic,Salmon St,King Salmon,AK,99613,Bristol Bay
Kokhanok Village Clinic,Main Rd,Iliamna,AK,99606,Lake and Peninsula
McGrath Regional Health Center,10 DNR Road,Mc Grath,AK,99627,Yukon-Koyukuk
Nikolai Health Clinic,9105 Airport Drive,Nikolai,AK,99691,Yukon-Koyukuk
Nilavena Subregional Clinic,Airport Rd,Iliamna,AK,99606,Lake and Peninsula
Nondalton Health Clinic,PO BOX 69,Nondalton,AK,99640-0069,Lake and Peninsula
Pedro Bay Health Clinic,2516 Mountain Circle,Pedro Bay,AK,99647,Lake and Peninsula
Port Alsworth Health Center,1 Flight Line Rd,Port Alsworth,AK,99653-9801,Lake and Peninsula
Saint Paul Health Center,1000 Polivenia Tpke,Saint Paul Island,AK,99660,Aleutians West
Tyonek Village Clinic,73 C St,Tyonek,AK,99682,Kenai Peninsula
Bethel Family Clinic - Behavioral Health Clinic,631 4th Ave,Bethel,AK,99559,Bethel
Bethel Family Clinic - Dental Clinic,660 3rd Ave,Bethel,AK,99559,Bethel
Bethel Family Clinic - Medical Clinic,430 Main St,Bethel,AK,99559,Bethel
Takotna Health Clinic,1 Main St.,Takotna,AK,99675,Yukon-Koyukuk
Akhiok Health Clinic,125 Airport Way,Kodiak,AK,99615,Kodiak Island
Carolyn Street Facility,323 Carolyn St,Kodiak,AK,99615-6376,Kodiak Island
Kodiak Area Native Association,3449 E Rezanof Dr,Kodiak,AK,99615-6952,Kodiak Island
Larsen Bay Health Clinic,3rd St,Larsen Bay,AK,99624,Kodiak Island
Mill Bay Clinic,2414 Mill Bay Rd,Kodiak,AK,99615-6654,Kodiak Island
Old Harbor Health Clinic,Birch St,Old Harbor,AK,99643,Kodiak Island
Ouzinkie Health Clinic,3rd St & C St,Ouzinkie,AK,99644,Kodiak Island
Port Lions Health Clinic,Malina St,Port Lions,AK,99550,Kodiak Island
Akhiok Village Built Clinic,PO BOX 5009,Akhiok,AK,99615-5009,Kodiak Island
Aleknagik North Shore Village Clinic,73 Main St,Aleknagik,AK,99555,Dillingham
ALEUTIAN/PRIBILOF ISLANDS ASSOCIATION,1131 E Intl Airport Rd,Anchorage,AK,99518-1408,Anchorage
Atka Health Clinic,Kaangux Ln,Atka,AK,99547,Aleutians West
Nikolski Clinic,225 Lakeview Road,Nikolski,AK,99638,Aleutians West
St George Traditional Clinic,934 Main Street,Saint George Island,AK,99591,Aleutians West
Alutiiq Enwia Health Center,3449 E Rezanof Dr,Kodiak,AK,99615-6952,Kodiak Island
Anesia Kudrin Memorial Clinic,PO BOX 113,Akutan,AK,99553-0113,Aleutians East
Anna Livingston Memorial Clinic,Airport Rd,Cold Bay,AK,99571,Aleutians East
Atka Villiage Clinic,900 A Health Lane,Atka,AK,99547,Aleutians West
BRISTOL BAY BOROUGH,Main St,South Naknek,AK,99670,Bristol Bay
"CAMAI COMMUNITY HEALTH CTR, INC.",2 School Rd,Naknek,AK,99633-0089,Bristol Bay
Chignik Lagoon Village Clinic,123 Packers Point Rd.,Chignik Lagoon,AK,99565,Kenai Peninsula
Chignik Lake Village Clinic,2236 Alder Ln.,Chignik Lake,AK,99548,Lake and Peninsula
Dena'ina Health Center,508 Upland St,Kenai,AK,99611-8026,Kenai Peninsula
Egegik Village Clinic,114 Main Street,Egegik,AK,99579,Lake and Peninsula
Ekwok Village Clinic,125 Airport Way,Ekwok,AK,99580,Dillingham
Goodnews Bay Village Clinic,155 Clinic Road,Goodnews Bay,AK,99589,Bethel
Ilanka Community Health Center,705 2nd St,Cordova,AK,99574,Valdez-Cordova
Kanakanak Hospital,6000 Kanakanak Rd,Dillingham,AK,99576,Dillingham
King Salmon Village Clinic,357 Main Street,King Salmon,AK,99613,Bristol Bay
Koliganek Village Clinic,Kokwok Cir,Dillingham,AK,99576,Dillingham
Larsen Bay Village Clinic,3rd St,Larsen Bay,AK,99624,Kodiak Island
Manokotak Village Clinic,Main Rd,Manokotak,AK,99628,Dillingham
Naknek Clinic,Main St,South Naknek,AK,99670,Bristol Bay
Ilanka Community Health Center,705 2nd St,Cordova,AK,99574,Valdez-Cordova
Ilanka Community Health Center - Admin Office,520 2nd St,Cordova,AK,99574,Valdez-Cordova
NATIVE VILLAGE OF EYAK ADMINISTRATION,110 Nicholoff Way,Cordova,AK,99574,Valdez-Cordova
New Stuyahok Village Clinic,Main St,New Stuyahok,AK,99636,Dillingham
Ninilchik Traditional Council Community Clinic,15765 Kingsley Rd,Ninilchik,AK,99639-9759,Kenai Peninsula
Twin Hills Village Clinic,101 Health Corner,Dillingham,AK,99576,Dillingham
Togiak Sub-Regional Clinic,101 Main Street,Togiak,AK,99678,Dillingham
SVT Health & Wellness - Seldovia,206 Main St,Seldovia,AK,99663,Kenai Peninsula
SUNSHINE COMMUNITY HEALTH CENTER,34300 S Talkeetna Spur,Talkeetna,AK,99676,Matanuska-Susitna
SuValley Jr./Sr. High Shool,42728 S Parks Hwy,Talkeetna,AK,99676,Matanuska-Susitna
Talkeetna Elementary School,13930 E Timber Wolf Loop,Talkeetna,AK,99676,Matanuska-Susitna
Willow Community Health Center,24091 W Long Lake Rd,Willow,AK,99688-0519,Matanuska-Susitna
SVT Health & Wellness,880 E End Rd,Homer,AK,99603-7201,Kenai Peninsula
SVT Health & Wellness,206 Main St,Seldovia,AK,99663,Kenai Peninsula
SVT Health and Wellness - Anchor Point,72351 Milo Fritz Ave,Anchor Point,AK,99556,Kenai Peninsula
Port Lions Village Clinic,324 Hillside Dr,Port Lions,AK,99550,Kodiak Island
Port Heiden Village Clinic,2200 James St.,Port Heiden,AK,99549,Lake and Peninsula
Pilot Point Village Clinic,Main St,Pilot Point,AK,99649,Lake and Peninsula
Perryville Village Clinic,78 Main St.,Perryville,AK,99648,Lake and Peninsula
Ouzinkie Village Clinic,3rd St & C St,Ouzinkie,AK,99644,Kodiak Island
Oonalaska Wellness Center,Lavelle Ct,Unalaska,AK,99685,Aleutians West
Old Harbor Village Clinic,Birch St,Old Harbor,AK,99643,Kodiak Island
Alatna Village Clinic,PO BOX 70,Allakaket,AK,99720-0070,Yukon-Koyukuk
Bautista House Adult Rehab,381 4th Ave,Bethel,AK,99559,Bethel
Council of Athabascan Tribal Government Family...,Spruce St,Fort Yukon,AK,99740,Yukon-Koyukuk
Crisis Respite Center,PO BOX 528,Bethel,AK,99559-0528,Bethel
Healy Lake Village Clinic,101 Main Cir,Fairbanks,AK,99714-0007,Fairbanks North Star
"KNA Community Counseling Center, Aniak",PO BOX 155,Aniak,AK,99557-0155,Bethel
Lake Street House - Kotzebue,Lake St,Kotzebue,AK,99752,Northwest Arctic
Mentasta Village Clinic,PO BOX 6019,Mentasta Lake,AK,99780-6019,Southeast Fairbanks
Metlakatla (Arnie Christiansen Crisis Center),Brendible St,Metlakatla,AK,99926,Prince of Wales-Hyder
Morgan Transitional Living,Eddie Hoffman Hwy,Bethel,AK,99559,Bethel
Phillips Ayagnirvik Residential Treatment,324 Radio St,Bethel,AK,99559,Bethel
Pitkas Point Village Clinic,PO BOX 164,Saint Marys,AK,99658-0164,Kusilvak
Portage Creek Village Clinic,General Delivery,Dillingham,AK,99576-9999,Dillingham
Putyuk Childrens' Home - Kotzebue,572 Friends Way,Kotzebue,AK,99752,Northwest Arctic
Red Devil Village Clinic,PO BOX 49,Red Devil,AK,99656-0049,Bethel
Tanana Chiefs Paul Williams House,1340 23rd Ave,Fairbanks,AK,99701-6772,Fairbanks North Star
Tenakee Springs Health Center,D St,Tenakee Springs,AK,99841,Hoonah-Angoon
Ekuk Village Clinic,PO BOX 130,Dillingham,AK,99576-0130,Dillingham
Ivanof Bay Village Clinic,PO BOX 130,Dillingham,AK,99576-0130,Dillingham
