Site Name,Site Address,Site City,Site State,Site Zip Code,County
"Family Health Care Clinic, Inc., --Decatur",1304 13th Ave SE STE A,Decatur,AL,35601-4316,Morgan
"Family Health Care Clinic, Inc., --New Hebron",202 Jefferson St,Newhebron,MS,39140-3809,Lawrence
"Family Health Care Clinic, Inc., --Prentiss",910 Second St,Prentiss,MS,39474-9117,Jefferson Davis
"Family Health Care Clinic, Inc., Calhoun City",105 Legion Ave,Calhoun City,MS,38916-6601,Calhoun
"Family Health Care Clinic, Inc.- - Flowood",1307 Airport Rd N,Flowood,MS,39232-8897,Rankin
"Family Health Care Clinic, Inc.--Grenada",1732 Commerce St,Grenada,MS,38901-4615,Grenada
"Family Health Care Clinic, Inc.--Pelahatchie",100 N Brooks St,Pelahatchie,MS,39145,Rankin
"Family Health Care Clinic, Magee--Head Start",820 Johnson Lockhart Dr NE,Magee,MS,39111-3242,Simpson
"Family Health Care Clinic, Mize--School",125 School Rd,Mize,MS,39116-5637,Smith
"Family Health Care Clinic, Piney Woods--School",5096 Highway 49 S,Braxton,MS,39044,Rankin
"Family Health Care Clinic, Prentiss-Head Start",150 J E Johnson Rd,Prentiss,MS,39474-3101,Jefferson Davis
"Family Health Care Clinic, Tylertown--Head Start",130 E Lexie Rd,Tylertown,MS,39667-5604,Walthall
"Family Health Care Clinic, Tylertown--Head Start",225 Saint Paul Rd,Tylertown,MS,39667-6163,Walthall
"Family Health Care Clinic, Woodville--Head Start",1823 Highway 24 W,Woodville,MS,39669,Wilkinson
"Family Health Care Clinic,Bay Springs--Head Start",298 Highway 18,Bay Springs,MS,39422-5106,Jasper
"Family Health Care Clinics, Inc. --Winona",123 N Front St,Winona,MS,38967-2239,Montgomery
ARMS Carver Health Center,3900 24th St N,Birmingham,AL,35207-2614,Jefferson
ARMS Green Acres Health Center,1220 67th Street Ensley,Birmingham,AL,35228-1430,Jefferson
ARMS Northern Health Center,2817 30th Ave N,Birmingham,AL,35207-4541,Jefferson
ARMS Wenonah Health Center,2800 Wilson Rd SW,Birmingham,AL,35221-1303,Jefferson
Brown Elementary School,4811 Court J,Birmingham,AL,35208-1720,Jefferson
Crestwood Medical Center,7001 Crestwood Blvd STE 822,Irondale,AL,35210-2344,Jefferson
Crestwood Medical Center II,7001 Crestwood Blvd STE 820,Irondale,AL,35210-2343,Jefferson
Ensley Health Center,417 19th Street Ensley,Birmingham,AL,35218-1601,Jefferson
Hayes K-8 Elementary School,505 43rd St N,Birmingham,AL,35222-1417,Jefferson
Huffman High School Magnet,950 Springville Rd,Birmingham,AL,35215-7506,Jefferson
Metro Health Center,712 25th St N,Birmingham,AL,35203-2400,Jefferson
MOBILE HEALTH UNIT,712 25th St N,Birmingham,AL,35203-2400,Jefferson
Washington K-8 School,115 4th Ave S,Birmingham,AL,35205-3023,Jefferson
BAYOU LA BATRE AREA HEALTH DEVELOPMENT B,12701 Padgett Switch Rd,Irvington,AL,36544-4011,Mobile
MOSTELLAR MEDICAL CENTER,12701 Padgett Switch Rd STE A,Irvington,AL,36544-4011,Mobile
MOSTELLAR SUPPORT SERVICES ANNEX,13040 N Wintzell Ave,Bayou La Batre,AL,36509-2166,Mobile
SOUTHWEST ALABAMA HEALTH SERVICE,7777 Highway 43,Mc Intosh,AL,36553-6621,Washington
BIBB MEDICAL ASSOCIATES,208 Pierson Ave,Centreville,AL,35042-2918,Bibb
CHC - Chalkville,2152 Old Springville Rd,Birmingham,AL,35215-4005,Jefferson
CHC - Woodlawn,5720 1st Ave S,Birmingham,AL,35212-2522,Jefferson
Christ Health Center for Servant Leadership - ...,5721 1st Ave N,Birmingham,AL,35212-1603,Jefferson
Christ Health Center Mobile Medical and Dental...,5720 1st Ave S,Birmingham,AL,35212-2522,Jefferson
"Christ Health Center, Inc. - Live Oaks",5804 1st Ave S,Birmingham,AL,35212-2524,Jefferson
EPEDIATRICS AND FAMILY CARE CLINIC,299 Prairie St N,Union Springs,AL,36089-1618,Bullock
FORT PAYNE PEDIATRICS - WATERWORKS,1359 Old Water Works Rd SW,Fort Payne,AL,35968-3347,DeKalb
AIELLO/BUSKEY MEDICAL CENTER,424 S Wilson Ave,Mobile,AL,36610-3910,Mobile
Brewton Family Dental Center,1115 Azalea Pl,Brewton,AL,36426-1318,Escambia
DR. ALBERT THOMAS MEDICAL CENTER,510 S Wilson Ave,Mobile,AL,36610-3912,Mobile
Evergreen Family Medical Center,316 S Main St,Evergreen,AL,36401-3325,Conecuh
Franklin Evergreen Family Health Center,100 Edwina St,Evergreen,AL,36401-3319,Conecuh
Franklin Family Medical Center,103 Elliott St,Brewton,AL,36426-1336,Escambia
Franklin Medical and Dental Express,1303 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,Mobile
FRANKLIN MEDICAL MALL,1303 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,Mobile
"Franklin's Wellness, Smiles and Vision Express",1303 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,Mobile
Frisco City Family Medical Center,53 Mulberry St,Frisco City,AL,36445-4484,Monroe
GILBERTOWN MEDICAL/DENTAL CENTER,140 Front St STE 4,Gilbertown,AL,36908-5510,Choctaw
H.E. Savage Memorial Center,1201 Spring Hill Ave,Mobile,AL,36604-2717,Mobile
J.R. Thomas Wellness and Fitness Center,1361 Dr Martin L King Jr Ave,Mobile,AL,36603-5341,Mobile
LOXLEY FAMILY MEDICAL CENTER,1083 E Relham Dr,Loxley,AL,36551-2406,Baldwin
MAYSVILLE MEDICAL CENTER,1956 Duval St,Mobile,AL,36606-1145,Mobile
North Baldwin Family Health Center,201 Dolive St,Bay Minette,AL,36507-3226,Baldwin
South Baldwin Family Health Center,1628 N McKenzie St,Foley,AL,36535-2273,Baldwin
The Charles White Family Health Center,990 Cody Rd N,Mobile,AL,36608-4833,Mobile
THE HADLEY MEDICAL CENTER,572 Stanton Rd,Mobile,AL,36617-2324,Mobile
West Mobile Family Medical Center,801 S University Blvd STE D,Mobile,AL,36609-2949,Mobile
GROVE HILL HEALTH CARE,295B S Jackson St,Grove Hill,AL,36451-3231,Clarke
Athens Family Health Center,1005 W Market St STE B,Athens,AL,35611-2454,Limestone
"CENTRAL NORTH ALABAMA HEALTH SERVICES, INC.",110 Walker Ave NE,Huntsville,AL,35801-4739,Madison
Huntsville Family Health Center,751 Pleasant Row NW,Huntsville,AL,35816-2537,Madison
Mobile Health Clinic,751 Pleasant Row NW,Huntsville,AL,35816-2537,Madison
New Market Clinic,110 Clinic St,New Market,AL,35761-8507,Madison
Toney Family Health Center,8208 Highway 53,Toney,AL,35773-8582,Madison
HALE COUNTY HOSPITAL CLINIC,508 Greene St,Greensboro,AL,36744-2316,Hale
Citronelle Dental,19260 N Mobile St,Citronelle,AL,36522-2122,Mobile
Citronelle Health Center,19250 N Mobile St,Citronelle,AL,36522-2122,Mobile
Dauphin Island Parkway Health Center,2601 Dauphin Island Pkwy,Mobile,AL,36605-3472,Mobile
Eight Mile Health Center,4009 Saint Stephens Rd,Mobile,AL,36612-1231,Mobile
Family Oriented Primary Health Care Clinic - D...,251 N Bayou St,Mobile,AL,36603-5827,Mobile
Mobile Medical Unit I,251 N Bayou St,Mobile,AL,36603-5827,Mobile
Mobile Medical Unit II,251 N Bayou St,Mobile,AL,36603-5827,Mobile
North Baldwin Rural Health Center,312 Courthouse Sq,Bay Minette,AL,36507-4809,Baldwin
North Mobile Health Center,950 W Coy Smith Hwy,Mount Vernon,AL,36560-3201,Mobile
Semmes Health Center,3810 Wulff Rd E,Semmes,AL,36575-5256,Mobile
Southwest Mobile Health Center,5580 Inn Rd,Mobile,AL,36619-1904,Mobile
USA Children's and Women's Hospital,1700 Center St,Mobile,AL,36604-3301,Mobile
Women's Health Center,248 Cox St,Mobile,AL,36604-3303,Mobile
Aliceville Health and Wellness Center,417 3rd St SE,Aliceville,AL,35442-2799,Pickens
LaBridgette R. Ellis Medical and Dental Center,800 Hall St,Greensboro,AL,36744-2517,Hale
Maude L. Whatley Health Center,2731 Ml King Jr Blvd,Tuscaloosa,AL,35401-5235,Tuscaloosa
Mobile Health Unit,2731 Ml King Jr Blvd,Tuscaloosa,AL,35401-5235,Tuscaloosa
Oakman Student Health and Wellness Center,142 School St,Oakman,AL,35579,Walker
Pickens County Family Practice Center,27340 Highway 86,Gordo,AL,35466-3578,Pickens
SUMTER COUNTY HEALTH CENTER,415 Derby Dr,York,AL,36925-2117,Sumter
Theodore Hendrix Dental Center,2731 Ml King Jr Blvd,Tuscaloosa,AL,35401-5235,Tuscaloosa
Vernon Health Center,230 Hospital Dr,Vernon,AL,35592,Lamar
WHATLEY HEALTH SERVICES @ EUTAW,200 Morrow Ave,Eutaw,AL,35462-1106,Greene
Whatley Health Services at Aliceville,432 5th St NW,Aliceville,AL,35442,Pickens
Whatley Health Services at Carrollton,376 Commerce Ave,Carrollton,AL,35447-2253,Pickens
"Whatley Health Services, Inc. Annex",429 Skyland Blvd STE B8,Tuscaloosa,AL,35405-4061,Tuscaloosa
WHATLEY HEALTH SVS @ SIPSEY,3805 Sipsey Rd,Sipsey,AL,35584,Walker
WHSI Network Support Services Center,2731C Martin Luther King Jr Blvd,Tuscaloosa,AL,35401-5235,Tuscaloosa
MOUNDVILLE MEDICAL ASSOCIATES,40870 Al Highway 69 STE A,Moundville,AL,35474-4367,Hale
Accordia Health - Bayou,13833 Tapia Ave,Bayou La Batre,AL,36509-2515,Mobile
Accordia Health - Rockford,9518 US Highway 231,Rockford,AL,35136-5214,Coosa
Accordia Health – AOP,2400 Gordon Smith Dr,Mobile,AL,36617-2319,Mobile
Accordia Health – COP,2419 Gordon Smith Dr,Mobile,AL,36617-2318,Mobile
Accordia Health – ZOP,7280 Sellers Ln,Mobile,AL,36608-4646,Mobile
Accordia Pediatrics and Pediatric Psychiatry,6908 Providence Park Dr S,Mobile,AL,36695-4600,Mobile
"AltaPointe Health Systems, Inc.",5750A Southland Dr,Mobile,AL,36693-3316,Mobile
Behavioral Health-DEN plus Admin  Church Street,415E Church St NW STE 4,Huntsville,AL,35801-5577,Madison
Thrive Alabama,806 Governors Dr SW STE 206,Huntsville,AL,35801-5133,Madison
Thrive Alabama,301 Governors Dr SW STE 160,Huntsville,AL,35801-5123,Madison
Thrive Alabama Health Education Location,4825 University Sq,Huntsville,AL,35816-1826,Madison
Thrive Behavioral Health - Church Street,415E Church St NW STE 10,Huntsville,AL,35801-5570,Madison
Thrive Mobile Medical Unit,167 Westchester Dr UNIT 1002,Madison,AL,35758-7100,Madison
Mobile Unit,60 Main St N,Section,AL,35771-7168,Jackson
"NORTHEAST ALABAMA HEALTH SERVICES, INC.",309 Taylor St,Scottsboro,AL,35768-2421,Jackson
"NORTHEAST ALABAMA HEALTH SERVICES, INC. - FORT...",3840 Gault Ave N,Fort Payne,AL,35967-5211,DeKalb
"NORTHEAST ALABAMA HEALTH SERVICES, INC. - FYFFE",34617 Al Highway 75,Fyffe,AL,35971-3488,DeKalb
"NORTHEAST ALABAMA HEALTH SERVICES, INC. - NORT...",29810 AL Highway 71,Bryant,AL,35958-5240,Jackson
"NORTHEAST ALABAMA HEALTH SERVICES, INC. - SCOT...",70 Freedom Ln,Scottsboro,AL,35769-3763,Jackson
"Northeast Alabama Health Services, Inc. - Section",60 Main St N,Section,AL,35771-7168,Jackson
"NORTHEAST ALABAMA HEALTH SERVICES, INC. - SKYLINE",21680 AL Highway 79,Scottsboro,AL,35768-5904,Jackson
"Northeast Alabama Health Services, Inc. - Wood...",13624 County Road 8,Woodville,AL,35776-6162,Jackson
J PAUL JONES HOSPITAL RURAL HEALTH CLINIC,319 McWilliams Ave,Camden,AL,36726-1610,Wilcox
WETUMPKA FAMILY RURAL HEALTH CLINIC,815 Jackson Trace Rd,Wetumpka,AL,36092-1504,Elmore
Administrative Offices,820 Franklin St SE Ste A,Huntsville,AL,35801-4310,Madison
HAPPI Health - 813,813 Franklin St SE,Huntsville,AL,35801-4311,Madison
HAPPI Health-Sparkman,2597 Sparkman Dr NW,Huntsville,AL,35810-3868,Madison
HAPPI Health-St. Clair,115 Saint Clair Ave SE,Huntsville,AL,35801-4344,Madison
Abbeville Family Health Center,615 Ozark Rd,Abbeville,AL,36310-2629,Henry
CLAYTON FAMILY HEALTH CENTER,7 Western Byp,Clayton,AL,36016-2013,Barbour
Dothan Family Health Center,4300 W Main St STE 300,Dothan,AL,36305-1313,Houston
DOZIER FAMILY HEALTH CENTER,18131 Dozier Hwy,Dozier,AL,36028-2719,Crenshaw
ENTERPRISE CHILDREN'S CENTER AND FAMILY MEDICINE,105 E Watts St,Enterprise,AL,36330-2511,Coffee
Eufaula Family Health Center,23 Veterans Blvd,Eufaula,AL,36027-4444,Barbour
Geneva Family Health Center,"100 W Lake Professional Park, Ste 3",Geneva,AL,36340-1200,Geneva
NEWTON FAMILY HEALTH CENTER,193 Oates Dr,Newton,AL,36352-4312,Dale
SARHA Doctors Center,1412 Elba Hwy,Troy,AL,36079-6020,Pike
SE ALABAMA RURAL HEALTH ASSOCIATES,1414 Elba Hwy,Troy,AL,36079-6020,Pike
Slocomb Family Health Center,162 S Dalton St,Slocomb,AL,36375-5669,Geneva
Buford L. Rolin Health Clinic,5811 Jack Springs Rd,Atmore,AL,36502-5025,Escambia
Fulton Family Medical,218 Main St,Fulton,AL,36446,Clarke
Physicians Care of Butler,315 E Pushmataha St,Butler,AL,36904-2533,Choctaw
Physicians Care of Camden,24B Camden Byp,Camden,AL,36726-1770,Wilcox
Physicians Care of Grove Hill,127 Clark St Ste C,Grove Hill,AL,36451-3050,Clarke
Physicians Care of Sweet Water,31431 AL Highway 10,Sweet Water,AL,36782-4941,Marengo
Physicians Care of Thomasville,33621 Highway 43,Thomasville,AL,36784-3310,Clarke
Physicians Care Thomasville,33650 Highway 43,Thomasville,AL,36784-3305,Clarke
Alabama,Butler,Butler,Single County,01013,Rural
Alabama,Coffee,Coffee,Single County,01031,Rural
Alabama,Covington,Covington,Single County,01039,Rural
Alabama,Crenshaw,Crenshaw,Single County,01041,Rural
Alabama,Blount,Blount,Single County,01009,Partially Rural
Alabama,Jefferson,Jefferson,Single County,01073,Non-Rural
Alabama,St. Clair,St. Clair,Single County,01115,Partially Rural
Alabama,Cullman,Cullman,Single County,01043,Rural
Bessemer,2201 Arlington Ave,Bessemer,AL,35020-4299,Jefferson
Mobile Health Unit,2201 Arlington Ave,Bessemer,AL,35020-4299,Jefferson
Alabama,Baldwin,Baldwin,Single County,01003,Partially Rural
Alabama,Colbert,Colbert,Single County,01033,Non-Rural
Alabama,Franklin,Franklin,Single County,01059,Rural
Alabama,Lauderdale,Lauderdale,Single County,01077,Non-Rural
FCI - Talladega,565 E Renfroe Rd,Talladega,AL,35160-4811,Talladega
FCI - Aliceville,11070 Highway 14,Aliceville,AL,35442-4702,Pickens
Alabama,Clarke,Clarke,Single County,01025,Rural
Alabama,Conecuh,Conecuh,Single County,01035,Rural
Alabama,Escambia,Escambia,Single County,01053,Rural
Alabama,Monroe,Monroe,Single County,01099,Rural
Alabama,Clay,Clay,Single County,01027,Rural
Alabama,Coosa,Coosa,Single County,01037,Rural
Alabama,Randolph,Randolph,Single County,01111,Rural
Alabama,Talladega,Talladega,Single County,01121,Rural
Alabama,Cherokee,Cherokee,Single County,01019,Rural
Alabama,DeKalb,DeKalb,Single County,01049,Rural
Alabama,Etowah,Etowah,Single County,01055,Partially Rural
Alabama,Autauga,Autauga,Single County,01001,Non-Rural
Alabama,Elmore,Elmore,Single County,01051,Partially Rural
Alabama,Lowndes,Lowndes,Single County,01085,Rural
Alabama,Montgomery,Montgomery,Single County,01101,Non-Rural
Alabama,Barbour,Barbour,Single County,01005,Rural
Alabama,Dale,Dale,Single County,01045,Rural
Alabama,Geneva,Geneva,Single County,01061,Partially Rural
Alabama,Henry,Henry,Single County,01067,Rural
Alabama,Houston,Houston,Single County,01069,Non-Rural
REGIONAL MEDICAL CENTER CLINICS,125 Church St,Georgiana,AL,36033-4268,Butler
BUTLER PRIMARY CARE,300 N College St,Greenville,AL,36037-2025,Butler
Alabama,Mobile,Mobile,Single County,01097,Partially Rural
Alabama,Washington,Washington,Single County,01129,Rural
Alabama,Chambers,Chambers,Single County,01017,Rural
Alabama,Lee,Lee,Single County,01081,Non-Rural
Alabama,Russell,Russell,Single County,01113,Non-Rural
Alabama,Tallapoosa,Tallapoosa,Single County,01123,Rural
Alabama,Bullock,Bullock,Single County,01011,Rural
Alabama,Macon,Macon,Single County,01087,Rural
Alabama,Pike,Pike,Single County,01109,Rural
Alabama,Dallas,Dallas,Single County,01047,Rural
Alabama,Perry,Perry,Single County,01105,Rural
