Site Name,Site Address,Site City,Site State,Site Zip Code,County
La Casa Family Dentistry,200 W Wilshire Blvd STE D,Roswell,NM,88201-0627,Chaves
La Casa Family Health Center,1511 S Grand Ave,Roswell,NM,88203-5407,Chaves
La Casa Family Health Center  ENMU-Roswell Stu...,PO BOX 6000,Roswell,NM,88202-6000,Chaves
La Casa Family Health Center Student Health Se...,1500 S Avenue K,Portales,NM,88130-7400,Roosevelt
La Casa Mobile Dental Clinic Roswell,1511 S Grand Ave,Roswell,NM,88203-5407,Chaves
La Casa SB Dental Program Freshman Campus,1400 Cameo St,Clovis,NM,88101-5401,Curry
La Casa School Based Dental Clinic Clovis Park...,1121 Maple St,Clovis,NM,88101,Curry
La Casa School Based Dental Clinic James Bickl...,500 W 14th St,Clovis,NM,88101-5679,Curry
La Casa School Based Dental Clinic La Casita E...,400 N Davis St,Clovis,NM,88101-7279,Curry
La Casa School Based Dental Clinic Lockwood El...,400 Lockwood Dr,Clovis,NM,88101,Curry
"La Casa School Based Medical/Dental Center, Go...",701 E Country Club Rd,Roswell,NM,88201-7607,Chaves
"La Casa School Based Medical/Dental Center, Me...",1601 E Bland St,Roswell,NM,88203-7900,Chaves
"La Casa School Based Medical/Dental Center, Ro...",500 W Hobbs St,Roswell,NM,88203-1834,Chaves
La Casa School Based Medical/Dental Clinic Clo...,100 Commerce Way,Clovis,NM,88101-4768,Curry
Lindsey-Steiner Elementary School Based Dental,1000 N Avenue M,Portales,NM,88130-5226,Roosevelt
Los Ninos Pediatrics,200 W Wilshire Blvd STE A,Roswell,NM,88201-0627,Chaves
Mountain View Middle School Based Dental,312 E Mountain View Rd,Roswell,NM,88203-0818,Chaves
Nancy Lopez Elementary School Based Dental,1208 E Bland St,Roswell,NM,88203-7114,Chaves
Pecos Elementary School Based Dental,600 E Hobbs St,Roswell,NM,88203-6815,Chaves
Portales High School Based Dental,201 S Knoxville St,Portales,NM,88130-6100,Roosevelt
Portales Junior High School Based Dental,700 E 3rd St,Portales,NM,88130-6025,Roosevelt
Valencia Elementary School Based Dental,1415 S Globe Ave,Portales,NM,88130-6937,Roosevelt
ESCALANTE TEEN WELLNESS CENTER,NM-531,Tierra Amarilla,NM,87575,Rio Arriba
LA CLINICA DEL PUEBLO DE RIO ARRIBA,84 CR-324,Tierra Amarilla,NM,87575,Rio Arriba
LCDP Dunham Clinic,179 State Road 29,Chama,NM,87520-0587,Rio Arriba
LCDP Mobile Unit,84 CR-324,Tierra Amarilla,NM,87575,Rio Arriba
MEMORIAL FAMILY PRACTICE AT ARTESIA GENERAL HOSP,702 N 13th St,Artesia,NM,88210-1166,Eddy
MIMBRES VALLEY MEDICAL GROUP,905 S 8th St STE B,Deming,NM,88030-4037,Luna
SIERRA VISTA COMMUNITY HEALTH CENTER,800 E 9th Ave,T Or C,NM,87901-1954,Sierra
PMS - Academy for Technology &amp; the Classic...,74 A Van Nu PO,Santa Fe,NM,87508-1465,Santa Fe
PMS - Alamogordo Behavioral Health Family Heal...,2360 Indian Wells Rd,Alamogordo,NM,88310-4609,Otero
PMS - Alamogordo Family Health Center,1501 10th St,Alamogordo,NM,88310-5044,Otero
PMS - Amy Biehl Communty School,310 Avenida Del Sur,Santa Fe,NM,87508-1565,Santa Fe
PMS - Artesia Family Health Center,1105 Memorial Dr,Artesia,NM,88210-1189,Eddy
PMS - Artesia Family Health Center PSR,1103 Memorial Dr,Artesia,NM,88210-1189,Eddy
PMS - Aspen Community Magnet School,450 La Madera St,Santa Fe,NM,87501-2420,Santa Fe
PMS - Atalaya Elementary School,721 Camino Cabra,Santa Fe,NM,87505-5964,Santa Fe
PMS - Carlsbad Family Health Center Behavioral...,914 N Canal St,Carlsbad,NM,88220-5110,Eddy
PMS - CARLSBAD FAMILY HLTH CTR,2013 San Jose Blvd,Carlsbad,NM,88220-5426,Eddy
"PMS - CARLSBAD SCHOOL BASED HLTH CTR, THE CAVE",3000 W Church St,Carlsbad,NM,88220-3110,Eddy
PMS - CATRON COUNTY MED CENTER,1 Foster Ln,Reserve,NM,87830,Catron
PMS - Cesar Chavez Elementary School,6251 Jaguar Dr,Santa Fe,NM,87507-1618,Santa Fe
PMS - Chaparral  Family Health Center,204 Angelina Blvd,Chaparral,NM,88081-7558,Otero
PMS - COUNSELOR CLINIC,9837 US-550,Counselor,NM,87018,Sandoval
PMS - Cuba Elementary School,4 School Rd,Cuba,NM,87013-1302,Sandoval
PMS - Cuba Health Center,6349 US Highway 550,Cuba,NM,87013-6032,Sandoval
PMS - Cuba School-Based Health Center,50 County Rd 13,Cuba,NM,87013-0197,Sandoval
PMS - Deming Behavioral Health Health Center,901 W Hickory St,Deming,NM,88030-4046,Luna
PMS - Deming Health Center,300 S Diamond Ave,Deming,NM,88030-3752,Luna
PMS - Desert Sage Academy,351 W Zia Rd,Santa Fe,NM,87505-5724,Santa Fe
PMS - Early College Opportunities (ECO) High S...,2301 W Zia Rd,Santa Fe,NM,87505-7017,Santa Fe
PMS - El Camino Real Academy,2500 S Meadows Rd,Santa Fe,NM,87507-3601,Santa Fe
PMS - Eldorado Community School,2 Avenida Torreon,Santa Fe,NM,87508-8852,Santa Fe
PMS - Espanola Family Wellness Center,1200 N Paseo de Onate,Espanola,NM,87532-2687,Rio Arriba
PMS - ESPERANZA FAMILY HEALTH CENTER,903 5th St APT C,Estancia,NM,87016-1155,Torrance
PMS - Express Care by Presbyterian Medical Ser...,202 E Church St,Carlsbad,NM,88220-6308,Eddy
PMS - FARMINGTON COMM HLTH CTR,1001 W Broadway STE D,Farmington,NM,87401-5638,San Juan
PMS - FARMINGTON COMM HLTH CTR,1001 W Broadway STE E,Farmington,NM,87401-5638,San Juan
PMS - Grants Family Counseling,1040 Sakelares Blvd,Grants,NM,87020-3819,Cibola
PMS - Grants Family Health Center,1217 Bonita St,Grants,NM,87020-2103,Cibola
PMS - HOBBS FAMILY HEALTH CENTER,200 W Lea St,Hobbs,NM,88240-5110,Lea
PMS - Hopewell Family Health Center,1775 Hopewell St,Santa Fe,NM,87505-3896,Santa Fe
PMS - Kearny Elementary School,901 Avenida De Las Campanas,Santa Fe,NM,87507-5369,Santa Fe
PMS - LOVING HEALTH CTR,602 S 4th St,Loving,NM,88256,Eddy
PMS - MAGDALENA AREA HLTH CENTER,801 W 10th St,Magdalena,NM,87825,Socorro
PMS - Mandela International Magnet School,1604 Agua Fria St,Santa Fe,NM,87505-0912,Santa Fe
PMS - Milagro Middle School,341 W Zia Rd,Santa Fe,NM,87505-5724,Santa Fe
PMS - Monte del Sol Charter School,4157 Walking Rain Rd,Santa Fe,NM,87507-0825,Santa Fe
PMS - MOUNTAINAIR FAM HLTH CTR,105 Pinon St W,Mountainair,NM,87036-0049,Torrance
PMS - Nina Otero Community School,5901 Herrera Dr,Santa Fe,NM,87507-2676,Santa Fe
PMS - OJO ENCINO CLINIC,2 Ojo Encino,Cuba,NM,87013,Sandoval
PMS - Ojo Encino Day School,5 Ojo Encino,Cuba,NM,87013,Sandoval
PMS - Ortiz Middle School,4161 S Meadows Rd,Santa Fe,NM,87507-3060,Santa Fe
PMS - Pecos Valley Medical Center,199 NM Highway 50,Pecos,NM,87552,San Miguel
PMS - Pecos Valley Medical Center,199 NM Highway 50,Pecos,NM,87552,San Miguel
PMS - Pecos Valley Medical Center School-Based...,28 Panther Pkwy,Pecos,NM,87552,San Miguel
PMS - QUAY CTY FAMILY HLTH CTR,1302 E Main St,Tucumcari,NM,88401-2508,Quay
PMS - Quemado Health/School-Based Health Center,8 Old Town Loop,Quemado,NM,87829,Catron
PMS - QUESTA HEALTH CENTER,2573 State Hwy 522,Questa,NM,87556,Taos
PMS - Questa Junior/Senior High School,57 Sagebrush Rd,Questa,NM,87556,Taos
PMS - Ramirez Thomas Elementary School,3200 Calle PO Ae Pi,Santa Fe,NM,87507-7767,Santa Fe
PMS - Rio Rancho Family Health Center PSR,224 Unser Blvd NE,Rio Rancho,NM,87124-4044,Sandoval
PMS - RIO RANCHO FAMILY HLTH CTR,184 Unser Blvd NE,Rio Rancho,NM,87124-4045,Sandoval
PMS - Ruidoso Behavioral Health Center,1400 Sudderth Dr,Ruidoso,NM,88345-6103,Lincoln
PMS - SACRAMENTO MTN MEDICAL CTR,74 James Canyon Hwy,Cloudcroft,NM,88317-1139,Otero
PMS - Salazar Elementary School,1231 Apache Ave,Santa Fe,NM,87505-3209,Santa Fe
PMS - Sandoval County Health Commons Dental Se...,1500 Idalia BLDG B,Bernalillo,NM,87004-6303,Sandoval
PMS - Santa Fe Family Health Center,Beckner Rd,Santa Fe,NM,87507,Santa Fe
PMS - Socorro Teen Health Center,1200 Michigan Ave,Socorro,NM,87801,Socorro
PMS - Sweeney Elementary School,501 Airport Rd,Santa Fe,NM,87507-2876,Santa Fe
PMS - TEEN HEALTH CENTER - SANTA FE HS,2100 Yucca St,Santa Fe,NM,87505-5456,Santa Fe
PMS - TEEN HEALTH CENTER-CAPITAL HS,4851 Paseo Del Sol,Santa Fe,NM,87507-3027,Santa Fe
PMS - TORREON  HEALTH CLINIC,2500 NM-197,Cuba,NM,87013,Sandoval
PMS - Torreon Day School,2600 NM-197,Cuba,NM,87013,Sandoval
PMS - TOTAH BEHAVORIAL HLTH AUTHORITY,1615 Ojo Ct,Farmington,NM,87401,San Juan
PMS - TULAROSA MEDICAL CENTER,111 Central Ave,Tularosa,NM,88352-2063,Otero
PMS - Valley Community Health Center,835 Spruce St,Espanola,NM,87532-3455,Rio Arriba
PMS - Valley Community Health Center,835 Spruce St Ste B,Espanola,NM,87532-3455,Rio Arriba
PMS - Veguita Family Health Center,1 Salomon Griego Rd.,Veguita,NM,87062,Socorro
PMS - WESTERN NM MED GRP - THOREAU,15 E Navarre Blvd,Thoreau,NM,87323,McKinley
PMS - WESTERN NM MED GRP-BH - GALLUP,2025 E Aztec Ave,Gallup,NM,87301-4803,McKinley
PMS - Western NM Medical Group - Gallup PSR,2069 E Aztec Ave,Gallup,NM,87301-4803,McKinley
PMS - WESTERN NM MEDICAL GRP - GALLUP,610 N Fifth St,Gallup,NM,87301-5306,McKinley
PMS - Wood Gormley Elementary School,141 E Booth St,Santa Fe,NM,87505-2617,Santa Fe
PMS -ORTIZ MOUNTAIN HLTH CENTER,06B Main St,Cerrillos,NM,87010-9998,Santa Fe
PMS Socorro Mental Health,1200 Highway 60,Socorro,NM,87801-3914,Socorro
PMS- GALLUP TEEN HEALTH CENTER,1055 1/2 Rico St,Gallup,NM,87301,McKinley
PMS-SOCORRO COMM HEALTH CENTER,1300 Enterprise Rd,Socorro,NM,87801-4199,Socorro
PRESBYTERIAN MEDICAL SERVICES,1422 Paseo De Peralta,Santa Fe,NM,87501-4391,Santa Fe
Presbyterian Medical Services Family Health Ce...,2300 Grande Blvd SE,Rio Rancho,NM,87124-1755,Sandoval
Santa Rosa High School School Based Clinic,717 S 4th St,Santa Rosa,NM,88435-2421,Guadalupe
SB-WLV HS MS,1316 S Gonzales St,Las Vegas,NM,87701,San Miguel
Sunrise Clinics - Las Vegas,2020 7th St,Las Vegas,NM,87701-4958,San Miguel
Sunrise Clinics - Raton,411 S 3rd St,Raton,NM,87740-4005,Colfax
Sunrise Clinics - Santa Rosa,117 Camino De Vida STE 300,Santa Rosa,NM,88435-2267,Guadalupe
Sunrise Clinics - Tucumcari,220 S 3rd St,Tucumcari,NM,88401-2802,Quay
Sunrise Clinics-LV2,2515 Ridge Runner Rd,Las Vegas,NM,87701-4972,San Miguel
Tucumcari High School School Based Clinic,1001 S 7th St,Tucumcari,NM,88401,Quay
Vaughn Municipal School,101 W 4th St,Vaughn,NM,88353-1210,Guadalupe
UNION COUNTY HEALTH CENTER,314 N 3rd Ave,Clayton,NM,88415-3302,Union
El Pueblo Health Services,121 Calle del Presidente,Bernalillo,NM,87004-6091,Sandoval
El Pueblo Health Services Behavioral Health,681 S Camino del Pueblo,Bernalillo,NM,87004-5710,Sandoval
School Based Health Center at Bernalillo High ...,148 Spartan Aly BLDG,Bernalillo,NM,87004-6298,Sandoval
RGH CLINIC - PORTALES,42121 US Highway 70,Portales,NM,88130-9054,Roosevelt
NORTHERN NAVAJO MEDICAL CENTER,US-491 N,Shiprock,NM,87420,San Juan
ACOMA-CANONCITO-LAGUNA INDIAN HOSPITAL,80 Veterans Blvd,Cubero,NM,87014,Cibola
Alamo Health Center,60 NM-169,Magdalena,NM,87825,Socorro
Albuquerque Indian Dental Clinic,9169 Coors Blvd NW,Albuquerque,NM,87120-3101,Bernalillo
ALBUQUERQUE INDIAN HEALTH CENTER,801 Vassar Dr NE,Albuquerque,NM,87106-2725,Bernalillo
CANONCITO HEALTH CENTER,129 Medicine Horse Dr,Laguna,NM,87026,Bernalillo
CARRIZOZO HEALTH CENTER,710 E Ave,Carrizozo,NM,88301-8154,Lincoln
COCHITI DENTAL CLINIC,270 Windmill Rd,Cochiti Pueblo,NM,87072,Sandoval
COCHITI HEALTH STATION,255 Cochiti St,Cochiti Pueblo,NM,87072,Sandoval
Crownpoint Healthcare Facility,NM-371 & W Route 9,Crownpoint,NM,87313,McKinley
DZILTH NA O DITH LE HEALTH CENTER,6 Road 7586,Bloomfield,NM,87413-4934,San Juan
FAMILY HEALTH CENTER OF LEA COUNTY,515 E Main St,Hobbs,NM,88240-8119,Lea
First Nations Community Healthsource,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo
GALLUP INDIAN MEDICAL CENTER,516 E Nizhoni Blvd,Gallup,NM,87301-5748,McKinley
HOBBS MEDICAL CLINIC,1923 N Dal Paso St,Hobbs,NM,88240-3023,Lea
ISLETA HEALTH CENTER,1 Sagebrush St SW,Albuquerque,NM,87105-3942,Bernalillo
JEMEZ HEALTH CENTER,110 Sheep Springs Cir,Jemez Pueblo,NM,87024,Sandoval
Jicarilla Health Center,500 N Mundo Dr,Dulce,NM,87528,Rio Arriba
KEWA PUEBLO HEALTH CORPORATION,85 NM-22,Santo Domingo Pueblo,NM,87052,Sandoval
Laguna Health Center,80B Veterans Blvd,Cubero,NM,87014,Cibola
First Nations Community Healthsource - Central,7317 Central Ave NE,Albuquerque,NM,87108-2015,Bernalillo
First Nations Community Healthsource - Truman,625 Truman St NE,Albuquerque,NM,87110-6443,Bernalillo
MESCALERO INDIAN HOSPITAL,318 Abalone Loop,Mescalero,NM,88340-9213,Otero
Navajo Regional Behavioral Health Center,US-491 N,Shiprock,NM,87420,San Juan
New Laguna Community Health Center,6 Basswood Rd,Paraje,NM,87007-1004,Cibola
Picuris Health Location,Goat Springs Rd,Taos,NM,87571,Taos
Pine Hill Health Center,"Route 1-40, BIA Rt. 125",Pinehill,NM,87357,Cibola
PUEBLO PINTADO HEALTH STATION,"43 miles west of Cuba, NM on Navajo Hwy 9",Cuba,NM,87013,Sandoval
San Felipe Health Station,3 Cedar,Algodones,NM,87001,Sandoval
SANDIA HEALTH CENTER,203 Sandia Day School Rd,Bernalillo,NM,87004-9015,Sandoval
SANOSTEE HEALTH STATION,"Navajo Route 34, 30 miles south of Shiprock, NM",Sanostee,NM,87461,San Juan
Santa Ana Health Station,2 Dove Rd,Bernalillo,NM,87004-5906,Sandoval
SANTA CLARA HEALTH CENTER,30 Guachpangue Rd,Espanola,NM,87532-8902,Rio Arriba
Santa Fe Indian Hospital,1700 Cerrillos Rd,Santa Fe,NM,87505-3026,Santa Fe
TAOS-PICURIS INDIAN HEALTH CENTER,Goat Springs Rd,Taos,NM,87571,Taos
THOREAU HEALTH STATION,3 E Navarre Blvd,Thoreau,NM,87323,McKinley
TOADLENA HEALTH STATION,"Navajo Route 19, 55 miles southwest of Shiproc...",Toadlena,NM,87324,San Juan
TOHATCHI HEALTH CENTER,07 Choosgai Drive,Tohatchi,NM,87325,San Juan
ZIA HEALTH STATION,155 Capitol Square Dr,Zia Pueblo,NM,87053-6013,Sandoval
ZUNI INDIAN HOSPITAL,21 B Ave,Zuni,NM,87327,McKinley
