Site Name,Site Address,Site City,Site State,Site Zip Code,County
"CLINCH RIVER HEALTH SERVICES, INC.",17633 Veterans Memorial Hwy STE 101,Dungannon,VA,24245-3929,Scott
"Clinch River Health Services, Inc.",17285 Veterans Memorial Hwy,Dungannon,VA,24245-3937,Scott
"Clinch River Health Services, Inc.",17285 Veterans Memorial Hwy,Dungannon,VA,24245-3937,Scott
Blue Ridge Dental Center,4038 Thomas Nelson Hwy STE B,Arrington,VA,22922-2302,Nelson
"BLUE RIDGE MEDICAL CENTER, INC.",4038 Thomas Nelson Hwy,Arrington,VA,22922-2302,Nelson
Blue Ridge Medical Center--Amherst,210 S Main St,Amherst,VA,24521-2616,Amherst
Blue Ridge Medical Center-Appomattox,624 Jones St,Appomattox,VA,24522-4031,Appomattox
MOBILE CLINIC 2,4038 Thomas Nelson Hwy,Arrington,VA,22922-2302,Nelson
Nelson County High School,6919 Thomas Nelson Hwy,Lovingston,VA,22949-2101,Nelson
Nelson County Middle School,6925 Thomas Nelson Hwy,Lovingston,VA,22949-2101,Nelson
Rockfish River Elementary School,200 Chapel Hollow Rd,Afton,VA,22920-3145,Nelson
Tye River Elementary School,5198 Thomas Nelson Hwy,Arrington,VA,22922-2637,Nelson
Barbara L. Willis Wellness Center,1541 High St,Portsmouth,VA,23704,Portsmouth City
CommuniCare Family Health Center,804 Whitaker Ln,Norfolk,VA,23510-3027,Norfolk City
Healthy Smiles Dental Van #1,1541 High St,Portsmouth,VA,23704-32ND,Portsmouth City
Healthy Smiles Dental Van #2,1541 High St,Portsmouth,VA,23704-32ND,Portsmouth City
Little Creek Family Health Center,7447 Central Business Park Dr,Norfolk,VA,23513-2867,Norfolk City
Mobile Medical Van,1541 High St,Portsmouth,VA,23704-32ND,Portsmouth City
Ocean View Medical and Dental Center,9581 Shore Dr,Norfolk,VA,23518-1711,Norfolk City
Park Place Family Health Center,"155 Kingsley Ln, Ste 320",Norfolk,VA,23505-4629,Norfolk City
Clinical Annex Montgomery,209 Roanoke St STE 4,Christiansburg,VA,24073-3035,Montgomery
Giles Clinic,219 Buchanan St,Pearisburg,VA,24134-1901,Giles
Giles High School Service Site,1825 Wenonah Ave,Pearisburg,VA,24134-2285,Giles
Montgomery Admin Annex,211 Roanoke St,Christiansburg,VA,24073-3051,Montgomery
Montgomery Clinic,215 Roanoke St,Christiansburg,VA,24073-3025,Montgomery
Pulaski County High School Service Site,5414 Cougar Trail Rd BLDG 2,Dublin,VA,24084-3841,Pulaski
Pulaski/Radford Clinic,5826 Ruebush Rd STE B,Dublin,VA,24084-2201,Pulaski
"Kuumba Community Health and Wellness Center, I...",3716 Melrose Ave NW,Roanoke,VA,24017-2716,Roanoke City
"New Horizons Healthcare, Administration Annex",3620 Melrose Ave NW,Roanoke,VA,24017-2714,Roanoke City
"New Horizons Healthcare, Valley View",5060 Valley View Blvd NW,Roanoke,VA,24012-2038,Roanoke City
CARITAS,2220 Stockton St,Richmond,VA,23224-3707,Richmond City
Daily Planet Health Services,511 W Grace St,Richmond,VA,23220-4911,Richmond City
Daily Planet Health Services Mobile Unit,517 W Grace St,Richmond,VA,23220-4911,Richmond City
DAILY PLANET HEALTHCARE FOR THE HOMELESS PROGRAM,517 W Grace St,Richmond,VA,23220-4911,Richmond City
HAMHDS Woodman Center,10299 Woodman Rd,Glen Allen,VA,23060-4419,Henrico
Henrico Area Mental Health and Developmental S...,3908 Nine Mile Rd,Richmond,VA,23223-4913,Henrico
Safe Haven,2864 Hull St,Richmond,VA,23224-3680,Richmond City
THE HEALING PLACE,700 Dinwiddie Ave,Richmond,VA,23224-5522,Richmond City
The Southside Community Health Center of Great...,180 E Belt Blvd,Richmond,VA,23224-1204,Richmond City
STONY CREEK COMMUNITY HEALTH CENTER,12454 Hartley St,Stony Creek,VA,23882-3302,Sussex
Atlantic Community Health Center,5219 Lankford Hwy,New Church,VA,23415-3332,Accomack
Atlantic Community Pharmacy,7001 Lankford Hwy,Oak Hall,VA,23416-2223,Accomack
CHINCOTEAGUE ISLAND COMM HLTH CTR,4049 Main St,Chincoteague Island,VA,23336-2406,Accomack
"Eastern Shore Rural Health System, Inc.",20280 Market St,Onancock,VA,23417-1331,Accomack
Eastville Community Health Center,17068 Lankford Hwy,Cape Charles,VA,23310-4412,Northampton
Express Care,25228 Lankford Hwy,Onley,VA,23418-2812,Accomack
FRANKTOWN COMMUNITY HEALTH CTR,9159 Franktown Rd,Franktown,VA,23354,Northampton
Kiptopeke Dental,24023 Fairview Rd,Cape Charles,VA,23310-2153,Northampton
METOMPKIN SCHOOL DENTAL PROGRAM,24501 Parksley Rd,Parksley,VA,23421-2519,Accomack
Nandua Middle School,20330 Warrior Dr,Onley,VA,23418-3060,Accomack
Occohannock Dental,4208 Seaside Rd,Exmore,VA,23350-2575,Northampton
Onley Community Health Center,20306 Badger Ln,Onancock,VA,23417-1224,Accomack
PUNGOTEAGUE DENTAL PROGRAM,28480 Bobtown Rd,Melfa,VA,23410-3508,Accomack
HIGHLAND MEDICAL CENTER,120 Jackson River Rd,Monterey,VA,24465-2416,Highland
Highland Medical Center School Based Healthcare,240 Myers Moon Rd,Monterey,VA,24465-2102,Highland
AMELIA HEALTHCARE CENTER,8920 Otterburn Rd,Amelia Court House,VA,23002-4854,Amelia
CENTRAL HIGH SCHOOL,131 K V Rd,Victoria,VA,23974-2613,Lunenburg
Dinwiddie Medical Center and Counseling Center,13855 Courthouse Rd,Dinwiddie,VA,23841-2254,Dinwiddie
EMPORIA MEDICAL CENTER,510 N Main St,Emporia,VA,23847-1236,Emporia City
KENBRIDGE ELEMENTARY SCHOOL,215 Nottoway Falls Rd,Kenbridge,VA,23944-3424,Lunenburg
Lunenburg Medical Center,1508 K V Rd,Victoria,VA,23974-2624,Lunenburg
LUNENBURG MIDDLE SCHOOL,583 Tomlinson Rd,Victoria,VA,23974-2628,Lunenburg
SDHS Family Dentistry,1418 6th St,Victoria,VA,23974,Lunenburg
VICTORIA ELEMENTARY SCHOOL,1521 8th St,Victoria,VA,23974-9591,Lunenburg
GPW Health Center - Dumfries,17739 Main St STE 130,Dumfries,VA,22026-3256,Prince William
GPW Health Center - Manassas,9705 Liberia Ave STE 201,Manassas,VA,20110-1744,Prince William
GPW Health Center - Woodbridge,3350 Commission Ct,Woodbridge,VA,22192-1784,Prince William
Western Primary Health Care Van,9444 Taney Rd,Manassas,VA,20110-5933,Manassas City
Maury River Middle School Health Center,600 Waddell St,Lexington,VA,24450-2267,Lexington City
Mobile Medical Unit #1,25 Northridge Ln,Lexington,VA,24450-3399,Rockbridge
Mountain View Family Dentistry,2131 Magnolia Ave,Buena Vista,VA,24416-3111,Buena Vista City
RAHC - Buena Vista,2127 Magnolia Ave,Buena Vista,VA,24416-3111,Buena Vista City
RAHC - Magnolia Square,35 Magnolia Sq STE 9,Lexington,VA,24450-3779,Rockbridge
RAHC Kendal Drive,170A Kendal Dr,Lexington,VA,24450-1786,Rockbridge
RAHC Mobile Dental Unit,25 Northridge Ln,Lexington,VA,24450-3399,Rockbridge
Rockbridge Area Health Center,25 Northridge Ln,Lexington,VA,24450-3399,Rockbridge
Rockbridge County High School Health Center,143 Greenhouse Rd,Lexington,VA,24450-3718,Rockbridge
Fairfax County Health Department,1850 Cameron Glen Dr STE 117,Reston,VA,20190-3363,Fairfax
Loudoun Community Health Center dba HealthWork...,163 Fort Evans Rd NE,Leesburg,VA,20176-4420,Loudoun
Loudoun Community Health Center dba HealthWork...,1141 Elden St STE 300,Herndon,VA,20170-5572,Fairfax
Loudoun Community Health Center dba HealthWork...,13800 Wall Rd STE 055,Herndon,VA,20171-3703,Fairfax
Reston,11484 Washington Plz W,Reston,VA,20190-4344,Fairfax
Sterling,21641 Ridgetop Cir STE 105,Sterling,VA,20166-6597,Loudoun
"Horizon Health Services, Inc. Administrative O...",8314 Main St,Ivor,VA,23866-3433,Southampton
Horizon Pharmacy,328 W Main St,Waverly,VA,23890-3235,Sussex
Ivor Dental Center,8579 Ivor Rd,Ivor,VA,23866-3108,Southampton
Ivor Medical Center,8575 Ivor Rd,Ivor,VA,23866-3108,Southampton
Surry Medical Center,440 Colonial Trl W,Dendron,VA,23839-2205,Surry
Waverly Medical Center,344 W Main St,Waverly,VA,23890-3235,Sussex
Appalachia Family Health Center,536 E Main St,Appalachia,VA,24216-1500,Wise
Council Family Health Center,4124 Council Mountain Rd,Honaker,VA,24260-4994,Buchanan
HAYSI CLINIC,162 Medical Center Blvd,Haysi,VA,24256,Dickenson
HOLSTON FAMILY HEALTH CENTER,306 S Shady Ave,Damascus,VA,24236,Washington
Hurley Family Health Center,10279 Hurley Rd,Hurley,VA,24620,Buchanan
Jonesville Family Health Center,276 Fieldstone Dr,Jonesville,VA,24263-1215,Lee
KONNAROCK FAMILY HEALTH CENTER,20471 Azen Rd,Damascus,VA,24236-4141,Washington
ST. CHARLES CLINIC,241 Monarch Rd,Saint Charles,VA,24282-8122,Lee
ST. CHARLES RESPIRATORY CARE CTR,213 Monarch Rd,Saint Charles,VA,24282-8122,Lee
Stone Mountain Health Services Billing Office,108 Fisher Rd,Jonesville,VA,24263,Lee
Stone Mountain Health Services Data Center,512 Dryden Loop,Dryden,VA,24243-8366,Lee
THOMPSON FAMILY HEALTH CENTER,1721 Lovers Gap Rd,Vansant,VA,24656-9781,Buchanan
Vansant  Respiratory Care Center,1060 Anchorage Cir,Vansant,VA,24656-7021,Buchanan
WESTERN LEE COUNTY HEALTH CLINIC,1446 Dr Thomas Walker Rd,Ewing,VA,24248-8307,Lee
WILLIAM A. DAVIS CLINIC,1389 Dante Rd,Saint Paul,VA,24283-3658,Russell
OLDE TOWNE MEDICAL CENTER,5249 Olde Towne Rd,Williamsburg,VA,23188-8111,James City
Bermuda Medical Center,2740 Bensley Commons Blvd,North Chesterfield,VA,23237-1723,Chesterfield
Greater Fulton Medical Center,1718 Williamsburg Rd,Richmond,VA,23231-3428,Richmond City
Henderson Health Services (VUU),1500 N Lombardy St,Richmond,VA,23220-1711,Richmond City
Northside Medical Center,2809 North Ave STE 206,Richmond,VA,23222-3647,Richmond City
Northside Medical Center &amp; Administration,2809 North Ave,Richmond,VA,23222-3647,Richmond City
Pediatric Medical Center,5855 Bremo Rd STE 302,Richmond,VA,23226-1923,Henrico
South Side Medical Center,101 Cowardin Ave STE 102,Richmond,VA,23224-2078,Richmond City
VERNON J. HARRIS EAST END CHC,719 N 25th St,Richmond,VA,23223-6539,Richmond City
Tri-Area Community Health - Grayson Highlands,6436 Troutdale Hwy,Troutdale,VA,24378-2023,Grayson
Tri-Area Community Health Administrative Office,14168 Danville Pike,Laurel Fork,VA,24352-4022,Carroll
Tri-Area Community Health at Fries,109 Carroll Dr,Fries,VA,24330-4532,Grayson
Tri-Area Community Health at Galax Schools,200 Maroon Tide Dr,Galax,VA,24333-4238,Galax City
Tri-Area Community Health at Stuart,18877 Jeb Stuart Hwy,Stuart,VA,24171-5223,Patrick
Tri-Area Community Health Center at Ferrum,180 Ferrum Mountain Rd,Ferrum,VA,24088-2939,Franklin
Tri-Area Community Health Center at Floyd,140 Christiansburg Pike NE,Floyd,VA,24091-3742,Floyd
Tri-Area Community Health Center at Laurel Fork,14558 Danville Pike,Laurel Fork,VA,24352-3982,Carroll
PATRICK COUNTY FAMILY PRACTICE - STUART,PO BOX 1019,Stuart,VA,24171-1019,Patrick
Bluestone Health Clinic,562 Virginia Ave,Bluefield,VA,24605-1729,Tazewell
CVHS - Petersburg Recovery Center,541 S Sycamore St,Petersburg,VA,23803-5039,Petersburg City
CVHS Brunswick,8380 Boydton Plank Rd,Alberta,VA,23821-2851,Brunswick
CVHS Buckingham,25892 N James Madison Hwy,New Canton,VA,23123-2234,Buckingham
CVHS Caroline,102 W Broaddus Ave STE 200,Bowling Green,VA,22427-9404,Caroline
CVHS Charles City,9950 Courthouse Rd,Charles City,VA,23030-3434,Charles City
CVHS Charlotte,165 Legrande Ave,Charlotte Court House,VA,23923-3747,Charlotte
CVHS Charlottesville,1101 E Jefferson St STE 1,Charlottesville,VA,22902-5353,Charlottesville City
CVHS Children's Dental,17202 Richmond Tpke,Milford,VA,22514-2211,Caroline
CVHS Downtown Petersburg,25 S Union St,Petersburg,VA,23803-4221,Petersburg City
CVHS Farmville,833 Buffalo St STE 200,Farmville,VA,23901-1111,Prince Edward
CVHS Fredericksburg,1965 Emancipation Hwy STE 100,Fredericksburg,VA,22401-6213,Fredericksburg City
CVHS Hopewell-Prince George,4260 Crossings Blvd STE 2,Prince George,VA,23875-1400,Prince George
CVHS King William,11814 King William Rd,Aylett,VA,23009-4103,King William
CVHS Louisa,115 Jefferson Hwy STE 9,Louisa,VA,23093-6563,Louisa
CVHS Petersburg,321 Poplar Dr STE C,Petersburg,VA,23805-9391,Petersburg City
CVHS Peterson,800 Preston Ave,Charlottesville,VA,22903-4420,Charlottesville City
CVHS Southern Albemarle,2256 Irish Rd,Esmont,VA,22937-1945,Albemarle
CVHS Westmoreland,18849 Kings Hwy,Montross,VA,22520-2965,Westmoreland
CVHS- Blue Devils Health Center,400 S Mesa Dr,Hopewell,VA,23860-4138,Hopewell City
CVHS-Crimson Clinic,3101 Johnson Rd,Petersburg,VA,23805-2338,Petersburg City
Westerre Conference Center,3831 Westerre Pkwy,Henrico,VA,23233-1330,Henrico
Amelon Square Immediate Care,200 Amelon Sq,Madison Heights,VA,24572-5981,Amherst
Amherst County Community Health Center,134 Elon Rd,Madison Heights,VA,24572-2536,Amherst
Bedford  Community Dental Center,600 Bedford Ave,Bedford,VA,24523-1966,Bedford
Bedford  Community Health Center,582 Blue Ridge Ave,Bedford,VA,24523-2604,Bedford
JAMES RIVER DENTAL CLINIC,239 Trojan Rd,Madison Heights,VA,24572-5346,Amherst
JOHNSON HEALTH CENTER,320 Federal St,Lynchburg,VA,24504-2306,Lynchburg City
Johnson Health Center - Lynchburg Women's and ...,2402 Atherholt Rd,Lynchburg,VA,24501-2148,Lynchburg City
Johnson Health Center Administration and Facil...,148 Elon Rd,Madison Heights,VA,24572-2538,Amherst
Johnson Health Center Community Dental Program,134 Elon Rd,Madison Heights,VA,24572-2536,Amherst
Johnson Health Center Mobile Medical Van 1,134 Elon Rd,Madison Heights,VA,24572-2536,Amherst
Rustburg Community Health Center,925 Village Hwy,Rustburg,VA,24588-4591,Campbell
Bland County Medical Clinic Dental Clinic,8487 S Scenic Hwy,Bland,VA,24315-4691,Bland
Bland County Medical Clinic Mobile Unit,12301 Grapefield Rd,Bastian,VA,24314-4547,Bland
"BLAND COUNTY MEDICAL CLINIC, INC.",12301 Grapefield Rd,Bastian,VA,24314-4547,Bland
Orchard Creek Clinic,8494 S Scenic Hwy,Bland,VA,24315-5255,Bland
CLINCH VALLEY PHYSICIANS,1 Clinic Dr,Cedar Bluff,VA,24609,Tazewell
COMMUNITY HEALTH CLINIC P C,5705 Redbud Hwy,Honaker,VA,24260,Russell
SCH Migrant Outreach,867 Fairmont Ave,Winchester,VA,22601-4929,Winchester City
SCH Winchester,1330 Amherst St,Winchester,VA,22601-3054,Winchester City
RMC Greenbrier Nephrology Center - Alleghany,117 Mall Rd,Covington,VA,24426-2413,Alleghany
Mid-Atlantic Service Unit,400 N 8th St # G-63,Richmond,VA,23219-4805,Richmond City
5th Street Community Health Center,800 5th St STE A,Lynchburg,VA,24504-2848,Lynchburg City
Clay Street,500 Clay St,Lynchburg,VA,24504-2446,Lynchburg City
Main Street Dental,1016 Main St STE B,Lynchburg,VA,24504-1712,Lynchburg City
Park View,2420 Memorial Ave,Lynchburg,VA,24501-2620,Lynchburg City
Thomson Drive Dental,1927 Thomson Dr,Lynchburg,VA,24501-1008,Lynchburg City
Upper Mattaponi Health Center,7864 Richmond Tappahannock Hwy,Aylett,VA,23009-3056,King William
USP - Lee,Hickory Flats Rd,Pennington Gap,VA,24277,Lee
Baskerville Correctional Center,4150 Hayes Mill Rd,Baskerville,VA,23915-1720,Mecklenburg
Buckingham Correctional Center,1349 Correctional Center Rd,Dillwyn,VA,23936-3552,Buckingham
Haynesville Correctional Center,421 Barnfield Rd,Warsaw,VA,22572-3394,Richmond
Sussex I State Prison,24414 Musselwhite Rd,Waverly,VA,23891-1111,Sussex
Sussex II State Prison,24427 Musselwhite Drive,Waverly,VA,23891-0001,Sussex
Red Onion State Prison,10800 H Jack Rose Hwy,Pound,VA,24279,Wise
River North Correctional Center,329 Dellbrook Ln,Independence,VA,24348-3705,Grayson
CF-Pocahontas State Correctional Center,920 Old River Rd,Pocahontas,VA,24635,Tazewell
CF-Wallens Ridge State Prison,272 Dogwood Dr,Big Stone Gap,VA,24219-3820,Wise
Coffeewood Correctional Center,12352 Coffeewood Dr,Mitchells,VA,22729-2046,Culpeper
Indian Creek Corrections Center,801 Sanderson Rd,Chesapeake,VA,23322-2075,Chesapeake City
Augusta Correctional Center,1821 Estaline Valley Rd,Craigsville,VA,24430-2520,Augusta
Greensville Correctional Center,901 Corrections Way,Jarratt,VA,23867,Greensville
Keen Mountain Correctional Center,3402 Kennel Gap Rd,Oakwood,VA,24631,Buchanan
Lunenburg Correctional Center,690 Falls Rd,Victoria,VA,23974-2213,Lunenburg
State Farm Correctional Center,3500 Woods Way,State Farm,VA,23160-0004,Goochland
Deerfield Correctional Center,21360 Deerfield Dr,Capron,VA,23829-2839,Southampton
Dillwyn Correctional Center,1522 Prison Rd,Dillwyn,VA,23936-3600,Buckingham
Bland Correctional Center,256 Bland Farm Rd,Bland,VA,24315-4960,Bland
Green Rock Correctional Center,475 Green Rock Ln,Chatham,VA,24531-5410,Pittsylvania
CF-Lawrenceville Correctional Center,1607 Planters Rd,Lawrenceville,VA,23868-3350,Brunswick
Bristol Community Health Center,2195 Euclid Ave STE 6,Bristol,VA,24201-3655,Bristol City
Chilhowie Elementary School,130 E Lee Hwy,Chilhowie,VA,24319-4652,Smyth
Marion MAT,416 E Main St RM 2,Marion,VA,24354-3318,Smyth
Meadowview Health Clinic Services,13168 Meadowview Sq,Meadowview,VA,24361-3328,Washington
Northwood Middle School,156 Long Hollow Rd,Saltville,VA,24370-4140,Smyth
Saltville Elementary School,1013 E Main St,Saltville,VA,24370-3650,Smyth
SALTVILLE MEDICAL CENTER,308 W Main St,Saltville,VA,24370-3112,Smyth
"Southwest Virginia Community Health Systems, Inc.",13191 Glenbrook Ave,Meadowview,VA,24361-3335,Washington
T.K. MCKEE HOSPITAL BUILDING,319 5th Ave,Saltville,VA,24370-3418,Smyth
Tazewell - New Day Recovery,388 Ben Bolt Ave STE 4,Tazewell,VA,24651-5386,Tazewell
Tazewell Community Health Center,386 Ben Bolt Ave,Tazewell,VA,24651-5386,Tazewell
Van Pelt Elementary School,200 Spring Hill Ter,Bristol,VA,24201-1800,Bristol City
VIrginia High School,650 Long Crescent Dr,Bristol,VA,24201-3690,Bristol City
St. Brides Correctional Center,701 Sanderson Rd,Chesapeake,VA,23322-2073,Chesapeake City
SMH-Northern Virginia Mental Health Institute,3302 Gallows Rd,Falls Church,VA,22042-3353,Fairfax
