Site Name,Site Address,Site City,Site State,Site Zip Code,County
Equitas Health Mobile Unit #1,750 E Long St STE 3000,Columbus,OH,43203-1874,Franklin
Equitas Health Pharmacy Dayton,1222 S Patterson Blvd STE 110,Dayton,OH,45402-2643,Montgomery
Equitas Health Pharmacy King Lincoln,736 E Long St,Columbus,OH,43203-1845,Franklin
Equitas Health Short North,1033 N High St,Columbus,OH,43201-2409,Franklin
Capital Park Family Health Center at Innis Road,2365 Innis Rd,Columbus,OH,43224-3730,Franklin
Heart of Ohio Family Health at Canal Winchester,3601 Gender Rd,Canal Winchester,OH,43110-9739,Franklin
Heart of Ohio Family Health at James B. Feibel...,5000 E Main St,Columbus,OH,43213-2440,Franklin
Heart of Ohio Family Health at Mount Carmel,5969 E Broad St STE 300,Columbus,OH,43213-1539,Franklin
Heart of Ohio Family Health at Whitehall Yearl...,675 S Yearling Rd STE 100,Whitehall,OH,43213-2800,Franklin
Heart of Ohio Family Health OB-GYN at St. Ann&...,495 Cooper Rd STE 420,Westerville,OH,43081-8723,Franklin
Aid Family Medical Center,13804 State Route 141,Kitts Hill,OH,45645-8848,Lawrence
Chesapeake Family Medical Center,717 3rd Ave,Chesapeake,OH,45619-1074,Lawrence
Ironton Health Care Campus,1408 Campbell Dr,Ironton,OH,45638-2301,Lawrence
Ironton-Lawrence County Community Action Organ...,305 N 5th St,Ironton,OH,45638-1578,Lawrence
Nancy's Place,115 N 3rd St,Ironton,OH,45638-1471,Lawrence
One Stop Family Medical Center,120 N 3rd St,Ironton,OH,45638-1574,Lawrence
Proctorville Health Care Center,10777 County Road 107,Proctorville,OH,45669-8130,Lawrence
Rock Hill Schools,2325C County Road 26,Ironton,OH,45638-8385,Lawrence
Rock Hill Schools - Elementary Office,2676 County Road 26 Rm 628,Ironton,OH,45638-8315,Lawrence
Rock Hill Schools - High School Office,2415 County Road 26 RM 116B,Ironton,OH,45638-9050,Lawrence
Rock Hill Schools - Middle School Office,2171 County Road 26 RM 112B,Ironton,OH,45638-8386,Lawrence
South Point Family Medical Center,55 Township Road 508 E,South Point,OH,45680-7276,Lawrence
LCHD-Middle Ave,801 Middle Ave,Elyria,OH,44035-5805,Lorain
Lorain County Health & Dentistry,1205 Broadway,Lorain,OH,44052-3409,Lorain
Lorain County Health &amp; Dentistry at The No...,6140 S Broadway,Lorain,OH,44053-3821,Lorain
Lorain County Health and Dentistry,3745 Grove Ave,Lorain,OH,44055-2734,Lorain
Oberlin,260 S Main St,Oberlin,OH,44074-1773,Lorain
Wilkes Villa Public Housing,105 Louden Ct,Elyria,OH,44035-8027,Lorain
German Village,1560 S High St,Columbus,OH,43207-1803,Franklin
Hope Resource Center,496 S Wheatland Ave RM Llchc,Columbus,OH,43204-3110,Franklin
Jordan&#39;s Crossing Resource Center,342 N Hague Ave Rm Llchc,Columbus,OH,43204-3403,Franklin
Lower Lights Christian Health Center,1160 W Broad St,Columbus,OH,43222-1352,Franklin
Lower Lights Health Newark,69 S Terrace Ave,Newark,OH,43055-1355,Licking
Lower Lights Linden,2028 Cleveland Ave,Columbus,OH,43211-2214,Franklin
Sanctuary Night,1195 Sullivant Ave RM Llchc,Columbus,OH,43223-1350,Franklin
The Nursing Center for Family Health,777 W State St STE 201,Columbus,OH,43222-1523,Franklin
Vineyard Cooper Road,6000 Cooper Rd,Westerville,OH,43081-8984,Franklin
Walnut Street Health Center,773 S Walnut St,Marysville,OH,43040-1643,Union
Health Center at Faith Mission,245 N Grant Ave,Columbus,OH,43215-2641,Franklin
Ann B Reichsman Community Health Center,3545 Ridge Rd STE 2,Cleveland,OH,44102-5465,Cuyahoga
Detroit Shoreway Community Health Center,6412 Franklin Blvd,Cleveland,OH,44102-3153,Cuyahoga
Neighborhood Family Practice - Barton Senior C...,14306 Detroit Ave RM A,Lakewood,OH,44107-4417,Cuyahoga
Neighborhood Family Practice Administrative Of...,4115 Bridge Ave,Cleveland,OH,44113-3304,Cuyahoga
North Coast Community Health Center,11906 Madison Ave,Lakewood,OH,44107-5027,Cuyahoga
Puritas Community Health Center  (Relocation),14625 Puritas Ave,Cleveland,OH,44135-2815,Cuyahoga
Ridge Community Health Center,3569 Ridge Rd,Cleveland,OH,44102-5443,Cuyahoga
Tremont Community Health Center,2358 Professor Ave,Cleveland,OH,44113-4630,Cuyahoga
COLLINWOOD HEALTH CENTER,15322 Saint Clair Ave,Cleveland,OH,44110-3043,Cuyahoga
EAST CLEVELAND HEALTH CENTER,15201 Euclid Ave,Cleveland,OH,44112-2803,Cuyahoga
HOUGH HEALTH CENTER,8300 Hough Ave,Cleveland,OH,44103-4247,Cuyahoga
Miles Broadway Health Center,9127 Miles Ave,Cleveland,OH,44105-6136,Cuyahoga
NEON Administration Center,4800 Payne Ave,Cleveland,OH,44103-2443,Cuyahoga
NEON Dental Mobile Unit,15320 Euclid Ave,East Cleveland,OH,44112-2806,Cuyahoga
NORWOOD HEALTH CENTER,1468 E 55th St,Cleveland,OH,44103-1307,Cuyahoga
Panther Wellness Center -Euclid SBHC,711 E 222nd St,Euclid,OH,44123-2033,Cuyahoga
SOUTHEAST HEALTH CENTER,13301 Miles Ave,Cleveland,OH,44105-5521,Cuyahoga
ST. CLAIR HEALTH CENTER,10505 Saint Clair Ave STE 101,Cleveland,OH,44108-1973,Cuyahoga
SUPERIOR HEALTH CENTER,12100 Superior Ave,Cleveland,OH,44106-1444,Cuyahoga
Coal Grove Clinic,225 Carlton Davidson Ln,Coal Grove,OH,45638-2924,Lawrence
Portsmouth Clinic,901 Washington St,Portsmouth,OH,45662-3944,Scioto
Portsmouth Square,1662 11th St,Portsmouth,OH,45662-4526,Scioto
West Union Clinic,192 Chestnut Ridge Rd,West Union,OH,45693-9584,Adams
SHI Ashtabula Family Health Center,510 W 44th St STE 2,Ashtabula,OH,44004-6889,Ashtabula
Signature Health - Wickliffe,2255 Rockefeller Rd Ste E,Wickliffe,OH,44092-2020,Lake
Signature Health Ashtabula Health Center,4726 Main Ave,Ashtabula,OH,44004-6929,Ashtabula
Signature Health Central Fill Pharmacy and Lab,53 S Saint Clair St,Painesville,OH,44077-3418,Lake
Signature Health Maple Heights Health Center,21100 Southgate Park Blvd,Maple Heights,OH,44137-3004,Cuyahoga
Signature Health Mobile Clinic,4726 Main Ave,Ashtabula,OH,44004-6929,Ashtabula
Signature Health Painesville Health Center,54 S State St,Painesville,OH,44077-3445,Lake
"Signature Health, Inc. Administration and Will...",38879 Mentor Ave,Willoughby,OH,44094-7992,Lake
"Signature Health, Inc. Administrative Location",7232 Justin Way,Mentor,OH,44060-4881,Lake
"Signature Health, Inc. Connections Location",24200 Chagrin Blvd,Beachwood,OH,44122-5550,Cuyahoga
"Signature Health, Inc. Willoughby Clinic",38882 Mentor Ave,Willoughby,OH,44094-7875,Lake
Signature Lakewood Health Center,"14701 Detroit Ave, Ste 620",Lakewood,OH,44107-4180,Cuyahoga
FOH Men's Shelter- Dental Site,924 E Main St,Columbus,OH,43205-2338,Franklin
Franklin Station Health Center,524 W Broad St,Columbus,OH,43215-2775,Franklin
Mobile Coach,16 W Long St,Columbus,OH,43215-2815,Franklin
Shadyside School-Based Health Center Site,3795 Leona Ave,Shadyside,OH,43947-1367,Belmont
Southeast Healthcare - Front Street,86 N Front St,Columbus,OH,43215-2836,Franklin
Southeast Healthcare -Carrollton Health Center,783 Jones Ave NW,Carrollton,OH,44615-9434,Carroll
Southeast Healthcare -New Philadelphia Health ...,344 W High Ave,New Philadelphia,OH,44663-2152,Tuscarawas
"Southeast Inc., Long Street",16 W Long St,Columbus,OH,43215-2815,Franklin
"Southeast Inc., Long Street Admin",16 W Long St STE A,Columbus,OH,43215-2815,Franklin
"Southeast Inc., Mobile Medical Unit - Eastern ...",68353 Bannock Rd,Saint Clairsville,OH,43950-9736,Belmont
"Southeast, Inc. - Cadiz Health Center",243 S Main St,Cadiz,OH,43907-1131,Harrison
"Southeast, Inc. - Delaware Health Center",824 Bowtown Rd,Delaware,OH,43015-9661,Delaware
"Southeast, Inc. - Martins Ferry Health Center",301 Walnut St,Martins Ferry,OH,43935-1429,Belmont
"Southeast, Inc. - Merion Village Health Center",1455 S 4th St,Columbus,OH,43207-1011,Franklin
"Southeast, Inc. - Near East Side Health Center",720 E Broad St STE 101,Columbus,OH,43215-3989,Franklin
"Southeast, Inc. - St. Clairsville",68353 Bannock Rd,Saint Clairsville,OH,43950-9736,Belmont
"Southeast, Inc. - Woodsfield Health Center",37990 Airport Rd,Woodsfield,OH,43793-9247,Monroe
Van Buren Health Clinic,595 Van Buren Dr,Columbus,OH,43223-2230,Franklin
Centerpoint Health Administrative Site,4220 Grand Ave STE B,Middletown,OH,45044-6129,Butler
Centerpoint Health Dental Franklin,333 Conover Dr STE D,Franklin,OH,45005-1900,Warren
Centerpoint Health Medical Franklin,333 Conover Dr STE B,Franklin,OH,45005-1900,Warren
Centerpoint Health Middletown,231 N Breiel Blvd,Middletown,OH,45042-3807,Butler
Centerpoint Norwood SBHC,2020 Sherman Ave STE 202,Cincinnati,OH,45212-2616,Hamilton
CPH Administrative Site,3420 Atrium Blvd STE 102,Middletown,OH,45005-5186,Warren
CAA East Liverpool Campus Building #2,16494 Saint Clair Ave,East Liverpool,OH,43920-9124,Columbiana
CAA Health Center at Salem,2376 Southeast Blvd,Salem,OH,44460-3472,Columbiana
"CAA Health, Behavioral Health, and Dental Cent...",16480 Saint Clair Ave,East Liverpool,OH,43920-9124,Columbiana
DBA LISBON COMMUNITY HEALTH CENTER,7880 Lincole Pl,Lisbon,OH,44432-8322,Columbiana
DBA LISBON COMMUNITY HEALTH CENTER,7880 Lincole Pl,Lisbon,OH,44432-8322,Columbiana
Salineville Community Health Center at Melhorn,103 W Main St,Salineville,OH,43945-1048,Columbiana
THE COMMUNITY DENTAL CENTER,38722 Saltwell Rd,Lisbon,OH,44432-8303,Columbiana
Five Rivers Family Health Center,2261 Philadelphia Dr,Dayton,OH,45406-1814,Montgomery
Five Rivers Greene County Health Center,360 Wilson Dr STE 150,Xenia,OH,45385-1871,Greene
Five Rivers Health Centers at St. Vincent de Paul,120 W Apple St STE C,Dayton,OH,45402-2617,Montgomery
Five Rivers Health Centers Edgemont Campus,721 Miami Chapel Rd,Dayton,OH,45417-4650,Montgomery
Five Rivers Health Centers Roosevelt Health Ce...,1923 W 3rd St,Dayton,OH,45417-2565,Montgomery
Five Rivers Health Centers Star Pediatrics,1659 W 2nd St,Xenia,OH,45385-4205,Greene
Five Rivers Health Centers Trotwood Madison He...,3594 N Snyder Rd,Dayton,OH,45426-3835,Montgomery
Five Rivers Samaritan Homeless Clinic,921 S Edwin C Moses Blvd,Dayton,OH,45417-3464,Montgomery
Forest Park Health Center,924 Waycross Rd,Cincinnati,OH,45240-3022,Hamilton
Greater Cincinnati Behavioral Health Services,1501 Madison Rd,Cincinnati,OH,45206-1706,Hamilton
Lincoln Heights Health Center,43 E Main St,Amelia,OH,45102-1993,Clermont
Lockland School District,1401 Steffen Ave,Cincinnati,OH,45215-2338,Hamilton
Mt. Healthy  School Based Health Center,210 N Cooper Ave,Lockland,OH,45215-3011,Hamilton
Mt. Healthy Family Practice Center,8101 Hamilton Ave Rm 112,Mount Healthy,OH,45231-2323,Hamilton
Viking School Based Health Center,1411 Compton Rd,Mount Healthy,OH,45231-3559,Hamilton
Winton Woods City School District,100 Viking Way Rm 1520,Cincinnati,OH,45246-1139,Hamilton
ELMWOOD PLACE ELEMENTARY SBHC,1510 California Ave,Cincinnati,OH,45237-5621,Hamilton
ST. BERNARD ELEMENTARY SBHC,400 Maple St,Elmwood Place,OH,45216-2128,Hamilton
ST. BERNARD ELMWOOD PLACE HS SBH,4515 Tower Ave,Cincinnati,OH,45217-1723,Hamilton
WinMed City West,4615 Tower Ave,Cincinnati,OH,45217-1724,Hamilton
WinMed-Cincinnati-Hamilton County Community Ac...,1019 Linn St,Cincinnati,OH,45203-1314,Hamilton
WINTON HILLS ACADEMY ELEMENTARY,1740 Langdon Farm Rd,Cincinnati,OH,45237-1157,Hamilton
"WINTON HILLS MEDICAL AND HEALTH CENTER, INC.",5300 Winneste Ave,Cincinnati,OH,45232-1133,Hamilton
Woodward Career Technical High School,5275 Winneste Ave,Cincinnati,OH,45232-1130,Hamilton
Crossroad Health Center - Taft,5 E Liberty St,Cincinnati,OH,45202-8202,Hamilton
Crossroad Heath Center West,270 Southern Ave,Cincinnati,OH,45219-3023,Hamilton
Rothenberg Preparatory Academy School-Based He...,2170 Anderson Ferry Rd,Cincinnati,OH,45238-3328,Hamilton
Aiken High School,2030 Fairfax Ave,Cincinnati,OH,45207-1943,Hamilton
Ambrose H. Clement,5641 Belmont Ave,Cincinnati,OH,45224-3101,Hamilton
Ambrose H. Clement Health Center (Avondale),3101 Burnet Ave,Cincinnati,OH,45229-3014,Hamilton
Bobbie Sterne Health Center (formerly Elm Street),3559 Reading Rd STE 101,Cincinnati,OH,45229-2689,Hamilton
Braxton F. Cann Memorial Medical Center,1525 Elm St,Cincinnati,OH,45202-6957,Hamilton
City of Cincinnati Health Department/Administr...,5818 Madison Rd,Cincinnati,OH,45227-1708,Hamilton
Crest Smile Shoppe,3101 Burnet Ave,Cincinnati,OH,45229-3014,Hamilton
Crossroad Health Center Harrison,612 Rockdale Ave,Cincinnati,OH,45229-2919,Hamilton
Deaconess Health Check at Western Hills,10450 New Haven Rd,Harrison,OH,45030-2780,Hamilton
Ethel M. Taylor Academy,2146 Ferguson Rd,Cincinnati,OH,45238-3720,Hamilton
John P. Parker,1930 Fricke Rd,Cincinnati,OH,45225-1200,Hamilton
Millvale at Hopple Street Health Center,5051 Anderson Pl,Cincinnati,OH,45227-1601,Hamilton
Mt. Airy,2750 Beekman St,Cincinnati,OH,45225-2049,Hamilton
Northside Health Center,5730 Colerain Ave,Cincinnati,OH,45239-6714,Hamilton
Oyler Community Learning Center,3917 Spring Grove Ave,Cincinnati,OH,45223-3302,Hamilton
Price Hill Health Center,2121 Hatmaker St,Cincinnati,OH,45204-1947,Hamilton
Riverview East,2136 W 8th St,Cincinnati,OH,45204-2052,Hamilton
Roberts Paideia,3555 Kellogg Ave,Cincinnati,OH,45226-2180,Hamilton
Roll Hill Academy,1702 Grand Ave,Cincinnati,OH,45214-1502,Hamilton
Taft High School,2411 Baltimore Ave,Cincinnati,OH,45225-1001,Hamilton
The Children's Home of Cincinnati,420 Ezzard Charles Dr,Cincinnati,OH,45214-2806,Hamilton
Withrow Community Learning Center,5051 Duck Creek Rd,Cincinnati,OH,45227-1440,Hamilton
Community Health Centers of Greater Dayton - A...,6255 Chambersburg Rd,Huber Heights,OH,45424-3873,Montgomery
Community Health Centers of Greater Dayton - C...,5 S Alex Rd,Miamisburg,OH,45342-4471,Montgomery
Community Health Centers of Greater Dayton - C...,4134 Linden Ave STE 200,Dayton,OH,45432-3035,Montgomery
Community Health Centers of Greater Dayton - C...,1323 W 3rd St,Dayton,OH,45402-6714,Montgomery
Community Health Centers of Greater Dayton - E...,2349 Stanley Ave,Dayton,OH,45404-1201,Montgomery
Community Health Centers of Greater Dayton - M...,2132 E 3rd St,Dayton,OH,45403-1991,Montgomery
Community Health Centers of Greater Dayton - P...,4290 N James H Mcgee Blvd,Dayton,OH,45417-9536,Montgomery
Community Health Centers of Greater Dayton at ...,1074 Patterson Rd,Dayton,OH,45420-1522,Montgomery
Community Health Centers of Greater Dayton at ...,3805 Kings Hwy RM C,Dayton,OH,45406-3577,Montgomery
Holland Health Care,430 Nebraska Ave,Toledo,OH,43604-8540,Lucas
HURON STREET WOMEN'S CENTER,225 N Irwin Rd,Holland,OH,43528-9745,Lucas
Jones Leadership Academy of Business,923 N Huron St,Toledo,OH,43604-1715,Lucas
Laskey Family Health Center,615 Division St,Toledo,OH,43604-8400,Lucas
Michigan Street Healthcare Center,2658 W Laskey Rd,Toledo,OH,43613-3288,Lucas
MILDRED BAYER CLINIC HOMELESS,237 N Michigan St,Toledo,OH,43604-5613,Lucas
Navarre Park Family Care Center,2101 Jefferson Ave,Toledo,OH,43604-5117,Lucas
NEIGHBORHOOD HEALTH ASSOCIATION OF TOLEDO,1020 Varland Ave,Toledo,OH,43605-3245,Lucas
Nexus Health Care,313 Jefferson Ave,Toledo,OH,43604-1004,Lucas
NHA Senior Care Clinic,1415 Jefferson Ave,Toledo,OH,43604-5827,Lucas
SOUTH SIDE COMMUNITY HEALTH CTR,1 Aurora L Gonzalez Dr,Toledo,OH,43609-2783,Lucas
The Access Center,732 South Ave,Toledo,OH,43609-2768,Lucas
Toledo School for the Arts,117 Main St,Toledo,OH,43605-2091,Lucas
Unison Behavioral Health Center,333 14th St,Toledo,OH,43604-5459,Lucas
Unison Behavioral Health Center,544 E Woodruff Ave,Toledo,OH,43604-5342,Lucas
Administration - 201 Hospital Drive,204 S Bellevue Ave,Dover,OH,44622-9405,Tuscarawas
Family Health Behavioral Health and Wellness,702 N Main St,Arcanum,OH,45304-1421,Darke
FAMILY HEALTH SERVICES OF DARKE COUNTY,1101 Jackson St STE C,Greenville,OH,45331-1396,Darke
New Madison Medical Center,5735 Meeker Rd,Greenville,OH,45331-1180,Darke
VERSAILLES MEDICAL CENTER SITE,101 Anderson St,New Madison,OH,45346-9715,Darke
Bowsher Health Center,441 E 8th St,Lima,OH,45804-2482,Allen
Bryan - Mobile Health Van,2200 Arlington Ave,Toledo,OH,43614-2688,Lucas
Bryan Community Health Center,228 S Main St,Bryan,OH,43506-1755,Williams
Bulldog Health Center,228 S Main St,Bryan,OH,43506-1755,Williams
Defiance Community Health Center,2400 Collingwood Blvd,Toledo,OH,43620-1152,Lucas
Defiance Community Health Center,211 Biede Ave,Defiance,OH,43512-2408,Defiance
Dr. Gene Wright Community Health Center,1018 Ralston Ave,Defiance,OH,43512-5312,Defiance
Dr. Wilfred Ellis Building,441 E 8th St,Lima,OH,45804-2482,Allen
Health Partners - Quick Care,329 N West St,Lima,OH,45801-4331,Allen
HPWO Mobile Health Van 3,1550 N Main St,Lima,OH,45801-2823,Allen
Kenton Community Health Center,1 Spartan Way,Lima,OH,45801-4561,Allen
New Carlisle Community Health Center,111 W Espy St,Kenton,OH,43326-2117,Hardin
Old West End Community Health Center,106 N Main St,New Carlisle,OH,45344-1835,Clark
Perry Health Center,2244 Collingwood Blvd,Toledo,OH,43620-1147,Lucas
Rams Health Center,2770 E Breese Rd,Lima,OH,45806-9743,Allen
Riverside Community Health Center,222 Mctigue Dr,Toledo,OH,43615-5164,Lucas
Spartan Health Center,405 Woodville Rd,Toledo,OH,43605-2381,Lucas
Start Health Center,1 Spartan Way,Lima,OH,45801-4561,Allen
Tiffin Community Health Center,2010 Tremainsville Rd,Toledo,OH,43613-3947,Lucas
Waite Health Center,1344 W Seneca Ave,Tiffin,OH,44883-2652,Seneca
Whitmer Health Center,301 Morrison Dr,Toledo,OH,43605-2124,Lucas
Wildcat Elementary Health Center,5601 Clegg Dr,Toledo,OH,43613-2022,Lucas
Wildcat Health Center,631 Silver St,Kenton,OH,43326-1499,Hardin
Woodward Health Center,200 Harding Ave,Kenton,OH,43326-1669,Hardin
HealthSource Batavia Family Practice &amp; Pha...,8000 5 Mile Rd STE 207,Cincinnati,OH,45230-2187,Hamilton
Healthsource Batavia Ob/Gyn,2055 Hospital Dr STE 130,Batavia,OH,45103-1978,Clermont
HealthSource Eastgate Pediatrics,2055 Hospital Dr STE 220,Batavia,OH,45103-1969,Clermont
HealthSource Felicity,4627 Aicholtz Rd,Cincinnati,OH,45244-1447,Clermont
HealthSource Georgetown,105 Market St STE 100,Felicity,OH,45120-9668,Clermont
HealthSource Goshen,631 E State St,Georgetown,OH,45121-1437,Brown
HealthSource Hillsboro,6696 Goshen Rd STE 324,Goshen,OH,45122-9273,Clermont
HealthSource Lebanon,1108 Northview Dr,Hillsboro,OH,45133-1184,Highland
HealthSource Loveland,1231 Columbus Ave UNIT A1,Lebanon,OH,45036-8196,Warren
HealthSource Mt. Orab,6535 Charles Snider Rd,Loveland,OH,45140-9588,Clermont
HealthSource Mt. Washington,150 Health Partners Cir,Mount Orab,OH,45154-8610,Brown
HealthSource New Richmond,6131 Campus Ln,Cincinnati,OH,45230-1601,Hamilton
"HealthSource of Ohio, Inc.",100 River Valley Blvd,New Richmond,OH,45157-8566,Clermont
HealthSource Seaman,424 Wards Corner Rd STE 200,Loveland,OH,45140-6966,Clermont
HealthSource Washington Court House,218 Stern Rd,Seaman,OH,45679-9607,Adams
HealthSource West Clermont,308 Highland Ave,Washington Court House,OH,43160-1992,Fayette
HealthSource Williamsburg,1341 Clough Pike STE 150,Batavia,OH,45103-2503,Clermont
HealthSource Wilmington,500 S 5th St STE 202,Williamsburg,OH,45176-1017,Clermont
MT ORAB ELEMENTRY/MIDDLE SBHC,140 W Main St,Wilmington,OH,45177-2239,Clinton
SBHC-HAMERSVILLE ELEM/MIDDLE SCH,474 W Main St,Mount Orab,OH,45154-9452,Brown
Cheshire REACH,215 Columbus Rd STE 106,Athens,OH,45701-1373,Athens
Chillicothe Admin 2,8323 State Route 7 N,Cheshire,OH,45620-9001,Gallia
Columbus Road,77 E Water St STE 202,Chillicothe,OH,45601-2586,Ross
Eastern School Based Clinic,141 Columbus Rd,Athens,OH,45701-1315,Athens
Federal Hocking School Health Center,38900 State Route 7,Reedsville,OH,45772,Meigs
Gallia Intensive Outpatient Clinic,8461 State Route 144,Stewart,OH,45778-9501,Athens
Hopewell 9 Kenny Drive,200 Holly Ln,Gallipolis,OH,45631-1670,Gallia
Hopewell Health Centers - Athens,9 Kenny Dr,Athens,OH,45701-9406,Athens
Hopewell Health Centers - Athens Respite,90 Hospital Dr,Athens,OH,45701-2301,Athens
Hopewell Health Centers - Belpre,7976 Dairy Ln,Athens,OH,45701-9391,Athens
Hopewell Health Centers - Chillicothe,2434 Richmiller Ln UNIT F,Belpre,OH,45714-1075,Washington
