,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
39,True,Hawaii,907,2619,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,34.6315387552501,62.91825552026183,62.9,0.9
40,True,Georgia,5638,15917,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,35.421247722560786,52.20580160350888,52.2,0.5
41,True,Florida,9589,27680,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,34.642341040462426,44.024349886745995,44.0,0.1
42,True,District of Columbia,369,1282,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,28.78315132605304,55.07051712558764,55.1,0.72
43,True,Delaware,641,1904,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,33.66596638655462,63.88381716272135,63.9,0.94
44,True,Connecticut,1778,5511,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,32.262747232807115,49.312222081391795,49.3,0.3
45,True,Colorado,3685,10414,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,35.3850585749952,63.40255079559447,63.4,0.92
46,True,California,19571,56877,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,34.4093394517995,49.8778780766605,49.9,0.34
47,True,Arkansas,1757,4785,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,36.71891327063741,58.065541686729624,58.1,0.84
48,True,Arizona,4172,11213,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,37.206813520021406,57.33670720183125,57.3,0.82
49,True,Alaska,711,1883,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,37.75889537971322,97.04192729908159,97.0,1
50,True,Alabama,2789,7565,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,36.86715135492399,55.33865211393056,55.3,0.74
