,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
26,True,Mississippi,459,1728,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,26.5625,15.559506638214351,15.6,0.5
27,True,Minnesota,865,3457,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,25.021695111368235,15.155789248675841,15.2,0.38
28,True,Michigan,1495,5936,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,25.185309973045822,14.874421576527505,14.9,0.3
29,True,Massachusetts,936,3805,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,24.59921156373193,13.400674586522616,13.4,0.12
30,True,Maryland,728,3156,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,23.067173637515843,11.80834983339359,11.8,0.02
31,True,Maine,215,818,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,26.283618581907092,15.667733287083157,15.7,0.52
32,True,Louisiana,529,1948,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,27.15605749486653,11.440195136424869,11.4,0
33,True,Kentucky,796,2794,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,28.489620615604867,17.65203927623091,17.7,0.76
34,True,Kansas,504,1860,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,27.09677419354839,17.17450730632165,17.2,0.64
35,True,Iowa,513,1932,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,26.552795031055897,16.06599774073864,16.1,0.58
36,True,Indiana,1221,4808,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,25.395174708818637,17.94009243335094,17.9,0.86
37,True,Illinois,1832,7034,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,26.04492465169178,14.457676533004973,14.5,0.22
38,True,Idaho,337,1112,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,30.305755395683455,17.72822991778205,17.7,0.78
39,True,Hawaii,270,1002,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,26.94610778443114,18.729800430507932,18.7,0.94
40,True,Georgia,1650,6149,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,26.833631484794275,15.278391742779291,15.3,0.4
41,True,Florida,2855,10890,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,26.216712580348943,13.10767743525496,13.1,0.08
42,True,District of Columbia,119,624,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,19.070512820512818,17.759868666517423,17.8,0.82
43,True,Delaware,176,651,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,27.035330261136714,17.54064246589541,17.5,0.7
44,True,Connecticut,526,1967,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,26.74123029994916,14.588430154562475,14.6,0.24
45,True,Colorado,1114,4131,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,26.966836117162913,19.167012642141724,19.2,0.96
46,True,California,5585,22453,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,24.87418162383646,14.233710544077915,14.2,0.18
47,True,Arkansas,523,1760,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,29.715909090909093,17.284165226044163,17.3,0.66
48,True,Arizona,1283,4485,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,28.606465997770346,17.63254921858809,17.6,0.74
49,True,Alaska,155,534,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,29.026217228464418,21.155413124272357,21.2,0.98
50,True,Alabama,804,2790,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,28.817204301075268,15.952770275941258,16.0,0.56
