,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
32,True,Louisiana,1663,4554,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,36.517347386912604,35.96416731923357,36.0,0.02
33,True,Kentucky,2115,6169,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,34.284324850056734,46.902089282950215,46.9,0.48
34,True,Kansas,1497,4329,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,34.58073458073458,51.012375868181564,51.0,0.72
35,True,Iowa,1572,4524,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,34.748010610079575,49.23147845700028,49.2,0.62
36,True,Indiana,4313,12269,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,35.153639253402886,63.37069505736495,63.4,0.94
37,True,Illinois,5448,16499,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,33.02018304139645,42.99422584705846,43.0,0.2
38,True,Idaho,1028,2915,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,35.265866209262434,54.078992152759476,54.1,0.78
39,True,Hawaii,927,2630,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,35.247148288973385,64.3056481447439,64.3,0.96
40,True,Georgia,5134,14265,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,35.99018576936558,47.53894739844175,47.5,0.56
41,True,Florida,8775,25405,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,34.540444794331826,40.28716970030202,40.3,0.1
42,True,District of Columbia,365,1198,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,30.467445742904843,54.47354675024252,54.5,0.8
43,True,Delaware,620,1744,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,35.55045871559633,61.79089959576792,61.8,0.92
44,True,Connecticut,1548,4728,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,32.74111675126903,42.933250721031776,42.9,0.18
45,True,Colorado,3185,9276,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,34.335920655454935,54.79976235657216,54.8,0.84
46,True,California,17513,51902,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,33.74243767099534,44.632940511806,44.6,0.3
47,True,Arkansas,1624,4479,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,36.258093324402765,53.67014211681782,53.7,0.76
48,True,Arizona,4172,11554,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,36.10870694131903,57.33670720183125,57.3,0.86
49,True,Alaska,839,2249,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,37.305469097376616,114.51220394364198,114.5,1
50,True,Alabama,2922,7909,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,36.94525224427867,57.97760540584622,58.0,0.88
