,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
14,True,Oklahoma,2987,5993,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,49.84148172868346,74.9252691302122,74.9,0.3
15,True,Ohio,9505,19213,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,49.47171186176026,80.68748967000641,80.7,0.44
16,True,North Dakota,638,1263,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,50.51464766429137,82.32810459540511,82.3,0.6
17,True,North Carolina,7477,15178,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,49.26208986691264,70.86423277360352,70.9,0.12
18,True,New York,14491,29438,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,49.22549086215096,73.05436356773696,73.1,0.26
19,True,New Mexico,1507,2846,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,52.95151089248068,71.22342177735284,71.2,0.18
20,True,New Jersey,6636,14138,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,46.93733201301457,71.60793039484716,71.6,0.22
21,True,New Hampshire,985,2208,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,44.61050724637681,70.91473529005206,70.9,0.14
22,True,Nevada,2726,5313,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,51.30811217767739,86.70508280717088,86.7,0.7
23,True,Nebraska,1602,3376,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,47.452606635071085,81.58102187104699,81.6,0.52
24,True,Montana,905,1671,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,54.15918611609815,81.95452022193827,82.0,0.56
25,True,Missouri,4546,9498,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,47.862707938513374,73.70074869649704,73.7,0.28
26,True,Mississippi,1842,3617,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,50.92618191871717,62.4414187964942,62.4,0.02
27,True,Minnesota,5147,11276,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,45.64561901383469,90.18132631553127,90.2,0.8
28,True,Michigan,7936,16275,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,48.76190476190476,78.95880242897812,79.0,0.38
29,True,Massachusetts,4969,10468,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,47.46847535345815,71.14097438080222,71.1,0.16
30,True,Maryland,5022,10255,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,48.97123354461239,81.45814953750359,81.5,0.5
31,True,Maine,1170,2412,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,48.507462686567166,85.26161835296415,85.3,0.66
32,True,Louisiana,2679,5272,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,50.81562974203339,57.93626232605335,57.9,0
33,True,Kentucky,3566,7131,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,50.00701163932128,79.07936188321536,79.1,0.4
34,True,Kansas,2444,4847,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,50.42294202599547,83.28272987430579,83.3,0.62
35,True,Iowa,2848,5755,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,49.4874022589053,89.19290753532874,89.2,0.76
36,True,Indiana,6542,13020,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,50.2457757296467,96.12128148974763,96.1,0.92
37,True,Illinois,9644,20308,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,47.48867441402403,76.10798716391919,76.1,0.32
38,True,Idaho,1915,3813,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,50.222921584054546,100.74053499273772,100.7,0.94
39,True,Hawaii,1560,3108,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,50.19305019305019,108.21662470960139,108.2,0.98
40,True,Georgia,9239,18197,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,50.772105292081115,85.54973412820479,85.5,0.68
41,True,Florida,15563,31116,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,50.016068903458034,71.4517631961026,71.5,0.2
42,True,District of Columbia,470,945,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,49.735449735449734,70.144019103052,70.1,0.1
43,True,Delaware,1028,2213,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,46.452779032986896,102.45329803943454,102.5,0.96
44,True,Connecticut,2896,6414,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,45.15123168069847,80.31956982435919,80.3,0.42
45,True,Colorado,5577,11187,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,49.852507374631266,95.95550224885493,96.0,0.9
46,True,California,33334,68459,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,48.6919177902102,84.95371661169081,85.0,0.64
47,True,Arkansas,2654,5290,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,50.17013232514178,87.70970269583405,87.7,0.74
48,True,Arizona,6948,13444,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,51.681047307349004,95.48788150487142,95.5,0.88
49,True,Alaska,1287,2539,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,50.68924773532887,175.65817219960337,175.7,1
50,True,Alabama,4572,8870,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,51.544532130777895,90.71649962885999,90.7,0.84
