,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
33,True,Kentucky,758,1468,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,51.63487738419619,16.809353984149535,16.8,0.46
34,True,Kansas,495,976,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,50.7172131147541,16.86781967585162,16.9,0.52
35,True,Iowa,617,1272,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,48.5062893081761,19.323042117028734,19.3,0.84
36,True,Indiana,1249,2549,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,48.99960768928992,18.351495044435154,18.4,0.72
37,True,Illinois,1892,3935,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,48.08132147395172,14.931181222950551,14.9,0.22
38,True,Idaho,453,881,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,51.41884222474461,23.830528643190704,23.8,0.98
39,True,Hawaii,317,622,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,50.964630225080384,21.990173098040792,22.0,0.94
40,True,Georgia,1822,3550,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,51.323943661971825,16.871048336572045,16.9,0.54
41,True,Florida,3143,5911,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,53.172052106242596,14.429923004905898,14.4,0.14
42,True,District of Columbia,101,203,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,49.75369458128079,15.07350197746437,15.1,0.3
43,True,Delaware,222,499,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,44.48897795591182,22.125128564936258,22.1,0.96
44,True,Connecticut,618,1325,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,46.64150943396226,17.14001869870648,17.1,0.6
45,True,Colorado,1260,2474,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,50.92966855295069,21.679026866336237,21.7,0.92
46,True,California,6825,13774,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,49.549876579062,17.39392559773174,17.4,0.66
47,True,Arkansas,510,1034,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,49.32301740812379,16.854539704173085,16.9,0.5
48,True,Arizona,1401,2680,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,52.276119402985074,19.25424899083547,19.3,0.8
49,True,Alaska,253,453,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,55.84988962472406,34.53109368026391,34.5,1
50,True,Alabama,819,1622,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,50.49321824907521,16.250396587059566,16.3,0.38
