,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
28,True,Michigan,2391,8870,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,26.956031567080046,23.789125076573423,23.8,0.24
29,True,Massachusetts,1434,5823,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,24.626481195260176,20.530520680634005,20.5,0.06
30,True,Maryland,1277,5047,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,25.30215969883099,20.713272990719254,20.7,0.1
31,True,Maine,382,1411,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,27.072997873848337,27.8375540263524,27.8,0.68
32,True,Louisiana,900,3144,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,28.62595419847328,19.463469986356106,19.5,0.04
33,True,Kentucky,1235,4362,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,28.312700596056857,27.38727199264469,27.4,0.62
34,True,Kansas,864,3081,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,28.042843232716653,29.442012525122827,29.4,0.78
35,True,Iowa,825,3045,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,27.093596059113302,25.837130869608927,25.8,0.54
36,True,Indiana,2410,8479,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,28.423163108857175,35.41001045403421,35.4,0.96
37,True,Illinois,2862,11189,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,25.578693359549558,22.586173710404058,22.6,0.16
38,True,Idaho,526,1899,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,27.698788836229593,27.67076835831857,27.7,0.66
39,True,Hawaii,489,1721,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,28.4137129575828,33.921749668586585,33.9,0.92
40,True,Georgia,2592,9253,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,28.01253647465687,24.00096448320238,24.0,0.32
41,True,Florida,4511,16852,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,26.76833610253976,20.710589460747855,20.7,0.08
42,True,District of Columbia,209,882,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,23.69614512471655,31.191702111782703,31.2,0.86
43,True,Delaware,315,1131,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,27.851458885941643,31.393763504301447,31.4,0.88
44,True,Connecticut,820,3167,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,25.892011367224505,22.742419632587893,22.7,0.18
45,True,Colorado,1761,6428,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,27.39576851275669,30.299020882236604,30.3,0.82
46,True,California,9061,34300,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,26.41690962099125,23.092506936417188,23.1,0.2
47,True,Arkansas,877,2973,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,29.49882273797511,28.983198667764306,29.0,0.72
48,True,Arizona,2238,7826,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,28.5969844109379,30.757322799064802,30.8,0.84
49,True,Alaska,455,1437,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,31.66318719554628,62.10137400996079,62.1,1
50,True,Alabama,1527,5178,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,29.4901506373117,30.29835847184366,30.3,0.8
