,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
24,True,Montana,380,1065,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,35.68075117370892,34.41184274512325,34.4,0.66
25,True,Missouri,1963,5614,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,34.96615603847524,31.824586381703405,31.8,0.34
26,True,Mississippi,842,2520,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,33.41269841269841,28.542711523696042,28.5,0.1
27,True,Minnesota,1968,5855,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,33.61229718189582,34.481610683692544,34.5,0.68
28,True,Michigan,3179,9288,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,34.22695951765719,31.629288422595945,31.6,0.28
29,True,Massachusetts,2038,6063,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,33.613722579581065,29.177964537749027,29.2,0.2
30,True,Maryland,1846,5308,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,34.77769404672193,29.942601363248034,29.9,0.24
31,True,Maine,484,1364,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,35.483870967741936,35.270618190456965,35.3,0.76
32,True,Louisiana,1086,3067,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,35.40919465275513,23.48592045020304,23.5,0
33,True,Kentucky,1563,4282,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,36.50163475011677,34.66097661903129,34.7,0.72
34,True,Kansas,1008,2852,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,35.34361851332398,34.3490146126433,34.3,0.64
35,True,Iowa,1138,3223,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,35.308718585169096,35.63958173286662,35.6,0.8
36,True,Indiana,2482,7391,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,33.58138276281964,36.46790288253648,36.5,0.82
37,True,Illinois,3746,11023,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,33.98348906831171,29.562476142268903,29.6,0.22
38,True,Idaho,795,2002,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,39.71028971028971,41.82178867844726,41.8,0.96
39,True,Hawaii,596,1641,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,36.31931748933577,41.34430020956565,41.3,0.94
40,True,Georgia,3492,9737,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,35.86320221834241,32.334632706536546,32.3,0.46
41,True,Florida,6047,16904,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,35.772598201609085,27.762565832219526,27.8,0.06
42,True,District of Columbia,223,834,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,26.73860911270983,33.28109842549064,33.3,0.56
43,True,Delaware,404,1165,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,34.67811158798283,40.26374747853264,40.3,0.9
44,True,Connecticut,1152,3309,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,34.814143245693565,31.950326117977134,32.0,0.42
45,True,Colorado,2396,6661,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,35.97057498874043,41.224562199794946,41.2,0.92
46,True,California,12496,36435,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,34.29669274049677,31.84681234714371,31.8,0.36
47,True,Arkansas,1037,2809,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,36.91705233179067,34.270897398485275,34.3,0.62
48,True,Arizona,2704,7203,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,37.53991392475358,37.161662577601085,37.2,0.84
49,True,Alaska,413,997,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,41.424272818455364,56.368939485964404,56.4,1
50,True,Alabama,1637,4440,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,36.86936936936937,32.480951420044576,32.5,0.52
