,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
25,True,Missouri,1051,2194,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,47.90337283500456,17.039042428512623,17.0,0.14
26,True,Mississippi,380,733,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,51.84174624829468,12.881508763663298,12.9,0.02
27,True,Minnesota,1263,2764,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,45.69464544138929,22.129204417430735,22.1,0.88
28,True,Michigan,1916,3886,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,49.305198147195064,19.063138288044616,19.1,0.52
29,True,Massachusetts,1208,2690,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,44.90706319702602,17.29488771423004,17.3,0.24
30,True,Maryland,1180,2518,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,46.86258935663225,19.139907696984118,19.1,0.54
31,True,Maine,245,493,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,49.69574036511156,17.853928629466854,17.9,0.34
32,True,Louisiana,616,1197,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,51.461988304093566,13.321663901772625,13.3,0.04
33,True,Kentucky,827,1636,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,50.55012224938875,18.339493067139397,18.3,0.4
34,True,Kansas,545,1078,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,50.55658627087198,18.57163984512956,18.6,0.44
35,True,Iowa,656,1230,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,53.333333333333336,20.544433758137522,20.5,0.78
36,True,Indiana,1619,3170,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,51.07255520504732,23.787886690905136,23.8,0.96
37,True,Illinois,2509,5321,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,47.15279082879158,19.800387784557575,19.8,0.62
38,True,Idaho,327,721,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,45.35367545076283,17.202169682833024,17.2,0.2
39,True,Hawaii,352,687,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,51.2372634643377,24.418110190884416,24.4,0.98
40,True,Georgia,2181,4377,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,49.82864976010967,20.19525599454645,20.2,0.72
41,True,Florida,3722,7650,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,48.653594771241835,17.088187535558305,17.1,0.16
42,True,District of Columbia,77,162,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,47.53086419753087,11.491679725393627,11.5,0
43,True,Delaware,182,424,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,42.924528301886795,18.13861891359639,18.1,0.38
44,True,Connecticut,665,1525,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,43.606557377049185,18.44354762886701,18.4,0.42
45,True,Colorado,1263,2573,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,49.086669257675865,21.730643596970374,21.7,0.84
46,True,California,8736,18226,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,47.93152639087018,22.26422476509663,22.3,0.9
47,True,Arkansas,612,1223,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,50.04088307440719,20.2254476450077,20.2,0.74
48,True,Arizona,1719,3294,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,52.18579234972678,23.624592444858084,23.6,0.94
49,True,Alaska,311,598,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,52.0066889632107,42.447312784830345,42.4,1
50,True,Alabama,1100,2138,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,51.44995322731525,21.825929482009183,21.8,0.86
