,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
19,True,New Mexico,429,807,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,53.159851301115246,20.27528065194716,20.3,0.1
20,True,New Jersey,1843,4079,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,45.182642804608975,19.8874948338914,19.9,0.06
21,True,New Hampshire,285,629,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,45.310015898251194,20.518476708289178,20.5,0.14
22,True,Nevada,768,1610,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,47.701863354037265,24.427550842225696,24.4,0.52
23,True,Nebraska,431,974,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,44.25051334702258,21.948452201261706,21.9,0.34
24,True,Montana,254,481,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,52.80665280665281,23.001600150687647,23.0,0.4
25,True,Missouri,1310,2830,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,46.28975265017668,21.238007213464833,21.2,0.28
26,True,Mississippi,556,1109,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,50.13525698827773,18.847681243675773,18.8,0.02
27,True,Minnesota,1585,3508,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,45.1824401368301,27.771012669538965,27.8,0.86
28,True,Michigan,2315,4958,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,46.69221460266236,23.032967190408815,23.0,0.42
29,True,Massachusetts,1453,3044,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,47.73324572930355,20.802542921172392,20.8,0.2
30,True,Maryland,1569,3198,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,49.06191369606004,25.449589132684814,25.4,0.62
31,True,Maine,351,752,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,46.67553191489361,25.578485505889244,25.6,0.64
32,True,Louisiana,763,1600,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,47.6875,16.500697332877454,16.5,0
33,True,Kentucky,1132,2293,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,49.36764064544265,25.103151332529382,25.1,0.56
34,True,Kansas,790,1591,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,49.65430546825896,26.920358674591473,26.9,0.8
35,True,Iowa,855,1828,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,46.772428884026255,26.776662901231067,26.8,0.76
36,True,Indiana,1839,3683,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,49.93212055389628,27.0203357779954,27.0,0.82
37,True,Illinois,2731,5952,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,45.883736559139784,21.552355137356216,21.6,0.3
38,True,Idaho,646,1235,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,52.307692307692314,33.98349117770683,34.0,0.98
39,True,Hawaii,466,934,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,49.892933618843685,32.32624815043221,32.3,0.94
40,True,Georgia,2766,5458,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,50.67790399413704,25.612140339713648,25.6,0.66
41,True,Florida,4566,9327,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,48.9546477967192,20.96310163550758,21.0,0.22
42,True,District of Columbia,142,288,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,49.30555555555556,21.192448324751886,21.2,0.26
43,True,Delaware,331,703,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,47.08392603129445,32.98836736483739,33.0,0.96
44,True,Connecticut,907,2061,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,44.00776322173702,25.15533488628929,25.2,0.58
45,True,Colorado,1686,3417,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,49.341527655838455,29.008602616383254,29.0,0.9
46,True,California,9532,19492,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,48.902113687666734,24.292878944700213,24.3,0.5
47,True,Arkansas,807,1584,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,50.9469696969697,26.66983047307388,26.7,0.74
48,True,Arizona,1951,3876,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,50.335397316821464,26.813019115717346,26.8,0.78
49,True,Alaska,352,717,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,49.09344490934449,48.043260772541096,48.0,1
50,True,Alabama,1314,2505,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,52.45508982035928,26.072064853963695,26.1,0.72
