,Age Chart-alias,State-alias,SUM(Positive Severe Depression)-alias,SUM(Total Depression Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(2021 Population Estimate)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
13,True,Oregon,746,2673,44,44.00,-120.5,-120.50,4246155,%null%,Breakdown by County (All Years),27.91,17.56883580556998,17.6,0.68
14,True,Oklahoma,814,2629,35.5,35.50,-97.5,-97.50,3986639,%null%,Breakdown by County (All Years),30.96,20.41820189889278,20.4,0.92
15,True,Ohio,2024,6993,40.25,40.25,-83,-83.00,11780017,%null%,Breakdown by County (All Years),28.94,17.181639041777274,17.2,0.62
16,True,North Dakota,107,415,47.5,47.50,-100,-100.00,774948,%null%,Breakdown by County (All Years),25.78,13.807378043430012,13.8,0.12
17,True,North Carolina,1528,5867,35.5,35.50,-80,-80.00,10551162,%null%,Breakdown by County (All Years),26.04,14.481817263349763,14.5,0.26
18,True,New York,2557,10384,43,43.00,-75.49,-75.49,19835913,%null%,Breakdown by County (All Years),24.62,12.890760309343966,12.9,0.08
19,True,New Mexico,302,1045,34.5,34.50,-106,-106.00,2115877,%null%,Breakdown by County (All Years),28.90,14.273041391347418,14.3,0.18
20,True,New Jersey,1160,4585,40.16,40.16,-74.49,-74.49,9267130,%null%,Breakdown by County (All Years),25.30,12.517359743523615,12.5,0.06
21,True,New Hampshire,228,825,43.66,43.66,-71.49,-71.49,1388992,%null%,Breakdown by County (All Years),27.64,16.414781366631342,16.4,0.54
22,True,Nevada,480,1656,39.25,39.25,-116.75,-116.75,3143991,%null%,Breakdown by County (All Years),28.99,15.267219276391058,15.3,0.34
23,True,Nebraska,341,1329,41.5,41.50,-99.75,-99.75,1963692,%null%,Breakdown by County (All Years),25.66,17.36524872536019,17.4,0.66
24,True,Montana,199,692,47,47.00,-109.75,-109.75,1104271,%null%,Breakdown by County (All Years),28.76,18.0209387007356,18.0,0.76
25,True,Missouri,1039,3543,38.25,38.25,-92.5,-92.50,6168187,%null%,Breakdown by County (All Years),29.33,16.844495797549587,16.8,0.58
26,True,Mississippi,557,1732,33.503,33.50,-89.8071,-89.81,2949965,%null%,Breakdown by County (All Years),32.16,18.88157995094857,18.9,0.82
27,True,Minnesota,831,3460,46.25,46.25,-94.25,-94.25,5707390,%null%,Breakdown by County (All Years),24.02,14.560070364912859,14.6,0.28
28,True,Michigan,1581,5938,43.1045,43.10,-84.6165,-84.62,10050811,%null%,Breakdown by County (All Years),26.63,15.730073921397985,15.7,0.38
29,True,Massachusetts,908,3804,42.3616,42.36,-72.1839,-72.18,6984723,%null%,Breakdown by County (All Years),23.87,12.999799705729203,13.0,0.1
30,True,Maryland,705,3162,39.4444,39.44,-77.0834,-77.08,6165129,%null%,Breakdown by County (All Years),22.30,11.435283835910003,11.4,0
31,True,Maine,210,818,45.5,45.50,-69.24,-69.24,1372247,%null%,Breakdown by County (All Years),25.67,15.303367396685873,15.3,0.36
32,True,Louisiana,555,1950,30.6935,30.69,-92.241,-92.24,4624047,%null%,Breakdown by County (All Years),28.46,12.002473158252933,12.0,0.02
33,True,Kentucky,866,2799,37.79,37.79,-84.87,-84.87,4509394,%null%,Breakdown by County (All Years),30.94,19.204354287959756,19.2,0.86
34,True,Kansas,552,1861,38.5,38.50,-98.5,-98.50,2934582,%null%,Breakdown by County (All Years),29.66,18.810174668828473,18.8,0.8
35,True,Iowa,521,1934,42,42.00,-93.5,-93.50,3193079,%null%,Breakdown by County (All Years),26.94,16.31653961583788,16.3,0.5
36,True,Indiana,1318,4817,40,40.00,-86.25,-86.25,6805985,%null%,Breakdown by County (All Years),27.36,19.365308621749826,19.4,0.88
37,True,Illinois,1809,7035,40,40.00,-89.25,-89.25,12671469,%null%,Breakdown by County (All Years),25.71,14.27616640185917,14.3,0.2
38,True,Idaho,335,1114,44.0739,44.07,-114.542,-114.54,1900923,%null%,Breakdown by County (All Years),30.07,17.623017870792243,17.6,0.7
39,True,Hawaii,258,1003,20.79,20.79,-156.34,-156.34,1441553,%null%,Breakdown by County (All Years),25.72,17.89736485581869,17.9,0.74
40,True,Georgia,1724,6149,32.1598,32.16,-83.4715,-83.47,10799566,%null%,Breakdown by County (All Years),28.04,15.963604463364547,16.0,0.42
41,True,Florida,3009,10894,28.42,28.42,-81.55,-81.55,21781128,%null%,Breakdown by County (All Years),27.62,13.814711524582197,13.8,0.14
42,True,District of Columbia,111,623,38.91,38.91,-77,-77.00,670050,%null%,Breakdown by County (All Years),17.82,16.565927915827178,16.6,0.56
43,True,Delaware,162,652,38.6716,38.67,-75.4165,-75.42,1003384,%null%,Breakdown by County (All Years),24.85,16.145364087926456,16.1,0.48
44,True,Connecticut,511,1967,41.6227,41.62,-72.7028,-72.70,3605597,%null%,Breakdown by County (All Years),25.98,14.172410283234647,14.2,0.16
45,True,Colorado,1137,4135,39,39.00,-105.5,-105.50,5812069,%null%,Breakdown by County (All Years),27.50,19.56274091033675,19.6,0.9
46,True,California,5613,22471,37.25,37.25,-119.75,-119.75,39237836,%null%,Breakdown by County (All Years),24.98,14.305070238837839,14.3,0.22
47,True,Arkansas,580,1761,34.75,34.75,-92.5,-92.50,3025891,%null%,Breakdown by County (All Years),32.94,19.16790789886351,19.2,0.84
48,True,Arizona,1292,4485,34.5,34.50,-111.5,-111.50,7276316,%null%,Breakdown by County (All Years),28.81,17.756238184267975,17.8,0.72
49,True,Alaska,164,534,64,64.00,-150,-150.00,732673,%null%,Breakdown by County (All Years),30.71,22.38379195084301,22.4,1
50,True,Alabama,865,2796,32.75,32.75,-86.75,-86.75,5039877,%null%,Breakdown by County (All Years),30.94,17.163117274489043,17.2,0.6
