,Age Chart-alias,State-alias,SUM(Positive Severe Depression)-alias,SUM(Total Depression Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(2021 Population Estimate)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
22,True,Nevada,942,2857,39.25,39.25,-116.75,-116.75,3143991,%null%,Breakdown by County (All Years),32.97,29.96191782991745,30.0,0.62
23,True,Nebraska,550,2213,41.5,41.50,-99.75,-99.75,1963692,%null%,Breakdown by County (All Years),24.85,28.008465686064824,28.0,0.44
24,True,Montana,331,1093,47,47.00,-109.75,-109.75,1104271,%null%,Breakdown by County (All Years),30.28,29.974526180620515,30.0,0.64
25,True,Missouri,1728,5725,38.25,38.25,-92.5,-92.50,6168187,%null%,Breakdown by County (All Years),30.18,28.014714858677273,28.0,0.46
26,True,Mississippi,1257,3822,33.503,33.50,-89.8071,-89.81,2949965,%null%,Breakdown by County (All Years),32.89,42.61067504190728,42.6,0.98
27,True,Minnesota,1409,5589,46.25,46.25,-94.25,-94.25,5707390,%null%,Breakdown by County (All Years),25.21,24.687291388883537,24.7,0.16
28,True,Michigan,2812,9909,43.1045,43.10,-84.6165,-84.62,10050811,%null%,Breakdown by County (All Years),28.38,27.977841788090533,28.0,0.4
29,True,Massachusetts,1538,6192,42.3616,42.36,-72.1839,-72.18,6984723,%null%,Breakdown by County (All Years),24.84,22.019484523580964,22.0,0.02
30,True,Maryland,1397,5496,39.4444,39.44,-77.0834,-77.08,6165129,%null%,Breakdown by County (All Years),25.42,22.659704281937977,22.7,0.06
31,True,Maine,370,1333,45.5,45.50,-69.24,-69.24,1372247,%null%,Breakdown by County (All Years),27.76,26.96307588939892,27.0,0.32
32,True,Louisiana,1070,3335,30.6935,30.69,-92.241,-92.24,4624047,%null%,Breakdown by County (All Years),32.08,23.13990320600115,23.1,0.08
33,True,Kentucky,1409,4528,37.79,37.79,-84.87,-84.87,4509394,%null%,Breakdown by County (All Years),31.12,31.245883593227827,31.2,0.74
34,True,Kansas,922,3024,38.5,38.50,-98.5,-98.50,2934582,%null%,Breakdown by County (All Years),30.49,31.41844392148524,31.4,0.76
35,True,Iowa,888,3367,42,42.00,-93.5,-93.50,3193079,%null%,Breakdown by County (All Years),26.37,27.810148136015428,27.8,0.38
36,True,Indiana,2394,8350,40,40.00,-86.25,-86.25,6805985,%null%,Breakdown by County (All Years),28.67,35.17492324770037,35.2,0.9
37,True,Illinois,3343,12074,40,40.00,-89.25,-89.25,12671469,%null%,Breakdown by County (All Years),27.69,26.382102974801104,26.4,0.26
38,True,Idaho,602,1952,44.0739,44.07,-114.542,-114.54,1900923,%null%,Breakdown by County (All Years),30.84,31.66882614393113,31.7,0.78
39,True,Hawaii,416,1657,20.79,20.79,-156.34,-156.34,1441553,%null%,Breakdown by County (All Years),25.11,28.857766589227033,28.9,0.56
40,True,Georgia,3023,10331,32.1598,32.16,-83.4715,-83.47,10799566,%null%,Breakdown by County (All Years),29.26,27.991865599043518,28.0,0.42
41,True,Florida,5458,18143,28.42,28.42,-81.55,-81.55,21781128,%null%,Breakdown by County (All Years),30.08,25.058389997065348,25.1,0.18
42,True,District of Columbia,209,983,38.91,38.91,-77,-77.00,670050,%null%,Breakdown by County (All Years),21.26,31.191702111782703,31.2,0.72
43,True,Delaware,300,1174,38.6716,38.67,-75.4165,-75.42,1003384,%null%,Breakdown by County (All Years),25.55,29.898822385048994,29.9,0.6
44,True,Connecticut,878,3406,41.6227,41.62,-72.7028,-72.70,3605597,%null%,Breakdown by County (All Years),25.78,24.351029801722156,24.4,0.14
45,True,Colorado,1997,6930,39,39.00,-105.5,-105.50,5812069,%null%,Breakdown by County (All Years),28.82,34.35953702545513,34.4,0.84
46,True,California,10135,36958,37.25,37.25,-119.75,-119.75,39237836,%null%,Breakdown by County (All Years),27.42,25.829660942565745,25.8,0.24
47,True,Arkansas,1043,3174,34.75,34.75,-92.5,-92.50,3025891,%null%,Breakdown by County (All Years),32.86,34.469186100887306,34.5,0.86
48,True,Arizona,2250,7253,34.5,34.50,-111.5,-111.50,7276316,%null%,Breakdown by County (All Years),31.02,30.922241419971314,30.9,0.68
49,True,Alaska,340,1134,64,64.00,-150,-150.00,732673,%null%,Breakdown by County (All Years),29.98,46.405422337113556,46.4,1
50,True,Alabama,1571,4993,32.75,32.75,-86.75,-86.75,5039877,%null%,Breakdown by County (All Years),31.46,31.171395651124026,31.2,0.7
