,Age Chart-alias,State-alias,SUM(Positive Severe Depression)-alias,SUM(Total Depression Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(2021 Population Estimate)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
12,True,Pennsylvania,2452,9174,40.86,40.86,-77.9,-77.90,12964056,%null%,Breakdown by County (All Years),26.73,18.913833756966184,18.9,0.42
13,True,Oregon,947,3186,44,44.00,-120.5,-120.50,4246155,%null%,Breakdown by County (All Years),29.72,22.302530171413903,22.3,0.78
14,True,Oklahoma,933,2849,35.5,35.50,-97.5,-97.50,3986639,%null%,Breakdown by County (All Years),32.75,23.403172446765307,23.4,0.82
15,True,Ohio,2511,8294,40.25,40.25,-83,-83.00,11780017,%null%,Breakdown by County (All Years),30.27,21.315758712402538,21.3,0.66
16,True,North Dakota,168,602,47.5,47.50,-100,-100.00,774948,%null%,Breakdown by County (All Years),27.91,21.678873937348055,21.7,0.68
17,True,North Carolina,1885,6670,35.5,35.50,-80,-80.00,10551162,%null%,Breakdown by County (All Years),28.26,17.86533085171093,17.9,0.24
18,True,New York,3363,13237,43,43.00,-75.49,-75.49,19835913,%null%,Breakdown by County (All Years),25.41,16.95409734858184,17.0,0.14
19,True,New Mexico,370,1306,34.5,34.50,-106,-106.00,2115877,%null%,Breakdown by County (All Years),28.33,17.48683879072366,17.5,0.22
20,True,New Jersey,1476,5949,40.16,40.16,-74.49,-74.49,9267130,%null%,Breakdown by County (All Years),24.81,15.927261190897289,15.9,0.02
21,True,New Hampshire,264,931,43.66,43.66,-71.49,-71.49,1388992,%null%,Breakdown by County (All Years),28.36,19.006588950836292,19.0,0.44
22,True,Nevada,737,2279,39.25,39.25,-116.75,-116.75,3143991,%null%,Breakdown by County (All Years),32.34,23.441542930625435,23.4,0.84
23,True,Nebraska,381,1484,41.5,41.50,-99.75,-99.75,1963692,%null%,Breakdown by County (All Years),25.67,19.402228047983083,19.4,0.46
24,True,Montana,240,826,47,47.00,-109.75,-109.75,1104271,%null%,Breakdown by County (All Years),29.06,21.73379541797258,21.7,0.7
25,True,Missouri,1266,4354,38.25,38.25,-92.5,-92.50,6168187,%null%,Breakdown by County (All Years),29.08,20.524669566600362,20.5,0.64
26,True,Mississippi,549,1591,33.503,33.50,-89.8071,-89.81,2949965,%null%,Breakdown by County (All Years),34.51,18.610390292766187,18.6,0.38
27,True,Minnesota,968,3995,46.25,46.25,-94.25,-94.25,5707390,%null%,Breakdown by County (All Years),24.23,16.96046704360487,17.0,0.16
28,True,Michigan,1986,7112,43.1045,43.10,-84.6165,-84.62,10050811,%null%,Breakdown by County (All Years),27.92,19.759599498985704,19.8,0.56
29,True,Massachusetts,1178,5000,42.3616,42.36,-72.1839,-72.18,6984723,%null%,Breakdown by County (All Years),23.56,16.86537891337996,16.9,0.12
30,True,Maryland,1134,4371,39.4444,39.44,-77.0834,-77.08,6165129,%null%,Breakdown by County (All Years),25.94,18.393775702016942,18.4,0.32
31,True,Maine,248,908,45.5,45.50,-69.24,-69.24,1372247,%null%,Breakdown by County (All Years),27.31,18.07254816370522,18.1,0.26
32,True,Louisiana,755,2480,30.6935,30.69,-92.241,-92.24,4624047,%null%,Breakdown by County (All Years),30.44,16.327688710776513,16.3,0.04
33,True,Kentucky,1017,3400,37.79,37.79,-84.87,-84.87,4509394,%null%,Breakdown by County (All Years),29.91,22.552919527546273,22.6,0.8
34,True,Kansas,575,2081,38.5,38.50,-98.5,-98.50,2934582,%null%,Breakdown by County (All Years),27.63,19.593931946696326,19.6,0.52
35,True,Iowa,621,2247,42,42.00,-93.5,-93.50,3193079,%null%,Breakdown by County (All Years),27.64,19.448313054578357,19.4,0.5
36,True,Indiana,1819,6131,40,40.00,-86.25,-86.25,6805985,%null%,Breakdown by County (All Years),29.67,26.7264767700781,26.7,0.94
37,True,Illinois,2500,9140,40,40.00,-89.25,-89.25,12671469,%null%,Breakdown by County (All Years),27.35,19.729362081065737,19.7,0.54
38,True,Idaho,369,1248,44.0739,44.07,-114.542,-114.54,1900923,%null%,Breakdown by County (All Years),29.57,19.411622669618918,19.4,0.48
39,True,Hawaii,267,1051,20.79,20.79,-156.34,-156.34,1441553,%null%,Breakdown by County (All Years),25.40,18.521691536835622,18.5,0.34
40,True,Georgia,2210,7441,32.1598,32.16,-83.4715,-83.47,10799566,%null%,Breakdown by County (All Years),29.70,20.463785303964993,20.5,0.62
41,True,Florida,3776,13077,28.42,28.42,-81.55,-81.55,21781128,%null%,Breakdown by County (All Years),28.88,17.336108579867858,17.3,0.2
42,True,District of Columbia,123,756,38.91,38.91,-77,-77.00,670050,%null%,Breakdown by County (All Years),16.27,18.356839041862546,18.4,0.3
43,True,Delaware,168,689,38.6716,38.67,-75.4165,-75.42,1003384,%null%,Breakdown by County (All Years),24.38,16.74334053562744,16.7,0.1
44,True,Connecticut,591,2275,41.6227,41.62,-72.7028,-72.70,3605597,%null%,Breakdown by County (All Years),25.98,16.391182930316393,16.4,0.06
45,True,Colorado,1282,4641,39,39.00,-105.5,-105.50,5812069,%null%,Breakdown by County (All Years),27.62,22.05754955765322,22.1,0.74
46,True,California,7402,29206,37.25,37.25,-119.75,-119.75,39237836,%null%,Breakdown by County (All Years),25.34,18.864445021891626,18.9,0.4
47,True,Arkansas,671,1979,34.75,34.75,-92.5,-92.50,3025891,%null%,Breakdown by County (All Years),33.91,22.17528655196106,22.2,0.76
48,True,Arizona,1729,6184,34.5,34.50,-111.5,-111.50,7276316,%null%,Breakdown by County (All Years),27.96,23.762024628946847,23.8,0.88
49,True,Alaska,261,988,64,64.00,-150,-150.00,732673,%null%,Breakdown by County (All Years),26.42,35.62298597054894,35.6,1
50,True,Alabama,1216,4024,32.75,32.75,-86.75,-86.75,5039877,%null%,Breakdown by County (All Years),30.22,24.127572954657424,24.1,0.9
