,Age Chart-alias,State-alias,SUM(Positive Severe Depression)-alias,SUM(Total Depression Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(2021 Population Estimate)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
33,True,Kentucky,623,1474,37.79,37.79,-84.87,-84.87,4509394,%null%,Breakdown by County (All Years),42.27,13.815603604386753,13.8,0.6
34,True,Kansas,397,976,38.5,38.50,-98.5,-98.50,2934582,%null%,Breakdown by County (All Years),40.68,13.528332144066855,13.5,0.5
35,True,Iowa,502,1272,42,42.00,-93.5,-93.50,3193079,%null%,Breakdown by County (All Years),39.47,15.721502662477187,15.7,0.8
36,True,Indiana,1076,2552,40,40.00,-86.25,-86.25,6805985,%null%,Breakdown by County (All Years),42.16,15.809614625950541,15.8,0.82
37,True,Illinois,1555,3941,40,40.00,-89.25,-89.25,12671469,%null%,Breakdown by County (All Years),39.46,12.27166321442289,12.3,0.26
38,True,Idaho,391,883,44.0739,44.07,-114.542,-114.54,1900923,%null%,Breakdown by County (All Years),44.28,20.568955186506763,20.6,0.98
39,True,Hawaii,256,628,20.79,20.79,-156.34,-156.34,1441553,%null%,Breakdown by County (All Years),40.76,17.758625593370486,17.8,0.96
40,True,Georgia,1409,3561,32.1598,32.16,-83.4715,-83.47,10799566,%null%,Breakdown by County (All Years),39.57,13.046820585197592,13.0,0.34
41,True,Florida,2488,5929,28.42,28.42,-81.55,-81.55,21781128,%null%,Breakdown by County (All Years),41.96,11.42273256004005,11.4,0.14
42,True,District of Columbia,74,203,38.91,38.91,-77,-77.00,670050,%null%,Breakdown by County (All Years),36.45,11.043951943884784,11.0,0.1
43,True,Delaware,177,498,38.6716,38.67,-75.4165,-75.42,1003384,%null%,Breakdown by County (All Years),35.54,17.64030520717891,17.6,0.92
44,True,Connecticut,512,1329,41.6227,41.62,-72.7028,-72.70,3605597,%null%,Breakdown by County (All Years),38.53,14.20014494132317,14.2,0.62
45,True,Colorado,1030,2480,39,39.00,-105.5,-105.50,5812069,%null%,Breakdown by County (All Years),41.53,17.721744184385972,17.7,0.94
46,True,California,5240,13797,37.25,37.25,-119.75,-119.75,39237836,%null%,Breakdown by County (All Years),37.98,13.354457162214551,13.4,0.42
47,True,Arkansas,446,1035,34.75,34.75,-92.5,-92.50,3025891,%null%,Breakdown by County (All Years),43.09,14.7394602118847,14.7,0.68
48,True,Arizona,1124,2692,34.5,34.50,-111.5,-111.50,7276316,%null%,Breakdown by County (All Years),41.75,15.44737749157678,15.4,0.76
49,True,Alaska,201,452,64,64.00,-150,-150.00,732673,%null%,Breakdown by County (All Years),44.47,27.433793793411247,27.4,1
50,True,Alabama,663,1629,32.75,32.75,-86.75,-86.75,5039877,%null%,Breakdown by County (All Years),40.70,13.155082951429172,13.2,0.38
