,Age Chart-alias,State-alias,SUM(Positive Severe Depression)-alias,SUM(Total Depression Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(2021 Population Estimate)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
12,True,Pennsylvania,1822,4648,40.86,40.86,-77.9,-77.90,12964056,%null%,Breakdown by County (All Years),39.20,14.054243517615166,14.1,0.04
13,True,Oregon,671,1625,44,44.00,-120.5,-120.50,4246155,%null%,Breakdown by County (All Years),41.29,15.80253193771777,15.8,0.28
14,True,Oklahoma,685,1607,35.5,35.50,-97.5,-97.50,3986639,%null%,Breakdown by County (All Years),42.63,17.182393489854487,17.2,0.48
15,True,Ohio,1977,4930,40.25,40.25,-83,-83.00,11780017,%null%,Breakdown by County (All Years),40.10,16.782658293277507,16.8,0.36
16,True,North Dakota,117,298,47.5,47.50,-100,-100.00,774948,%null%,Breakdown by County (All Years),39.26,15.097787206367396,15.1,0.14
17,True,North Carolina,1533,3669,35.5,35.50,-80,-80.00,10551162,%null%,Breakdown by County (All Years),41.78,14.529205408845016,14.5,0.08
18,True,New York,3111,7966,43,43.00,-75.49,-75.49,19835913,%null%,Breakdown by County (All Years),39.05,15.683674353683644,15.7,0.22
19,True,New Mexico,339,763,34.5,34.50,-106,-106.00,2115877,%null%,Breakdown by County (All Years),44.43,16.021725270419783,16.0,0.32
20,True,New Jersey,1376,3564,40.16,40.16,-74.49,-74.49,9267130,%null%,Breakdown by County (All Years),38.61,14.848178454386634,14.8,0.12
21,True,New Hampshire,254,578,43.66,43.66,-71.49,-71.49,1388992,%null%,Breakdown by County (All Years),43.94,18.28664239966825,18.3,0.64
22,True,Nevada,571,1316,39.25,39.25,-116.75,-116.75,3143991,%null%,Breakdown by County (All Years),43.39,18.161629597540195,18.2,0.62
23,True,Nebraska,364,844,41.5,41.50,-99.75,-99.75,1963692,%null%,Breakdown by County (All Years),43.13,18.536511835868353,18.5,0.7
24,True,Montana,222,468,47,47.00,-109.75,-109.75,1104271,%null%,Breakdown by County (All Years),47.44,20.10376076162464,20.1,0.76
25,True,Missouri,971,2428,38.25,38.25,-92.5,-92.50,6168187,%null%,Breakdown by County (All Years),39.99,15.742064888759046,15.7,0.26
26,True,Mississippi,446,995,33.503,33.50,-89.8071,-89.81,2949965,%null%,Breakdown by County (All Years),44.82,15.118823443667974,15.1,0.16
27,True,Minnesota,1014,2642,46.25,46.25,-94.25,-94.25,5707390,%null%,Breakdown by County (All Years),38.38,17.766439651048902,17.8,0.56
28,True,Michigan,1774,4139,43.1045,43.10,-84.6165,-84.62,10050811,%null%,Breakdown by County (All Years),42.86,17.65031697442127,17.7,0.52
29,True,Massachusetts,992,2507,42.3616,42.36,-72.1839,-72.18,6984723,%null%,Breakdown by County (All Years),39.57,14.202424348109437,14.2,0.06
30,True,Maryland,905,2419,39.4444,39.44,-77.0834,-77.08,6165129,%null%,Breakdown by County (All Years),37.41,14.67933598794121,14.7,0.1
31,True,Maine,286,631,45.5,45.50,-69.24,-69.24,1372247,%null%,Breakdown by County (All Years),45.32,20.84172893072457,20.8,0.8
32,True,Louisiana,588,1374,30.6935,30.69,-92.241,-92.24,4624047,%null%,Breakdown by County (All Years),42.79,12.716133724419326,12.7,0.02
33,True,Kentucky,766,1737,37.79,37.79,-84.87,-84.87,4509394,%null%,Breakdown by County (All Years),44.10,16.9867614140614,17.0,0.46
34,True,Kansas,493,1207,38.5,38.50,-98.5,-98.50,2934582,%null%,Breakdown by County (All Years),40.85,16.799666869080504,16.8,0.38
35,True,Iowa,628,1426,42,42.00,-93.5,-93.50,3193079,%null%,Breakdown by County (All Years),44.04,19.667537195290187,19.7,0.72
36,True,Indiana,1514,3629,40,40.00,-86.25,-86.25,6805985,%null%,Breakdown by County (All Years),41.72,22.245126899339333,22.2,0.94
37,True,Illinois,2142,5100,40,40.00,-89.25,-89.25,12671469,%null%,Breakdown by County (All Years),42.00,16.904117431057124,16.9,0.44
38,True,Idaho,419,977,44.0739,44.07,-114.542,-114.54,1900923,%null%,Breakdown by County (All Years),42.89,22.041923844364028,22.0,0.92
39,True,Hawaii,327,864,20.79,20.79,-156.34,-156.34,1441553,%null%,Breakdown by County (All Years),37.85,22.68386941028183,22.7,0.98
40,True,Georgia,1949,4819,32.1598,32.16,-83.4715,-83.47,10799566,%null%,Breakdown by County (All Years),40.44,18.047021519198086,18.0,0.6
41,True,Florida,3488,8236,28.42,28.42,-81.55,-81.55,21781128,%null%,Breakdown by County (All Years),42.35,16.01386301021692,16.0,0.3
42,True,District of Columbia,117,292,38.91,38.91,-77,-77.00,670050,%null%,Breakdown by County (All Years),40.07,17.461383478844862,17.5,0.5
43,True,Delaware,227,588,38.6716,38.67,-75.4165,-75.42,1003384,%null%,Breakdown by County (All Years),38.61,22.62344227135374,22.6,0.96
44,True,Connecticut,599,1506,41.6227,41.62,-72.7028,-72.70,3605597,%null%,Breakdown by County (All Years),39.77,16.61306019502457,16.6,0.34
45,True,Colorado,1161,2729,39,39.00,-105.5,-105.50,5812069,%null%,Breakdown by County (All Years),42.54,19.97567475540982,20.0,0.74
46,True,California,6602,16986,37.25,37.25,-119.75,-119.75,39237836,%null%,Breakdown by County (All Years),38.87,16.82559660017948,16.8,0.42
47,True,Arkansas,632,1450,34.75,34.75,-92.5,-92.50,3025891,%null%,Breakdown by County (All Years),43.59,20.88640998634782,20.9,0.82
48,True,Arizona,1543,3609,34.5,34.50,-111.5,-111.50,7276316,%null%,Breakdown by County (All Years),42.75,21.205786004895884,21.2,0.88
49,True,Alaska,315,771,64,64.00,-150,-150.00,732673,%null%,Breakdown by County (All Years),40.86,42.99325892997285,43.0,1
50,True,Alabama,1085,2613,32.75,32.75,-86.75,-86.75,5039877,%null%,Breakdown by County (All Years),41.52,21.52830317089088,21.5,0.9
