,Age Chart-alias,State-alias,SUM(Positive Severe Depression)-alias,SUM(Total Depression Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(2021 Population Estimate)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
17,True,North Carolina,6109,15192,35.5,35.50,-80,-80.00,10551162,%null%,Breakdown by County (All Years),40.212,57.898836166101894,57.9,0.18
18,True,New York,11444,29471,43,43.00,-75.49,-75.49,19835913,%null%,Breakdown by County (All Years),38.831,57.693336323868735,57.7,0.16
19,True,New Mexico,1252,2854,34.5,34.50,-106,-106.00,2115877,%null%,Breakdown by County (All Years),43.868,59.171681529691945,59.2,0.24
20,True,New Jersey,5124,14170,40.16,40.16,-74.49,-74.49,9267130,%null%,Breakdown by County (All Years),36.161,55.292199418806035,55.3,0.1
21,True,New Hampshire,895,2213,43.66,43.66,-71.49,-71.49,1388992,%null%,Breakdown by County (All Years),40.443,64.43521632953968,64.4,0.38
22,True,Nevada,2230,5318,39.25,39.25,-116.75,-116.75,3143991,%null%,Breakdown by County (All Years),41.933,70.92895622156679,70.9,0.68
23,True,Nebraska,1344,3370,41.5,41.50,-99.75,-99.75,1963692,%null%,Breakdown by County (All Years),39.881,68.44250524012931,68.4,0.64
24,True,Montana,764,1678,47,47.00,-109.75,-109.75,1104271,%null%,Breakdown by County (All Years),45.530,69.18591541387939,69.2,0.66
25,True,Missouri,3803,9500,38.25,38.25,-92.5,-92.50,6168187,%null%,Breakdown by County (All Years),40.032,61.65506979603569,61.7,0.26
26,True,Mississippi,1472,3621,33.503,33.50,-89.8071,-89.81,2949965,%null%,Breakdown by County (All Years),40.652,49.89889710555888,49.9,0.02
27,True,Minnesota,4156,11294,46.25,46.25,-94.25,-94.25,5707390,%null%,Breakdown by County (All Years),36.798,72.81787296820438,72.8,0.76
28,True,Michigan,6682,16310,43.1045,43.10,-84.6165,-84.62,10050811,%null%,Breakdown by County (All Years),40.969,66.48219730726207,66.5,0.46
29,True,Massachusetts,3938,10496,42.3616,42.36,-72.1839,-72.18,6984723,%null%,Breakdown by County (All Years),37.519,56.380188591587675,56.4,0.14
30,True,Maryland,3860,10261,39.4444,39.44,-77.0834,-77.08,6165129,%null%,Breakdown by County (All Years),37.618,62.610206534202284,62.6,0.28
31,True,Maine,995,2413,45.5,45.50,-69.24,-69.24,1372247,%null%,Breakdown by County (All Years),41.235,72.50881218905926,72.5,0.72
32,True,Louisiana,2109,5282,30.6935,30.69,-92.241,-92.24,4624047,%null%,Breakdown by County (All Years),39.928,45.60939800136115,45.6,0
33,True,Kentucky,3076,7152,37.79,37.79,-84.87,-84.87,4509394,%null%,Breakdown by County (All Years),43.009,68.21315680111341,68.2,0.62
34,True,Kansas,1969,4854,38.5,38.50,-98.5,-98.50,2934582,%null%,Breakdown by County (All Years),40.564,67.09643826616534,67.1,0.52
35,True,Iowa,2392,5763,42,42.00,-93.5,-93.50,3193079,%null%,Breakdown by County (All Years),41.506,74.91202065467218,74.9,0.82
36,True,Indiana,5464,13043,40,40.00,-86.25,-86.25,6805985,%null%,Breakdown by County (All Years),41.892,80.28228096300536,80.3,0.94
37,True,Illinois,8007,20338,40,40.00,-89.25,-89.25,12671469,%null%,Breakdown by County (All Years),39.370,63.18920087323735,63.2,0.32
38,True,Idaho,1653,3818,44.0739,44.07,-114.542,-114.54,1900923,%null%,Breakdown by County (All Years),43.295,86.95775683707336,87.0,0.98
39,True,Hawaii,1221,3116,20.79,20.79,-156.34,-156.34,1441553,%null%,Breakdown by County (All Years),39.185,84.7003197246303,84.7,0.96
40,True,Georgia,7263,18229,32.1598,32.16,-83.4715,-83.47,10799566,%null%,Breakdown by County (All Years),39.843,67.25270256230667,67.3,0.56
41,True,Florida,12708,31160,28.42,28.42,-81.55,-81.55,21781128,%null%,Breakdown by County (All Years),40.783,58.34408576084765,58.3,0.2
42,True,District of Columbia,355,944,38.91,38.91,-77,-77.00,670050,%null%,Breakdown by County (All Years),37.606,52.981120811879705,53.0,0.04
43,True,Delaware,804,2215,38.6716,38.67,-75.4165,-75.42,1003384,%null%,Breakdown by County (All Years),36.298,80.1288439919313,80.1,0.92
44,True,Connecticut,2391,6428,41.6227,41.62,-72.7028,-72.70,3605597,%null%,Breakdown by County (All Years),37.197,66.31356748965567,66.3,0.44
45,True,Colorado,4609,11214,39,39.00,-105.5,-105.50,5812069,%null%,Breakdown by County (All Years),41.100,79.30050383090772,79.3,0.9
46,True,California,26334,68587,37.25,37.25,-119.75,-119.75,39237836,%null%,Breakdown by County (All Years),38.395,67.11379292170955,67.1,0.54
47,True,Arkansas,2260,5291,34.75,34.75,-92.5,-92.50,3025891,%null%,Breakdown by County (All Years),42.714,74.68874457143367,74.7,0.8
48,True,Arizona,5710,13487,34.5,34.50,-111.5,-111.50,7276316,%null%,Breakdown by County (All Years),42.337,78.47377711468276,78.5,0.86
49,True,Alaska,1023,2542,64,64.00,-150,-150.00,732673,%null%,Breakdown by County (All Years),40.244,139.62572662019755,139.6,1
50,True,Alabama,3660,8893,32.75,32.75,-86.75,-86.75,5039877,%null%,Breakdown by County (All Years),41.156,72.62081991286692,72.6,0.74
