,Age Chart-alias,State-alias,SUM(Positive Severe Depression)-alias,SUM(Total Depression Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(2021 Population Estimate)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
12,True,Pennsylvania,5705,17935,40.86,40.86,-77.9,-77.90,12964056,%null%,Breakdown by County (All Years),31.81,44.00628938967866,44.0,0.2
13,True,Oregon,2239,6561,44,44.00,-120.5,-120.50,4246155,%null%,Breakdown by County (All Years),34.13,52.73005813494797,52.7,0.7
14,True,Oklahoma,2205,6176,35.5,35.50,-97.5,-97.50,3986639,%null%,Breakdown by County (All Years),35.70,55.309748387049844,55.3,0.8
15,True,Ohio,5998,17816,40.25,40.25,-83,-83.00,11780017,%null%,Breakdown by County (All Years),33.67,50.91673467024708,50.9,0.62
16,True,North Dakota,394,1168,47.5,47.50,-100,-100.00,774948,%null%,Breakdown by County (All Years),33.73,50.842121019732936,50.8,0.6
17,True,North Carolina,4633,14903,35.5,35.50,-80,-80.00,10551162,%null%,Breakdown by County (All Years),31.09,43.90985561590278,43.9,0.18
18,True,New York,7971,25835,43,43.00,-75.49,-75.49,19835913,%null%,Breakdown by County (All Years),30.85,40.18468925529165,40.2,0.08
19,True,New Mexico,874,2541,34.5,34.50,-106,-106.00,2115877,%null%,Breakdown by County (All Years),34.40,41.30674892727696,41.3,0.1
20,True,New Jersey,3444,11815,40.16,40.16,-74.49,-74.49,9267130,%null%,Breakdown by County (All Years),29.15,37.16360944542701,37.2,0.02
21,True,New Hampshire,607,1931,43.66,43.66,-71.49,-71.49,1388992,%null%,Breakdown by County (All Years),31.43,43.7007556559001,43.7,0.16
22,True,Nevada,1603,4503,39.25,39.25,-116.75,-116.75,3143991,%null%,Breakdown by County (All Years),35.60,50.98615104178097,51.0,0.64
23,True,Nebraska,937,3208,41.5,41.50,-99.75,-99.75,1963692,%null%,Breakdown by County (All Years),29.21,47.71624063244134,47.7,0.4
24,True,Montana,553,1593,47,47.00,-109.75,-109.75,1104271,%null%,Breakdown by County (All Years),34.71,50.07828694224515,50.1,0.52
25,True,Missouri,2877,8621,38.25,38.25,-92.5,-92.50,6168187,%null%,Breakdown by County (All Years),33.37,46.64255477338803,46.6,0.32
26,True,Mississippi,1699,4962,33.503,33.50,-89.8071,-89.81,2949965,%null%,Breakdown by County (All Years),34.24,57.59390365648406,57.6,0.88
27,True,Minnesota,2680,9154,46.25,46.25,-94.25,-94.25,5707390,%null%,Breakdown by County (All Years),29.28,46.95666495543497,47.0,0.36
28,True,Michigan,4818,14971,43.1045,43.10,-84.6165,-84.62,10050811,%null%,Breakdown by County (All Years),32.18,47.936430204487976,47.9,0.44
29,True,Massachusetts,2700,9304,42.3616,42.36,-72.1839,-72.18,6984723,%null%,Breakdown by County (All Years),29.02,38.655792076507545,38.7,0.06
30,True,Maryland,2610,8756,39.4444,39.44,-77.0834,-77.08,6165129,%null%,Breakdown by County (All Years),29.81,42.334880584007244,42.3,0.12
31,True,Maine,677,2099,45.5,45.50,-69.24,-69.24,1372247,%null%,Breakdown by County (All Years),32.25,49.335141559792085,49.3,0.5
32,True,Louisiana,1697,4971,30.6935,30.69,-92.241,-92.24,4624047,%null%,Breakdown by County (All Years),34.14,36.699453963162576,36.7,0
33,True,Kentucky,2425,6872,37.79,37.79,-84.87,-84.87,4509394,%null%,Breakdown by County (All Years),35.29,53.77662719203512,53.8,0.76
34,True,Kansas,1571,4644,38.5,38.50,-98.5,-98.50,2934582,%null%,Breakdown by County (All Years),33.83,53.53402971871292,53.5,0.74
35,True,Iowa,1616,5231,42,42.00,-93.5,-93.50,3193079,%null%,Breakdown by County (All Years),30.89,50.60945877004609,50.6,0.58
36,True,Indiana,3968,12126,40,40.00,-86.25,-86.25,6805985,%null%,Breakdown by County (All Years),32.72,58.30162717079159,58.3,0.92
37,True,Illinois,5603,18144,40,40.00,-89.25,-89.25,12671469,%null%,Breakdown by County (All Years),30.88,44.21744629608453,44.2,0.22
38,True,Idaho,1178,3223,44.0739,44.07,-114.542,-114.54,1900923,%null%,Breakdown by County (All Years),36.55,61.96989567699481,62.0,0.96
39,True,Hawaii,792,2621,20.79,20.79,-156.34,-156.34,1441553,%null%,Breakdown by County (All Years),30.22,54.94074792948994,54.9,0.78
40,True,Georgia,5270,15929,32.1598,32.16,-83.4715,-83.47,10799566,%null%,Breakdown by County (All Years),33.08,48.79825726330114,48.8,0.48
41,True,Florida,9287,27696,28.42,28.42,-81.55,-81.55,21781128,%null%,Breakdown by County (All Years),33.53,42.63782849079258,42.6,0.14
42,True,District of Columbia,314,1282,38.91,38.91,-77,-77.00,670050,%null%,Breakdown by County (All Years),24.49,46.862174464592194,46.9,0.34
43,True,Delaware,561,1906,38.6716,38.67,-75.4165,-75.42,1003384,%null%,Breakdown by County (All Years),29.43,55.91079786004162,55.9,0.84
44,True,Connecticut,1625,5514,41.6227,41.62,-72.7028,-72.70,3605597,%null%,Breakdown by County (All Years),29.47,45.06881939384795,45.1,0.26
45,True,Colorado,3456,10427,39,39.00,-105.5,-105.50,5812069,%null%,Breakdown by County (All Years),33.14,59.46247369052226,59.5,0.94
46,True,California,17741,56957,37.25,37.25,-119.75,-119.75,39237836,%null%,Breakdown by County (All Years),31.15,45.21401231199397,45.2,0.28
47,True,Arkansas,1743,4790,34.75,34.75,-92.5,-92.50,3025891,%null%,Breakdown by County (All Years),36.39,57.602868047791546,57.6,0.9
48,True,Arizona,3888,11220,34.5,34.50,-111.5,-111.50,7276316,%null%,Breakdown by County (All Years),34.65,53.43363317371043,53.4,0.72
49,True,Alaska,614,1883,64,64.00,-150,-150.00,732673,%null%,Breakdown by County (All Years),32.61,83.80273327937566,83.8,1
50,True,Alabama,2645,7577,32.75,32.75,-86.75,-86.75,5039877,%null%,Breakdown by County (All Years),34.91,52.48143952719481,52.5,0.68
