,Age Chart-alias,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Psychosis Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
40,True,Georgia,9854,12350,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,79.79,91.24440741414979,91.2,0.38
41,True,Florida,17511,22227,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,78.78,80.39528531304714,80.4,0.2
42,True,District of Columbia,483,692,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,69.80,72.08417282292366,72.1,0.08
43,True,Delaware,1055,1432,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,73.67,105.14419205408896,105.1,0.66
44,True,Connecticut,2999,3975,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,75.45,83.17623960747693,83.2,0.24
45,True,Colorado,6573,8426,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,78.01,113.09225681938739,113.1,0.82
46,True,California,29687,39188,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,75.76,75.65911636921058,75.7,0.14
47,True,Arkansas,3831,4771,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,80.30,126.60733648370017,126.6,0.94
48,True,Arizona,7697,9704,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,79.32,105.78155209311966,105.8,0.68
49,True,Alaska,1416,1886,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,75.08,193.2649353804494,193.3,1
50,True,Alabama,5951,7585,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,78.46,118.0782784976697,118.1,0.88
