,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
29,True,Massachusetts,2821,6984723,8951,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),40.4,0.2
30,True,Maryland,2192,6165129,7263,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),35.6,0.1
31,True,Maine,843,1372247,2114,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),61.4,0.86
32,True,Louisiana,1525,4624047,4493,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),33.0,0.04
33,True,Kentucky,2600,4509394,6580,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),57.7,0.8
34,True,Kansas,1679,2934582,4409,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),57.2,0.76
35,True,Iowa,1682,3193079,4685,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),52.7,0.6
36,True,Indiana,4073,6805985,11064,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),59.8,0.84
37,True,Illinois,5058,12671469,16119,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),39.9,0.18
38,True,Idaho,1000,1900923,2676,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),52.6,0.56
39,True,Hawaii,464,1441553,1909,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),32.2,0.02
40,True,Georgia,4435,10799566,13676,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),41.1,0.22
41,True,Florida,7462,21781128,23594,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),34.3,0.06
42,True,District of Columbia,383,670050,1270,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),57.2,0.74
43,True,Delaware,467,1003384,1546,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),46.5,0.44
44,True,Connecticut,1499,3605597,4791,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),41.6,0.24
45,True,Colorado,3864,5812069,10225,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),66.5,0.96
46,True,California,14400,39237836,50788,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),36.7,0.12
47,True,Arkansas,1682,3025891,4300,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),55.6,0.7
48,True,Arizona,3395,7276316,10048,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),46.7,0.46
49,True,Alaska,491,732673,1410,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),67.0,0.98
50,True,Alabama,2171,5039877,6347,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),43.1,0.3
