,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
41,True,Florida,3134,21781128,16201,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),14.4,0.06
42,True,District of Columbia,86,670050,646,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),12.8,0
43,True,Delaware,287,1003384,1341,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),28.6,0.98
44,True,Connecticut,653,3605597,3988,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),18.1,0.38
45,True,Colorado,1531,5812069,7466,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),26.3,0.94
46,True,California,6056,39237836,38658,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),15.4,0.12
47,True,Arkansas,715,3025891,3090,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),23.6,0.76
48,True,Arizona,1544,7276316,7293,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),21.2,0.5
49,True,Alaska,283,732673,1261,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),38.6,1
50,True,Alabama,893,5039877,4413,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),17.7,0.34
