,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
37,True,Illinois,5476,12671469,24017,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),43.2,0.26
38,True,Idaho,1012,1900923,3508,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),53.2,0.66
39,True,Hawaii,510,1441553,2739,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),35.4,0.04
40,True,Georgia,4573,10799566,19877,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),42.3,0.22
41,True,Florida,8060,21781128,35114,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),37.0,0.1
42,True,District of Columbia,320,670050,1294,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),47.8,0.44
43,True,Delaware,449,1003384,1898,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),44.7,0.32
44,True,Connecticut,1595,3605597,6776,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),44.2,0.3
45,True,Colorado,3483,5812069,12315,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),59.9,0.9
46,True,California,16492,39237836,78396,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),42.0,0.2
47,True,Arkansas,1761,3025891,5889,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),58.2,0.84
48,True,Arizona,3947,7276316,15642,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),54.2,0.7
49,True,Alaska,719,732673,3272,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),98.1,1
50,True,Alabama,2683,5039877,11398,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),53.2,0.64
