,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
41,True,Florida,34181,21781128,105928,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),156.9,0.06
42,True,District of Columbia,1634,670050,5200,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),243.9,0.68
43,True,Delaware,2131,1003384,6743,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),212.4,0.46
44,True,Connecticut,6687,3605597,20839,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),185.5,0.26
45,True,Colorado,16467,5812069,42416,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),283.3,0.94
46,True,California,64379,39237836,219054,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),164.1,0.12
47,True,Arkansas,7737,3025891,19874,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),255.7,0.76
48,True,Arizona,15513,7276316,45755,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),213.2,0.48
49,True,Alaska,2609,732673,8624,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),356.1,1
50,True,Alabama,10630,5039877,32275,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),210.9,0.44
