,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
31,True,Maine,1302,1372247,2913,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),94.9,0.9
32,True,Louisiana,2395,4624047,6222,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),51.8,0.06
33,True,Kentucky,3757,4509394,9050,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),83.3,0.78
34,True,Kansas,2279,2934582,5758,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),77.7,0.6
35,True,Iowa,2555,3193079,6366,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),80.0,0.7
36,True,Indiana,5803,6805985,14796,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),85.3,0.86
37,True,Illinois,7332,12671469,22264,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),57.9,0.2
38,True,Idaho,1518,1900923,3902,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),79.9,0.68
39,True,Hawaii,763,1441553,2731,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),52.9,0.12
40,True,Georgia,6348,10799566,18997,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),58.8,0.22
41,True,Florida,11290,21781128,33417,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),51.8,0.08
42,True,District of Columbia,531,670050,1657,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),79.2,0.66
43,True,Delaware,731,1003384,2204,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),72.9,0.5
44,True,Connecticut,2219,3605597,6710,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),61.5,0.26
45,True,Colorado,5647,5812069,13781,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),97.2,0.94
46,True,California,20486,39237836,66342,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),52.2,0.1
47,True,Arkansas,2529,3025891,6379,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),83.6,0.8
48,True,Arizona,4728,7276316,12897,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),65.0,0.38
49,True,Alaska,784,732673,2337,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),107.0,1
50,True,Alabama,3415,5039877,9566,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),67.8,0.4
