,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
20,True,New Jersey,17937,9267130,79551,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),193.6,0
21,True,New Hampshire,4547,1388992,14122,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),327.4,0.62
22,True,Nevada,8689,3143991,30068,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),276.4,0.36
23,True,Nebraska,6219,1963692,20794,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),316.7,0.54
24,True,Montana,4049,1104271,11250,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),366.7,0.82
25,True,Missouri,20523,6168187,61500,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),332.7,0.66
26,True,Mississippi,7912,2949965,26022,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),268.2,0.3
27,True,Minnesota,17804,5707390,61488,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),311.9,0.52
28,True,Michigan,30065,10050811,100660,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),299.1,0.4
29,True,Massachusetts,17829,6984723,66163,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),255.3,0.2
30,True,Maryland,14581,6165129,58525,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),236.5,0.1
31,True,Maine,5436,1372247,15945,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),396.1,0.96
32,True,Louisiana,10047,4624047,33652,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),217.3,0.02
33,True,Kentucky,15888,4509394,47412,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),352.3,0.76
34,True,Kansas,10142,2934582,31945,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),345.6,0.72
35,True,Iowa,10768,3193079,35051,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),337.2,0.68
36,True,Indiana,25385,6805985,83605,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),373.0,0.88
37,True,Illinois,31940,12671469,121155,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),252.1,0.18
38,True,Idaho,6562,1900923,21291,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),345.2,0.7
39,True,Hawaii,3470,1441553,16005,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),240.7,0.14
40,True,Georgia,27927,10799566,105224,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),258.6,0.22
41,True,Florida,49146,21781128,181923,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),225.6,0.06
42,True,District of Columbia,2037,670050,7741,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),304.0,0.46
43,True,Delaware,3278,1003384,12417,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),326.7,0.6
44,True,Connecticut,9642,3605597,37391,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),267.4,0.26
45,True,Colorado,23011,5812069,72069,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),395.9,0.94
46,True,California,91598,39237836,384812,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),233.4,0.08
47,True,Arkansas,11100,3025891,33733,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),366.8,0.84
48,True,Arizona,22453,7276316,79251,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),308.6,0.48
49,True,Alaska,4003,732673,15403,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),546.4,1
50,True,Alabama,15317,5039877,54781,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),303.9,0.44
